Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dalvin Cook,MIN,13,55,0,3,34,2.6,21,1.6,1,13.0
Kirk Cousins,MIN,3,5,0,2,5,1.7,0,0.0,0,
Latavius Murray,MIN,3,4,0,,1,0.3,3,1.0,0,
Stefon Diggs,MIN,1,5,0,0,5,5.0,0,0.0,0,
Adam Thielen,MIN,1,8,0,0,8,8.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chris Carson,SEA,22,90,1,6,69,3.1,21,1.0,1,22.0
Rashaad Penny,SEA,8,44,0,2,36,4.5,8,1.0,2,4.0
Russell Wilson,SEA,7,61,0,4,61,8.7,0,0.0,0,
Mike Davis,SEA,3,22,0,1,22,7.3,0,0.0,0,
Tyler Lockett,SEA,2,-3,0,0,-3,-1.5,0,0.0,0,
