#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,9:52,STL 19,3,1:07,5,Punt
2,1,7:48,SEA 47,3,1:42,6,Interception
3,2,14:17,STL 22,6,2:48,78,Touchdown
4,2,8:54,STL 28,3,1:33,12,Interception
5,2,5:30,STL 33,6,3:47,13,Punt
6,2,0:50,STL 26,3,0:30,3,Punt
7,3,15:00,STL 26,10,5:47,31,Punt
8,3,6:53,STL 10,13,5:57,69,Field Goal
9,4,14:54,STL 25,2,0:50,0,Interception
10,4,8:42,STL 34,8,3:08,66,Touchdown
11,4,3:37,SEA 41,1,0:07,41,Touchdown
12,4,1:14,STL 36,6,1:06,46,Field Goal
13,5,15:00,STL 29,6,3:02,71,Touchdown
