Quarter,Time,Tm,Detail,IND,JAX
1.0,8:37,Colts,Joseph Addai 2 yard rush (Adam Vinatieri kick),7,0
,3:30,Jaguars,David Garrard 25 yard rush (Josh Scobee kick),7,7
2.0,13:40,Jaguars,Maurice Jones-Drew 1 yard rush (Josh Scobee kick),7,14
,7:41,Colts,Dallas Clark 7 yard pass from Peyton Manning (Adam Vinatieri kick),14,14
3.0,4:37,Jaguars,Marcedes Lewis 15 yard pass from David Garrard (Josh Scobee kick),14,21
4.0,7:35,Colts,Joseph Addai 2 yard rush (Adam Vinatieri kick),21,21
,2:09,Jaguars,Maurice Jones-Drew 8 yard pass from David Garrard (Josh Scobee kick),21,28
,0:48,Colts,Austin Collie 1 yard pass from Peyton Manning (Adam Vinatieri kick),28,28
,0:00,Jaguars,Josh Scobee 59 yard field goal,28,31
