Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
2,14:54,1,10,MIN 20,3,10,Adrian Peterson right tackle for 3 yards (tackle by Tony McDaniel and Clinton McDonald),0.280,0.140
2,14:11,2,7,MIN 23,3,10,Christian Ponder pass complete short left to Cordarrelle Patterson for 4 yards (tackle by Bobby Wagner),0.140,-0.030
2,13:31,3,3,MIN 27,3,10,Christian Ponder pass complete short right to Jarius Wright for 10 yards (tackle by Earl Thomas),-0.030,1.400
2,13:00,1,10,MIN 37,3,10,Adrian Peterson up the middle for 5 yards (tackle by K.J. Wright),1.400,1.530
2,12:19,2,5,MIN 42,3,10,Christian Ponder pass complete deep left to John Carlson for 20 yards (tackle by Earl Thomas),1.530,3.050
2,11:37,1,10,SEA 38,9,10,"Christian Ponder pass complete deep right to Jarius Wright for 38 yards, touchdown",3.050,7.000
2,11:37,,,SEA 2,10,10,Blair Walsh kicks extra point good,0.000,0.000
2,11:37,,,MIN 35,10,10,"Blair Walsh kicks off 64 yards, returned by Robert Turbin for 20 yards (tackle by Larry Dean)",0.000,-0.340
2,11:10,1,10,SEA 21,10,10,Marshawn Lynch left tackle for no gain (tackle by Erin Henderson and Chase Baker),0.340,-0.200
2,11:04,2,10,SEA 21,10,10,"Russell Wilson pass incomplete deep right intended for Percy Harvin. Penalty on Russell Okung: Offensive Holding (Offsetting), Penalty on Josh Robinson: Defensive Pass Interference (Offsetting) (no play)",-0.200,-0.200
2,10:56,2,10,SEA 21,10,10,Marshawn Lynch right tackle for 23 yards (tackle by Jamarca Sanford and Andrew Sendejo),-0.200,1.860
2,10:04,1,10,SEA 44,10,10,Russell Wilson pass incomplete deep right intended for Golden Tate (defended by Josh Robinson),1.860,1.320
2,9:57,2,10,SEA 44,10,10,Robert Turbin left tackle for no gain (tackle by Chase Baker and Erin Henderson),1.320,0.630
2,9:17,3,10,SEA 44,10,10,Russell Wilson pass complete short left to Percy Harvin for 17 yards (tackle by Andrew Sendejo),0.630,2.980
2,8:26,1,10,MIN 39,10,10,Russell Wilson pass complete deep left to Zach Miller for 34 yards (tackle by Jamarca Sanford),2.980,6.060
2,7:43,1,5,MIN 5,10,10,Marshawn Lynch right guard for 3 yards (tackle by Andrew Sendejo and Marvin Mitchell),6.060,5.720
2,7:08,2,2,MIN 2,10,10,Marshawn Lynch left tackle for 1 yard (tackle by Marvin Mitchell and Jared Allen),5.720,5.170
2,6:31,3,1,MIN 1,10,16,"Marshawn Lynch right tackle for 1 yard, touchdown",5.170,7.000
2,6:31,,,MIN 2,10,17,Steven Hauschka kicks extra point good,0.000,0.000
2,6:31,,,SEA 35,10,17,"Steven Hauschka kicks off 64 yards, returned by Cordarrelle Patterson for 28 yards (tackle by Robert Turbin)",0.000,-0.870
2,6:20,1,10,MIN 29,10,17,Toby Gerhart right tackle for 2 yards (tackle by Bobby Wagner and Brandon Mebane),0.870,0.600
2,5:45,2,8,MIN 31,10,17,Adrian Peterson left end for 6 yards (tackle by Byron Maxwell),0.600,0.700
2,5:07,3,2,MIN 37,10,17,Adrian Peterson right tackle for 3 yards (tackle by Kam Chancellor),0.700,1.600
2,4:29,1,10,MIN 40,10,17,Adrian Peterson left end for no gain (tackle by Kam Chancellor and Chris Clemons),1.600,1.050
2,3:55,2,10,MIN 40,10,17,Christian Ponder pass complete short middle to Jerome Felton for 10 yards (tackle by K.J. Wright),1.050,2.260
2,3:21,1,10,,10,17,Adrian Peterson right tackle for 2 yards (tackle by Malcolm Smith and Michael Bennett),2.260,1.980
2,2:44,2,8,SEA 48,10,17,Adrian Peterson right tackle for 3 yards (tackle by Kam Chancellor),1.980,1.690
2,2:00,3,5,SEA 45,10,17,"Christian Ponder pass incomplete deep right intended for Cordarrelle Patterson. Penalty on Jeremy Lane: Defensive Pass Interference, 23 yards (no play)",1.690,4.110
2,1:53,1,10,SEA 22,10,17,Christian Ponder pass complete short left to Jerome Simpson for 1 yard (tackle by Clinton McDonald),4.110,3.700
2,1:18,2,9,SEA 21,10,17,"Christian Ponder for no gain. Christian Ponder fumbles, recovered by Adrian Peterson at SEA-28",3.700,3.700
2,0:59,2,9,SEA 21,10,17,Timeout #1 by Seattle Seahawks,3.700,2.080
2,0:59,3,16,SEA 28,10,17,Christian Ponder pass complete short left to Joe Webb for 1 yard (tackle by Bobby Wagner),2.080,1.670
2,0:52,4,15,SEA 27,13,17,Blair Walsh 45 yard field goal good,1.670,3.000
2,0:52,,,MIN 35,13,17,"Blair Walsh kicks off 69 yards, returned by Percy Harvin for 58 yards (tackle by Marcus Sherels)",0.000,-2.520
2,0:40,1,10,MIN 46,13,17,Robert Turbin left tackle for 5 yards (tackle by Jared Allen and Everson Griffen),2.520,2.520
2,0:35,1,10,MIN 46,13,17,Timeout #2 by Seattle Seahawks,2.520,2.650
2,0:35,2,5,MIN 41,13,17,Russell Wilson pass complete short right to Robert Turbin for 12 yards (tackle by Chad Greenway and Jamarca Sanford),2.650,2.650
2,0:35,2,5,MIN 41,13,17,Timeout #3 by Seattle Seahawks,2.650,3.640
2,0:27,1,10,MIN 29,13,17,Russell Wilson pass complete short middle to Zach Miller for 10 yards (tackle by Josh Robinson),3.640,4.310
2,0:16,1,10,MIN 19,13,17,Russell Wilson spiked the ball,4.310,3.750
2,0:16,2,10,MIN 19,13,23,"Russell Wilson pass complete deep right to Doug Baldwin for 19 yards, touchdown",3.750,7.000
2,0:16,,,MIN 2,13,24,Steven Hauschka kicks extra point good,0.000,0.000
2,0:16,,,SEA 35,13,24,Steven Hauschka kicks off 37 yards,0.000,-0.810
2,0:08,1,10,MIN 28,13,24,Christian Ponder kneels for -1 yards,0.810,0.130
Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,13,24,"Blair Walsh kicks off 34 yards, returned by Michael Robinson for 4 yards (tackle by Andrew Sendejo)",0.000,-1.270
3,14:57,1,10,SEA 35,13,24,Russell Wilson pass incomplete short right intended for Zach Miller,1.270,0.720
3,14:50,2,10,SEA 35,13,24,"Marshawn Lynch left guard for -2 yards (tackle by Fred Evans and Erin Henderson). Penalty on Ricardo Lockette: Unnecessary Roughness, 15 yards",0.720,-2.510
3,14:24,3,27,SEA 18,13,24,Russell Wilson pass complete short middle to Zach Miller for 12 yards (tackle by Erin Henderson and Andrew Sendejo),-2.510,-1.370
3,13:51,4,15,SEA 30,13,24,"Jon Ryan punts 45 yards, fair catch by Marcus Sherels. Penalty on Clint Gresham: Offensive Holding, 10 yards",-1.370,-1.270
3,13:43,1,10,MIN 35,13,24,Christian Ponder pass complete short right to Joe Webb for 8 yards,1.270,1.800
3,13:19,2,2,MIN 43,13,24,Adrian Peterson right tackle for 1 yard (tackle by Bobby Wagner and K.J. Wright),1.800,1.220
3,12:40,3,1,MIN 44,13,24,Christian Ponder pass complete short left to John Carlson for -1 yards (tackle by K.J. Wright),1.220,-0.520
3,12:02,4,2,MIN 43,13,24,"Jeff Locke punts 42 yards, returned by Golden Tate for 11 yards (tackle by Robert Blanton)",-0.520,-0.670
3,11:51,1,10,SEA 26,13,24,Marshawn Lynch left tackle for 6 yards (tackle by Chris Cook and Marvin Mitchell),0.670,0.940
3,11:16,2,4,SEA 32,13,24,Marshawn Lynch up the middle for 2 yards (tackle by Jared Allen and Sharrif Floyd),0.940,0.500
3,10:39,3,2,SEA 34,13,24,Marshawn Lynch left tackle for 12 yards (tackle by Andrew Sendejo),0.500,1.990
3,9:57,1,10,SEA 46,13,24,Russell Wilson left tackle for 2 yards,1.990,1.720
3,9:17,2,8,SEA 48,13,24,Robert Turbin left guard for -2 yards (tackle by Marvin Mitchell),1.720,0.760
3,9:04,3,10,SEA 46,13,24,"Penalty on Marshawn Lynch: False Start, 5 yards (no play)",0.760,0.100
3,8:23,3,15,SEA 41,13,24,Russell Wilson pass complete short right to Zach Miller for 13 yards (tackle by Marcus Sherels and Xavier Rhodes),0.100,0.200
3,7:44,4,2,MIN 46,13,24,Jon Ryan punts 39 yards,0.200,0.380
3,7:32,1,10,MIN 7,13,24,Adrian Peterson left guard for 4 yards (tackle by Walter Thurmond and Bobby Wagner),-0.380,-0.490
3,6:55,2,6,MIN 11,13,24,Adrian Peterson right end for 8 yards (tackle by Tony McDaniel and Bobby Wagner),-0.490,0.150
3,6:12,1,10,MIN 19,13,24,Toby Gerhart right tackle for 3 yards (tackle by Red Bryant and Kam Chancellor),0.150,0.070
3,5:30,2,7,MIN 22,13,24,Christian Ponder pass complete short left to Jerome Felton for 3 yards (tackle by Walter Thurmond),0.070,-0.290
3,4:46,3,4,MIN 25,13,24,"Christian Ponder pass incomplete. Penalty on Michael Bennett: Defensive Offside, 5 yards (no play)",-0.290,0.940
3,4:41,1,10,MIN 30,13,24,Adrian Peterson right guard for 4 yards (tackle by Tony McDaniel and Kam Chancellor),0.940,0.930
3,4:10,2,6,MIN 34,13,24,Adrian Peterson left guard for 13 yards (tackle by Earl Thomas and Bruce Irvin),0.930,2.060
3,3:35,1,10,MIN 47,13,24,Christian Ponder left end for 1 yard (tackle by Bruce Irvin),2.060,1.650
3,3:04,2,9,MIN 48,13,24,"Adrian Peterson up the middle for 3 yards (tackle by Kam Chancellor). Penalty on MIN: Illegal Shift, 5 yards (no play)",1.650,0.980
3,2:46,2,14,MIN 43,13,24,Christian Ponder pass incomplete short left intended for Adrian Peterson,0.980,0.300
3,2:42,3,14,MIN 43,13,24,Christian Ponder pass incomplete short right intended for Joe Webb (defended by Bobby Wagner),0.300,-0.520
3,2:38,4,14,MIN 43,13,24,"Jeff Locke punts 42 yards, returned by Golden Tate for 4 yards (tackle by Michael Mauti)",-0.520,-0.150
3,2:26,1,10,SEA 19,13,24,Russell Wilson pass complete deep right to Golden Tate for 26 yards (tackle by Andrew Sendejo),0.150,1.930
3,1:45,1,10,SEA 45,13,24,Marshawn Lynch right tackle for 8 yards (tackle by Chad Greenway),1.930,2.460
3,1:07,2,2,MIN 47,13,24,Marshawn Lynch left tackle for 1 yard (tackle by Sharrif Floyd and Erin Henderson),2.460,1.880
3,0:25,3,1,MIN 46,13,24,"Russell Wilson left end for 3 yards. Penalty on Kellen Davis: Offensive Holding, 10 yards (no play)",1.880,0.560
Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,SEA 44,13,24,Russell Wilson pass incomplete short left intended for Golden Tate (defended by Jared Allen),0.560,-0.460
4,14:57,4,11,SEA 44,13,24,"Jon Ryan punts 36 yards, out of bounds",-0.460,-0.280
4,14:49,1,10,MIN 20,13,24,Adrian Peterson left guard for 1 yard (tackle by Tony McDaniel),0.280,-0.130
4,14:08,2,9,MIN 21,13,24,Christian Ponder pass incomplete short middle intended for Adrian Peterson is intercepted by Bobby Wagner at MIN-27 and returned for 9 yards (tackle by John Carlson),-0.130,-4.370
4,13:53,1,10,MIN 18,13,24,Russell Wilson for 12 yards,4.370,5.830
4,13:22,1,6,MIN 6,13,30,"Russell Wilson pass complete short middle to Marshawn Lynch for 6 yards, touchdown",5.830,7.000
4,13:22,,,MIN 2,13,31,Steven Hauschka kicks extra point good,0.000,0.000
4,13:22,,,SEA 35,13,31,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,13:14,1,10,MIN 20,13,31,Christian Ponder pass incomplete short right intended for Cordarrelle Patterson,0.280,-0.270
4,13:09,2,10,MIN 20,13,31,Christian Ponder pass complete short right to John Carlson for 5 yards (tackle by Bobby Wagner),-0.270,-0.300
4,12:38,3,5,MIN 25,13,37,"Christian Ponder pass incomplete short left intended for Cordarrelle Patterson is intercepted by Walter Thurmond at MIN-29 and returned for 29 yards, touchdown",-0.300,-7.000
4,12:30,,,MIN 2,13,38,Steven Hauschka kicks extra point good,0.000,0.000
4,12:30,,,SEA 35,13,38,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,12:30,1,10,MIN 20,13,38,Adrian Peterson up the middle for -1 yards (tackle by Kam Chancellor and K.J. Wright),0.280,-0.460
4,11:52,2,11,MIN 19,13,38,Matt Cassel pass incomplete short left intended for John Carlson,-0.460,-1.140
,,,,,,,"SEA challenged the pass completion ruling, and the play was upheld.",,
4,11:47,3,11,MIN 19,13,38,Matt Cassel pass incomplete short left intended for Cordarrelle Patterson is intercepted by Clinton McDonald at MIN-18 and returned for 3 yards (tackle by Joe Berger),-1.140,-4.580
4,11:40,1,10,MIN 15,13,38,Christine Michael right tackle for 9 yards (tackle by Erin Henderson and Andrew Sendejo),4.580,5.600
4,11:03,2,1,MIN 6,13,38,Marshawn Lynch left tackle for -2 yards (tackle by Andrew Sendejo and Chad Greenway),5.600,4.450
4,10:21,3,3,MIN 8,13,38,Tarvaris Jackson pass incomplete short middle intended for Golden Tate (defended by Marcus Sherels),4.450,2.980
4,10:14,4,3,MIN 8,13,41,Steven Hauschka 26 yard field goal good,2.980,3.000
4,10:14,,,SEA 35,13,41,"Steven Hauschka kicks off 72 yards, returned by Cordarrelle Patterson for 29 yards (tackle by Michael Robinson)",0.000,-0.410
4,10:07,1,10,MIN 22,13,41,Matt Cassel pass complete short middle to Toby Gerhart for 7 yards (tackle by Malcolm Smith and Heath Farwell),0.410,0.810
4,9:24,2,3,MIN 29,13,41,Toby Gerhart left tackle for 32 yards (tackle by Walter Thurmond),0.810,2.980
4,8:42,1,10,SEA 39,13,41,Matt Cassel pass incomplete short right intended for Jerome Simpson,2.980,2.440
4,8:37,2,10,SEA 39,13,41,Matt Cassel pass complete deep left to John Carlson for 30 yards (tackle by Chris Maragos),2.440,5.140
4,7:51,1,9,SEA 9,13,41,"Penalty on Matt Kalil: False Start, 5 yards (no play)",5.140,4.440
4,7:36,1,14,SEA 14,13,41,Toby Gerhart right end for 4 yards (tackle by Heath Farwell),4.440,4.190
4,6:58,2,10,SEA 10,13,41,Matt Cassel pass incomplete,4.190,3.130
4,6:51,3,10,SEA 10,13,41,Matt Cassel pass incomplete short middle intended for Cordarrelle Patterson,3.130,2.760
4,6:46,4,10,SEA 10,13,41,Matt Cassel pass incomplete short right intended for Toby Gerhart (defended by Malcolm Smith),2.760,0.380
4,6:41,1,10,SEA 10,13,41,Robert Turbin left guard for 2 yards (tackle by Audie Cole and Chad Greenway),-0.380,-0.630
4,6:07,2,8,SEA 12,13,41,Tarvaris Jackson pass complete short right to Michael Robinson for 6 yards (tackle by Jamarca Sanford),-0.630,-0.480
4,5:23,3,2,SEA 18,13,41,Tarvaris Jackson pass incomplete short middle intended for Robert Turbin,-0.480,-2.240
4,5:18,4,2,SEA 18,13,41,"Jon Ryan punts 42 yards, fair catch by Marcus Sherels",-2.240,-1.600
4,5:11,1,10,MIN 40,13,41,Matt Cassel pass incomplete short right intended for John Carlson,1.600,1.050
4,5:05,2,10,MIN 40,13,41,Toby Gerhart up the middle for 6 yards (tackle by Tony McDaniel and Heath Farwell),1.050,1.160
4,4:26,3,4,MIN 46,13,41,Matt Cassel pass complete short left to Cordarrelle Patterson for 9 yards (tackle by K.J. Wright and Byron Maxwell),1.160,2.590
4,3:50,1,10,SEA 45,13,41,Matt Cassel pass incomplete deep left intended for Cordarrelle Patterson,2.590,2.040
4,3:44,2,10,SEA 45,13,41,Toby Gerhart left tackle for 13 yards (tackle by Jeron Johnson and Cliff Avril),2.040,3.450
4,3:08,1,10,SEA 32,13,41,Matt Cassel pass complete short middle to Chase Ford for 11 yards (tackle by Jeron Johnson),3.450,4.170
4,2:25,1,10,SEA 21,19,41,"Matt Cassel pass complete deep right to Jarius Wright for 21 yards, touchdown",4.170,7.000
4,2:25,,,SEA 2,20,41,Blair Walsh kicks extra point good,0.000,0.000
4,2:25,,,MIN 35,20,41,Blair Walsh kicks off 39 yards,0.000,-0.670
4,2:17,1,10,SEA 26,20,41,Robert Turbin left tackle for 7 yards (tackle by Michael Mauti and Robert Blanton),0.670,1.070
4,2:00,2,3,SEA 33,20,41,Robert Turbin left tackle for 2 yards (tackle by Chase Baker and Jared Allen),1.070,0.630
4,1:21,3,1,SEA 35,20,41,Robert Turbin right tackle for 3 yards (tackle by Michael Mauti),0.630,1.470
4,0:37,1,10,SEA 38,20,41,Tarvaris Jackson kneels for -1 yards,1.470,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
