Quarter,Time,Tm,Detail,BAL,CLE
2.0,11:53,Browns,Demetrius Harris 1 yard pass from Baker Mayfield (Austin Seibert kick failed),0,6
,1:18,Ravens,Mark Andrews 39 yard pass from Lamar Jackson (Justin Tucker kick),7,6
,0:09,Ravens,Mark Andrews 14 yard pass from Lamar Jackson (Justin Tucker kick),14,6
3.0,7:36,Ravens,Mark Ingram 12 yard pass from Lamar Jackson (Justin Tucker kick),21,6
,3:25,Browns,Austin Seibert 47 yard field goal,21,9
4.0,11:32,Ravens,Justin Tucker 31 yard field goal,24,9
,8:01,Browns,Odell Beckham Jr. 3 yard pass from Baker Mayfield (pass failed),24,15
,3:39,Ravens,Justice Hill 18 yard rush (Justin Tucker kick),31,15
