Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mark Andrews,BAL,9,6,93,2,4,61,10.2,32,5.3,8.8,0,,0,0.0,0,140.3
Nick Boyle,BAL,4,3,24,0,1,12,4.0,12,4.0,5.5,0,,1,25.0,0,89.6
Justice Hill,BAL,4,3,32,0,3,-2,-0.7,34,11.3,0.5,0,,0,0.0,0,97.9
Seth Roberts,BAL,3,2,23,0,2,15,7.5,8,4.0,6.7,0,,0,0.0,0,89.6
Mark Ingram,BAL,2,2,36,1,2,23,11.5,13,6.5,11.5,0,,0,0.0,0,158.3
Miles Boykin,BAL,1,1,8,0,,8,8.0,0,0.0,8.0,0,,0,0.0,0,100.0
Marquise Brown,BAL,2,1,6,0,,6,6.0,0,0.0,21.0,0,,0,0.0,0,56.2
Gus Edwards,BAL,1,1,7,0,1,1,1.0,6,6.0,1.0,0,,0,0.0,0,95.8
Hayden Hurst,BAL,3,1,9,0,,6,6.0,3,3.0,8.7,0,,0,0.0,0,42.4
Willie Snead,BAL,1,0,0,0,,0,,0,,4.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jarvis Landry,CLE,9,7,74,0,3,46,6.6,28,4.0,5.3,2,3.5,0,0.0,0,100.9
Kareem Hunt,CLE,4,4,33,0,2,7,1.8,26,6.5,1.8,0,,0,0.0,0,101.0
Odell Beckham Jr.,CLE,6,4,44,1,3,23,5.8,21,5.3,18.3,0,,0,0.0,1,88.2
Dontrell Hilliard,CLE,1,1,4,0,,3,3.0,1,1.0,3.0,0,,0,0.0,0,83.3
KhaDarel Hodge,CLE,2,1,6,0,,6,6.0,0,0.0,6.5,0,,1,50.0,0,56.2
Demetrius Harris,CLE,3,1,1,1,1,1,1.0,0,0.0,5.3,0,,1,33.3,0,81.9
Stephen Carlson,CLE,1,1,7,0,,6,6.0,1,1.0,6.0,0,,0,0.0,0,95.8
Ricky Seals-Jones,CLE,2,1,23,0,1,19,19.0,4,4.0,21.5,0,,0,0.0,0,91.7
Nick Chubb,CLE,1,0,0,0,0,0,,0,,0.0,0,,0,0.0,0,39.6
Damion Ratley,CLE,3,0,0,0,,0,,0,,14.0,0,,0,0.0,0,39.6
