Quarter,Time,Down,ToGo,Location,SDG,DET,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss, Chargers to receive the opening kickoff.",,
1,15:00,,,DET 30,0,0,"Jason Hanson kicks off 73 yards, returned by Leon Johnson for 24 yards (tackle by Wali Rainer)",0.000,0.340
1,14:54,1,10,SDG 21,0,0,LaDainian Tomlinson left end for 3 yards (tackle by Otis Smith),0.340,0.210
1,14:14,2,7,SDG 24,0,0,LaDainian Tomlinson right tackle for 1 yard (tackle by Earl Holmes and Robert Porcher),0.210,-0.360
1,13:31,3,6,SDG 25,0,0,"Doug Flutie up the middle for 2 yards (tackle by Shaun Rogers). Penalty on Shaun Rogers: Face Mask (15 Yards), 15 yards",-0.360,1.730
1,13:06,1,10,SDG 42,0,0,LaDainian Tomlinson left end for no gain (tackle by Earl Holmes),1.730,1.190
1,12:24,2,10,SDG 42,0,0,"Reche Caldwell right end for 5 yards (tackle by James Hall). Penalty on Solomon Page: Unnecessary Roughness, 15 yards",1.190,-0.820
1,11:55,3,20,SDG 32,0,0,Doug Flutie pass incomplete intended for LaDainian Tomlinson,-0.820,-1.240
1,11:51,4,20,SDG 32,0,0,"Darren Bennett punts 47 yards, returned by Eddie Drummond for 8 yards (tackle by David Binn)",-1.240,-0.870
1,11:39,1,10,DET 29,0,0,Shawn Bryson right end for 5 yards (tackle by Quentin Jammer),0.870,1.000
1,11:04,2,5,DET 34,0,0,"Shawn Bryson right end for -1 yards. Shawn Bryson fumbles (forced by Zeke Moreno), recovered by Zeke Moreno at DET-33 and returned for 33 yards. Penalty on Marcellus Wiley: Face Mask (5 Yards), 5 yards",1.000,1.540
1,10:51,2,1,DET 38,0,0,Shawn Bryson up the middle for 3 yards (tackle by Ben Leber),1.540,1.660
1,10:14,1,10,DET 41,0,0,Joey Harrington pass incomplete intended for Casey Fitzsimmons (defended by Zeke Moreno),1.660,1.120
1,10:11,2,10,DET 41,0,0,Shawn Bryson left tackle for 4 yards (tackle by Jason Fisk),1.120,0.960
1,9:33,3,6,DET 45,0,0,Joey Harrington pass incomplete intended for Az-Zahir Hakim,0.960,-0.390
1,9:27,4,6,DET 45,0,0,"Nick Harris punts 55 yards, touchback. Penalty on Bradford Banta: Offensive Holding, 10 yards (no play)",-0.390,-1.040
1,9:15,4,16,DET 35,0,0,"Nick Harris punts 49 yards, returned by Leon Johnson for 14 yards (tackle by Stephen Trejo)",-1.040,-0.940
1,9:02,1,10,SDG 30,0,0,LaDainian Tomlinson up the middle for 13 yards (tackle by Corey Harris),0.940,1.800
1,8:24,1,10,SDG 43,0,0,LaDainian Tomlinson left end for 3 yards (tackle by Corey Harris),1.800,1.660
1,7:56,2,7,SDG 46,0,0,Doug Flutie pass complete to Josh Norman for 4 yards (tackle by Brian Walker),1.660,1.490
1,7:09,3,3,DET 50,0,0,Doug Flutie pass complete to Antonio Gates for 10 yards (tackle by Boss Bailey),1.490,2.920
1,6:30,1,10,DET 40,0,0,Doug Flutie pass incomplete intended for Antonio Gates,2.920,2.370
1,6:24,2,10,DET 40,0,0,Doug Flutie pass complete to David Boston for 8 yards (tackle by Corey Harris),2.370,2.740
1,5:41,3,2,DET 32,0,0,Doug Flutie up the middle for 2 yards (tackle by Shaun Rogers),2.740,3.580
1,4:59,1,10,DET 30,0,0,LaDainian Tomlinson for 14 yards (tackle by Brian Walker),3.580,4.510
1,4:25,1,10,DET 16,6,0,"Doug Flutie pass complete to LaDainian Tomlinson for 16 yards, touchdown",4.510,7.000
1,,,,DET 2,7,0,Steve Christie kicks extra point good,0.000,0.000
1,,,,SDG 30,7,0,"Mike Scifres kicks off 60 yards, returned by Eddie Drummond for 15 yards (tackle by Kevin House)",0.000,0.610
1,4:08,1,10,DET 25,7,0,Joey Harrington pass complete to Olandis Gary for 3 yards (tackle by Sammy Davis),0.610,0.470
1,3:42,2,7,DET 28,7,0,Shawn Bryson left tackle for 5 yards (tackle by Adrian Dingle),0.470,0.430
1,3:03,3,2,DET 33,7,0,Joey Harrington pass incomplete intended for Casey Fitzsimmons,0.430,-1.180
1,2:56,4,2,DET 33,7,0,"Nick Harris punts 47 yards, returned by Leon Johnson for no gain",-1.180,-0.280
1,2:43,1,10,SDG 20,7,0,LaDainian Tomlinson up the middle for 4 yards (tackle by Bracy Walker),0.280,0.270
1,2:14,2,6,SDG 24,7,0,LaDainian Tomlinson left tackle for 5 yards (tackle by Brian Walker),0.270,0.230
1,1:38,3,1,SDG 29,7,0,LaDainian Tomlinson left end for 7 yards (tackle by Jeff Gooch),0.230,1.330
1,0:56,1,10,SDG 36,7,0,"Leon Johnson up the middle for 4 yards (tackle by Shaun Rogers). Penalty on Phil Bogle: Offensive Holding, 10 yards (no play)",1.330,0.670
1,0:27,1,20,SDG 26,7,0,Leon Johnson up the middle for 2 yards (tackle by Jeff Gooch),0.670,-0.290
Quarter,Time,Down,ToGo,Location,SDG,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,18,SDG 28,7,0,"Doug Flutie pass complete to Reche Caldwell for 72 yards. Penalty on Reche Caldwell: Illegal Touch Pass, 5 yards, Penalty on Reche Caldwell: Taunting (Declined) (no play)",-0.290,-0.970
2,14:50,2,23,SDG 23,7,0,Doug Flutie pass complete to LaDainian Tomlinson for 17 yards (tackle by Jeff Gooch),-0.970,0.630
2,14:03,3,6,SDG 40,7,0,Doug Flutie pass complete to Kassim Osgood for 8 yards (tackle by Doug Evans),0.630,2.130
2,13:34,1,10,SDG 48,7,0,LaDainian Tomlinson left end for 2 yards (tackle by Doug Evans),2.130,1.850
2,13:06,2,8,DET 50,7,0,Doug Flutie pass complete to David Boston for 13 yards (tackle by Doug Evans),1.850,3.120
2,12:36,1,10,DET 37,7,0,Doug Flutie pass complete to David Boston for 12 yards (tackle by Boss Bailey),3.120,3.910
2,12:00,1,10,DET 25,7,0,LaDainian Tomlinson left end for 2 yards (tackle by Brian Walker),3.910,3.630
2,11:12,2,8,DET 23,7,0,"Doug Flutie pass incomplete intended for Reche Caldwell is intercepted by Terrence Holt at DET-11 and returned for 12 yards. Terrence Holt fumbles, recovered by Dre' Bly at DET-31 and returned for 2 yards",3.630,-1.140
2,10:57,1,10,DET 33,7,0,Joey Harrington pass complete to Shawn Bryson for 3 yards (tackle by Ben Leber),1.140,1.000
2,10:16,2,7,DET 36,7,0,Shawn Bryson up the middle for -1 yards (tackle by Adrian Dingle),1.000,0.170
2,9:36,3,8,DET 35,7,0,"Penalty on Bill Schroeder: False Start, 5 yards (no play)",0.170,-0.490
2,9:10,3,13,DET 30,7,0,Joey Harrington pass incomplete intended for Bill Schroeder,-0.490,-1.370
2,9:04,4,13,DET 30,7,0,"Nick Harris punts 44 yards, fair catch by Leon Johnson",-1.370,-0.670
2,8:56,1,10,SDG 26,7,0,LaDainian Tomlinson left tackle for 3 yards (tackle by Earl Holmes),0.670,0.540
2,8:20,2,7,SDG 29,7,0,Doug Flutie pass complete to David Boston for 33 yards (tackle by Corey Harris),0.540,3.050
2,7:40,1,10,DET 38,7,0,"Penalty on Kelvin Garmon: False Start, 5 yards (no play)",3.050,2.720
2,7:17,1,15,DET 43,7,0,"Penalty on SDG: False Start, 5 yards (no play)",2.720,2.390
2,6:48,1,20,DET 48,7,0,Doug Flutie pass complete to LaDainian Tomlinson for 4 yards (tackle by Dre' Bly),2.390,1.700
2,6:16,2,16,DET 44,7,0,LaDainian Tomlinson right tackle for 5 yards (tackle by Earl Holmes),1.700,1.680
2,5:30,3,11,DET 39,7,0,Doug Flutie pass incomplete intended for Reche Caldwell,1.680,0.660
2,5:24,4,11,DET 39,7,0,"Darren Bennett punts 28 yards, fair catch by Eddie Drummond",0.660,0.370
2,5:17,1,10,DET 11,7,0,Olandis Gary left end for 16 yards (tackle by Jerry Wilson),-0.370,0.740
2,4:47,1,10,DET 27,7,0,Olandis Gary right tackle for 3 yards (tackle by Marcellus Wiley),0.740,0.600
2,4:02,2,7,DET 30,7,0,Joey Harrington pass complete to Casey Fitzsimmons for 2 yards (tackle by Quentin Jammer),0.600,0.170
2,3:17,3,5,DET 32,7,0,Joey Harrington pass incomplete intended for Az-Zahir Hakim (defended by Jerry Wilson),0.170,-1.240
