Quarter,Time,Down,ToGo,Location,SDG,DET,Detail,EPB,EPA
2,3:11,4,5,DET 32,7,0,"Nick Harris punts 45 yards, returned by Leon Johnson for 31 yards (tackle by Corey Harris). Penalty on Quentin Jammer: Offensive Holding, 10 yards",-1.240,-0.480
2,2:56,1,10,SDG 23,7,0,LaDainian Tomlinson up the middle for -4 yards (tackle by Shaun Rogers),0.480,-0.670
2,2:22,2,14,SDG 19,7,0,Doug Flutie pass complete to Antonio Gates for 8 yards (tackle by Dre' Bly),-0.670,-0.230
2,2:05,,,,7,0,Timeout #1 by Detroit Lions,0.000,-0.230
2,2:05,3,6,SDG 27,13,0,"Doug Flutie pass complete to LaDainian Tomlinson for 73 yards, touchdown",-0.230,7.000
2,,,,DET 2,14,0,Steve Christie kicks extra point good,0.000,0.000
2,,,,SDG 30,14,0,"Mike Scifres kicks off 65 yards, returned by Eddie Drummond for 21 yards (tackle by Jesse Chatman)",0.000,0.670
2,1:49,1,10,DET 26,14,0,Joey Harrington pass incomplete intended for Az-Zahir Hakim,0.670,0.130
2,1:43,2,10,DET 26,14,0,Joey Harrington pass incomplete intended for Reggie Swinton (defended by Jerry Wilson),0.130,-0.560
2,1:36,3,10,DET 26,14,0,Joey Harrington pass complete to Shawn Bryson for 3 yards (tackle by Jason Fisk). Penalty on Eric Beverly: Offensive Holding (Declined),-0.560,-1.440
2,1:26,4,7,DET 29,14,0,"Nick Harris punts 39 yards, returned by Leon Johnson for 4 yards (tackle by Jeff Gooch)",-1.440,-1.330
2,1:14,1,10,SDG 36,14,0,Doug Flutie pass complete to LaDainian Tomlinson for 17 yards (tackle by Bracy Walker),1.330,2.460
2,1:08,1,10,DET 47,14,0,"Doug Flutie right end for 13 yards (tackle by James Hall). Doug Flutie fumbles (forced by James Hall), recovered by Jeff Gooch at DET-31",2.460,-1.660
2,0:53,1,10,DET 41,14,0,Joey Harrington pass complete to Shawn Bryson for 12 yards (tackle by Ben Leber),1.660,2.460
2,0:35,1,10,SDG 47,14,0,Joey Harrington pass complete to Reggie Swinton for 3 yards (tackle by Quentin Jammer),2.460,2.320
2,0:31,2,7,SDG 44,14,0,Joey Harrington pass complete to Shawn Bryson for 5 yards (tackle by Ben Leber),2.320,2.280
2,0:24,,,,14,0,Timeout #2 by Detroit Lions,0.000,2.280
2,0:24,3,2,SDG 39,14,0,Joey Harrington pass complete to Mikhael Ricks for 4 yards (tackle by Quentin Jammer),2.280,3.250
2,0:20,1,10,SDG 35,14,0,Joey Harrington pass complete to Shawn Bryson for 5 yards (tackle by Ben Leber),3.250,3.380
2,0:12,,,,14,0,Timeout #3 by Detroit Lions,0.000,3.380
2,0:12,2,5,SDG 30,14,0,Joey Harrington pass complete to Bill Schroeder for 25 yards (tackle by Donnie Edwards),3.380,1.930
Quarter,Time,Down,ToGo,Location,SDG,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,14,0,"Mike Scifres kicks off 59 yards, returned by Eddie Drummond for 18 yards (tackle by Leon Johnson)",0.000,0.870
3,14:54,1,10,DET 29,14,0,Shawn Bryson right end for no gain (tackle by Terrence Kiel),0.870,0.330
3,14:18,2,10,DET 29,14,0,Joey Harrington right end for 4 yards (tackle by Ben Leber),0.330,0.170
3,13:50,3,6,DET 33,14,0,Joey Harrington pass complete to Bill Schroeder for 3 yards (tackle by Terrence Kiel),0.170,-0.980
3,13:50,4,3,DET 36,14,0,"Nick Harris punts 31 yards, returned by Leon Johnson for 5 yards (tackle by Jeff Gooch)",-0.980,-1.470
3,13:05,1,10,SDG 38,14,0,"LaDainian Tomlinson left tackle for 3 yards (tackle by Shaun Rogers). Penalty on SDG: Unnecessary Roughness, 15 yards",1.470,-0.700
3,12:40,2,22,SDG 26,14,0,LaDainian Tomlinson for 8 yards (tackle by Dre' Bly),-0.700,-0.290
3,12:12,3,14,SDG 34,14,0,Doug Flutie pass incomplete intended for David Boston,-0.290,-1.110
3,12:04,4,14,SDG 34,14,0,"Darren Bennett punts 46 yards, returned by Eddie Drummond for 5 yards (tackle by David Binn). Penalty on Brian Walker: Offensive Holding, 10 yards",-1.110,0.380
3,11:53,1,10,DET 10,14,0,Olandis Gary up the middle for 2 yards (tackle by Donnie Edwards),-0.380,-0.630
3,11:17,2,8,DET 12,14,0,Joey Harrington pass complete to Reggie Swinton for 6 yards (tackle by Marcellus Wiley),-0.630,-0.480
3,10:38,3,2,DET 18,14,0,Joey Harrington pass complete to Reggie Swinton for 9 yards (tackle by Donnie Edwards),-0.480,0.740
3,10:03,1,10,DET 27,14,0,"Olandis Gary left tackle for 3 yards (tackle by Zeke Moreno). Penalty on Matt Joyce: Offensive Holding, 10 yards (no play)",0.740,-0.170
3,9:40,1,20,DET 17,14,0,Joey Harrington pass complete to Shawn Bryson for 6 yards (tackle by Zeke Moreno),-0.170,-0.340
3,9:01,2,14,DET 23,14,0,Joey Harrington pass incomplete intended for David Kircus (defended by Sammy Davis),-0.340,-1.020
3,8:55,3,14,DET 23,14,0,Joey Harrington pass complete to Shawn Bryson for 3 yards (tackle by Jerry Wilson),-1.020,-1.630
3,8:26,4,11,DET 26,14,0,"Nick Harris punts 47 yards, returned by Leon Johnson for 4 yards (tackle by Wali Rainer)",-1.630,-1.000
3,8:13,1,10,SDG 31,14,0,LaDainian Tomlinson up the middle for -1 yards (tackle by Earl Holmes),1.000,0.320
3,7:35,2,11,SDG 30,14,0,LaDainian Tomlinson up the middle for 4 yards (tackle by Dan Wilkinson),0.320,0.170
3,6:49,3,7,SDG 34,14,0,Doug Flutie left tackle for 12 yards (tackle by Brian Walker),0.170,1.990
3,6:02,1,10,SDG 46,14,0,LaDainian Tomlinson left end for -4 yards (tackle by Otis Smith and Brian Walker),1.990,0.910
3,5:30,2,14,SDG 42,14,0,Doug Flutie pass incomplete intended for David Boston,0.910,0.230
3,5:23,,,,14,0,Timeout #1 by San Diego Chargers,0.000,0.230
3,5:23,3,14,SDG 42,14,0,Doug Flutie pass complete to LaDainian Tomlinson for 6 yards (tackle by Doug Evans),0.230,-0.190
3,4:47,4,8,SDG 48,14,0,"Darren Bennett punts 45 yards, muffed catch by Eddie Drummond, recovered by Eddie Drummond and returned for no gain",-0.190,0.380
3,4:37,1,10,DET 7,14,0,Joey Harrington pass incomplete intended for Reggie Swinton,-0.380,-0.780
3,4:34,2,10,DET 7,14,0,Shawn Bryson up the middle for 6 yards (tackle by Otis Leverette),-0.780,-0.720
3,3:55,3,4,DET 13,14,0,Joey Harrington up the middle for 5 yards (tackle by Donnie Edwards),-0.720,0.040
3,3:15,1,10,DET 18,14,0,Joey Harrington pass incomplete intended for Cory Schlesinger (defended by Ben Leber),0.040,-0.490
3,3:10,2,10,DET 18,14,0,Olandis Gary left end for -3 yards (tackle by Ben Leber),-0.490,-1.660
3,2:27,3,13,DET 15,14,0,Joey Harrington right end for 11 yards (tackle by Stephen Cooper),-1.660,-1.630
3,1:47,4,2,DET 26,14,0,"Nick Harris punts 43 yards, returned by Leon Johnson for 2 yards (tackle by Jeff Gooch)",-1.630,-1.140
3,1:38,1,10,SDG 33,14,0,LaDainian Tomlinson right end for 11 yards (tackle by Shaun Rogers),1.140,1.860
3,1:00,1,10,SDG 44,14,0,"LaDainian Tomlinson up the middle for 1 yard (tackle by James Hall). Penalty on Kelvin Garmon: Offensive Holding, 10 yards (no play)",1.860,1.200
3,0:35,1,20,SDG 34,14,0,"Leon Johnson up the middle for no gain (tackle by Dan Wilkinson and James Hall). Penalty on Kelvin Garmon: Offensive Holding, 10 yards (no play)",1.200,0.540
3,0:07,1,30,SDG 24,14,0,Leon Johnson left end for 6 yards (tackle by Bracy Walker),0.540,-0.570
Quarter,Time,Down,ToGo,Location,SDG,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,24,SDG 30,14,0,Doug Flutie pass complete to LaDainian Tomlinson for 1 yard (tackle by Otis Smith),-0.570,-1.090
4,14:12,3,23,SDG 31,14,0,Doug Flutie pass incomplete intended for Reche Caldwell,-1.090,-1.310
4,14:05,4,23,SDG 31,14,0,"Darren Bennett punts 52 yards, returned by Eddie Drummond for no gain",-1.310,0.060
4,13:55,1,10,DET 17,14,0,Joey Harrington pass complete to Olandis Gary for 11 yards (tackle by Donnie Edwards),-0.060,0.810
4,13:15,1,10,DET 28,14,0,Olandis Gary left tackle for 2 yards (tackle by Zeke Moreno),0.810,0.530
4,12:39,2,8,DET 30,14,0,Joey Harrington pass complete to Olandis Gary for 6 yards (tackle by Zeke Moreno),0.530,0.630
4,11:57,3,2,DET 36,14,0,"Joey Harrington sacked by Jacques Cesaire for -12 yards. Penalty on Jerry Wilson: Defensive Holding, 5 yards (no play)",0.630,1.660
4,11:33,1,10,DET 41,14,0,Bill Schroeder pass incomplete intended for David Kircus (defended by Jerry Wilson),1.660,1.120
4,11:26,2,10,DET 41,14,0,Shawn Bryson up the middle for 3 yards (tackle by Otis Leverette),1.120,0.830
4,10:47,3,7,DET 44,14,0,Joey Harrington pass complete to David Kircus for 16 yards (tackle by Quentin Jammer),0.830,2.920
4,10:04,1,10,SDG 40,14,0,Joey Harrington pass complete to Casey Fitzsimmons for 3 yards (tackle by Ben Leber),2.920,2.780
4,9:37,2,7,SDG 37,14,0,Joey Harrington pass complete to Reggie Swinton for 25 yards (tackle by Jerry Wilson),2.780,4.780
4,8:49,1,10,SDG 12,14,0,Joey Harrington pass complete to Cory Schlesinger for 4 yards (tackle by Quentin Jammer),4.780,4.830
4,8:09,2,6,SDG 8,14,0,Shawn Bryson left tackle for 4 yards (tackle by Jason Fisk and Vernon Fox),4.830,4.840
4,7:28,3,2,SDG 4,14,6,"Joey Harrington pass complete to Casey Fitzsimmons for 4 yards, touchdown",4.840,7.000
4,,,,SDG 2,14,7,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,14,7,"Jason Hanson kicks off 72 yards, returned by Leon Johnson for 23 yards (tackle by Wali Rainer)",0.000,0.340
4,7:16,1,10,SDG 21,14,7,Doug Flutie right end for 1 yard (tackle by Robert Porcher),0.340,-0.070
4,6:28,2,9,SDG 22,14,7,Doug Flutie pass complete to LaDainian Tomlinson for 15 yards (tackle by Barrett Green),-0.070,1.400
4,5:49,1,10,SDG 37,14,7,Doug Flutie for 1 yard (tackle by Otis Smith),1.400,0.990
4,5:21,2,9,SDG 38,14,7,LaDainian Tomlinson left end for no gain (tackle by Dre' Bly),0.990,0.300
4,4:36,3,9,SDG 38,14,7,Doug Flutie pass incomplete intended for David Boston,0.300,-0.850
4,4:31,4,9,SDG 38,14,7,Darren Bennett punts 36 yards,-0.850,-0.670
4,4:23,1,10,DET 26,14,7,Joey Harrington pass incomplete intended for David Kircus,0.670,0.130
4,4:18,2,10,DET 26,14,7,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Kevin House),0.130,-0.560
4,4:14,3,10,DET 26,14,7,Joey Harrington pass complete to Shawn Bryson for 5 yards (tackle by Donnie Edwards),-0.560,-1.310
4,3:40,4,5,DET 31,14,7,"Nick Harris punts 42 yards, returned by Leon Johnson for 1 yard (tackle by Donte Curry)",-1.310,-0.810
4,3:27,1,10,SDG 28,14,7,LaDainian Tomlinson up the middle for 2 yards (tackle by Shaun Rogers),0.810,0.530
4,2:43,2,8,SDG 30,14,7,LaDainian Tomlinson left end for 6 yards (tackle by Robert Porcher and Barrett Green),0.530,0.630
4,2:33,,,,14,7,Timeout #1 by Detroit Lions,0.000,0.630
4,2:33,3,2,SDG 36,14,7,"Penalty on Robert Porcher: Defensive Offside, 5 yards (no play)",0.630,1.660
4,2:33,1,10,SDG 41,14,7,LaDainian Tomlinson left tackle for 2 yards (tackle by Barrett Green),1.660,1.390
4,2:28,,,,14,7,Timeout #2 by Detroit Lions,0.000,1.390
4,2:28,2,8,SDG 43,14,7,LaDainian Tomlinson right end for -1 yards (tackle by Bracy Walker),1.390,0.560
4,2:24,,,,14,7,Timeout #3 by Detroit Lions,0.000,0.560
4,2:24,3,9,SDG 42,14,7,Doug Flutie pass complete to LaDainian Tomlinson for -1 yards (tackle by Earl Holmes),0.560,-0.650
4,1:59,4,10,SDG 41,14,7,"Darren Bennett punts 43 yards, returned by Eddie Drummond for 25 yards (tackle by Carlos Polk)",-0.650,-1.660
4,1:49,1,10,DET 41,14,7,Joey Harrington pass incomplete intended for Bill Schroeder,1.660,1.120
4,1:45,2,10,DET 41,14,7,Joey Harrington pass incomplete intended for Mikhael Ricks (defended by Donnie Edwards),1.120,0.430
4,1:40,3,10,DET 41,14,7,Joey Harrington pass complete to Reggie Swinton for 11 yards (tackle by Jerry Wilson),0.430,2.390
4,1:18,1,10,SDG 48,14,7,"Joey Harrington spiked the ball. Penalty on Joey Harrington: Intentional Grounding, 10 yards",2.390,0.500
4,1:17,2,20,DET 42,14,7,Joey Harrington pass complete to Bill Schroeder for 10 yards (tackle by Donnie Edwards),0.500,1.160
4,1:17,3,10,SDG 48,14,7,"Penalty on Stockar McDougle: False Start, 6 yards (no play)",1.160,0.370
4,0:42,3,16,DET 46,14,7,Joey Harrington pass incomplete intended for David Kircus (defended by Kevin House),0.370,-0.320
4,0:37,4,16,DET 46,14,7,Joey Harrington pass complete to Mikhael Ricks for 21 yards (tackle by Jerry Wilson),-0.320,3.380
4,0:23,1,10,SDG 33,14,7,Joey Harrington spiked the ball,3.380,2.840
4,0:22,2,10,SDG 33,14,7,Joey Harrington pass incomplete intended for Reggie Swinton,2.840,2.150
4,0:16,3,10,SDG 33,14,7,Joey Harrington pass incomplete intended for David Kircus,2.150,1.150
4,0:10,4,10,SDG 33,14,7,Joey Harrington pass incomplete intended for Mikhael Ricks (defended by Donnie Edwards),1.150,-1.140
4,0:03,1,10,SDG 33,14,7,Doug Flutie kneels for -1 yards,1.140,0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
