Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Santana Moss,NYJ,0,0,,0,0,2,27,13.5,0,0
Justin McCareins,NYJ,0,0,,0,0,1,7,7.0,0,0
LaMont Jordan,NYJ,3,50,16.7,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Nate Clements,BUF,1,14,14.0,0,0,1,5,5.0,0,0
Jonathan Smith,BUF,0,0,,0,0,1,0,0.0,0,0
Terrence McGee,BUF,4,94,23.5,0,0,0,0,,0,0
