Quarter,Time,Down,ToGo,Location,PHI,PIT,Detail,EPB,EPA
2,15:00,2,10,PIT 25,7,7,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for -1 yards (tackle by Rodney McLeod),0.060,-0.760
2,14:21,3,11,PIT 24,7,7,Ben Roethlisberger pass complete short right to Chase Claypool for 15 yards (tackle by Darius Slay),-0.760,1.530
2,13:47,1,10,PIT 39,7,7,James Conner up the middle for 25 yards (tackle by Darius Slay),1.530,3.180
2,13:08,1,10,PHI 36,7,7,James Conner right end for 2 yards (tackle by Duke Riley),3.180,2.910
2,12:39,2,8,PHI 34,7,7,Anthony McFarland left guard for 2 yards (tackle by Genard Avery),2.910,2.480
2,11:57,3,6,PHI 32,7,13,"Ben Roethlisberger pass complete short left to Chase Claypool for 32 yards, touchdown",2.480,7.000
2,11:49,,,PHI 15,7,14,Chris Boswell kicks extra point good,0.000,0.000
2,11:49,,,PIT 35,7,14,"Chris Boswell kicks off 58 yards, returned by Boston Scott for 17 yards (tackle by Jordan Dangerfield and Ulysees Gilbert)",0.000,0.540
2,11:45,1,10,PHI 24,7,14,Miles Sanders right guard for 1 yard (tackle by Terrell Edmunds and Tyson Alualu),0.540,0.130
2,11:03,2,9,PHI 25,7,14,Carson Wentz pass complete short left to Travis Fulgham for 13 yards (tackle by Steven Nelson),0.130,1.470
2,10:29,1,10,PHI 38,7,14,Carson Wentz pass incomplete short right intended for Travis Fulgham,1.470,0.920
2,10:26,2,10,PHI 38,7,14,Carson Wentz pass complete short right to Travis Fulgham for 7 yards (tackle by Mike Hilton),0.920,1.160
2,9:43,3,3,PHI 45,7,14,"Carson Wentz pass complete short middle to Travis Fulgham for 9 yards (tackle by Minkah Fitzpatrick). Penalty on Vince Williams: Roughing the Passer, 15 yards",1.160,3.510
2,9:24,1,10,PIT 31,7,14,Carson Wentz pass complete short middle to Travis Fulgham for 18 yards (tackle by Steven Nelson),3.510,4.710
2,8:36,1,10,PIT 13,7,14,Boston Scott right guard for 3 yards (tackle by Stephon Tuitt),4.710,4.580
2,7:51,2,7,PIT 10,7,14,Carson Wentz up the middle for 3 yards (tackle by Cameron Heyward),4.580,4.330
2,7:09,3,4,PIT 7,7,14,Carson Wentz pass complete short middle to Zach Ertz for 6 yards (tackle by Terrell Edmunds),4.330,6.970
2,6:21,,,,,,Timeout #1 by Philadelphia Eagles,,
2,6:21,1,1,PIT 1,13,14,"Miles Sanders up the middle for 1 yard, touchdown",6.970,7.000
2,6:17,,,PIT 15,14,14,Jake Elliott kicks extra point good,0.000,0.000
2,6:17,,,PHI 35,14,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,6:17,1,10,PIT 25,14,14,"Ben Roethlisberger pass incomplete deep right intended for Ray-Ray McCloud. Penalty on Darius Slay: Defensive Pass Interference, 15 yards (no play)",0.610,1.600
2,6:11,1,10,PIT 40,14,14,James Conner left tackle for no gain (tackle by Rodney McLeod and Alex Singleton),1.600,1.050
2,5:30,2,10,PIT 40,14,14,Ben Roethlisberger pass complete short middle to James Conner for 11 yards (tackle by Marcus Epps and Duke Riley),1.050,2.320
2,4:44,1,10,PHI 49,14,14,Ben Roethlisberger pass complete short middle to Eric Ebron for 3 yards (tackle by Duke Riley),2.320,2.190
2,4:03,2,7,PHI 46,14,14,Ben Roethlisberger pass complete deep left to Eric Ebron for 17 yards (tackle by Alex Singleton),2.190,3.640
2,3:19,1,10,PHI 29,14,14,Ben Roethlisberger pass incomplete deep right intended for Chase Claypool,3.640,3.100
2,3:15,2,10,PHI 29,14,14,"Penalty on Josh Sweat: Encroachment, 5 yards (no play)",3.100,3.780
2,3:15,2,5,PHI 24,14,14,"Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 12 yards (tackle by Cre'von LeBlanc). Penalty on Kevin Dotson: Ineligible Downfield Pass, 5 yards (no play)",3.780,3.100
2,2:56,2,10,PHI 29,14,14,Anthony McFarland left end for no gain (tackle by Derek Barnett),3.100,2.410
2,2:12,3,10,PHI 29,14,14,Ben Roethlisberger pass complete short left to James Conner for 6 yards (tackle by Jalen Mills),2.410,2.000
2,2:00,4,4,PHI 23,14,17,Chris Boswell 41 yard field goal good,2.000,3.000
2,1:57,,,PIT 35,14,17,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,1:57,1,10,PHI 25,14,17,Miles Sanders right guard for -2 yards (tackle by T.J. Watt),0.610,-0.210
2,1:18,2,12,PHI 23,14,17,Carson Wentz sacked by Cameron Heyward for -5 yards,-0.210,-1.720
2,1:10,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,1:10,3,17,PHI 18,14,17,Carson Wentz pass complete deep right to Travis Fulgham for 20 yards (tackle by Joe Haden),-1.720,1.470
2,0:43,1,10,PHI 38,14,17,Carson Wentz pass complete short left to John Hightower for 9 yards (tackle by Mike Hilton),1.470,2.140
2,0:37,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:37,2,1,PHI 47,14,17,Carson Wentz pass incomplete short right intended for Zach Ertz,2.140,1.420
2,0:32,3,1,PHI 47,14,17,Miles Sanders left tackle for 4 yards (tackle by Bud Dupree and Vince Williams),1.420,2.320
2,0:27,,,,,,Timeout #3 by Philadelphia Eagles,,
2,0:27,1,10,PIT 49,14,17,Carson Wentz pass incomplete short left intended for Miles Sanders,2.320,1.780
2,0:22,2,10,PIT 49,14,17,Carson Wentz pass incomplete deep middle intended for John Hightower,1.780,1.090
2,0:13,3,10,PIT 49,14,17,Carson Wentz pass complete deep right to JJ Arcega-Whiteside for 37 yards (tackle by Joe Haden),1.090,-0.280
Quarter,Time,Down,ToGo,Location,PHI,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,14,17,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PIT 25,14,17,Ben Roethlisberger pass complete short left to Chase Claypool for 5 yards (tackle by Jalen Mills),0.610,0.740
3,14:25,2,5,PIT 30,14,17,Ben Roethlisberger pass incomplete deep left intended for Chase Claypool,0.740,0.040
3,14:21,3,5,PIT 30,14,17,Ben Roethlisberger pass complete short left to Eric Ebron for 7 yards (tackle by Cre'von LeBlanc),0.040,1.400
3,13:37,1,10,PIT 37,14,17,Ray-Ray McCloud right end for 58 yards (tackle by Alex Singleton and Darius Slay),1.400,6.060
3,13:07,1,5,PHI 5,14,17,Ben Roethlisberger pass incomplete short middle intended for Chase Claypool (defended by Rodney McLeod),6.060,5.150
3,13:04,2,5,PHI 5,14,23,"Ben Roethlisberger pass complete short left to Chase Claypool for 5 yards, touchdown",5.150,7.000
3,13:01,,,PHI 15,14,24,Chris Boswell kicks extra point good,0.000,0.000
3,13:01,,,PIT 35,14,24,"Chris Boswell kicks off 64 yards, returned by Boston Scott for 14 yards (tackle by Jordan Dangerfield)",0.000,-0.220
3,12:56,1,10,PHI 15,14,24,Carson Wentz pass incomplete short middle intended for Travis Fulgham (defended by Stephon Tuitt),-0.220,-0.710
3,12:51,2,10,PHI 15,14,24,Carson Wentz pass short middle intended for Zach Ertz is intercepted by Steven Nelson at PHI-26 and returned for 3 yards,-0.710,-4.040
3,12:44,1,10,PHI 23,14,24,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 4 yards (tackle by Nickell Robey-Coleman),4.040,4.050
3,12:06,2,6,PHI 19,14,24,James Conner right guard for 7 yards (tackle by Darius Slay and Javon Hargrave),4.050,4.780
3,11:21,,,,,,Timeout #1 by Pittsburgh Steelers,,
3,11:21,1,10,PHI 12,14,24,"Ben Roethlisberger pass incomplete short left intended for James Washington. Penalty on Jalen Mills: Defensive Pass Interference, 11 yards (no play)",4.780,6.970
3,11:16,1,1,PHI 1,14,24,James Conner up the middle for no gain (tackle by Shaun Bradley),6.970,5.910
3,10:35,2,1,PHI 1,14,30,"James Conner up the middle for 1 yard, touchdown",5.910,7.000
3,10:32,,,PHI 15,14,31,Chris Boswell kicks extra point good,0.000,0.000
3,10:32,,,PIT 35,14,31,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,10:32,1,10,PHI 25,14,31,Carson Wentz sacked by Mike Hilton for -8 yards,0.610,-1.150
3,9:47,2,18,PHI 17,14,31,Miles Sanders right tackle for 6 yards (tackle by Joe Haden),-1.150,-0.890
3,9:05,3,12,PHI 23,14,31,Carson Wentz pass complete deep middle to Travis Fulgham for 31 yards (tackle by Mike Hilton),-0.890,2.520
3,8:16,1,10,PIT 46,14,31,Carson Wentz left guard for 4 yards (tackle by Steven Nelson and Devin Bush),2.520,2.520
3,7:37,2,6,PIT 42,14,31,"Carson Wentz pass incomplete deep right intended for Quez Watkins. Penalty on Joe Haden: Defensive Pass Interference, 26 yards (no play)",2.520,4.510
3,7:32,1,10,PIT 16,14,31,Carson Wentz pass complete short middle to Miles Sanders for 11 yards (tackle by Steven Nelson),4.510,6.060
3,6:47,1,5,PIT 5,14,31,Miles Sanders right tackle for -3 yards (tackle by T.J. Watt),6.060,4.570
3,6:03,2,8,PIT 8,20,31,"Carson Wentz pass complete short left to Greg Ward for 8 yards, touchdown",4.570,7.000
3,5:58,,,PIT 2,22,31,"Two Point Attempt: Carson Wentz pass complete to John Hightower, conversion succeeds",1.000,1.000
3,5:58,,,PHI 35,22,31,"Jake Elliott kicks off 71 yards, returned by Ray-Ray McCloud for 24 yards (tackle by Duke Riley and Grayland Arnold)",0.000,0.040
3,5:43,1,10,PIT 18,22,31,Chase Claypool left end for 1 yard (tackle by Rodney McLeod),0.040,-0.320
3,5:11,2,9,PIT 19,22,31,"Penalty on Genard Avery: Neutral Zone Infraction, 5 yards (no play)",-0.320,0.410
3,4:52,2,4,PIT 24,22,31,Benny Snell up the middle for no gain (tackle by Malik Jackson and Josh Sweat),0.410,-0.400
3,4:07,3,4,PIT 24,22,31,Ben Roethlisberger pass complete short middle to James Washington for 8 yards (tackle by Darius Slay),-0.400,1.070
3,3:32,1,10,PIT 32,22,31,James Conner left end for -1 yards (tackle by Duke Riley and Derek Barnett),1.070,0.390
3,2:55,2,11,PIT 31,22,31,Ben Roethlisberger pass incomplete deep right intended for Chase Claypool (defended by Darius Slay),0.390,-0.290
3,2:49,3,11,PIT 31,22,31,"Penalty on Eric Ebron: False Start, 5 yards (no play)",-0.290,-0.960
3,2:49,3,16,PIT 26,22,31,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 11 yards (tackle by Nickell Robey-Coleman),-0.960,-0.910
3,2:02,4,5,PIT 37,22,31,"Dustin Colquitt punts 44 yards, returned by Greg Ward for 1 yard (tackle by James Pierre)",-0.910,-0.280
3,1:54,1,10,PHI 20,22,31,Carson Wentz pass complete short left to Greg Ward for 2 yards (tackle by Terrell Edmunds),0.280,0.000
3,1:11,2,8,PHI 22,22,31,Carson Wentz pass incomplete short left intended for Zach Ertz,0.000,-0.690
3,1:08,3,8,PHI 22,22,31,Carson Wentz pass complete deep left to Travis Fulgham for 18 yards (tackle by Steven Nelson),-0.690,1.600
3,0:22,1,10,PHI 40,22,31,Carson Wentz pass complete short middle to Travis Fulgham for 19 yards (tackle by Mike Hilton and Steven Nelson),1.600,2.850
Quarter,Time,Down,ToGo,Location,PHI,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 41,22,31,Jalen Hurts pass complete short middle to Richard Rodgers for 18 yards (tackle by Minkah Fitzpatrick),2.850,4.040
4,14:14,1,10,PIT 23,22,31,Miles Sanders up the middle for no gain (tackle by Mike Hilton and Tyson Alualu),4.040,3.500
4,13:31,2,10,PIT 23,22,31,Carson Wentz pass complete short right to Travis Fulgham for 13 yards (tackle by Mike Hilton),3.500,4.910
4,12:57,1,10,PIT 10,22,31,"Penalty on Jack Driscoll: False Start, 5 yards (no play)",4.910,4.370
4,12:57,1,15,PIT 15,22,31,Carson Wentz pass complete short middle to Greg Ward for 11 yards (tackle by Terrell Edmunds),4.370,5.340
4,12:15,2,4,PIT 4,22,31,Miles Sanders right tackle for no gain (tackle by Minkah Fitzpatrick and Stephon Tuitt),5.340,4.490
4,11:30,3,4,PIT 4,28,31,"Carson Wentz pass complete short middle to Travis Fulgham for 4 yards, touchdown",4.490,7.000
4,11:27,,,PIT 15,29,31,Jake Elliott kicks extra point good,0.000,0.000
4,11:27,,,PHI 35,29,31,"Jake Elliott kicks off 65 yards, returned by Ray-Ray McCloud for 24 yards (tackle by Genard Avery)",0.000,0.540
4,11:21,1,10,PIT 24,29,31,Ray-Ray McCloud right end for 5 yards (tackle by K'Von Wallace),0.540,0.670
4,10:46,2,5,PIT 29,29,31,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 14 yards (tackle by Jalen Mills),0.670,1.800
4,10:10,1,10,PIT 43,29,31,James Conner right guard for -1 yards (tackle by Brandon Graham),1.800,1.120
4,9:36,2,11,PIT 42,29,31,Ben Roethlisberger pass complete short middle to James Conner for 2 yards (tackle by Jalen Mills and Nathan Gerry),1.120,0.690
4,8:55,3,9,PIT 44,29,31,"Ben Roethlisberger pass incomplete deep left. Penalty on Fletcher Cox: Defensive Offside, 5 yards (no play)",0.690,1.350
4,8:50,3,4,PIT 49,29,31,Ben Roethlisberger pass complete short right to Chase Claypool for 11 yards (tackle by Darius Slay),1.350,2.920
4,8:07,1,10,PHI 40,29,31,"James Conner right end for 2 yards (tackle by Marcus Epps). Penalty on Kevin Dotson: Offensive Holding, 10 yards (no play)",2.920,2.260
4,7:54,1,20,PIT 50,29,31,Benny Snell right tackle for 8 yards (tackle by Nathan Gerry and Duke Riley),2.260,2.100
4,7:15,2,12,PHI 42,29,31,"Ben Roethlisberger pass complete deep right to Chase Claypool for 21 yards (tackle by Craig James). Penalty on Chase Claypool: Offensive Pass Interference, 10 yards (no play)",2.100,0.750
4,7:07,2,22,PIT 48,29,31,Benny Snell right guard for 1 yard (tackle by Javon Hargrave),0.750,0.230
4,6:29,3,21,PIT 49,29,31,"Ben Roethlisberger pass complete short middle to Eric Ebron for 12 yards (tackle by Duke Riley). Eric Ebron fumbles (forced by Duke Riley), recovered by Cre'von LeBlanc at PHI-39 and returned for 6 yards (tackle by James Conner)",0.230,-1.930
4,6:19,1,10,PHI 45,29,31,Carson Wentz pass incomplete short middle intended for Greg Ward (defended by Terrell Edmunds),1.930,1.380
4,6:15,2,10,PHI 45,29,31,Carson Wentz pass complete short right to John Hightower for 9 yards (tackle by Joe Haden),1.380,1.880
4,5:43,3,1,PIT 46,29,31,Carson Wentz up the middle for 2 yards (tackle by Alex Highsmith),1.880,2.650
4,4:58,1,10,PIT 44,29,31,Carson Wentz sacked by Stephon Tuitt for -3 yards,2.650,1.710
4,4:14,2,13,PIT 47,29,31,Carson Wentz pass complete short left to Miles Sanders for 8 yards (tackle by Devin Bush and Minkah Fitzpatrick),1.710,2.080
4,3:27,3,5,PIT 39,29,31,Carson Wentz pass incomplete short right intended for Travis Fulgham (defended by Joe Haden),2.080,0.660
4,3:23,4,5,PIT 39,29,31,Jake Elliott 57 yard field goal no good,0.660,-2.060
4,3:18,1,10,PIT 47,29,31,"James Conner left tackle for 1 yard (tackle by Brandon Graham). Penalty on Brandon Graham: Face Mask (15 Yards), 15 yards",2.060,3.120
4,3:12,1,10,PHI 37,29,31,Ben Roethlisberger pass complete short right to Ray-Ray McCloud for 2 yards (tackle by Craig James),3.120,2.840
4,3:07,,,,,,Timeout #1 by Philadelphia Eagles,,
4,3:07,2,8,PHI 35,29,31,Ben Roethlisberger pass incomplete short right intended for Eric Ebron (defended by Rodney McLeod),2.840,2.150
4,3:04,3,8,PHI 35,29,37,"Ben Roethlisberger pass complete deep middle to Chase Claypool for 35 yards, touchdown",2.150,7.000
4,2:59,,,PHI 15,29,37,"Penalty on PIT: Delay of Game, 5 yards (no play)",1.000,0.000
4,2:59,,,PHI 20,29,38,Chris Boswell kicks extra point good,0.000,0.000
4,2:59,,,PIT 35,29,38,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,2:59,1,10,PHI 25,29,38,Carson Wentz sacked by and Bud Dupree for -10 yards and Stephon Tuitt for -10 yards,0.610,-1.430
4,2:27,2,20,PHI 15,29,38,Carson Wentz pass incomplete short middle intended for Miles Sanders,-1.430,-2.350
4,2:24,3,20,PHI 15,29,38,Carson Wentz pass incomplete short middle intended for Zach Ertz,-2.350,-2.440
4,2:18,4,20,PHI 15,29,38,Carson Wentz pass deep middle intended for John Hightower is intercepted by Steven Nelson at PIT-25 and returned for no gain,-2.440,-0.610
4,2:10,1,10,PIT 25,29,38,Benny Snell right guard for 1 yard (tackle by Brandon Graham),0.610,0.200
4,2:00,2,9,PIT 26,29,38,Benny Snell right end for 8 yards (tackle by Duke Riley and Rodney McLeod),0.200,0.560
4,1:52,,,,,,Timeout #2 by Philadelphia Eagles,,
4,1:52,3,1,PIT 34,29,38,Benny Snell left guard for 2 yards (tackle by Duke Riley and Javon Hargrave),0.560,1.330
4,1:10,1,10,PIT 36,29,38,Ben Roethlisberger kneels for -1 yards,1.330,0.660
4,0:38,2,11,PIT 35,29,38,Ben Roethlisberger kneels for -1 yards,0.660,-0.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
