Quarter,Time,Down,ToGo,Location,JAX,SDG,Detail,EPB,EPA
1,9:50,3,1,JAX 41,0,0,Blake Bortles up the middle for 1 yard (tackle by Donald Butler),1.030,1.730
1,9:20,1,10,JAX 42,0,0,Denard Robinson up the middle for -5 yards (tackle by Corey Liuget),1.730,0.510
1,8:35,2,15,JAX 37,0,0,Blake Bortles pass complete short left to Clay Harbor for 1 yard (tackle by Shareece Wright),0.510,-0.030
1,7:50,3,14,JAX 38,0,0,Blake Bortles pass complete short left to Allen Hurns for 13 yards (tackle by Marcus Gilchrist and Shareece Wright),-0.030,0.000
1,7:05,4,1,SDG 49,0,0,Blake Bortles up the middle for no gain (tackle by Cordarro Law and Jarret Johnson),0.000,-2.190
1,6:52,1,10,SDG 49,0,0,Philip Rivers pass complete deep left to Keenan Allen for 16 yards (tackle by Alan Ball),2.190,3.250
1,6:20,1,10,JAX 35,0,0,Donald Brown up the middle for 2 yards (tackle by Roy Miller and Jonathan Cyprien),3.250,2.970
1,5:49,2,8,JAX 33,0,0,Philip Rivers pass complete deep right to Eddie Royal for 16 yards,2.970,4.440
1,5:15,1,10,JAX 17,0,0,Donald Brown up the middle for 3 yards (tackle by Josh Evans and Geno Hayes),4.440,4.320
1,4:42,2,7,JAX 14,0,0,"Donald Brown up the middle for 2 yards (tackle by Abry Jones and Paul Posluszny). Penalty on Chad Rinehart: Offensive Holding, 10 yards (no play)",4.320,2.950
1,4:23,2,17,JAX 24,0,0,Philip Rivers pass complete short right to Donald Brown for 9 yards (tackle by Jonathan Cyprien),2.950,3.340
1,3:53,3,8,JAX 15,0,0,Philip Rivers pass incomplete short left intended for Donald Brown,3.340,2.440
1,3:48,4,8,JAX 15,0,3,Nick Novak 33 yard field goal good,2.440,3.000
1,3:48,,,SDG 35,0,3,"Nick Novak kicks off 63 yards, returned by Jordan Todman for 30 yards (tackle by Andrew Gachkar)",0.000,-1.070
1,3:37,1,10,JAX 32,0,3,Blake Bortles pass complete short left to Allen Robinson for 6 yards (tackle by Shareece Wright),1.070,1.340
1,2:53,2,4,JAX 38,0,3,Denard Robinson right tackle for 10 yards (tackle by Eric Weddle),1.340,2.130
1,2:26,1,10,JAX 48,0,3,Blake Bortles pass incomplete short left intended for Cecil Shorts (defended by Cordarro Law),2.130,1.580
1,2:18,2,10,JAX 48,0,3,Blake Bortles pass complete short right to Denard Robinson for 2 yards (tackle by Andrew Gachkar),1.580,1.160
1,1:36,3,8,,0,3,Blake Bortles pass complete short right to Cecil Shorts for 13 yards (tackle by Steve Williams),1.160,3.120
1,1:05,1,10,SDG 37,0,3,Blake Bortles pass complete deep middle to Clay Harbor for 22 yards (tackle by Marcus Gilchrist),3.120,4.580
1,0:24,1,10,SDG 15,0,3,Denard Robinson right end for 10 yards (tackle by Marcus Gilchrist),4.580,6.060
Quarter,Time,Down,ToGo,Location,JAX,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,5,SDG 5,0,3,Toby Gerhart up the middle for 4 yards (tackle by Sean Lissemore),6.060,6.060
2,14:26,1,5,SDG 5,0,3,Timeout #1 by Jacksonville Jaguars,6.060,5.910
2,14:26,2,1,SDG 1,0,3,Toby Gerhart up the middle for no gain (tackle by Corey Liuget and Donald Butler),5.910,5.170
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
2,14:11,3,1,SDG 1,6,3,"Toby Gerhart left tackle for 1 yard, touchdown",5.170,7.000
2,14:11,,,SDG 2,7,3,Josh Scobee kicks extra point good,0.000,0.000
2,14:11,,,JAX 35,7,3,"Josh Scobee kicks off 70 yards, returned by Branden Oliver for 22 yards (tackle by Telvin Smith)",0.000,0.060
2,14:00,1,10,SDG 17,7,3,Philip Rivers pass complete short left to Keenan Allen for 1 yard (tackle by Geno Hayes),-0.060,-0.420
2,13:30,2,9,SDG 18,7,3,Philip Rivers pass complete short middle to Antonio Gates for 8 yards (tackle by Paul Posluszny),-0.420,-0.120
2,12:51,3,1,SDG 26,7,3,Donald Brown right tackle for 3 yards (tackle by Paul Posluszny and Dwayne Gratz),-0.120,0.870
2,12:12,1,10,SDG 29,7,3,Philip Rivers pass complete deep middle to Keenan Allen for 24 yards (tackle by Paul Posluszny),0.870,2.460
2,11:37,1,10,JAX 47,7,9,"Philip Rivers pass complete deep left to Eddie Royal for 47 yards, touchdown",2.460,7.000
2,11:37,,,JAX 2,7,10,Nick Novak kicks extra point good,0.000,0.000
2,11:37,,,SDG 35,7,10,"Nick Novak kicks off 66 yards, returned by Jordan Todman for 25 yards (tackle by Kavell Conner)",0.000,-0.540
2,11:18,1,10,JAX 24,7,10,Blake Bortles left end for 8 yards (tackle by Shareece Wright),0.540,1.080
2,10:36,2,2,JAX 32,7,10,Toby Gerhart right end for 5 yards (tackle by Ryan Carrethers and Eric Weddle),1.080,1.400
2,10:03,1,10,JAX 37,7,10,Blake Bortles pass complete short middle to Clay Harbor for 12 yards (tackle by Jahleel Addae),1.400,2.190
2,9:28,1,10,JAX 49,7,10,Blake Bortles pass complete short right to Denard Robinson for 3 yards (tackle by Donald Butler),2.190,2.050
2,8:55,2,7,SDG 48,7,10,Denard Robinson up the middle for 2 yards (tackle by Sean Lissemore and Tourek Williams),2.050,2.050
2,8:04,2,7,SDG 48,7,10,Timeout #2 by Jacksonville Jaguars,2.050,1.620
2,8:04,3,5,SDG 46,7,10,Blake Bortles pass complete deep middle to Allen Hurns for 44 yards (tackle by Eric Weddle),1.620,6.740
2,7:29,1,2,SDG 2,13,10,"Blake Bortles pass complete short left to Nic Jacobs for 2 yards, touchdown. Penalty on Eric Weddle: Unnecessary Roughness, 15 yards",6.740,7.000
2,7:29,,,SDG 2,14,10,Josh Scobee kicks extra point good,0.000,0.000
2,7:29,,,SDG 2,14,10,--,0.000,-0.280
2,7:17,1,10,SDG 20,14,10,Philip Rivers pass complete short right to Keenan Allen for 11 yards (tackle by Dwayne Gratz),0.280,1.000
2,6:57,1,10,SDG 31,14,10,Branden Oliver left tackle for -1 yards (tackle by Roy Miller),1.000,0.320
2,6:18,2,11,SDG 30,14,10,Philip Rivers pass complete short left to Branden Oliver for 11 yards (tackle by Geno Hayes and Josh Evans),0.320,1.660
2,5:37,1,10,SDG 41,14,10,Philip Rivers pass complete short right to Malcom Floyd for 4 yards (tackle by Demetrius McCray),1.660,1.660
2,4:58,2,6,SDG 45,14,10,Philip Rivers pass incomplete,1.660,0.960
2,4:46,3,6,SDG 45,14,10,Philip Rivers pass complete short middle to Antonio Gates for 5 yards (tackle by Paul Posluszny),0.960,-0.060
2,4:12,4,1,,14,10,"Penalty on Chris Watt: False Start, 4 yards (no play)",-0.060,-0.320
2,4:00,4,5,SDG 46,14,10,"Mike Scifres punts 44 yards, fair catch by Mike Brown",-0.320,0.380
2,3:47,1,10,JAX 10,14,10,Blake Bortles sacked by Ricardo Mathews for -6 yards,-0.380,-1.220
2,3:36,2,16,JAX 4,14,10,Blake Bortles pass complete short right to Clay Harbor for no gain,-1.220,-2.120
2,2:55,3,16,JAX 4,14,10,Blake Bortles pass complete short right to Clay Harbor for 5 yards (tackle by Andrew Gachkar),-2.120,-2.490
2,2:22,4,11,JAX 9,14,10,"Bryan Anger punts 48 yards, returned by Eddie Royal for 2 yards (tackle by Dekoda Watson)",-2.490,-1.930
2,2:06,1,10,SDG 45,14,10,Philip Rivers pass complete short right to Keenan Allen for 12 yards (tackle by Will Blackmon),1.930,2.720
2,2:00,1,10,JAX 43,14,10,Philip Rivers pass complete short right to Donald Brown for 1 yard (tackle by Demetrius McCray),2.720,2.310
2,1:54,2,9,JAX 42,14,10,Philip Rivers pass complete short right to Donald Brown for 4 yards (tackle by Demetrius McCray and Geno Hayes),2.310,2.150
2,1:19,3,5,JAX 38,14,10,"Philip Rivers pass incomplete. Penalty on Chris Clemons: Defensive Offside (Offsetting), Penalty on Philip Rivers: Intentional Grounding (Offsetting) (no play)",2.150,2.150
2,1:09,3,5,JAX 38,14,10,"Penalty on Doug Legursky: False Start, 5 yards (no play)",2.150,1.490
2,1:09,3,10,JAX 43,14,16,"Philip Rivers pass complete deep left to Eddie Royal for 43 yards, touchdown",1.490,7.000
2,1:09,,,JAX 2,14,17,Nick Novak kicks extra point good,0.000,0.000
2,1:09,,,SDG 35,14,17,"Nick Novak kicks off 66 yards, returned by Jordan Todman for 26 yards (tackle by Andrew Gachkar)",0.000,-0.610
2,0:53,1,10,JAX 25,14,17,Blake Bortles pass incomplete,0.610,0.060
2,0:48,2,10,JAX 25,14,17,Toby Gerhart left tackle for 3 yards (tackle by Donald Butler),0.060,-0.230
2,0:08,3,7,JAX 28,14,17,Toby Gerhart right tackle for 2 yards (tackle by Cordarro Law),-0.230,-1.370
Quarter,Time,Down,ToGo,Location,JAX,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,14,17,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SDG 20,14,17,Donald Brown left end for 3 yards (tackle by Will Blackmon and Alan Ball),0.280,0.140
3,14:34,2,7,SDG 23,14,17,Donald Brown up the middle for 2 yards (tackle by Sen'Derrick Marks and Roy Miller),0.140,-0.300
3,13:55,3,5,SDG 25,14,17,Philip Rivers pass complete short left to Keenan Allen for 15 yards (tackle by Josh Evans),-0.300,1.600
3,13:22,1,10,SDG 40,14,17,Donald Brown left end for -3 yards (tackle by Geno Hayes and Alan Ball),1.600,0.650
3,12:43,2,13,SDG 37,14,17,Philip Rivers pass complete deep right to Keenan Allen for 22 yards (tackle by Paul Posluszny),0.650,2.850
3,12:04,1,10,JAX 41,14,17,Philip Rivers pass complete short middle to Antonio Gates for 17 yards (tackle by Jonathan Cyprien),2.850,3.970
3,11:29,1,10,JAX 24,14,17,Philip Rivers pass incomplete short right intended for Eddie Royal,3.970,3.430
3,11:20,2,10,JAX 24,14,17,Philip Rivers pass incomplete short left intended for Antonio Gates,3.430,2.740
3,11:15,3,10,JAX 24,14,23,"Philip Rivers pass complete deep right to Malcom Floyd for 24 yards, touchdown",2.740,7.000
3,11:15,,,JAX 2,14,24,Nick Novak kicks extra point good,0.000,0.000
3,11:15,,,SDG 35,14,24,"Nick Novak kicks off 68 yards, returned by Jordan Todman for 31 yards (tackle by Kavell Conner)",0.000,-0.810
3,11:03,1,10,JAX 28,14,24,Denard Robinson left end for 4 yards (tackle by Jarret Johnson and Jahleel Addae),0.810,0.800
3,10:30,2,6,JAX 32,14,24,Blake Bortles pass complete short right to Allen Hurns for 5 yards (tackle by Eric Weddle and Donald Butler),0.800,0.760
3,9:51,3,1,JAX 37,14,24,Toby Gerhart right tackle for 5 yards (tackle by Brandon Flowers and Donald Butler),0.760,1.730
3,9:25,1,10,JAX 42,14,24,Blake Bortles pass incomplete short left intended for Cecil Shorts is intercepted by Brandon Flowers at JAX-48 and returned for 8 yards,1.730,-2.920
3,9:18,1,10,JAX 40,14,24,"Penalty on John Phillips: False Start, 5 yards (no play)",2.920,2.590
3,9:18,1,15,JAX 45,14,24,Philip Rivers pass complete short right to Branden Oliver for 10 yards (tackle by Josh Evans),2.590,3.050
3,8:55,2,5,JAX 35,14,24,Branden Oliver up the middle for 4 yards (tackle by Will Blackmon),3.050,2.870
3,8:16,3,1,JAX 31,14,24,Philip Rivers pass complete short middle to Keenan Allen for 8 yards (tackle by Josh Evans),2.870,4.040
3,7:37,1,10,JAX 23,14,24,Philip Rivers pass incomplete deep middle intended for Keenan Allen (defended by Alan Ball),4.040,3.500
3,7:31,2,10,JAX 23,14,24,Philip Rivers pass complete short left to Branden Oliver for 9 yards (tackle by Josh Evans and Paul Posluszny),3.500,3.500
3,6:54,2,10,JAX 23,14,24,Timeout #1 by San Diego Chargers,3.500,4.280
3,6:54,3,1,JAX 14,14,24,"Philip Rivers for no gain. Philip Rivers fumbles, recovered by Philip Rivers at JAX-16",4.280,2.480
3,6:16,4,3,JAX 16,14,27,Nick Novak 34 yard field goal good,2.480,3.000
3,6:16,,,SDG 35,14,27,"Nick Novak kicks off 64 yards, returned by Jordan Todman for 30 yards (tackle by Richard Marshall)",0.000,-1.000
3,6:03,1,10,JAX 31,14,27,Blake Bortles pass complete short right to Toby Gerhart for 8 yards (tackle by Donald Butler),1.000,1.540
3,5:35,2,2,JAX 39,14,27,Blake Bortles pass complete short left to Allen Robinson for -1 yards (tackle by Marcus Gilchrist),1.540,0.700
3,4:50,3,3,JAX 38,14,27,Blake Bortles pass complete short right to Clay Harbor for -1 yards (tackle by Brandon Flowers),0.700,-0.910
3,4:15,4,4,JAX 37,14,27,"Bryan Anger punts 63 yards, touchback",-0.910,-0.280
3,4:03,1,10,SDG 20,14,27,Philip Rivers pass incomplete deep right intended for Eddie Royal,0.280,-0.270
3,3:58,2,10,SDG 20,14,27,Donald Brown up the middle for 5 yards (tackle by Telvin Smith and Jonathan Cyprien),-0.270,-0.300
3,3:21,3,5,SDG 25,14,27,Philip Rivers pass complete short right to Donald Brown for 21 yards (tackle by Alan Ball),-0.300,1.990
3,2:42,1,10,SDG 46,14,27,Philip Rivers pass incomplete short right intended for Donald Brown,1.990,1.450
3,2:33,2,10,SDG 46,14,27,Philip Rivers pass incomplete,1.450,0.760
,,,,,,,"JAX challenged the incomplete pass ruling, and the original play was overturned.",,
3,2:11,3,10,SDG 46,14,27,Philip Rivers pass complete short left to Keenan Allen for 16 yards (tackle by Paul Posluszny),0.760,3.050
3,1:36,1,10,JAX 38,14,27,Branden Oliver right end for 1 yard (tackle by Paul Posluszny),3.050,2.640
3,1:03,2,9,JAX 37,14,27,Philip Rivers pass complete short right to Branden Oliver for 3 yards (tackle by Evander Hood),2.640,2.340
3,0:26,3,6,JAX 34,14,27,Philip Rivers pass complete short left to Keenan Allen for 10 yards (tackle by Alan Ball),2.340,3.970
Quarter,Time,Down,ToGo,Location,JAX,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 24,14,27,"Philip Rivers pass incomplete short left intended for Malcom Floyd (defended by Andre Branch). Penalty on Andre Branch: Unnecessary Roughness, 12 yards",3.970,4.780
4,14:51,1,10,JAX 12,14,27,Philip Rivers sacked by Roy Miller for -4 yards,4.780,3.530
4,14:18,2,14,JAX 16,14,27,Philip Rivers pass complete short right to Malcom Floyd for 11 yards (tackle by Demetrius McCray),3.530,4.610
4,13:48,3,3,JAX 5,14,27,Philip Rivers pass incomplete short middle intended for Antonio Gates,4.610,3.020
4,13:39,4,3,JAX 5,14,30,Nick Novak 23 yard field goal good,3.020,3.000
4,13:39,,,SDG 35,14,30,"Nick Novak kicks off 53 yards, returned by Ryan Davis for 15 yards (tackle by Tourek Williams)",0.000,-0.740
4,13:30,1,10,JAX 27,14,30,Blake Bortles right end for 7 yards (tackle by Jahleel Addae),0.740,1.140
4,12:54,2,3,JAX 34,14,30,Blake Bortles pass complete short right to Denard Robinson for 2 yards (tackle by Brandon Flowers),1.140,0.700
4,12:15,3,1,JAX 36,14,30,Toby Gerhart up the middle for 2 yards (tackle by Ryan Carrethers and Ricardo Mathews),0.700,1.470
4,11:48,1,10,JAX 38,14,30,"Blake Bortles pass complete short middle to Will Ta'ufo'ou for 4 yards (tackle by Kavell Conner). Penalty on Kavell Conner: Unsportsmanlike Conduct, 14 yards",1.470,2.650
4,11:18,1,10,SDG 44,14,30,Blake Bortles pass complete short right to Allen Hurns for 1 yard (tackle by Marcus Gilchrist),2.650,2.250
4,11:02,2,9,SDG 43,14,30,Blake Bortles up the middle for 8 yards (tackle by Donald Butler),2.250,2.610
4,10:17,3,1,SDG 35,14,30,Denard Robinson up the middle for no gain (tackle by Donald Butler),2.610,1.000
4,9:36,4,1,SDG 35,14,30,Toby Gerhart right tackle for no gain (tackle by Kendall Reyes),1.000,-1.270
4,9:30,1,10,SDG 35,14,30,Donald Brown right end for 2 yards (tackle by Geno Hayes),1.270,0.990
4,8:53,2,8,SDG 37,14,30,Donald Brown up the middle for 1 yard (tackle by J.T. Thomas),0.990,0.430
4,8:02,3,7,SDG 38,14,30,Philip Rivers pass complete short right to Eddie Royal for 5 yards (tackle by Paul Posluszny and Will Blackmon),0.430,-0.520
4,7:23,4,2,SDG 43,14,30,"Mike Scifres punts 48 yards, fair catch by Mike Brown",-0.520,0.380
4,7:13,1,10,JAX 9,14,30,Blake Bortles pass complete short left to Mike Brown for 12 yards (tackle by Jarret Johnson and Richard Marshall),-0.380,0.340
4,6:49,1,10,JAX 21,14,30,Blake Bortles pass complete short left to Allen Robinson for 10 yards (tackle by Donald Butler),0.340,1.000
4,6:14,1,10,JAX 31,14,30,Blake Bortles pass incomplete short left intended for Allen Hurns,1.000,0.460
4,6:08,2,10,JAX 31,14,30,Blake Bortles sacked by Cordarro Law for -7 yards,0.460,-1.150
4,5:34,3,17,JAX 24,14,30,Blake Bortles pass complete short right to Clay Harbor for 30 yards (tackle by Jahleel Addae),-1.150,2.520
4,4:50,1,10,SDG 46,14,30,Blake Bortles sacked by Jahleel Addae for -6 yards,2.520,1.170
,,,,,,,"SDG challenged the incomplete pass ruling, and the original play was overturned.",,
4,4:36,2,16,JAX 48,14,30,Blake Bortles pass complete short right to Jordan Todman for 4 yards (tackle by Tourek Williams),1.170,1.030
4,4:30,3,12,SDG 48,14,30,"Blake Bortles pass incomplete short right intended for Mike Brown. Penalty on Steve Williams: Defensive Holding, 4 yards (no play)",1.030,2.650
4,4:25,1,10,SDG 44,14,30,Blake Bortles pass complete short right to Clay Harbor for 1 yard (tackle by Brandon Flowers),2.650,2.250
4,3:52,2,9,SDG 43,14,30,"Blake Bortles pass incomplete short left intended for Allen Robinson is intercepted by Eric Weddle at SDG-35 and returned for 17 yards. Penalty on Blake Bortles: Tripping, 10 yards",2.250,-3.050
4,3:40,1,10,JAX 38,14,30,Branden Oliver up the middle for no gain (tackle by Geno Hayes and Paul Posluszny),3.050,3.050
4,3:35,1,10,JAX 38,14,30,Timeout #1 by Jacksonville Jaguars,3.050,2.510
4,3:35,2,10,JAX 38,14,30,Branden Oliver left end for 7 yards (tackle by Jonathan Cyprien),2.510,2.510
4,3:25,2,10,JAX 38,14,30,Timeout #2 by Jacksonville Jaguars,2.510,2.740
4,3:25,3,3,JAX 31,14,30,Branden Oliver right end for 4 yards (tackle by Demetrius McCray and Red Bryant),2.740,3.780
4,2:41,1,10,JAX 27,14,30,Branden Oliver left end for no gain (tackle by Evander Hood),3.780,3.780
4,2:30,1,10,JAX 27,14,30,Timeout #3 by Jacksonville Jaguars,3.780,3.230
4,2:30,2,10,JAX 27,14,30,Branden Oliver right end for 2 yards (tackle by Paul Posluszny),3.230,2.810
4,2:00,3,8,JAX 25,14,30,Branden Oliver left end for 6 yards (tackle by Geno Hayes),2.810,2.810
4,1:13,3,8,JAX 25,14,30,Timeout #2 by San Diego Chargers,2.810,2.310
4,1:13,4,2,JAX 19,14,33,Nick Novak 37 yard field goal good,2.310,3.000
4,1:13,,,SDG 35,14,33,"Nick Novak kicks off 65 yards, returned by Jordan Todman for 32 yards (tackle by Seyi Ajirotutu). Penalty on Winston Guy: Illegal Block Above the Waist, 10 yards",0.000,-0.410
4,0:59,1,10,JAX 22,14,33,Denard Robinson left end for 2 yards (tackle by Kavell Conner),0.410,0.140
4,0:38,2,8,JAX 24,14,33,Blake Bortles pass incomplete short left intended for Mike Brown,0.140,-0.560
4,0:33,3,8,JAX 24,14,33,Blake Bortles pass complete short left to Allen Robinson for 14 yards (tackle by Kavell Conner),-0.560,1.470
4,0:33,1,10,JAX 38,14,33,Blake Bortles pass incomplete deep right intended for Mike Brown,1.470,0.920
4,0:02,2,10,JAX 38,14,33,Blake Bortles pass complete short left to Jordan Todman for 16 yards (tackle by Jahleel Addae),0.920,2.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
