Player,Pos
Sam Bradford,QB
Zac Stacy,RB
Chris Givens,WR
Jared Cook,TE
Lance Kendricks,TE
Cory Harkey,TE
Jake Long,LT
Chris Williams,LG
Scott Wells,C
Harvey Dahl,RG
Joe Barksdale,RT
Chris Long,LDE
Kendall Langford,LDT
Michael Brockers,RDT
Robert Quinn,RDE
Alec Ogletree,LLB
James Laurinaitis,MLB
Trumaine Johnson,LCB
Matt Giordano,CB
Jackrabbit Jenkins,RCB
Darian Stewart,SS
Rodney McLeod,FS
