Quarter,Time,Down,ToGo,Location,JAX,STL,Detail,EPB,EPA
1,5:30,1,10,STL 14,7,0,"Sam Bradford sacked by Sen'Derrick Marks for -8 yards. Sam Bradford fumbles (forced by Sen'Derrick Marks), recovered by Sam Bradford at STL-5",-0.280,-1.440
1,4:53,2,19,STL 5,7,0,Sam Bradford pass complete short right to Jared Cook for 5 yards (tackle by Mike Harris),-1.440,-1.890
1,4:22,3,14,STL 10,7,0,Sam Bradford pass incomplete short right intended for Zac Stacy (defended by Sen'Derrick Marks),-1.890,-2.490
1,4:17,4,14,STL 10,7,0,"Johnny Hekker punts 48 yards, returned by Ace Sanders for 1 yard (tackle by Brandon McGee)",-2.490,-1.800
1,4:09,1,10,JAX 43,7,0,Blaine Gabbert pass complete short right to Justin Blackmon for 9 yards (tackle by Darian Stewart),1.800,2.470
1,3:50,2,1,STL 48,7,0,Maurice Jones-Drew left tackle for 1 yard (tackle by James Laurinaitis),2.470,2.460
1,3:30,1,10,STL 47,7,6,"Blaine Gabbert pass incomplete deep middle intended for Justin Blackmon is intercepted by Matt Giordano at STL-18 and returned for 82 yards, touchdown",2.460,-7.000
1,3:08,,,JAX 2,7,7,Greg Zuerlein kicks extra point good,0.000,0.000
1,3:08,,,STL 35,7,7,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
1,3:08,1,10,JAX 20,7,7,Blaine Gabbert pass complete short right to Cecil Shorts for 10 yards (tackle by Trumaine Johnson),0.280,0.940
1,2:36,1,10,JAX 30,7,7,Maurice Jones-Drew right end for 20 yards (tackle by Alec Ogletree),0.940,2.260
1,2:15,1,10,,7,7,Blaine Gabbert pass complete short left to Justin Blackmon for 14 yards (tackle by Janoris Jenkins),2.260,3.180
1,1:34,1,10,STL 36,7,7,Blaine Gabbert left end for 4 yards (tackle by Eugene Sims),3.180,3.180
1,1:02,2,6,STL 32,7,7,Blaine Gabbert pass incomplete deep left intended for Cecil Shorts (defended by Janoris Jenkins),3.180,2.480
1,0:53,3,6,STL 32,7,7,Justin Forsett up the middle for 2 yards (tackle by Robert Quinn),2.480,1.460
1,0:18,4,4,STL 30,10,7,Josh Scobee 48 yard field goal good,1.460,3.000
1,0:18,,,JAX 35,10,7,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
1,0:13,1,10,STL 20,10,7,Daryl Richardson up the middle for 4 yards (tackle by Andre Branch),0.280,0.270
Quarter,Time,Down,ToGo,Location,JAX,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,STL 24,10,7,Daryl Richardson up the middle for 4 yards (tackle by Alan Ball),0.270,0.100
2,14:24,3,2,STL 28,10,7,"Sam Bradford pass complete short middle to Jared Cook for 7 yards (tackle by Paul Posluszny). Penalty on Jason Babin: Unnecessary Roughness, 15 yards",0.100,2.260
2,13:57,1,10,,10,7,Sam Bradford pass complete deep left to Brian Quick for 28 yards (tackle by Alan Ball),2.260,4.110
2,13:34,1,10,JAX 22,10,7,Daryl Richardson right guard for 7 yards (tackle by Geno Hayes and Paul Posluszny),4.110,4.650
2,12:51,2,3,JAX 15,10,7,Daryl Richardson right guard for 1 yard (tackle by Russell Allen),4.650,4.150
2,12:14,3,2,JAX 14,10,7,Sam Bradford pass incomplete short middle intended for Lance Kendricks (defended by Paul Posluszny),4.150,2.630
2,12:07,4,2,JAX 14,10,10,Greg Zuerlein 32 yard field goal good,2.630,3.000
2,12:07,,,STL 35,10,10,"Greg Zuerlein kicks off 73 yards, returned by Jordan Todman for 37 yards (tackle by Benny Cunningham)",0.000,-0.870
2,11:59,1,10,JAX 29,10,10,Blaine Gabbert pass incomplete short middle intended for Justin Blackmon,0.870,0.330
2,11:55,2,10,JAX 29,10,10,"Blaine Gabbert pass complete short right to Clay Harbor for 6 yards (tackle by Darian Stewart and Alec Ogletree). Clay Harbor fumbles (forced by Darian Stewart), recovered by Darian Stewart at JAX-35 and returned for 19 yards (tackle by Justin Blackmon)",0.330,-4.510
2,11:42,1,10,JAX 16,10,16,"Sam Bradford pass complete short right to Lance Kendricks for 16 yards, touchdown",4.510,7.000
2,11:42,,,JAX 2,10,17,Greg Zuerlein kicks extra point good,0.000,0.000
2,11:42,,,STL 35,10,17,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,11:34,1,10,JAX 20,10,17,Maurice Jones-Drew left end for -1 yards (tackle by James Laurinaitis),0.280,-0.460
2,10:57,2,11,JAX 19,10,17,Maurice Jones-Drew right end for -1 yards (tackle by Chris Long),-0.460,-1.330
2,10:18,3,12,JAX 18,10,17,"Blaine Gabbert sacked by Michael Brockers for -3 yards. Blaine Gabbert fumbles (forced by Michael Brockers), recovered by Brad Meester at JAX-15",-1.330,-2.440
2,9:37,4,15,JAX 15,10,17,"Bryan Anger punts 54 yards, returned by Tavon Austin for 11 yards (tackle by J.T. Thomas)",-2.440,-1.730
2,9:24,1,10,STL 42,10,17,Zac Stacy left guard for 4 yards (tackle by Jonathan Cyprien),1.730,1.730
2,8:51,2,6,STL 46,10,17,Sam Bradford pass complete short left to Tavon Austin for 4 yards (tackle by Russell Allen),1.730,1.550
2,8:18,3,2,,10,17,Sam Bradford pass incomplete short middle intended for Lance Kendricks (defended by Paul Posluszny),1.550,-0.060
2,8:13,4,2,,10,17,Johnny Hekker punts 49 yards,-0.060,0.380
2,7:59,1,10,JAX 1,10,17,Blaine Gabbert pass complete deep right to Cecil Shorts for 28 yards (tackle by Trumaine Johnson),-0.380,0.870
2,7:32,1,10,JAX 29,10,17,Maurice Jones-Drew up the middle for 1 yard (tackle by James Laurinaitis),0.870,0.460
2,6:55,2,9,JAX 30,10,17,Blaine Gabbert up the middle for 3 yards (tackle by Jo-Lonn Dunbar),0.460,0.170
2,6:19,3,6,JAX 33,10,17,"Blaine Gabbert sacked by Chris Long for -4 yards. Blaine Gabbert fumbles (forced by Chris Long), recovered by Maurice Jones-Drew at JAX-33",0.170,-1.180
2,5:50,4,6,JAX 33,10,17,"Bryan Anger punts 49 yards, returned by Tavon Austin for 9 yards (tackle by Winston Guy). Penalty on Chase Reynolds: Offensive Holding, 10 yards",-1.180,0.380
2,5:38,1,10,STL 10,10,17,Daryl Richardson left end for 13 yards (tackle by Jonathan Cyprien),-0.380,0.480
2,5:04,1,10,STL 23,10,17,Sam Bradford pass complete short right to Chris Givens for 15 yards (tackle by Jonathan Cyprien),0.480,1.470
2,4:31,1,10,STL 38,10,17,Zac Stacy left tackle for 1 yard (tackle by Paul Posluszny),1.470,1.060
2,3:52,2,9,STL 39,10,17,Sam Bradford pass complete short middle to Lance Kendricks for 16 yards (tackle by Josh Evans),1.060,2.590
2,3:11,1,10,JAX 45,10,17,Sam Bradford pass complete short right to Tavon Austin for 3 yards (tackle by Russell Allen),2.590,2.450
2,2:25,2,7,JAX 42,10,17,Sam Bradford pass incomplete deep right intended for Chris Givens,2.450,1.750
2,2:21,3,7,JAX 42,10,17,Sam Bradford pass complete short left to Tavon Austin for 25 yards (tackle by Alan Ball),1.750,4.440
2,2:00,1,10,JAX 17,10,17,Zac Stacy up the middle for 9 yards (tackle by Jonathan Cyprien),4.440,5.480
2,1:20,2,1,JAX 8,10,17,Zac Stacy up the middle for 4 yards (tackle by Geno Hayes),5.480,6.280
2,0:41,1,4,JAX 4,10,17,Sam Bradford pass incomplete short right intended for Tavon Austin (defended by Mike Harris),6.280,5.340
2,0:35,2,4,JAX 4,10,17,Sam Bradford pass incomplete short left intended for Isaiah Pead (defended by Sen'Derrick Marks),5.340,4.490
2,0:31,3,4,JAX 4,10,23,"Sam Bradford pass complete short right to Austin Pettis for 4 yards, touchdown",4.490,7.000
2,0:31,,,JAX 2,10,24,Greg Zuerlein kicks extra point good,0.000,0.000
2,0:31,,,STL 35,10,24,"Greg Zuerlein kicks off 68 yards, returned by Jordan Todman for 27 yards (tackle by Daren Bates)",0.000,-0.540
2,0:21,1,10,JAX 24,10,24,Maurice Jones-Drew right tackle for 9 yards (tackle by Rodney McLeod),0.540,1.210
Quarter,Time,Down,ToGo,Location,JAX,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,10,24,"Josh Scobee kicks off 70 yards, returned by Benny Cunningham for 32 yards (tackle by Jonathan Cyprien)",0.000,-0.740
3,14:53,1,10,STL 27,10,24,Sam Bradford pass incomplete short right intended for Chris Givens (defended by Will Blackmon),0.740,0.200
3,14:51,2,10,STL 27,10,24,Zac Stacy right tackle for 3 yards (tackle by Paul Posluszny),0.200,-0.100
3,14:16,3,7,STL 30,10,24,Sam Bradford pass incomplete short middle intended for Austin Pettis (defended by Paul Posluszny),-0.100,-1.370
3,14:10,4,7,STL 30,10,24,,-1.370,-3.910
3,13:56,1,10,STL 25,10,24,Blaine Gabbert pass complete short middle to Clay Harbor for 21 yards (tackle by Matt Giordano),3.910,6.280
3,13:23,1,4,STL 4,10,24,Blaine Gabbert right tackle for -1 yards (tackle by Alec Ogletree),6.280,5.150
3,12:49,2,5,STL 5,10,24,Blaine Gabbert pass incomplete short right intended for Jeremy Ebert (defended by Alec Ogletree),5.150,4.260
3,12:46,3,5,STL 5,10,24,Blaine Gabbert pass incomplete short right intended for Justin Blackmon,4.260,3.010
3,12:42,4,5,STL 5,10,24,"Josh Scobee 23 yard field goal good. Penalty on Janoris Jenkins: Defensive Offside, 3 yards (no play)",3.010,3.250
3,12:39,4,2,STL 2,10,24,"Blaine Gabbert pass incomplete short right intended for Clay Harbor. Penalty on Clay Harbor: Offensive Pass Interference (Offsetting), Penalty on Trumaine Johnson: Defensive Pass Interference (Offsetting) (no play)",3.250,3.250
3,12:35,4,2,STL 2,10,24,Blaine Gabbert pass incomplete short middle intended for Cecil Shorts is intercepted by James Laurinaitis at STL--6,3.250,-0.280
3,12:29,1,10,STL 20,10,24,Zac Stacy left tackle for 5 yards (tackle by Alan Ball),0.280,0.410
3,11:57,2,5,STL 25,10,24,Daryl Richardson left tackle for 1 yard (tackle by Paul Posluszny),0.410,-0.160
3,11:11,3,4,STL 26,10,24,Sam Bradford pass complete short middle to Austin Pettis for 5 yards (tackle by Jonathan Cyprien),-0.160,1.000
3,10:31,1,10,STL 31,10,24,Sam Bradford pass incomplete short right intended for Daryl Richardson,1.000,0.460
3,10:25,2,10,STL 31,10,24,Sam Bradford sacked by Andre Branch for -5 yards,0.460,-0.890
3,9:48,3,15,STL 26,10,24,Sam Bradford up the middle for 5 yards (tackle by Jonathan Cyprien),-0.890,-1.310
3,9:14,4,10,STL 31,10,24,"Johnny Hekker punts 51 yards, returned by Ace Sanders for 4 yards (tackle by Matt Giordano)",-1.310,-0.410
3,9:01,1,10,JAX 22,10,24,Maurice Jones-Drew up the middle for no gain (tackle by Chris Long),0.410,-0.130
3,9:01,2,10,JAX 22,10,24,Blaine Gabbert pass complete short right to Will Ta'ufo'ou for 5 yards (tackle by Darian Stewart),-0.130,-0.160
3,7:52,3,5,JAX 27,10,24,Blaine Gabbert pass incomplete short right intended for Clay Harbor (defended by Trumaine Johnson),-0.160,-1.570
3,7:45,4,5,JAX 27,10,24,"Bryan Anger punts 48 yards, returned by Tavon Austin for 49 yards (tackle by J.T. Thomas). Penalty on Daren Bates: Offensive Holding, 10 yards",-1.570,0.220
3,7:29,1,10,STL 15,10,24,Daryl Richardson up the middle for 3 yards (tackle by Brandon Deaderick),-0.220,-0.280
3,6:53,2,7,STL 18,10,24,Daryl Richardson left guard for 6 yards (tackle by Brandon Deaderick),-0.280,-0.270
3,6:15,3,1,STL 24,10,24,Daryl Richardson left guard for no gain (tackle by Jonathan Cyprien),-0.270,-1.770
3,5:24,4,1,STL 24,10,24,"Johnny Hekker punts 45 yards, returned by Ace Sanders for no gain",-1.770,-1.000
3,5:14,1,10,JAX 31,10,24,Chad Henne pass complete deep left to Justin Blackmon for 39 yards (tackle by Janoris Jenkins),1.000,3.580
3,4:56,1,10,STL 30,10,24,Chad Henne pass incomplete deep right intended for Cecil Shorts,3.580,3.030
3,4:52,2,10,STL 30,10,24,Chad Henne pass complete short left to Clay Harbor for 12 yards (tackle by Rodney McLeod),3.030,4.370
3,4:11,1,10,STL 18,10,24,Chad Henne pass incomplete short right intended for Jeremy Ebert,4.370,3.800
3,4:08,2,10,STL 18,10,24,Chad Henne pass incomplete short middle intended for Clay Harbor (defended by Kendall Langford),3.800,3.800
3,4:05,2,10,STL 18,10,24,Timeout #1 by Jacksonville Jaguars,3.800,3.050
3,4:05,3,10,STL 18,10,24,Chad Henne up the middle for 2 yards (tackle by Chris Long),3.050,2.380
3,3:25,4,8,STL 16,13,24,Josh Scobee 34 yard field goal good,2.380,3.000
3,3:25,,,JAX 35,13,24,"Josh Scobee kicks off 69 yards, returned by Benny Cunningham for 20 yards (tackle by Chris Prosinski)",0.000,0.140
3,3:17,1,10,STL 16,13,24,"Sam Bradford pass incomplete deep left intended for Jared Cook. Penalty on Will Blackmon: Defensive Pass Interference, 21 yards (no play)",-0.140,1.400
3,3:11,1,10,STL 37,13,24,Sam Bradford pass incomplete short left intended for Cory Harkey,1.400,0.860
3,3:07,2,10,STL 37,13,24,Sam Bradford pass incomplete deep middle intended for Chris Givens (defended by Will Blackmon),0.860,0.170
3,3:00,3,10,STL 37,13,24,Sam Bradford pass complete short middle to Jared Cook for 14 yards (tackle by Jonathan Cyprien),0.170,2.320
3,2:21,1,10,JAX 49,13,24,Zac Stacy up the middle for 11 yards (tackle by Paul Posluszny),2.320,3.050
3,1:42,1,10,JAX 38,13,24,Zac Stacy left guard for 1 yard (tackle by Jonathan Cyprien),3.050,2.640
3,0:59,2,9,JAX 37,13,24,Sam Bradford pass complete short left to Brian Quick for 17 yards (tackle by Mike Harris),2.640,4.240
3,0:24,1,10,JAX 20,13,24,Daryl Richardson up the middle for 1 yard (tackle by Andre Branch),4.240,3.820
Quarter,Time,Down,ToGo,Location,JAX,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,JAX 19,13,24,Sam Bradford pass incomplete short right intended for Chris Givens,3.820,3.100
4,14:54,3,9,JAX 19,13,24,Sam Bradford pass incomplete short right intended for Tavon Austin,3.100,2.180
4,14:51,4,9,JAX 19,13,27,Greg Zuerlein 37 yard field goal good,2.180,3.000
4,14:51,,,STL 35,13,27,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,14:47,1,10,JAX 20,13,27,Chad Henne pass complete short middle to Maurice Jones-Drew for 10 yards (tackle by James Laurinaitis),0.280,0.940
4,14:26,1,10,JAX 30,13,27,Maurice Jones-Drew right end for 7 yards (tackle by Darian Stewart and James Laurinaitis),0.940,1.340
4,13:47,2,3,JAX 37,13,27,Chad Henne pass incomplete short right intended for Cecil Shorts,1.340,0.630
4,13:37,3,3,JAX 37,13,27,Chad Henne pass complete short left to Cecil Shorts for 11 yards (tackle by Rodney McLeod),0.630,2.130
4,13:21,1,10,JAX 48,13,27,Maurice Jones-Drew up the middle for 10 yards (tackle by Matt Giordano),2.130,2.790
4,12:55,1,10,STL 42,13,27,Jordan Todman right end for 6 yards (tackle by Alec Ogletree),2.790,3.050
4,12:21,2,4,STL 36,13,27,Jordan Todman up the middle for 1 yard (tackle by James Laurinaitis),3.050,3.050
4,12:00,2,4,STL 36,13,27,Timeout #1 by St. Louis Rams,3.050,2.480
4,12:00,3,3,STL 35,13,27,Maurice Jones-Drew left end for 14 yards (tackle by Darian Stewart),2.480,4.170
4,11:27,1,10,STL 21,13,27,Maurice Jones-Drew left tackle for 8 yards (tackle by Janoris Jenkins),4.170,4.950
4,11:11,2,2,STL 13,13,27,Jordan Todman left guard for 9 yards (tackle by Matt Giordano),4.950,6.280
4,10:32,1,4,STL 4,13,27,Chad Henne pass incomplete short right intended for Justin Blackmon,6.280,5.340
4,10:28,2,4,STL 4,19,27,"Chad Henne pass complete short middle to Cecil Shorts for 4 yards, touchdown",5.340,7.000
4,10:28,,,STL 2,20,27,Josh Scobee kicks extra point good,0.000,0.000
4,10:28,,,JAX 35,20,27,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
4,10:22,1,10,STL 20,20,27,Zac Stacy left tackle for 12 yards (tackle by Tyson Alualu),0.280,1.070
4,9:47,1,10,STL 32,20,27,Sam Bradford pass complete short right to Chris Givens for 1 yard (tackle by Mike Harris),1.070,0.660
4,9:14,2,9,STL 33,20,27,Zac Stacy left tackle for 8 yards (tackle by Brandon Deaderick),0.660,1.030
4,8:35,3,1,STL 41,20,27,Sam Bradford pass complete short right to Cory Harkey for 17 yards (tackle by Jonathan Cyprien),1.030,2.790
4,8:01,1,10,JAX 42,20,27,Sam Bradford pass complete short right to Austin Pettis for 9 yards (tackle by Will Blackmon),2.790,3.460
4,7:20,2,1,JAX 33,20,27,Daryl Richardson right guard for no gain (tackle by Roy Miller),3.460,2.740
4,6:37,3,1,JAX 33,20,27,Daryl Richardson up the middle for 2 yards (tackle by Jonathan Cyprien),2.740,3.510
4,5:54,1,10,JAX 31,20,33,"Sam Bradford pass complete deep right to Austin Pettis for 31 yards, touchdown",3.510,7.000
4,5:54,,,JAX 2,20,34,Greg Zuerlein kicks extra point good,0.000,0.000
4,5:54,,,STL 35,20,34,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,5:45,1,10,JAX 20,20,34,Chad Henne pass complete short left to Justin Blackmon for 7 yards (tackle by Janoris Jenkins),0.280,0.680
4,5:25,2,3,JAX 27,20,34,Maurice Jones-Drew left end for -6 yards (tackle by Robert Quinn),0.680,-0.820
4,4:56,3,9,JAX 21,20,34,Chad Henne pass complete short middle to Maurice Jones-Drew for 6 yards (tackle by Alec Ogletree),-0.820,-1.570
4,4:14,4,3,JAX 27,20,34,Chad Henne pass incomplete deep left intended for Cecil Shorts,-1.570,-3.780
4,4:07,1,10,JAX 27,20,34,Daryl Richardson up the middle for 6 yards (tackle by Jason Babin),3.780,4.040
4,3:26,2,4,JAX 21,20,34,Benny Cunningham left tackle for 6 yards (tackle by Josh Evans),4.040,4.580
4,2:43,1,10,JAX 15,20,34,Benny Cunningham up the middle for 2 yards (tackle by Paul Posluszny),4.580,4.280
4,2:00,2,8,JAX 13,20,34,Benny Cunningham up the middle for 5 yards (tackle by Tyson Alualu),4.280,4.280
4,1:53,2,8,JAX 13,20,34,Timeout #2 by Jacksonville Jaguars,4.280,4.450
4,1:53,3,3,JAX 8,20,34,Benny Cunningham right tackle for no gain (tackle by Russell Allen),4.450,4.450
4,1:48,3,3,JAX 8,20,34,Timeout #3 by Jacksonville Jaguars,4.450,2.980
4,1:48,4,3,JAX 8,20,34,"Penalty on Sen'Derrick Marks: Encroachment, 4 yards (no play)",2.980,6.280
4,1:48,1,4,JAX 4,20,34,Sam Bradford kneels for -1 yards,6.280,5.150
4,1:07,2,5,JAX 5,20,34,Sam Bradford kneels for -1 yards,5.150,4.040
4,0:32,3,6,JAX 6,20,34,Sam Bradford kneels for -1 yards,4.040,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
