#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,JAX 20,3,1:00,0,Punt
2,1,12:28,JAX 7,4,1:57,93,Touchdown
3,1,7:05,JAX 42,3,1:35,3,Punt
4,1,4:09,JAX 43,3,1:01,10,Interception
5,1,3:08,JAX 20,7,2:55,50,Field Goal
6,2,12:03,JAX 29,2,0:21,6,Fumble
7,2,11:34,JAX 20,3,2:10,-5,Punt
8,2,7:59,JAX 1,4,2:21,32,Punt
9,2,0:27,JAX 24,1,0:27,9,End of Half
10,3,13:56,STL 25,5,1:27,23,Interception
11,3,9:01,JAX 22,3,1:32,5,Punt
12,3,5:14,JAX 31,7,1:52,53,Field Goal
13,4,14:47,JAX 20,12,4:25,80,Touchdown
14,4,5:45,JAX 20,4,1:38,7,Downs
