Quarter,Time,Down,ToGo,Location,SDG,JAX,Detail,EPB,EPA
1,7:30,,,SDG 35,7,0,"Nick Novak kicks off 66 yards, returned by Jordan Todman for 29 yards (tackle by Jahleel Addae)",0.000,-0.810
1,7:18,1,10,JAX 28,7,0,Chad Henne pass incomplete deep middle intended for Cecil Shorts,0.810,0.260
1,7:11,2,10,JAX 28,7,0,Maurice Jones-Drew up the middle for 11 yards (tackle by Andrew Gachkar),0.260,1.530
1,6:46,1,10,JAX 39,7,0,Maurice Jones-Drew up the middle for 1 yard (tackle by Larry English),1.530,1.120
1,6:08,2,9,JAX 40,7,0,Chad Henne pass complete short middle to Marcedes Lewis for 31 yards (tackle by Marcus Gilchrist),1.120,3.640
1,5:30,1,10,SDG 29,7,0,Chad Henne pass complete short left to Cecil Shorts for 5 yards (tackle by Derek Cox),3.640,3.780
1,4:57,2,5,SDG 24,7,0,Chad Henne sacked by Corey Liuget for -9 yards,3.780,1.880
1,4:22,3,14,SDG 33,7,0,Chad Henne sacked by Jahleel Addae for -10 yards,1.880,0.400
1,4:22,4,24,SDG 43,7,0,"Bryan Anger punts 43 yards, touchback",0.400,-0.280
1,3:44,1,10,SDG 20,7,0,Philip Rivers pass complete deep middle to Keenan Allen for 26 yards (tackle by Russell Allen),0.280,1.990
1,3:01,1,10,SDG 46,7,0,"Ryan Mathews right end for 1 yard (tackle by Tyson Alualu). Penalty on Jeromey Clary: Offensive Holding, 10 yards (no play)",1.990,1.330
1,2:31,1,20,SDG 36,7,0,"Penalty on Keenan Allen: False Start, 5 yards (no play)",1.330,1.000
1,2:09,1,25,SDG 31,7,0,Philip Rivers sacked by Sen'Derrick Marks for -9 yards,1.000,-1.790
1,1:36,2,34,SDG 22,7,0,"Ronnie Brown up the middle for 1 yard (tackle by Andre Branch). Penalty on Sen'Derrick Marks: Unsportsmanlike Conduct, 15 yards",-1.790,1.470
1,1:09,1,10,SDG 38,7,0,Danny Woodhead up the middle for 4 yards (tackle by Russell Allen),1.470,1.460
1,0:30,2,6,SDG 42,7,0,Ryan Mathews up the middle for 5 yards (tackle by Tyson Alualu),1.460,1.420
Quarter,Time,Down,ToGo,Location,SDG,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,SDG 47,7,0,Le'Ron McClain up the middle for 1 yard (tackle by Jonathan Cyprien),1.420,2.130
2,14:29,1,10,SDG 48,7,0,Ryan Mathews up the middle for 14 yards (tackle by Josh Evans),2.130,3.050
2,13:55,1,10,JAX 38,7,0,Ryan Mathews left end for 4 yards (tackle by Paul Posluszny),3.050,3.050
2,13:18,2,6,JAX 34,7,0,Philip Rivers pass complete short right to Eddie Royal for 7 yards (tackle by Will Blackmon and Paul Posluszny),3.050,3.780
2,12:44,1,10,JAX 27,13,0,"Philip Rivers pass complete deep left to Eddie Royal for 27 yards, touchdown",3.780,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,12:44,1,10,JAX 27,13,0,"Penalty on Nick Hardwick: False Start, 5 yards (no play)",3.780,0.000
2,12:44,,,JAX 2,14,0,Nick Novak kicks extra point good,0.000,0.000
2,12:44,,,SDG 35,14,0,"Nick Novak kicks off 74 yards, touchback",0.000,-0.280
2,12:36,1,10,JAX 20,14,0,Chad Henne pass complete short left to Cecil Shorts for 8 yards (tackle by Johnny Patrick),0.280,0.810
2,12:10,2,2,JAX 28,14,0,Maurice Jones-Drew up the middle for 1 yard (tackle by Larry English),0.810,0.230
2,11:46,3,1,JAX 29,14,0,Maurice Jones-Drew up the middle for 2 yards (tackle by Manti Te'o and Larry English),0.230,1.000
2,11:05,1,10,JAX 31,14,0,Denard Robinson left end for 9 yards (tackle by Eric Weddle),1.000,1.680
2,10:28,2,1,JAX 40,14,0,Chad Henne pass incomplete short left intended for Cecil Shorts,1.680,0.960
2,10:24,3,1,JAX 40,14,0,Chad Henne left guard for 4 yards,0.960,1.860
2,9:56,1,10,JAX 44,14,0,Chad Henne pass complete short right to Cecil Shorts for 5 yards (tackle by Andrew Gachkar),1.860,1.990
2,9:28,2,5,JAX 49,14,0,Chad Henne pass complete short left to Justin Blackmon for 6 yards (tackle by Eric Weddle),1.990,2.590
2,9:24,1,10,SDG 45,14,0,Chad Henne pass complete short left to Maurice Jones-Drew for 7 yards (tackle by Derek Cox),2.590,2.990
2,9:03,2,3,SDG 38,14,0,Maurice Jones-Drew left end for 1 yard (tackle by Tourek Williams),2.990,2.410
2,8:35,3,2,SDG 37,14,0,Chad Henne up the middle for 1 yard (tackle by Manti Te'o),2.410,0.890
2,8:15,4,1,SDG 36,14,0,Jordan Todman up the middle for 8 yards (tackle by Marcus Gilchrist),0.890,3.710
2,7:39,1,10,SDG 28,14,0,Chad Henne sacked by Thomas Keiser for -7 yards,3.710,2.220
2,7:06,2,17,SDG 35,14,0,Chad Henne pass complete short right to Cecil Shorts for 9 yards (tackle by Andrew Gachkar),2.220,2.740
2,6:26,3,8,SDG 26,14,0,"Chad Henne pass incomplete short right intended for Justin Blackmon. Penalty on Shareece Wright: Defensive Pass Interference, 7 yards (no play)",2.740,4.310
2,6:24,1,10,SDG 19,14,0,"Penalty on Cameron Bradfield: False Start, 5 yards (no play)",4.310,3.970
2,6:24,1,15,SDG 24,14,0,Maurice Jones-Drew left guard for 7 yards (tackle by Eric Weddle),3.970,4.030
2,5:41,2,8,SDG 17,14,0,Chad Henne pass complete short left to Justin Blackmon for 5 yards (tackle by Derek Cox),4.030,4.190
2,4:59,3,3,SDG 12,14,0,Chad Henne pass incomplete short right intended for Cecil Shorts,4.190,2.730
2,4:54,4,3,SDG 12,14,3,Josh Scobee 30 yard field goal good,2.730,3.000
2,4:54,,,JAX 35,14,3,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
2,4:50,1,10,SDG 20,14,3,Ryan Mathews left end for 3 yards (tackle by Josh Evans),0.280,0.140
2,4:25,2,7,SDG 23,14,3,Ryan Mathews left end for 6 yards (tackle by Josh Evans),0.140,0.230
2,3:43,3,1,SDG 29,14,3,Philip Rivers pass complete short middle to Danny Woodhead for 4 yards (tackle by Geno Hayes),0.230,1.140
2,3:02,1,10,SDG 33,14,3,Danny Woodhead up the middle for 1 yard (tackle by Russell Allen),1.140,0.730
2,2:24,2,9,SDG 34,14,3,Philip Rivers pass complete short middle to Antonio Gates for 6 yards (tackle by Russell Allen),0.730,0.830
2,2:00,3,3,SDG 40,14,3,Philip Rivers pass complete short left to Keenan Allen for 5 yards (tackle by Alan Ball),0.830,1.930
2,1:36,1,10,SDG 45,14,3,Philip Rivers pass complete short left to Danny Woodhead for 10 yards (tackle by Tyson Alualu),1.930,2.590
2,1:09,1,10,JAX 45,14,3,Philip Rivers pass complete short left to Antonio Gates for 4 yards (tackle by Paul Posluszny),2.590,2.590
2,0:57,1,10,JAX 45,14,3,Timeout #2 by San Diego Chargers,2.590,2.580
2,0:57,2,6,JAX 41,14,3,Philip Rivers pass incomplete short left intended for Keenan Allen,2.580,1.880
2,0:53,3,6,JAX 41,14,3,Philip Rivers pass complete short middle to Keenan Allen for 36 yards (tackle by Geno Hayes),1.880,6.060
2,0:26,1,5,JAX 5,14,3,Danny Woodhead up the middle for 4 yards (tackle by Josh Evans),6.060,6.060
2,0:19,1,5,JAX 5,14,3,Timeout #3 by San Diego Chargers,6.060,5.910
2,0:19,2,1,JAX 1,14,3,Philip Rivers pass incomplete short left intended for Keenan Allen. Penalty on Alan Ball: Defensive Pass Interference (no play),5.910,6.970
2,0:16,1,1,JAX 1,14,3,Philip Rivers pass incomplete short right intended for Keenan Allen,6.970,5.910
2,0:11,2,1,JAX 1,14,3,Philip Rivers pass incomplete short left intended for Keenan Allen. Penalty on Josh Evans: Unnecessary Roughness (no play),5.910,6.970
2,0:07,1,1,JAX 1,14,3,Philip Rivers up the middle for no gain (tackle by Sen'Derrick Marks),6.970,5.910
Quarter,Time,Down,ToGo,Location,SDG,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,14,3,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,JAX 20,14,3,Maurice Jones-Drew up the middle for 8 yards (tackle by Andrew Gachkar),0.280,0.810
3,14:32,2,2,JAX 28,14,3,"Maurice Jones-Drew up the middle for 3 yards (tackle by Kendall Reyes). Penalty on Will Rackley: Personal Foul, 15 yards",0.810,-0.940
3,14:13,2,14,JAX 16,14,3,Chad Henne pass complete short left to Justin Blackmon for 12 yards (tackle by Thomas Keiser),-0.940,0.100
3,13:52,3,2,JAX 28,14,3,Chad Henne left end for -1 yards (tackle by Manti Te'o),0.100,-1.570
3,13:19,4,3,JAX 27,14,3,"Bryan Anger punts 54 yards, out of bounds",-1.570,-0.150
3,13:09,1,10,SDG 19,14,3,Philip Rivers pass complete short right to Ladarius Green for 27 yards (tackle by Jonathan Cyprien),0.150,1.990
3,12:32,1,10,SDG 46,14,3,Ronnie Brown up the middle for 9 yards (tackle by Will Blackmon),1.990,2.670
3,11:57,2,1,JAX 45,14,3,Ronnie Brown up the middle for 4 yards (tackle by Geno Hayes),2.670,2.850
3,11:23,1,10,JAX 41,14,3,Ryan Mathews left end for 5 yards (tackle by Sen'Derrick Marks),2.850,2.980
3,10:41,2,5,JAX 36,14,3,"Penalty on Jeromey Clary: False Start, 5 yards (no play)",2.980,2.310
3,10:24,2,10,JAX 41,14,3,"Philip Rivers pass incomplete short left intended for Keenan Allen. Penalty on Rich Ohrnberger: Offensive Holding, 10 yards (no play)",2.310,0.960
3,10:19,2,20,SDG 49,14,3,Philip Rivers pass complete short left to Danny Woodhead for 26 yards (tackle by Will Blackmon),0.960,3.910
3,9:32,1,10,JAX 25,14,3,Ryan Mathews left end for 14 yards (tackle by Josh Evans),3.910,4.840
3,9:02,1,10,JAX 11,14,3,Ryan Mathews up the middle for 2 yards (tackle by Andre Branch),4.840,4.510
3,8:17,2,8,JAX 9,14,3,Philip Rivers up the middle for 4 yards (tackle by Paul Posluszny),4.510,4.440
3,7:31,3,4,JAX 5,14,3,Philip Rivers pass complete short middle to Antonio Gates for 3 yards (tackle by Josh Evans),4.440,3.250
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
3,6:52,4,1,JAX 2,17,3,Nick Novak 20 yard field goal good,3.250,3.000
3,6:52,,,SDG 35,17,3,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
3,6:48,1,10,JAX 20,17,3,Chad Henne pass complete short middle to Maurice Jones-Drew for 12 yards (tackle by Manti Te'o and Andrew Gachkar),0.280,1.070
3,6:14,1,10,JAX 32,17,3,Chad Henne pass complete deep middle to Mike Brown for 43 yards (tackle by Marcus Gilchrist),1.070,3.910
3,5:52,1,10,SDG 25,17,3,Chad Henne pass complete short left to Cecil Shorts for 5 yards (tackle by Derek Cox),3.910,4.040
3,5:28,2,5,SDG 20,17,3,Chad Henne pass complete short right to Cecil Shorts for 12 yards (tackle by Eric Weddle),4.040,5.370
3,4:52,1,8,SDG 8,17,3,Maurice Jones-Drew left guard for 3 yards (tackle by Sean Lissemore),5.370,5.150
3,4:10,2,5,SDG 5,17,3,Chad Henne pass incomplete short left intended for Marcedes Lewis (defended by Marcus Gilchrist),5.150,4.260
3,4:04,3,5,SDG 5,17,3,Chad Henne pass incomplete short right intended for Justin Blackmon,4.260,4.260
3,3:57,3,5,SDG 5,17,3,Timeout #2 by Jacksonville Jaguars,4.260,3.010
3,3:57,4,5,SDG 5,17,6,Josh Scobee 23 yard field goal good,3.010,3.000
3,3:57,,,JAX 35,17,6,"Josh Scobee kicks off 67 yards, returned by Lavelle Hawkins for 18 yards (tackle by LaRoy Reynolds)",0.000,0.140
3,3:46,1,10,SDG 16,17,6,Philip Rivers pass incomplete short right intended for Keenan Allen,-0.140,-0.660
3,3:41,2,10,SDG 16,17,6,Philip Rivers pass complete short middle to Vincent Brown for 15 yards (tackle by Alan Ball),-0.660,1.000
3,3:06,1,10,SDG 31,17,6,Danny Woodhead up the middle for 1 yard (tackle by Tyson Alualu),1.000,0.600
3,2:22,2,9,SDG 32,17,6,Philip Rivers pass complete short right to Eddie Royal for 6 yards (tackle by Paul Posluszny),0.600,0.700
3,1:41,3,3,SDG 38,17,6,Danny Woodhead up the middle for 4 yards (tackle by Geno Hayes),0.700,1.730
3,0:56,1,10,SDG 42,17,6,Philip Rivers pass complete short middle to Danny Woodhead for 7 yards (tackle by Paul Posluszny),1.730,2.130
3,0:16,2,3,SDG 49,17,6,Ryan Mathews right end for 12 yards (tackle by Josh Evans),2.130,2.980
Quarter,Time,Down,ToGo,Location,SDG,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 39,17,6,Ryan Mathews up the middle for 7 yards (tackle by Mike Harris),2.980,3.390
4,14:31,2,3,JAX 32,17,6,Philip Rivers pass complete short left to Eddie Royal for 29 yards (tackle by Geno Hayes and Josh Evans),3.390,3.390
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
4,14:13,2,3,JAX 32,17,6,Timeout #1 by San Diego Chargers,3.390,6.510
4,14:13,1,3,JAX 3,23,6,"Ryan Mathews up the middle for 3 yards, touchdown",6.510,7.000
4,14:13,,,JAX 2,24,6,Nick Novak kicks extra point good,0.000,0.000
4,14:13,,,SDG 35,24,6,"Nick Novak kicks off 67 yards, returned by Jordan Todman for 33 yards (tackle by Nick Novak)",0.000,-1.000
4,14:00,1,10,JAX 31,24,6,Chad Henne sacked by Thomas Keiser for -7 yards,1.000,-0.490
4,13:33,2,17,JAX 24,24,6,Chad Henne up the middle for 1 yard (tackle by Larry English),-0.490,-1.020
4,12:59,3,16,JAX 25,24,6,Chad Henne pass complete short left to Mike Brown for 9 yards (tackle by Johnny Patrick),-1.020,-1.110
4,12:59,4,7,JAX 34,24,6,"Bryan Anger punts 53 yards, returned by Keenan Allen for 11 yards (tackle by Will Ta'ufo'ou)",-1.110,-0.540
4,12:21,1,10,SDG 24,24,6,Ryan Mathews up the middle for 3 yards (tackle by Dwayne Gratz),0.540,0.400
4,11:36,2,7,SDG 27,24,6,Ryan Mathews up the middle for 3 yards (tackle by Paul Posluszny),0.400,0.100
4,10:50,3,4,SDG 30,24,6,Philip Rivers pass incomplete short middle intended for Ladarius Green (defended by Sen'Derrick Marks),0.100,-1.370
4,10:45,4,4,SDG 30,24,6,"Mike Scifres punts 47 yards, fair catch by Will Blackmon",-1.370,-0.480
4,10:38,1,10,JAX 23,24,6,Chad Henne pass complete short left to Mike Brown for 32 yards (tackle by Johnny Patrick),0.480,2.590
4,10:15,1,10,SDG 45,24,6,Chad Henne pass complete short right to Cecil Shorts for 14 yards,2.590,3.510
4,9:48,1,10,SDG 31,24,6,Chad Henne sacked by Larry English for -1 yards,3.510,2.830
4,9:23,2,11,SDG 32,24,6,Chad Henne pass incomplete short left intended for Mike Brown,2.830,2.150
4,9:19,3,11,SDG 32,24,6,Chad Henne pass complete short right to Justin Forsett for 10 yards (tackle by Reggie Walker),2.150,2.140
4,9:01,4,1,SDG 22,24,6,Chad Henne pass incomplete short left intended for Cecil Shorts (defended by Thomas Keiser),2.140,-0.480
4,8:55,1,10,SDG 23,24,6,Ryan Mathews up the middle for 8 yards (tackle by Tyson Alualu),0.480,1.010
4,8:11,2,2,SDG 31,24,6,Ryan Mathews right end for -2 yards (tackle by Will Blackmon),1.010,0.040
4,7:26,3,4,SDG 29,24,6,"Penalty on Johnnie Troutman: False Start, 5 yards (no play)",0.040,-0.630
4,7:13,3,9,SDG 24,24,6,"Danny Woodhead up the middle for 4 yards (tackle by Paul Posluszny). Penalty on Rich Ohrnberger: Unnecessary Roughness, 14 yards",-0.630,-2.470
4,6:58,4,19,SDG 14,24,6,"Mike Scifres punts 43 yards, returned by Will Blackmon for no gain",-2.470,-1.800
4,6:47,1,10,JAX 43,24,6,Chad Henne pass incomplete short left intended for Justin Blackmon (defended by Lawrence Guy),1.800,1.250
4,6:43,2,10,JAX 43,24,6,Chad Henne pass complete short left to Justin Blackmon for 12 yards (tackle by Jahleel Addae),1.250,2.590
4,6:24,1,10,SDG 45,24,6,Chad Henne pass incomplete deep middle intended for Justin Blackmon is intercepted by Marcus Gilchrist at SDG-23 and returned for 26 yards,2.590,-2.190
4,6:15,1,10,SDG 49,24,6,Ryan Mathews up the middle for 1 yard (tackle by Abry Jones),2.190,1.780
4,5:30,2,9,,24,6,Le'Ron McClain up the middle for 3 yards (tackle by Paul Posluszny),1.780,1.780
4,4:42,2,9,,24,6,Timeout #2 by San Diego Chargers,1.780,1.490
4,4:42,3,6,JAX 47,24,6,Ryan Mathews left end for no gain (tackle by Paul Posluszny),1.490,0.130
4,4:01,4,6,JAX 47,24,6,Mike Scifres punts 44 yards,0.130,0.380
4,3:53,1,10,JAX 3,24,6,Justin Forsett up the middle for 9 yards (tackle by Jahleel Addae),-0.380,-0.120
4,3:26,2,1,JAX 12,24,6,Chad Henne pass incomplete short middle intended for Mike Brown,-0.120,-0.370
4,3:23,3,1,JAX 12,24,6,Justin Forsett up the middle for 10 yards (tackle by Tourek Williams),-0.370,0.410
4,2:55,1,10,JAX 22,24,6,Chad Henne pass complete deep left to Cecil Shorts for 22 yards (tackle by Shareece Wright),0.410,1.860
4,2:50,1,10,JAX 44,24,6,Chad Henne pass complete short right to Justin Blackmon for 12 yards (tackle by Marcus Gilchrist),1.860,2.650
4,2:42,1,10,SDG 44,24,6,"Chad Henne pass incomplete short middle intended for Cecil Shorts. Penalty on Uche Nwaneri: Offensive Holding, 10 yards (no play)",2.650,1.990
4,2:38,1,20,JAX 46,24,6,Chad Henne pass complete short middle to Justin Blackmon for 11 yards (tackle by Eric Weddle),1.990,2.250
4,2:07,2,9,SDG 43,24,6,Chad Henne pass complete short right to Mike Brown for 17 yards (tackle by Johnny Patrick),2.250,3.840
4,2:03,1,10,SDG 26,24,6,Chad Henne pass complete short left to Mike Brown for 19 yards (tackle by Jahleel Addae),3.840,5.600
4,1:57,1,7,SDG 7,24,6,Chad Henne pass incomplete short left intended for Marcedes Lewis (defended by Derek Cox),5.600,4.760
4,1:52,2,7,SDG 7,24,6,Chad Henne pass incomplete short right intended for Mike Brown,4.760,3.810
4,1:45,3,7,SDG 7,24,6,Chad Henne pass incomplete short right intended for Cecil Shorts,3.810,2.970
4,1:40,4,7,SDG 7,24,6,Chad Henne sacked by Reggie Walker for -9 yards,2.970,0.140
4,1:35,1,10,SDG 16,24,6,Charlie Whitehurst kneels for -1 yards,-0.140,-0.780
4,0:53,2,11,SDG 15,24,6,Charlie Whitehurst kneels for -1 yards,-0.780,-1.610
4,0:53,3,12,SDG 14,24,6,Charlie Whitehurst kneels for -1 yards,-1.610,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
