Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ty Johnson,DET,9,29,0,3,13,1.4,16,1.8,0,
J.D. McKissic,DET,4,32,0,2,15,3.8,17,4.3,1,4.0
Matthew Stafford,DET,3,6,0,0,5,1.7,1,0.3,0,
Paul Perkins,DET,2,16,0,1,11,5.5,5,2.5,0,
Marvin Hall,DET,1,7,0,,4,4.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,OAK,28,120,2,7,53,1.9,67,2.4,3,9.3
DeAndre Washington,OAK,3,7,0,0,2,0.7,5,1.7,0,
Jalen Richard,OAK,2,12,0,1,6,3.0,6,3.0,0,
Derek Carrier,OAK,1,27,0,1,27,27.0,0,0.0,0,
Alec Ingold,OAK,1,2,0,1,1,1.0,1,1.0,0,
Zay Jones,OAK,1,3,0,0,3,3.0,0,0.0,0,
