Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,GNB 30,0,0,"Mason Crosby kicks off 69 yards, returned by J.R. Reed for 26 yards (tackle by John Kuhn)",0.000,0.740
1,14:55,1,10,PHI 27,0,0,Donovan McNabb pass incomplete short right intended for L.J. Smith,0.740,0.200
1,14:50,2,10,PHI 27,0,0,"Donovan McNabb pass incomplete. Penalty on Donovan McNabb: Intentional Grounding, 10 yards",0.200,-2.100
1,14:44,3,20,PHI 17,0,0,Donovan McNabb pass complete short right to Brian Westbrook for 12 yards (tackle by A.J. Hawk). Penalty on Kevin Curtis: Illegal Formation (Declined),-2.100,-1.440
1,14:27,4,8,PHI 29,0,0,"Saverio Rocca punts 46 yards, returned by Charles Woodson for 15 yards (tackle by Omar Gaither)",-1.440,-1.600
1,14:15,1,10,GNB 40,0,0,Brandon Jackson left tackle for no gain (tackle by Takeo Spikes and Trent Cole),1.600,1.050
1,13:39,2,10,GNB 40,0,0,Brett Favre pass incomplete deep middle intended for Donald Driver,1.050,0.370
1,13:34,3,10,GNB 40,0,0,Brett Favre pass incomplete deep left intended for Ruvell Martin,0.370,-0.720
1,13:27,4,10,GNB 40,0,6,"Jon Ryan punts 39 yards, muffed catch by Greg Lewis, recovered by Tracy White and returned for no gain, touchdown",-0.720,7.000
1,13:10,,,PHI 2,0,7,Mason Crosby kicks extra point good,0.000,0.000
1,13:10,,,GNB 30,0,7,"Mason Crosby kicks off 70 yards, touchback",0.000,0.280
1,13:10,1,10,PHI 20,0,7,Brian Westbrook right guard for 9 yards (tackle by Atari Bigby),0.280,0.950
1,12:34,2,1,PHI 29,0,7,Brian Westbrook left tackle for 3 yards (tackle by Nick Collins and Cullen Jenkins),0.950,1.070
1,11:57,1,10,PHI 32,0,7,Brian Westbrook left end for 4 yards (tackle by Nick Barnett),1.070,1.070
1,11:20,2,6,PHI 36,0,7,"Donovan McNabb pass incomplete short right intended for Brian Westbrook. Penalty on Shawn Andrews: Offensive Holding, 10 yards (no play)",1.070,-0.280
1,11:14,2,6,PHI 36,0,7,Timeout #1 by Philadelphia Eagles,1.070,-0.280
1,11:14,2,16,PHI 26,0,7,Donovan McNabb pass complete short right to Brian Westbrook for 3 yards (tackle by Charles Woodson),-0.280,-0.560
1,10:41,3,13,PHI 29,0,7,Donovan McNabb pass incomplete short middle intended for Brian Westbrook is intercepted by Nick Barnett at PHI-36 and returned for 2 yards (tackle by Brian Westbrook). Penalty on Shawn Andrews: Offensive Holding (Declined),-0.560,-3.310
1,10:34,1,10,PHI 34,0,7,Brett Favre pass incomplete short right intended for Brandon Jackson,3.310,2.770
1,10:34,2,10,PHI 34,0,7,"Penalty on Daryn Colledge: False Start, 5 yards (no play)",2.770,2.090
1,10:30,2,15,PHI 39,0,7,Brett Favre pass complete short right to Donald Driver for 4 yards (tackle by Sheldon Brown),2.090,1.950
1,9:45,3,11,PHI 35,0,7,Brett Favre pass incomplete short middle intended for Donald Driver,1.950,0.970
1,9:39,4,11,PHI 35,0,10,Mason Crosby 53 yard field goal good,0.970,3.000
1,9:39,,,GNB 30,0,10,"Mason Crosby kicks off 71 yards, returned by J.R. Reed for 30 yards (tackle by Desmond Bishop). Penalty on Montae Reagor: Face Mask (15 Yards), 11 yards",0.000,-0.370
1,9:29,1,10,PHI 11,0,10,Brian Westbrook up the middle for 2 yards (tackle by Ryan Pickett and Cullen Jenkins),-0.370,-0.630
1,8:51,2,8,PHI 13,0,10,Correll Buckhalter left tackle for 3 yards (tackle by Cullen Jenkins),-0.630,-0.840
1,8:10,3,5,PHI 16,0,10,Donovan McNabb pass complete short right to L.J. Smith for 4 yards (tackle by Brady Poppinga and Atari Bigby),-0.840,-2.030
1,7:23,4,1,PHI 20,0,10,"Saverio Rocca punts 40 yards, returned by Charles Woodson for -2 yards (tackle by Quintin Mikell)",-2.030,-1.470
1,7:13,1,10,GNB 38,0,10,Brett Favre pass complete short right to James Jones for 8 yards (tackle by Sheldon Brown),1.470,2.000
1,6:49,2,2,GNB 46,0,10,Brett Favre pass complete short right to James Jones for 8 yards (tackle by Lito Sheppard),2.000,2.520
1,6:04,2,2,GNB 46,0,10,Timeout #1 by Green Bay Packers,2.000,2.520
1,6:03,1,10,PHI 46,0,10,Brandon Jackson up the middle for 6 yards (tackle by Chris Gocong and Mike Patterson),2.520,2.790
1,5:26,2,4,PHI 40,0,10,Brandon Jackson right tackle for 2 yards (tackle by Mike Patterson and Omar Gaither),2.790,2.350
1,4:52,3,2,PHI 38,0,10,Brett Favre pass incomplete deep middle intended for Bubba Franks is intercepted by Sheldon Brown at PHI-20 and returned for 3 yards (tackle by Bubba Franks),2.350,-0.480
1,4:46,1,10,PHI 23,0,10,Brian Westbrook left tackle for 6 yards (tackle by Brady Poppinga and Nick Barnett),0.480,0.740
1,4:11,2,4,PHI 29,0,10,Brian Westbrook left guard for 3 yards (tackle by Johnny Jolly and Aaron Kampman),0.740,0.430
1,3:33,3,1,PHI 32,0,10,Thomas Tapeh right tackle for 4 yards (tackle by Nick Barnett and Atari Bigby),0.430,1.330
1,2:55,1,10,PHI 36,0,10,Donovan McNabb for 4 yards (tackle by A.J. Hawk),1.330,1.330
1,2:23,2,6,PHI 40,0,10,Correll Buckhalter right guard for 5 yards (tackle by Nick Barnett and Aaron Kampman),1.330,1.290
1,1:45,3,1,PHI 45,0,10,Brian Westbrook left end for 11 yards (tackle by Nick Collins),1.290,2.650
1,1:02,1,10,GNB 44,0,10,Donovan McNabb pass incomplete short left intended for Brian Westbrook (defended by Johnny Jolly),2.650,2.110
1,0:59,2,10,GNB 44,0,10,Correll Buckhalter left tackle for 1 yard (tackle by Nick Barnett),2.110,1.550
