Quarter,Time,Down,ToGo,Location,MIA,TEN,Detail,EPB,EPA
1,7:50,1,10,MIA 27,3,0,Chris Johnson right guard for 2 yards (tackle by Tony McDaniel),3.780,3.500
1,7:19,2,8,MIA 25,3,0,Chris Johnson left tackle for 3 yards (tackle by Akin Ayodele),3.500,3.200
1,7:19,3,5,MIA 22,3,6,"Vince Young pass complete deep middle to Justin Gage for 22 yards, touchdown",3.200,7.000
1,,,,MIA 2,3,7,Rob Bironas kicks extra point good,0.000,0.000
1,,,,TEN 30,3,7,"Rob Bironas kicks off 64 yards, returned by Ted Ginn for 15 yards (tackle by Ryan Mouton)",0.000,0.340
1,6:31,1,10,MIA 21,3,7,"Penalty on Kevin Vickerson: Encroachment, 5 yards (no play)",0.340,1.070
1,6:31,1,5,MIA 26,3,7,Ricky Williams right guard for no gain (tackle by Keith Bulluck and Gerald McRath),1.070,0.480
1,5:59,2,5,MIA 26,3,7,Ricky Williams middle for 4 yards (tackle by Kevin Vickerson),0.480,0.300
1,5:14,3,1,MIA 30,3,7,Lousaka Polite middle for 7 yards (tackle by Gerald McRath),0.300,1.400
1,4:38,1,10,MIA 37,3,7,Chad Henne pass incomplete deep right intended for Davone Bess,1.400,0.860
1,4:31,2,10,MIA 37,3,7,Chad Henne pass complete short right to Ricky Williams for 1 yard (tackle by Kevin Vickerson and Gerald McRath),0.860,0.300
1,3:48,3,9,MIA 38,3,7,Chad Henne sacked by Jacob Ford for -2 yards,0.300,-0.980
1,3:24,4,11,MIA 36,3,7,"Brandon Fields punts 51 yards, returned by Alvin Pearman for 11 yards (tackle by Jason Allen)",-0.980,-0.540
1,3:14,1,10,TEN 24,3,7,Chris Johnson right guard for -2 yards (tackle by Charlie Anderson),0.540,-0.270
1,2:33,2,12,TEN 22,3,7,Vince Young pass incomplete,-0.270,-0.960
1,2:26,3,12,TEN 22,3,7,Vince Young pass incomplete short right intended for Justin Gage,-0.960,-1.900
1,2:20,4,12,TEN 22,3,7,"Brett Kern punts 52 yards, muffed catch by Ted Ginn, recovered by Tyrone Culver and returned for no gain",-1.900,-0.670
1,2:10,1,10,MIA 26,3,7,Chad Henne pass complete short right to Greg Camarillo for 10 yards (tackle by Nick Harper). Penalty on Tony Brown: Illegal Use of Hands (Declined),0.670,1.330
1,1:42,1,10,MIA 36,3,7,Chad Henne pass complete short right to Greg Camarillo for 9 yards,1.330,2.010
1,1:23,2,1,MIA 45,3,7,Ricky Williams middle for 15 yards (tackle by William Hayes),2.010,2.920
1,0:41,1,10,TEN 40,3,7,Chad Henne pass incomplete short right intended for Davone Bess,2.920,2.370
1,0:36,2,10,TEN 40,3,7,Ricky Williams middle for 5 yards (tackle by Jovan Haye),2.370,2.340
Quarter,Time,Down,ToGo,Location,MIA,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,TEN 35,3,7,Chad Henne pass complete short right to Lousaka Polite for 6 yards (tackle by Vincent Fuller),2.340,3.640
2,14:36,1,10,TEN 29,3,7,Ricky Williams right guard for 4 yards (tackle by Kevin Vickerson and Gerald McRath),3.640,3.640
2,13:59,2,6,TEN 25,3,7,"Ricky Williams right guard for no gain (tackle by Tony Brown). Ricky Williams fumbles (forced by Tony Brown), recovered by Michael Griffin at TEN-20",3.640,-0.280
2,13:52,1,10,TEN 20,3,7,Vince Young pass complete short left to Bo Scaife for 13 yards (tackle by Akin Ayodele),0.280,1.140
2,13:33,1,10,TEN 33,3,7,Chris Johnson right end for 13 yards (tackle by Gibril Wilson and Yeremiah Bell),1.140,1.990
2,12:44,1,10,TEN 46,3,7,Vince Young pass incomplete short left intended for Nate Washington,1.990,1.450
2,12:40,2,10,TEN 46,3,7,Chris Johnson middle for 12 yards (tackle by Yeremiah Bell),1.450,2.790
2,12:00,1,10,MIA 42,3,7,Vince Young pass complete deep middle to Kenny Britt for 19 yards (tackle by Sean Smith),2.790,4.040
2,11:23,1,10,MIA 23,3,7,Chris Johnson right tackle for 14 yards (tackle by Yeremiah Bell),4.040,5.140
2,10:47,1,9,MIA 9,3,7,Chris Johnson middle for 1 yard (tackle by Gibril Wilson and Paul Soliai),5.140,4.570
2,10:10,2,8,MIA 8,3,7,Vince Young pass complete short right to LenDale White for 2 yards (tackle by Vontae Davis),4.570,4.040
2,9:38,3,6,MIA 6,3,7,Vince Young pass incomplete short left intended for LenDale White,4.040,2.990
2,9:31,4,6,MIA 6,3,10,Rob Bironas 24 yard field goal good,2.990,3.000
2,,,,TEN 30,3,10,"Rob Bironas kicks off 69 yards, returned by Ted Ginn for 19 yards (tackle by Donnie Nickey)",0.000,0.280
2,9:20,1,10,MIA 20,3,10,Ricky Williams left end for 8 yards (tackle by Cortland Finnegan and Gerald McRath),0.280,0.810
2,8:43,2,2,MIA 28,3,10,Pat White middle for 3 yards (tackle by Keith Bulluck),0.810,1.000
2,8:04,1,10,MIA 31,3,10,Chad Henne pass complete deep middle to Brian Hartline for 39 yards (tackle by Nick Harper),1.000,3.580
2,7:19,1,10,TEN 30,3,10,Ricky Williams right end for 5 yards (tackle by Chris Hope),3.580,3.710
2,6:38,2,5,TEN 25,3,10,Lex Hilliard right tackle for 2 yards (tackle by Michael Griffin and Stephen Tulloch),3.710,3.270
2,5:56,3,3,TEN 23,3,10,Chad Henne pass complete short right to Davone Bess for 15 yards (tackle by Nick Harper),3.270,5.370
2,5:11,1,8,TEN 8,3,10,Pat White right guard for 1 yard (tackle by Kyle Vanden Bosch),5.370,4.760
2,4:32,2,7,TEN 7,3,10,Lex Hilliard right guard for 2 yards (tackle by Keith Bulluck),4.760,4.260
2,3:53,3,5,TEN 5,3,10,"Penalty on Brian Hartline: False Start, 5 yards (no play)",4.260,3.130
2,3:31,3,10,TEN 10,3,10,Chad Henne pass incomplete short left intended for Brian Hartline,3.130,2.760
2,3:24,4,10,TEN 10,6,10,Dan Carpenter 28 yard field goal good,2.760,3.000
2,,,,MIA 30,6,10,"Dan Carpenter kicks off 63 yards, returned by Kenny Britt for 15 yards (tackle by Jason Allen)",0.000,0.410
2,3:14,1,10,TEN 22,6,10,Vince Young pass incomplete short left intended for Bo Scaife,0.410,-0.130
2,3:09,2,10,TEN 22,6,10,Chris Johnson middle for 5 yards (tackle by Tony McDaniel),-0.130,-0.160
2,2:31,3,5,TEN 27,6,10,Vince Young pass complete short right to Chris Johnson for 41 yards (tackle by Tyrone Culver),-0.160,3.450
2,2:00,1,10,MIA 32,6,10,"Chris Johnson right tackle for 6 yards (tackle by Channing Crowder). Penalty on Paul Soliai: Defensive Holding, 5 yards",3.450,4.170
2,1:55,1,10,MIA 21,6,16,"Vince Young pass complete deep left to Justin Gage for 21 yards, touchdown",4.170,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,,,,MIA 2,6,17,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,6,17,"Rob Bironas kicks off 70 yards, returned by Ted Ginn for 15 yards (tackle by Alvin Pearman)",0.000,-0.220
2,1:40,1,10,MIA 15,6,17,Chad Henne pass incomplete deep left intended for Brian Hartline (defended by Michael Griffin),-0.220,-0.710
2,1:34,2,10,MIA 15,6,17,Chad Henne pass complete short left to Anthony Fasano for 10 yards (tackle by Stephen Tulloch),-0.710,0.610
2,1:13,1,10,MIA 25,6,17,Chad Henne pass complete short right to Lex Hilliard for 8 yards (tackle by Nick Harper),0.610,1.140
2,1:05,,,,6,17,Timeout #1 by Miami Dolphins,0.000,1.140
2,1:04,2,2,MIA 33,6,17,Ricky Williams middle for 8 yards (tackle by Vincent Fuller),1.140,1.660
2,0:45,1,10,MIA 41,6,17,"Chad Henne pass incomplete deep right intended for Davone Bess. Penalty on Vernon Carey: Offensive Holding, 10 yards (no play)",1.660,1.000
2,0:40,1,20,MIA 31,6,17,"Chad Henne pass complete short right to Lex Hilliard for 16 yards (tackle by Keith Bulluck). Penalty on Keith Bulluck: Horse Collar, 16 yards",1.000,3.120
2,0:33,1,10,TEN 37,6,17,Lex Hilliard middle for 3 yards (tackle by Dave Ball),3.120,2.980
2,0:32,,,,6,17,Timeout #2 by Miami Dolphins,0.000,2.980
2,0:32,2,7,TEN 34,6,17,Chad Henne pass incomplete short right intended for Greg Camarillo is intercepted by Nick Harper at TEN-28 and returned for 4 yards,2.980,-1.070
2,0:25,1,10,TEN 32,6,17,Chris Johnson right guard for no gain (tackle by Reggie Torbor),1.070,0.530
Quarter,Time,Down,ToGo,Location,MIA,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,6,17,"Rob Bironas kicks off 60 yards, returned by Ted Ginn for 12 yards (tackle by Lavelle Hawkins)",0.000,0.410
3,14:50,1,10,MIA 22,6,17,Ricky Williams right end for 3 yards (tackle by William Hayes),0.410,0.270
3,14:11,2,7,MIA 25,6,17,"Penalty on Vernon Carey: False Start, 5 yards (no play)",0.270,-0.400
3,13:49,2,12,MIA 20,6,17,Chad Henne pass complete short right to Ricky Williams for no gain,-0.400,-1.090
3,13:07,3,12,MIA 20,6,17,"Chad Henne pass complete short left to Lex Hilliard for 11 yards. Penalty on Jake Long: Offensive Holding, 10 yards (no play)",-1.090,-2.820
3,12:42,3,22,MIA 10,6,17,Chad Henne pass complete short right to Lex Hilliard for 7 yards (tackle by Nick Harper),-2.820,-2.320
3,12:06,4,15,MIA 17,6,17,"Brandon Fields punts 52 yards, returned by Alvin Pearman for 12 yards (tackle by Cameron Wake)",-2.320,-1.800
3,11:54,1,10,TEN 43,6,17,Vince Young pass incomplete short middle intended for Chris Johnson,1.800,1.250
3,11:48,2,10,TEN 43,6,17,Chris Johnson right end for 4 yards (tackle by Joey Porter),1.250,1.090
3,11:09,3,6,TEN 47,6,17,Vince Young middle for 17 yards,1.090,3.180
3,10:31,1,10,MIA 36,6,17,Chris Johnson right guard for 2 yards (tackle by Jason Taylor),3.180,2.910
3,9:52,2,8,MIA 34,6,17,"Vince Young sacked by Jason Taylor for -5 yards. Vince Young fumbles (forced by Jason Taylor), recovered by David Stewart at MIA-32",2.910,2.480
3,9:04,3,6,MIA 32,6,23,"Vince Young pass complete deep left to Nate Washington for 32 yards, touchdown",2.480,7.000
3,,,,MIA 2,6,24,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,6,24,"Rob Bironas kicks off 65 yards, returned by Ted Ginn for 20 yards (tackle by Donnie Nickey)",0.000,0.610
3,8:52,1,10,MIA 25,6,24,Chad Henne pass complete deep right to Ted Ginn for 19 yards,0.610,1.860
3,8:23,1,10,MIA 44,6,24,Chad Henne pass incomplete deep right intended for Brian Hartline,1.860,1.320
3,8:16,2,10,MIA 44,6,24,Chad Henne pass incomplete deep right intended for Greg Camarillo,1.320,0.630
3,8:11,3,10,MIA 44,6,24,Chad Henne pass incomplete short middle intended for Anthony Fasano,0.630,-0.460
3,8:05,4,10,MIA 44,6,24,"Brandon Fields punts 56 yards, touchback",-0.460,-0.280
3,7:55,1,10,TEN 20,6,24,Chris Johnson right guard for 3 yards (tackle by Quentin Moses and Kendall Langford),0.280,0.140
3,7:20,2,7,TEN 23,6,24,"Chris Johnson middle for 6 yards (tackle by Akin Ayodele). Chris Johnson fumbles (forced by Akin Ayodele), recovered by Sean Smith at TEN-34",0.140,-3.310
3,7:11,1,10,TEN 34,6,24,Ricky Williams right tackle for 1 yard (tackle by Stephen Tulloch),3.310,2.910
3,6:40,2,9,TEN 33,6,24,Chad Henne pass complete short right to Joey Haynos for 7 yards (tackle by Nick Harper),2.910,3.140
3,5:54,3,2,TEN 26,6,24,Lousaka Polite middle for -1 yards (tackle by Gerald McRath and Kevin Vickerson),3.140,1.770
3,5:39,4,3,TEN 27,9,24,Dan Carpenter 45 yard field goal good,1.770,3.000
3,,,,MIA 30,9,24,"Dan Carpenter kicks off 55 yards, muffed catch by Alge Crumpler, recovered by Alge Crumpler and returned for no gain",0.000,0.340
3,5:30,1,10,TEN 21,9,24,Vince Young pass incomplete,0.340,-0.200
3,5:23,2,10,TEN 21,9,24,"Chris Johnson left end for 3 yards (tackle by Joey Porter). Penalty on Justin Gage: Offensive Holding, 10 yards",-0.200,-1.250
3,5:03,2,17,TEN 14,9,24,Chris Johnson middle for -4 yards (tackle by Jason Taylor),-1.250,-2.710
3,4:21,3,21,TEN 10,9,24,Vince Young pass complete short right to Chris Johnson for 14 yards (tackle by Sean Smith),-2.710,-1.770
3,3:42,4,7,TEN 24,9,24,"Brett Kern punts 46 yards, returned by Davone Bess for 4 yards (tackle by Gerald McRath)",-1.770,-1.200
3,3:31,1,10,MIA 34,9,24,Chad Henne pass complete deep left to Davone Bess for 34 yards (tackle by Michael Griffin),1.200,3.450
3,3:16,1,10,TEN 32,9,24,Chad Henne pass incomplete short right intended for Ricky Williams,3.450,2.900
3,3:11,2,10,TEN 32,9,24,Chad Henne pass complete short right to Ricky Williams for 8 yards (tackle by Gerald McRath),2.900,3.270
3,2:29,3,2,TEN 24,9,24,Brian Hartline right end for 10 yards (tackle by Chris Hope),3.270,4.650
3,1:51,1,10,TEN 14,9,24,Chad Henne pass incomplete deep right intended for Ricky Williams is intercepted by Chris Hope,4.650,-0.280
3,1:44,1,10,TEN 20,9,24,Chris Johnson left tackle for 2 yards (tackle by Paul Soliai),0.280,0.000
3,1:05,2,8,TEN 22,9,24,"Vince Young pass incomplete. Penalty on Vontae Davis: Illegal Contact, 5 yards (no play)",0.000,0.740
3,0:58,1,10,TEN 27,9,24,Chris Johnson middle for 11 yards (tackle by Gibril Wilson and Yeremiah Bell),0.740,1.470
3,0:21,1,10,TEN 38,9,24,Chris Johnson right end for 1 yard (tackle by Yeremiah Bell),1.470,1.060
Quarter,Time,Down,ToGo,Location,MIA,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,TEN 39,9,24,Vince Young pass complete short middle to Bo Scaife for 10 yards (tackle by Phillip Merling),1.060,2.190
4,14:22,1,10,TEN 49,9,24,Vince Young sacked by Kendall Langford for 0 yards,2.190,1.650
4,13:51,2,10,TEN 49,9,24,Chris Johnson right end for 5 yards (tackle by Yeremiah Bell),1.650,1.620
4,13:08,3,5,MIA 46,9,24,Vince Young pass complete short right to Bo Scaife for 4 yards (tackle by Vontae Davis),1.620,0.460
4,12:24,4,1,MIA 42,9,24,"Brett Kern punts 42 yards, touchback",0.460,-0.280
4,12:16,1,10,MIA 20,9,24,Ricky Williams middle for 7 yards (tackle by Stephen Tulloch),0.280,0.680
4,11:53,2,3,MIA 27,9,24,Ricky Williams middle for 6 yards (tackle by Gerald McRath),0.680,1.140
4,11:33,1,10,MIA 33,9,24,Chad Henne pass incomplete short middle intended for Ricky Williams,1.140,0.590
4,11:29,2,10,MIA 33,9,24,Chad Henne pass complete deep middle to Ted Ginn for 19 yards (tackle by Michael Griffin),0.590,2.390
4,11:01,1,10,TEN 48,9,24,Chad Henne pass complete short left to Greg Camarillo for 11 yards (tackle by Vincent Fuller),2.390,3.120
4,10:33,1,10,TEN 37,9,24,Chad Henne pass complete short right to Joey Haynos for 3 yards (tackle by Nick Harper),3.120,2.980
4,10:07,2,7,TEN 34,9,24,Chad Henne pass complete short middle to Lex Hilliard for 5 yards (tackle by Stephen Tulloch),2.980,2.940
4,9:28,3,2,TEN 29,9,24,Chad Henne pass incomplete short middle intended for Anthony Fasano,2.940,1.600
4,9:22,4,2,TEN 29,9,24,Chad Henne pass complete short right to Joey Haynos for 10 yards (tackle by Nick Harper),1.600,4.310
4,8:53,1,10,TEN 19,9,24,Chad Henne pass complete deep middle to Anthony Fasano for 18 yards (tackle by Michael Griffin),4.310,6.970
4,8:21,1,1,TEN 1,9,24,Ricky Williams right tackle for no gain (tackle by Stephen Tulloch),6.970,5.910
4,7:48,2,1,TEN 1,15,24,"Ricky Williams left end for 1 yard, touchdown",5.910,7.000
4,,,,TEN 2,16,24,"Dan Carpenter kicks extra point good. Penalty on Kevin Vickerson: Unnecessary Roughness, 15 yards",0.000,0.000
4,,,,MIA 45,16,24,"Dan Carpenter kicks off 63 yards, touchback",0.000,0.280
4,7:41,1,10,TEN 20,16,24,Chris Johnson middle for no gain (tackle by Channing Crowder and Randy Starks),0.280,-0.270
4,7:07,2,10,TEN 20,16,24,"Vince Young pass complete short right to Chris Johnson for 5 yards (tackle by Paul Soliai and Akin Ayodele). Penalty on Paul Soliai: Defensive Holding, 5 yards (no play)",-0.270,0.610
4,6:43,1,10,TEN 25,16,24,Vince Young pass complete short left to Kenny Britt for 13 yards (tackle by Gibril Wilson). Penalty on Channing Crowder: Illegal Contact (Declined),0.610,1.470
4,6:14,1,10,TEN 38,16,24,Chris Johnson right tackle for 1 yard (tackle by Channing Crowder),1.470,1.060
4,5:34,2,9,TEN 39,16,24,Vince Young pass incomplete short left intended for Alge Crumpler,1.060,0.370
4,5:30,3,9,TEN 39,16,24,Vince Young pass complete short left to Bo Scaife for 6 yards (tackle by Nate Jones),0.370,-0.390
4,4:44,4,3,TEN 45,16,24,"Brett Kern punts 45 yards, fair catch by Davone Bess",-0.390,0.380
4,4:36,1,10,MIA 10,16,24,Chad Henne pass incomplete deep left intended for Greg Camarillo,-0.380,-0.780
4,4:29,2,10,MIA 10,16,24,Chad Henne pass complete short right to Davone Bess for 9 yards (tackle by Stephen Tulloch),-0.780,-0.370
4,3:53,3,1,MIA 19,16,24,Chad Henne pass complete short middle to Greg Camarillo for 10 yards (tackle by Vincent Fuller),-0.370,0.870
4,3:34,1,10,MIA 29,16,24,Chad Henne pass incomplete deep right intended for Davone Bess,0.870,0.330
4,3:26,2,10,MIA 29,16,24,Chad Henne middle for 3 yards (tackle by William Hayes),0.330,0.040
4,2:44,3,7,MIA 32,16,24,Chad Henne pass complete deep left to Brian Hartline for 57 yards (tackle by Cortland Finnegan),0.040,4.840
4,2:06,1,10,TEN 11,16,24,Ricky Williams right end for 3 yards (tackle by Stephen Tulloch),4.840,4.700
4,2:00,2,7,TEN 8,16,24,Chad Henne pass incomplete short left intended for Greg Camarillo,4.700,3.760
4,1:55,3,7,TEN 8,16,24,Chad Henne pass complete short left to Greg Camarillo for 6 yards (tackle by Nick Harper),3.760,3.250
4,1:38,,,,16,24,Timeout #1 by Miami Dolphins,0.000,3.250
4,1:38,4,1,TEN 2,22,24,"Chad Henne pass complete short right to Anthony Fasano for 2 yards, touchdown",3.250,7.000
4,,,,,24,24,"Two Point Attempt: Ricky Williams right end, conversion succeeds",1.000,1.000
4,,,,MIA 30,24,24,"Dan Carpenter kicks off 57 yards, returned by Kenny Britt for 19 yards (tackle by Jason Allen)",0.000,1.070
4,1:27,1,10,TEN 32,24,24,Vince Young pass incomplete deep right intended for Nate Washington,1.070,0.530
4,1:22,2,10,TEN 32,24,24,Vince Young pass incomplete short right intended for Nate Washington,0.530,-0.160
4,1:15,3,10,TEN 32,24,24,Vince Young pass complete short right to Bo Scaife for 7 yards (tackle by Vontae Davis),-0.160,-0.780
4,1:08,,,,24,24,Timeout #2 by Miami Dolphins,0.000,-0.780
4,1:08,4,3,TEN 39,24,24,Brett Kern punts 59 yards,-0.780,0.380
4,0:56,1,10,MIA 2,24,24,Ricky Williams right tackle for 4 yards (tackle by Cortland Finnegan),-0.380,-0.490
4,0:12,2,6,MIA 6,24,24,Lousaka Polite middle for 3 yards (tackle by Gerald McRath),-0.490,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,MIA,TEN,Detail,EPB,EPA
,,,,,,,"Dolphins won the coin toss, Dolphins to receive the overtime kickoff.",,
OT,,,,TEN 30,24,24,"Rob Bironas kicks off 70 yards, returned by Ted Ginn for 23 yards (tackle by Ryan Mouton)",0.000,0.480
OT,14:55,1,10,MIA 23,24,24,Chad Henne pass complete short right to Lousaka Polite for 4 yards (tackle by Stephen Tulloch),0.480,0.470
OT,14:18,2,6,MIA 27,24,24,Chad Henne pass complete short right to Davone Bess for no gain,0.470,-0.230
OT,13:49,3,6,MIA 27,24,24,"Chad Henne pass incomplete deep middle intended for Davone Bess is intercepted by Michael Griffin at MIA-45 and returned for 3 yards. Penalty on Greg Camarillo: Unnecessary Roughness, 15 yards",-0.230,-3.780
OT,13:39,1,10,MIA 27,24,24,Chris Johnson right end for -2 yards (tackle by Kendall Langford),3.780,2.960
OT,13:01,2,12,MIA 29,24,24,Chris Johnson left guard for no gain (tackle by Jason Taylor and Phillip Merling),2.960,2.280
OT,12:15,3,12,MIA 29,24,24,Chris Johnson right tackle for 1 yard (tackle by Channing Crowder),2.280,1.590
OT,11:24,,,,24,24,Timeout #1 by Miami Dolphins,0.000,1.590
OT,11:24,4,11,MIA 28,24,27,Rob Bironas 46 yard field goal good,1.590,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
