Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
1,7:34,1,10,TEN 20,0,7,Bishop Sankey right tackle for 3 yards (tackle by Ryan Pickett and Jared Crick),0.280,0.140
1,6:57,2,7,TEN 23,0,7,Zach Mettenberger pass incomplete deep right intended for Justin Hunter is intercepted by Johnathan Joseph at TEN-45 and returned for 25 yards,0.140,-4.240
1,6:46,1,10,TEN 20,0,7,Ryan Fitzpatrick pass complete short left to DeAndre Hopkins for 11 yards (tackle by Blidi Wreh-Wilson),4.240,5.140
1,6:12,1,9,TEN 9,0,7,Ryan Fitzpatrick up the middle for -4 yards (tackle by Derrick Morgan),5.140,3.720
1,5:38,2,13,TEN 13,0,7,Ryan Fitzpatrick pass complete short left to Arian Foster for 6 yards (tackle by Wesley Woodyard),3.720,3.810
1,4:55,3,7,TEN 7,0,13,"Ryan Fitzpatrick pass complete short left to Arian Foster for 7 yards, touchdown. Penalty on Avery Williamson: Defensive Holding (Declined)",3.810,7.000
1,4:55,,,TEN 2,0,14,Randy Bullock kicks extra point good,0.000,0.000
1,4:55,,,HOU 35,0,14,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
1,4:50,1,10,TEN 20,0,14,Bishop Sankey left end for 3 yards (tackle by Brian Cushing),0.280,0.140
1,4:14,2,7,TEN 23,0,14,Bishop Sankey left end for 2 yards (tackle by Darryl Morris),0.140,-0.300
1,3:37,3,5,TEN 25,0,14,Zach Mettenberger up the middle for 8 yards (tackle by D.J. Swearinger),-0.300,1.140
1,2:57,1,10,TEN 33,0,14,Zach Mettenberger pass complete short right to Justin Hunter for 18 yards (tackle by Johnathan Joseph),1.140,2.320
1,2:25,1,10,HOU 49,0,14,Bishop Sankey left tackle for -1 yards (tackle by Whitney Mercilus),2.320,1.650
1,1:51,2,11,,0,14,Zach Mettenberger pass complete short left to Nate Washington for 10 yards (tackle by Johnathan Joseph),1.650,2.280
1,1:17,3,1,HOU 40,0,14,"Shonn Greene right guard for -10 yards (tackle by Brian Cushing). Penalty on Eric Olsen: Offensive Holding, 10 yards (no play)",2.280,2.280
1,0:44,3,1,HOU 40,0,14,Timeout #1 by Tennessee Titans,2.280,0.960
1,0:44,3,11,,0,14,Zach Mettenberger pass complete short left to Leon Washington for 8 yards (tackle by Johnathan Joseph),0.960,0.460
1,0:03,4,3,HOU 42,0,14,"Brett Kern punts 32 yards, fair catch by Keshawn Martin",0.460,0.380
Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,HOU 10,0,14,Ryan Fitzpatrick pass incomplete deep left intended for Damaris Johnson,-0.380,-0.780
2,14:55,2,10,HOU 10,0,14,Alfred Blue up the middle for 5 yards (tackle by Derrick Morgan and Jurrell Casey),-0.780,-0.840
2,14:16,3,5,HOU 15,0,14,"Penalty on Xavier Su'a-Filo: False Start, 5 yards (no play)",-0.840,-1.420
2,14:14,3,10,HOU 10,0,14,Ryan Fitzpatrick pass complete short left to Arian Foster for 6 yards (tackle by Daimion Stafford),-1.420,-2.390
2,13:43,4,4,HOU 16,0,14,"Shane Lechler punts 44 yards, fair catch by Dexter McCluster. Penalty on Justin Staples: Offensive Holding, 10 yards",-2.390,-0.940
2,13:34,1,10,TEN 30,0,14,Bishop Sankey up the middle for 6 yards (tackle by Kendrick Lewis and Danieal Manning),0.940,1.200
2,13:00,2,4,TEN 36,0,14,Zach Mettenberger pass complete short left to Kendall Wright for 11 yards (tackle by Kendrick Lewis),1.200,2.060
2,12:23,1,10,TEN 47,0,14,"Zach Mettenberger sacked by Brooks Reed for -11 yards. Penalty on A.J. Bouye: Defensive Holding (Offsetting), Penalty on Delanie Walker: Offensive Holding (Offsetting) (no play)",2.060,2.060
2,11:59,1,10,TEN 47,0,14,"Zach Mettenberger pass incomplete deep middle intended for Nate Washington. Penalty on Justin Tuggle: Illegal Contact, 5 yards (no play)",2.060,2.390
2,11:53,1,10,HOU 48,0,14,Shonn Greene left end for no gain (tackle by John Simon),2.390,1.850
2,11:07,2,10,HOU 48,0,14,Bishop Sankey left tackle for 3 yards (tackle by Mike Mohamed and Jeoffrey Pagan),1.850,1.550
2,10:27,3,7,HOU 45,0,14,Zach Mettenberger pass incomplete deep right intended for Nate Washington,1.550,0.270
2,10:21,4,7,HOU 45,0,14,Brett Kern punts 44 yards,0.270,0.380
2,10:11,1,10,HOU 1,0,14,Ryan Fitzpatrick pass complete deep left to DeAndre Hopkins for 31 yards (tackle by George Wilson),-0.380,1.070
2,9:30,1,10,HOU 32,0,14,Arian Foster right guard for 4 yards (tackle by Sammie Lee Hill),1.070,1.070
2,9:01,2,6,HOU 36,0,14,Ryan Fitzpatrick pass incomplete short left intended for Andre Johnson,1.070,0.370
2,8:56,3,6,HOU 36,0,14,Ryan Fitzpatrick pass complete short right to Andre Johnson for 7 yards (tackle by Jason McCourty),0.370,1.800
2,8:08,1,10,HOU 43,0,14,Ryan Fitzpatrick pass incomplete short middle intended for Andre Johnson,1.800,1.250
2,8:03,2,10,HOU 43,0,14,Arian Foster left guard for 2 yards (tackle by Karl Klug),1.250,0.830
2,7:27,3,8,HOU 45,0,14,Ryan Fitzpatrick pass complete short middle to Andre Johnson for 15 yards (tackle by Jason McCourty),0.830,2.920
2,7:00,1,10,TEN 40,0,14,Arian Foster left guard for 10 yards (tackle by Daimion Stafford),2.920,3.580
2,6:36,1,10,TEN 30,0,14,Arian Foster left guard for 5 yards (tackle by Michael Griffin),3.580,3.710
2,6:04,2,5,TEN 25,0,14,Ryan Fitzpatrick pass incomplete short right intended for Ryan Griffin,3.710,3.010
2,5:58,3,5,TEN 25,0,14,Ryan Fitzpatrick pass complete short left to Arian Foster for 7 yards (tackle by Dontay Moch),3.010,4.370
2,5:41,1,10,TEN 18,0,14,Alfred Blue left end for 1 yard (tackle by Blidi Wreh-Wilson),4.370,3.940
2,5:04,2,9,TEN 17,0,14,"Ryan Fitzpatrick pass complete short left to Alfred Blue for 12 yards (tackle by Avery Williamson). Penalty on Ryan Griffin: Offensive Pass Interference, 10 yards (no play)",3.940,2.610
2,4:41,2,19,TEN 27,0,14,Ryan Fitzpatrick pass complete short left to Arian Foster for no gain,2.610,1.950
2,4:05,3,19,TEN 27,0,14,Jonathan Grimes right guard for 8 yards (tackle by Dontay Moch),1.950,2.180
2,3:30,4,11,TEN 19,0,17,Randy Bullock 37 yard field goal good,2.180,3.000
2,3:30,,,HOU 35,0,17,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
2,3:25,1,10,TEN 20,0,17,Zach Mettenberger pass incomplete short left intended for Delanie Walker,0.280,-0.270
2,3:19,2,10,TEN 20,0,17,Zach Mettenberger pass complete short right to Dexter McCluster for 5 yards (tackle by Jumal Rolle),-0.270,-0.300
2,2:36,3,5,TEN 25,0,17,Zach Mettenberger pass complete short left to Kendall Wright for 7 yards (tackle by Jumal Rolle),-0.300,1.070
2,2:00,1,10,TEN 32,0,17,"Zach Mettenberger pass complete deep middle to Kendall Wright for 27 yards (tackle by Darryl Morris). Penalty on Kendall Wright: Unsportsmanlike Conduct, 15 yards",1.070,1.860
2,1:48,1,10,TEN 44,0,17,Zach Mettenberger pass complete short right to Nate Washington for 7 yards (tackle by A.J. Bouye),1.860,2.260
2,1:20,2,3,HOU 49,0,17,Zach Mettenberger sacked by J.J. Watt for -14 yards,2.260,2.260
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
2,1:13,2,3,HOU 49,0,17,Timeout #1 by Houston Texans,2.260,-0.300
2,1:13,3,17,TEN 37,0,17,Zach Mettenberger pass incomplete deep left intended for Nate Washington,-0.300,-0.910
2,1:07,4,17,TEN 37,0,17,"Brett Kern punts 44 yards, returned by Keshawn Martin for 11 yards (tackle by Jackie Battle)",-0.910,-0.940
2,0:53,1,10,HOU 30,0,17,"Ryan Fitzpatrick pass incomplete short right intended for DeAndre Hopkins. Penalty on Blidi Wreh-Wilson: Defensive Pass Interference, 12 yards (no play)",0.940,1.730
2,0:47,1,10,HOU 42,0,23,"Ryan Fitzpatrick pass complete deep middle to DeAndre Hopkins for 58 yards, touchdown",1.730,7.000
2,0:47,,,TEN 2,0,24,Randy Bullock kicks extra point good,0.000,0.000
2,0:47,,,HOU 35,0,24,"Randy Bullock kicks off 66 yards, returned by Bishop Sankey for 29 yards (tackle by Danieal Manning). Penalty on Justin Staples: Unsportsmanlike Conduct, 14 yards",0.000,0.280
2,0:32,1,10,TEN 14,0,24,Zach Mettenberger pass incomplete deep middle intended for Justin Hunter (defended by Kendrick Lewis),-0.280,-0.750
2,0:24,2,10,TEN 14,0,24,Zach Mettenberger pass complete short left to Kendall Wright for 9 yards (tackle by D.J. Swearinger and Mike Mohamed),-0.750,-0.320
Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,0,24,"Randy Bullock kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,TEN 20,0,24,Shonn Greene left guard for no gain (tackle by Justin Tuggle and Jared Crick),0.280,-0.270
3,14:20,2,10,TEN 20,0,24,"Zach Mettenberger pass incomplete deep left intended for Derek Hagan. Penalty on Derek Hagan: Offensive Pass Interference (Offsetting), Penalty on Darryl Morris: Defensive Pass Interference (Offsetting) (no play)",-0.270,-0.270
3,14:13,2,10,TEN 20,0,24,Zach Mettenberger pass complete deep middle to Derek Hagan for 20 yards (tackle by Mike Mohamed),-0.270,1.600
3,13:46,1,10,TEN 40,0,24,Dexter McCluster left guard for 3 yards (tackle by Whitney Mercilus),1.600,1.460
3,13:15,2,7,TEN 43,0,24,Zach Mettenberger pass complete deep left to Derek Hagan for 19 yards (tackle by Kendrick Lewis),1.460,3.050
3,12:51,1,10,HOU 38,0,24,Dexter McCluster up the middle for 2 yards (tackle by J.J. Watt),3.050,2.780
3,12:22,2,8,HOU 36,6,24,"Zach Mettenberger pass complete deep right to Kendall Wright for 36 yards, touchdown",2.780,7.000
3,12:22,,,HOU 2,7,24,Ryan Succop kicks extra point good,0.000,0.000
3,12:22,,,TEN 35,7,24,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,12:14,1,10,HOU 20,7,24,Arian Foster left tackle for -1 yards (tackle by Jurrell Casey),0.280,-0.460
3,11:43,2,11,HOU 19,7,24,Arian Foster left end for -4 yards (tackle by Sammie Lee Hill),-0.460,-1.860
3,11:08,3,15,HOU 15,7,24,Ryan Fitzpatrick pass complete short right to Andre Johnson for 17 yards (tackle by George Wilson),-1.860,1.070
3,10:27,1,10,HOU 32,7,24,Ryan Fitzpatrick pass incomplete deep left intended for Andre Johnson,1.070,0.530
3,10:21,2,10,HOU 32,7,24,Ryan Fitzpatrick pass complete short left to Andre Johnson for 5 yards (tackle by Jason McCourty),0.530,0.500
3,9:45,3,5,HOU 37,7,24,Arian Foster right guard for no gain (tackle by Jurrell Casey),0.500,-0.910
3,9:19,4,5,HOU 37,7,24,"Shane Lechler punts 46 yards, returned by Dexter McCluster for 21 yards (tackle by Max Bullough)",-0.910,-1.470
3,9:07,1,10,TEN 38,7,24,Zach Mettenberger pass incomplete deep right intended for Kendall Wright,1.470,0.920
3,8:59,2,10,TEN 38,7,24,Zach Mettenberger pass complete short left to Kendall Wright for 7 yards (tackle by Jumal Rolle),0.920,1.160
3,8:30,3,3,TEN 45,7,24,Jake Locker pass incomplete short right intended for Kendall Wright is intercepted by Jumal Rolle at TEN-45 and returned for 8 yards,1.160,-3.120
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
3,8:21,1,10,TEN 37,13,24,"Ryan Fitzpatrick pass complete short right to Andre Johnson for -1 yards (tackle by Jason McCourty). Andre Johnson fumbles (forced by Jason McCourty), recovered by Jason McCourty at TEN-38 and returned for 62 yards, touchdown",3.120,-7.000
3,8:07,,,HOU 2,14,24,Ryan Succop kicks extra point good,0.000,0.000
3,8:07,,,TEN 35,14,24,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,8:07,1,10,HOU 20,14,24,Arian Foster left guard for 3 yards (tackle by Derrick Morgan and Sammie Lee Hill),0.280,0.140
3,7:34,2,7,HOU 23,14,24,Ryan Fitzpatrick pass complete short right to DeAndre Hopkins for 8 yards (tackle by Brandon Ghee),0.140,1.000
3,7:08,1,10,HOU 31,14,24,Arian Foster right end for 1 yard (tackle by George Wilson),1.000,0.600
3,6:36,2,9,HOU 32,14,24,Ryan Fitzpatrick pass complete short left to Keshawn Martin for 32 yards (tackle by Blidi Wreh-Wilson),0.600,3.180
3,6:06,1,10,TEN 36,14,24,Arian Foster left guard for 9 yards (tackle by Blidi Wreh-Wilson),3.180,3.850
3,5:29,2,1,TEN 27,14,24,Arian Foster left end for -7 yards (tackle by George Wilson),3.850,2.210
3,4:47,3,8,TEN 34,14,30,"Ryan Fitzpatrick pass complete deep left to DeAndre Hopkins for 34 yards, touchdown",2.210,7.000
3,4:47,,,TEN 2,14,31,Randy Bullock kicks extra point good,0.000,0.000
3,4:47,,,HOU 35,14,31,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
3,4:40,1,10,TEN 20,14,31,Dexter McCluster up the middle for 10 yards (tackle by Jumal Rolle),0.280,0.940
3,4:02,1,10,TEN 30,14,31,Jake Locker pass complete short left to Delanie Walker for 6 yards (tackle by Jumal Rolle),0.940,1.200
3,3:34,2,4,TEN 36,14,31,Dexter McCluster up the middle for 5 yards (tackle by Mike Mohamed and D.J. Swearinger),1.200,1.660
3,3:04,1,10,TEN 41,14,31,Jake Locker pass complete short left to Dexter McCluster for 6 yards (tackle by Kendrick Lewis),1.660,1.930
3,2:36,2,4,TEN 47,14,31,Dexter McCluster left guard for -3 yards (tackle by John Simon),1.930,0.830
3,2:05,3,7,TEN 44,14,31,"Penalty on Andy Levitre: False Start, 5 yards (no play)",0.830,0.170
3,1:45,3,12,TEN 39,14,31,Jake Locker sacked by Tim Jamison for -14 yards,0.170,-1.700
3,1:07,4,26,TEN 25,14,31,"Brett Kern punts 48 yards, fair catch by Keshawn Martin",-1.700,-0.740
3,0:58,1,10,HOU 27,14,31,Alfred Blue left guard for 1 yard (tackle by Jurrell Casey),0.740,0.330
3,0:18,2,9,HOU 28,14,31,Ryan Fitzpatrick pass incomplete short left intended for Andre Johnson,0.330,-0.360
3,0:12,3,9,HOU 28,14,31,Ryan Fitzpatrick pass incomplete deep middle intended for Ryan Griffin (defended by George Wilson),-0.360,-1.500
3,0:06,4,9,HOU 28,14,31,"Shane Lechler punts 47 yards, fair catch by Dexter McCluster",-1.500,-0.610
Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 25,14,31,Jake Locker pass incomplete deep right intended for Dexter McCluster,0.610,0.060
4,14:53,2,10,TEN 25,14,31,Jake Locker pass incomplete deep middle intended for Delanie Walker,0.060,-0.620
4,14:48,3,10,TEN 25,14,31,Jake Locker pass incomplete deep right intended for Nate Washington,-0.620,-1.700
4,14:42,4,10,TEN 25,14,31,"Brett Kern punts 58 yards, returned by Keshawn Martin for 9 yards (tackle by Quentin Groves)",-1.700,-0.670
4,14:30,1,10,HOU 26,14,31,Damaris Johnson left end for -7 yards (tackle by Derrick Morgan and Avery Williamson),0.670,-0.870
4,13:50,2,17,HOU 19,14,31,Ryan Fitzpatrick pass incomplete deep left intended for Arian Foster (defended by Avery Williamson),-0.870,-1.580
4,13:44,3,17,HOU 19,14,31,Arian Foster up the middle for 18 yards (tackle by Daimion Stafford),-1.580,1.400
4,13:14,1,10,HOU 37,14,31,Arian Foster left guard for 4 yards (tackle by Michael Griffin),1.400,1.400
4,12:40,2,6,HOU 41,14,31,Alfred Blue left guard for -1 yards (tackle by Jurrell Casey),1.400,0.560
4,11:57,3,7,HOU 40,14,31,Ryan Fitzpatrick pass complete short middle to DeAndre Hopkins for 56 yards (tackle by Jason McCourty and Blidi Wreh-Wilson),0.560,6.280
4,11:15,1,4,TEN 4,14,31,Ryan Fitzpatrick pass incomplete short right intended for Arian Foster,6.280,5.340
4,11:11,2,4,TEN 4,14,37,"Ryan Fitzpatrick pass complete short left to Andre Johnson for 4 yards, touchdown",5.340,7.000
4,11:11,,,TEN 2,14,38,Randy Bullock kicks extra point good,0.000,0.000
4,11:11,,,HOU 35,14,38,"Randy Bullock kicks off 70 yards, returned by Bishop Sankey for 42 yards (tackle by Eddie Pleasant)",0.000,-1.400
4,10:58,1,10,TEN 37,14,38,Dexter McCluster left tackle for 7 yards (tackle by Kendrick Lewis and D.J. Swearinger),1.400,1.800
4,10:28,2,3,TEN 44,14,38,Dexter McCluster up the middle for 4 yards (tackle by D.J. Swearinger),1.800,2.130
4,9:57,1,10,TEN 48,14,38,"Jake Locker sacked by J.J. Watt for -10 yards. Jake Locker fumbles (forced by J.J. Watt), recovered by J.J. Watt at TEN-38 and returned for 14 yards (tackle by Kendall Wright)",2.130,-3.970
4,9:47,1,10,TEN 24,14,38,Ryan Fitzpatrick pass complete short right to DeAndre Hopkins for 23 yards (tackle by Coty Sensabaugh and Wesley Woodyard),3.970,6.970
4,9:00,1,1,TEN 1,14,44,"Ryan Fitzpatrick pass complete short right to J.J. Watt for 1 yard, touchdown",6.970,7.000
4,9:00,,,TEN 2,14,45,Randy Bullock kicks extra point good,0.000,0.000
4,9:00,,,HOU 35,14,45,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
4,8:56,1,10,TEN 20,14,45,Dexter McCluster left end for -1 yards (tackle by Jumal Rolle),0.280,-0.460
4,8:23,2,11,TEN 19,14,45,Jake Locker pass complete short middle to Kendall Wright for 35 yards (tackle by Danieal Manning),-0.460,2.520
4,7:43,1,10,HOU 46,14,45,Dexter McCluster up the middle for 6 yards (tackle by Tim Jamison),2.520,2.790
4,7:02,2,4,HOU 40,14,45,Jake Locker pass incomplete short left intended for Derek Hagan,2.790,2.080
4,6:58,3,4,HOU 40,14,45,Jake Locker pass complete short right to Nate Washington for 11 yards (tackle by A.J. Bouye),2.080,3.640
4,6:32,1,10,HOU 29,14,45,Jake Locker pass complete short right to Nate Washington for 8 yards (tackle by A.J. Bouye),3.640,4.180
4,6:02,2,2,HOU 21,14,45,"Jake Locker pass incomplete deep middle intended for Kendall Wright. Penalty on Brian Cushing: Defensive Holding, 5 yards (no play)",4.180,4.510
4,5:56,1,10,HOU 16,14,45,Jake Locker pass incomplete short right intended for Nate Washington is intercepted by A.J. Bouye at HOU-3 and returned for 67 yards,4.510,-3.580
4,5:41,1,10,TEN 30,14,45,Jonathan Grimes right tackle for 10 yards (tackle by George Wilson),3.580,4.240
4,4:58,1,10,TEN 20,14,45,Jonathan Grimes right tackle for -4 yards (tackle by Karl Klug and Al Woods). Penalty on Derek Newton: Illegal Formation (Declined),4.240,3.150
4,4:49,2,14,TEN 24,14,45,Jonathan Grimes up the middle for 3 yards (tackle by George Wilson),3.150,2.870
4,4:13,3,11,TEN 21,14,45,Jonathan Grimes up the middle for -4 yards (tackle by Wesley Woodyard),2.870,1.800
4,3:27,4,15,TEN 25,14,45,"Randy Bullock 43 yard field goal no good, blocked by Al Woods",1.800,-1.200
4,3:22,1,10,TEN 34,14,45,Bishop Sankey left guard for 5 yards (tackle by Whitney Mercilus),1.200,1.330
4,2:56,2,5,TEN 39,14,45,Bishop Sankey up the middle for 6 yards (tackle by Eddie Pleasant),1.330,1.930
4,2:31,1,10,TEN 45,14,45,Bishop Sankey up the middle for 12 yards (tackle by D.J. Swearinger),1.930,2.720
4,2:00,1,10,HOU 43,14,45,Bishop Sankey right end for 3 yards (tackle by D.J. Swearinger and John Simon),2.720,2.580
4,1:27,2,7,HOU 40,14,45,"Jake Locker pass incomplete short right intended for Nate Washington is intercepted by Andre Hal at HOU-30 and returned for 38 yards. Penalty on Whitney Mercilus: Roughing the Passer, 15 yards (no play)",2.580,3.910
4,1:14,1,10,HOU 25,20,45,"Jake Locker pass complete deep left to Nate Washington for 25 yards, touchdown",3.910,7.000
4,1:14,,,HOU 2,21,45,Ryan Succop kicks extra point good,0.000,0.000
4,1:14,,,TEN 35,21,45,"Ryan Succop kicks off 40 yards, returned by Danieal Manning for 7 yards (tackle by Brandon Ghee)",0.000,-1.070
4,1:02,1,10,HOU 32,21,45,Tom Savage kneels for -1 yards,1.070,0.390
4,0:26,2,11,HOU 31,21,45,Tom Savage kneels for -1 yards,0.390,-0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
