Player,Pos
Patrick Ramsey,QB
Stephen Davis,RB
Bryan Johnson,FB
Derrius Thompson,WR
Chris Doering,WR
Walter Rasby,TE
Chris Samuels,LT
David Loverne,LG
Larry Moore,C
Wilbert Brown,RG
Jon Jansen,RT
Renaldo Wynn,LDE
Dan Wilkinson,LDT
Daryl Gardener,RDT
Bruce Smith,RDE
LaVar Arrington,SLB
Jeremiah Trotter,MLB
Jessie Armstead,WLB
Champ Bailey,LCB
Fred Smoot,RCB
Sam Shade,SS
David Terrell,FS
