Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Packers,21.0,2.22,3.14,0.35,-2.43,18.11,14.64,4.31,15.86,1.31,-5.14,3.49,-0.5,0.98,2.48
Redskins,-21.0,-18.11,-14.64,-4.31,-15.86,-2.22,-3.14,-0.35,2.43,-1.31,-3.49,5.14,-0.98,0.5,-2.48
