#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:58,SFO 41,10,4:48,59,Touchdown
2,1,4:49,SFO 9,5,2:01,17,Punt
3,1,0:05,SFO 24,3,1:08,5,Punt
4,2,11:29,SFO 12,3,1:46,1,Punt
5,2,3:48,SFO 22,7,2:39,33,Punt
6,3,15:00,SFO 40,6,2:52,29,Field Goal
7,3,10:15,ATL 33,5,2:21,19,Field Goal
8,3,5:28,SFO 32,3,1:21,-1,Interception
9,3,2:26,SFO 31,3,1:17,5,Fumble
10,4,14:12,SFO 23,11,6:16,73,Field Goal
11,4,6:31,SFO 21,3,0:58,3,Punt
12,4,3:06,SFO 11,2,0:50,-8,Interception
13,4,1:10,SFO 20,6,1:01,11,Interception
