Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
2,13:57,1,10,ATL 6,7,7,Joey Harrington pass complete short middle to Roddy White for 13 yards (tackle by Nate Clements),-0.380,0.150
2,13:24,1,10,ATL 19,7,7,Jerious Norwood left end for 13 yards (tackle by Nate Clements),0.150,1.070
2,13:01,1,10,ATL 32,7,7,Jerious Norwood up the middle for 4 yards (tackle by Parys Haralson),1.070,1.070
2,12:25,2,6,ATL 36,7,7,Jerious Norwood left tackle for 3 yards (tackle by Donald Strickland),1.070,0.760
2,11:43,3,3,ATL 39,7,7,Joey Harrington pass incomplete short middle intended for Roddy White,0.760,-0.780
2,11:39,4,3,ATL 39,7,7,Michael Koenen punts 53 yards (tackle by David Irons),-0.780,0.350
2,11:29,1,10,SFO 12,7,7,Michael Robinson up the middle for 2 yards (tackle by Chris Houston),-0.350,-0.610
2,10:48,2,8,SFO 14,7,7,Alex Smith pass complete short left to Michael Robinson for -1 yards (tackle by John Abraham),-0.610,-1.300
2,10:02,3,9,SFO 13,7,7,Alex Smith pass incomplete deep middle intended for Bryan Gilmore,-1.300,-2.490
2,9:56,4,9,SFO 13,7,7,"Andy Lee punts 52 yards, returned by Adam Jennings for 23 yards (tackle by Dashon Goldson)",-2.490,-2.790
2,9:43,1,10,SFO 42,7,7,Warrick Dunn up the middle for 5 yards (tackle by Derek Smith),2.790,2.920
2,9:07,2,5,SFO 37,7,7,Warrick Dunn right tackle for 1 yard (tackle by Michael Lewis),2.920,2.340
2,8:30,3,4,SFO 36,7,7,Joey Harrington pass incomplete short left intended for Roddy White,2.340,0.890
2,8:25,4,4,SFO 36,7,7,Joey Harrington pass complete short right to Joe Horn for 6 yards (tackle by Mark Roman),0.890,3.580
2,7:48,1,10,SFO 30,7,7,Joey Harrington sacked by Patrick Willis for -7 yards,3.580,2.090
2,7:17,2,17,SFO 37,7,7,Warrick Dunn right tackle for -2 yards (tackle by Jeff Ulbrich and Aubrayo Franklin),2.090,1.160
2,6:33,3,19,SFO 39,7,7,Joey Harrington pass complete deep middle to Roddy White for 20 yards (tackle by Mark Roman),1.160,4.310
2,5:50,1,10,SFO 19,7,7,Warrick Dunn right end for 2 yards (tackle by Patrick Willis),4.310,4.030
2,5:27,2,8,SFO 17,7,7,Warrick Dunn up the middle for 5 yards (tackle by Marques Douglas),4.030,4.190
2,4:53,3,3,SFO 12,7,7,Jerious Norwood left end for 9 yards (tackle by Nate Clements),4.190,6.510
2,4:28,1,3,SFO 3,7,7,Warrick Dunn left tackle for 2 yards (tackle by Patrick Willis),6.510,5.910
2,3:54,2,1,SFO 1,7,13,"Ovie Mughelli left tackle for 1 yard, touchdown",5.910,7.000
2,,,,SFO 2,7,14,Morten Andersen kicks extra point good,0.000,0.000
2,,,,ATL 30,7,14,Michael Koenen kicks off 72 yards (tackle by Corey McIntyre),0.000,0.410
2,3:43,1,10,SFO 22,7,14,Alex Smith pass incomplete short left intended for Darrell Jackson,0.410,-0.130
2,3:37,2,10,SFO 22,7,14,Alex Smith pass complete short right to Moran Norris for 11 yards (tackle by Lawyer Milloy),-0.130,1.140
2,3:08,1,10,SFO 33,7,14,Alex Smith pass complete short left to Arnaz Battle for 12 yards (tackle by Lawyer Milloy),1.140,1.930
2,2:31,1,10,SFO 45,7,14,Alex Smith pass complete short left to Darrell Jackson for 12 yards (tackle by Chris Houston),1.930,2.720
2,2:00,1,10,ATL 43,7,14,Alex Smith pass complete short left to Michael Robinson for 3 yards (tackle by Michael Boley),2.720,2.580
2,1:24,2,7,ATL 40,7,14,Alex Smith pass incomplete deep left intended for Delanie Walker,2.580,1.880
2,1:20,3,7,ATL 40,7,14,"Alex Smith pass incomplete short left intended for Darrell Jackson. Penalty on Vernon Davis: False Start, 5 yards (no play)",1.880,1.220
2,1:20,3,12,ATL 45,7,14,Alex Smith pass incomplete short right intended for Arnaz Battle (defended by Chris Crocker),1.220,0.270
2,1:15,4,12,ATL 45,7,14,"Andy Lee punts 37 yards, fair catch by Adam Jennings",0.270,0.380
2,1:09,1,10,ATL 8,7,14,Warrick Dunn up the middle for 4 yards (tackle by Brandon T. Moore),-0.380,-0.490
2,0:36,2,6,ATL 12,7,14,Warrick Dunn left tackle for 2 yards (tackle by Bryant Young),-0.490,-0.720
Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,7,14,Michael Koenen kicks off 60 yards,0.000,1.600
3,15:00,1,10,SFO 40,7,14,Michael Robinson left tackle for 4 yards (tackle by Trey Lewis),1.600,1.590
3,14:22,2,6,SFO 44,7,14,Alex Smith pass complete short left to Vernon Davis for 20 yards (tackle by Michael Boley),1.590,3.180
3,13:52,1,10,ATL 36,7,14,Michael Robinson up the middle for 3 yards (tackle by Demorrio Williams),3.180,3.040
3,13:05,2,7,ATL 33,7,14,"Alex Smith pass incomplete short left intended for Delanie Walker. Penalty on John Abraham: Defensive Offside, 6 yards (no play)",3.040,3.850
3,13:01,2,1,ATL 27,7,14,Alex Smith pass incomplete short right intended for Delanie Walker,3.850,3.140
3,12:51,3,1,ATL 27,7,14,Maurice Hicks right end for -4 yards (tackle by Lawyer Milloy),3.140,1.350
3,12:13,4,5,ATL 31,10,14,Joe Nedney 49 yard field goal good,1.350,3.000
3,,,,SFO 30,10,14,"Joe Nedney kicks off 73 yards, returned by Jerious Norwood for 25 yards (tackle by Dashon Goldson)",0.000,0.410
3,12:03,1,10,ATL 22,10,14,Warrick Dunn up the middle for no gain (tackle by Marques Douglas),0.410,-0.130
3,11:24,2,10,ATL 22,10,14,Joey Harrington pass complete short right to Dwayne Blakley for 7 yards (tackle by Donald Strickland),-0.130,0.100
3,10:47,3,3,ATL 29,10,14,Joey Harrington pass complete short left to Joe Horn for 6 yards (tackle by Shawntae Spencer),0.100,1.270
3,10:25,1,10,ATL 35,10,14,Joey Harrington pass incomplete intended for Laurent Robinson is intercepted by Michael Lewis at SFO-49 and returned for 18 yards (tackle by Quinn Ojinnaka),1.270,-3.380
3,10:15,1,10,ATL 33,10,14,Michael Robinson right end for 12 yards (tackle by DeAngelo Hall),3.380,4.170
3,9:32,1,10,ATL 21,10,14,Alex Smith pass complete short left to Darrell Jackson for 9 yards (tackle by Chris Houston),4.170,5.160
3,8:48,2,1,ATL 12,10,14,Michael Robinson left end for -2 yards (tackle by Jimmy F. Williams),5.160,4.020
3,8:03,3,3,ATL 14,10,14,Alex Smith pass incomplete short left intended for Darrell Jackson,4.020,2.610
3,7:58,4,3,ATL 14,13,14,Joe Nedney 32 yard field goal good,2.610,3.000
3,,,,SFO 30,13,14,"Joe Nedney kicks off 75 yards, returned by Jerious Norwood for 30 yards (tackle by Moran Norris). Penalty on Antoine Harris: Offensive Holding, 9 yards",0.000,-0.380
3,7:46,1,10,ATL 9,13,14,Warrick Dunn left tackle for 21 yards (tackle by Parys Haralson and Patrick Willis),-0.380,0.940
3,7:04,1,10,ATL 30,13,14,Warrick Dunn left tackle for 4 yards (tackle by Patrick Willis),0.940,0.930
3,6:25,2,6,ATL 34,13,14,Warrick Dunn up the middle for no gain (tackle by Jeff Ulbrich),0.930,0.230
3,5:42,3,6,ATL 34,13,14,Joey Harrington pass incomplete short left intended for Laurent Robinson,0.230,-1.110
3,5:37,4,6,ATL 34,13,14,Michael Koenen punts 38 yards (tackle by Corey McIntyre),-1.110,-1.070
3,5:28,1,10,SFO 32,13,14,Alex Smith pass incomplete deep middle intended for Arnaz Battle (defended by Chris Crocker),1.070,0.530
3,5:21,2,10,SFO 32,13,14,Michael Robinson right tackle for 4 yards (tackle by Keith Brooking),0.530,0.370
3,4:34,3,6,SFO 36,13,14,,0.370,-0.290
3,4:14,3,11,SFO 31,13,14,Alex Smith pass incomplete short right intended for Vernon Davis is intercepted by Lawyer Milloy at SFO-45 and returned for 5 yards (tackle by Vernon Davis),-0.290,-2.920
3,4:07,1,10,SFO 40,13,14,Joey Harrington pass complete short right to Martrez Milner for no gain,2.920,2.370
3,3:30,2,10,SFO 40,13,14,Joey Harrington pass complete short right to Dwayne Blakley for 3 yards (tackle by Michael Lewis),2.370,2.080
3,2:55,3,7,SFO 37,13,14,Jerious Norwood left end for 6 yards (tackle by Michael Lewis),2.080,1.410
3,2:32,4,1,SFO 31,13,14,Joey Harrington up the middle for no gain (tackle by Bryant Young),1.410,-1.000
3,2:26,1,10,SFO 31,13,14,Michael Robinson left end for 9 yards (tackle by Montavious Stanley and Demorrio Williams). Penalty on Michael Boley: Defensive Offside (Declined),1.000,1.680
3,2:05,2,1,SFO 40,13,14,Michael Robinson up the middle for 2 yards (tackle by Jimmy F. Williams),1.680,1.730
3,1:20,1,10,SFO 42,13,14,"Alex Smith sacked by John Abraham for -8 yards. Alex Smith fumbles (forced by John Abraham), recovered by Montavious Stanley at SFO-36",1.730,-3.180
3,1:09,1,10,SFO 36,13,14,Joey Harrington up the middle for 13 yards,3.180,4.040
3,0:26,1,10,SFO 23,13,14,Warrick Dunn right end for no gain (tackle by Parys Haralson and Patrick Willis),4.040,3.500
Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,SFO 23,13,14,Joey Harrington pass incomplete short middle intended for Michael Jenkins,3.500,2.810
4,14:55,3,10,SFO 23,13,14,Warrick Dunn left tackle for 8 yards (tackle by Patrick Willis),2.810,2.570
4,14:17,4,2,SFO 15,13,17,Morten Andersen 33 yard field goal good,2.570,3.000
4,,,,ATL 30,13,17,Michael Koenen kicks off 59 yards (tackle by Daren Stone),0.000,0.480
4,14:08,1,10,SFO 23,13,17,Alex Smith pass complete short right to Vernon Davis for 2 yards (tackle by Michael Boley),0.480,0.200
4,13:25,2,8,SFO 25,13,17,Maurice Hicks up the middle for 4 yards (tackle by Michael Boley),0.200,0.040
4,12:46,3,4,SFO 29,13,17,Alex Smith pass complete deep right to Vernon Davis for 21 yards (tackle by Lawyer Milloy),0.040,2.260
4,12:07,1,10,,13,17,Maurice Hicks up the middle for 6 yards (tackle by Demorrio Williams and Lawyer Milloy),2.260,2.520
4,11:28,2,4,ATL 44,13,17,Maurice Hicks right tackle for 14 yards (tackle by Chris Crocker),2.520,3.580
4,10:47,1,10,ATL 30,13,17,Alex Smith pass incomplete short right intended for Darrell Jackson,3.580,3.030
4,10:43,2,10,ATL 30,13,17,Michael Robinson left tackle for 20 yards (tackle by Chris Crocker),3.030,4.910
4,10:03,1,10,ATL 10,13,17,Michael Robinson right tackle for no gain (tackle by Keith Brooking and Lawyer Milloy),4.910,4.190
4,9:23,2,10,ATL 10,13,17,Alex Smith pass complete short right to Vernon Davis for 9 yards (tackle by Chris Crocker),4.190,5.170
4,8:37,,,,13,17,Timeout #1 by San Francisco 49ers,0.000,5.170
4,8:37,3,1,ATL 1,13,17,Michael Robinson left end for -3 yards (tackle by Lawyer Milloy),5.170,3.030
4,7:59,4,4,ATL 4,16,17,Joe Nedney 22 yard field goal good,3.030,3.000
4,,,,SFO 30,16,17,"Joe Nedney kicks off 74 yards, returned by Adam Jennings for 28 yards (tackle by Donald Strickland)",0.000,0.540
4,7:51,1,10,ATL 24,16,17,Joey Harrington pass complete short right to Michael Jenkins for 8 yards (tackle by Jeff Ulbrich),0.540,1.080
4,7:13,2,2,ATL 32,16,17,Ovie Mughelli up the middle for 1 yard (tackle by Parys Haralson),1.080,0.500
4,6:45,,,,16,17,Timeout #2 by San Francisco 49ers,0.000,0.500
4,6:45,3,1,ATL 33,16,17,Joey Harrington pass incomplete short right intended for Michael Jenkins,0.500,-1.180
4,6:41,4,1,ATL 33,16,17,Michael Koenen punts 50 yards (tackle by Daren Stone),-1.180,-0.340
4,6:31,1,10,SFO 21,16,17,Alex Smith pass incomplete short left intended for Darrell Jackson,0.340,-0.200
4,6:27,2,10,SFO 21,16,17,Maurice Hicks left tackle for 3 yards (tackle by Keith Brooking),-0.200,-0.490
4,5:46,3,7,SFO 24,16,17,Alex Smith pass incomplete short middle intended for Arnaz Battle,-0.490,-1.770
4,5:41,4,7,SFO 24,16,17,"Andy Lee punts 48 yards, fair catch by Adam Jennings",-1.770,-0.810
4,5:33,1,10,ATL 28,16,17,Warrick Dunn right tackle for no gain (tackle by Aubrayo Franklin),0.810,0.260
4,4:54,2,10,ATL 28,16,17,Joey Harrington pass complete short right to Roddy White for 22 yards (tackle by Nate Clements),0.260,2.260
4,4:46,1,10,,16,17,Warrick Dunn up the middle for 3 yards (tackle by Derek Smith),2.260,2.120
4,4:04,2,7,SFO 47,16,17,Warrick Dunn left tackle for 2 yards (tackle by Patrick Willis),2.120,1.690
4,3:19,3,5,SFO 45,16,17,Joey Harrington pass incomplete short left intended for Michael Jenkins (defended by Donald Strickland),1.690,0.270
4,3:13,4,5,SFO 45,16,17,Michael Koenen punts 34 yards,0.270,0.370
4,3:06,1,10,SFO 11,16,17,Alex Smith sacked by Keith Brooking for -8 yards,-0.370,-1.360
4,2:29,2,18,SFO 3,16,17,Alex Smith pass incomplete deep right intended for Darrell Jackson is intercepted by DeAngelo Hall at SFO-33 and returned for 18 yards (tackle by Joe Staley),-1.360,-4.580
4,2:16,1,10,SFO 15,16,17,Warrick Dunn right tackle for -4 yards (tackle by Bryant Young),4.580,3.450
4,2:12,,,,16,17,Timeout #3 by San Francisco 49ers,0.000,3.450
4,2:12,2,14,SFO 19,16,17,Warrick Dunn right tackle for 1 yard (tackle by Tully Banta-Cain),3.450,2.890
4,2:00,3,13,SFO 18,16,17,Joey Harrington pass complete short right to Martrez Milner for 9 yards (tackle by Jeff Ulbrich),2.890,2.900
4,1:14,,,,16,17,Timeout #1 by Atlanta Falcons,0.000,2.900
4,1:14,4,4,SFO 9,16,20,Morten Andersen 27 yard field goal good,2.900,3.000
4,,,,ATL 30,16,20,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
4,1:10,1,10,SFO 20,16,20,Alex Smith pass incomplete short right intended for Arnaz Battle,0.280,-0.270
4,1:06,2,10,SFO 20,16,20,Alex Smith pass complete short right to Maurice Hicks for 3 yards (tackle by Michael Boley),-0.270,-0.560
4,0:41,3,7,SFO 23,16,20,Alex Smith pass complete short right to Vernon Davis for 8 yards (tackle by Michael Boley),-0.560,1.000
4,0:27,1,10,SFO 31,16,20,Alex Smith for no gain,1.000,0.460
4,0:27,2,10,SFO 31,16,20,Alex Smith pass incomplete short left intended for Arnaz Battle (defended by Roderick Coleman),0.460,-0.230
4,0:22,3,10,SFO 31,16,20,Alex Smith pass incomplete deep right intended for Arnaz Battle is intercepted by Jimmy F. Williams at ATL-30 and returned for 11 yards (tackle by Billy Bajema),-0.230,-1.660
4,0:09,1,10,ATL 41,16,20,Joey Harrington kneels for -1 yards,1.660,0.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
