Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA
1,5:19,2,8,DET 35,0,0,Matthew Stafford pass complete short left to Levine Toilolo for 12 yards (tackle by Justin Coleman),0.860,2.060
1,4:34,1,10,DET 47,0,0,Golden Tate right end for 3 yards (tackle by Bradley McDougald),2.060,1.920
1,4:01,2,7,DET 50,0,0,Kerryon Johnson left tackle for -1 yards (tackle by Dion Jordan),1.920,1.090
1,3:19,3,8,DET 49,0,0,Matthew Stafford pass complete short middle to Golden Tate for 12 yards (tackle by Bradley McDougald and Bobby Wagner),1.090,2.980
1,2:35,1,10,SEA 39,0,0,Matthew Stafford pass incomplete deep right intended for Marvin Jones,2.980,2.440
1,2:30,2,10,SEA 39,0,0,Matthew Stafford pass incomplete deep left intended for Marvin Jones (defended by Quinton Jefferson),2.440,1.750
1,2:24,3,10,SEA 39,0,6,"Matthew Stafford pass complete deep left to Marvin Jones for 39 yards, touchdown",1.750,7.000
1,2:15,,,SEA 15,0,7,Matt Prater kicks extra point good,0.000,0.000
1,2:15,,,DET 35,0,7,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
1,2:15,1,10,SEA 25,0,7,Chris Carson up the middle for 5 yards (tackle by Devon Kennard),0.610,0.740
1,1:41,2,5,SEA 30,0,7,Chris Carson up the middle for 2 yards (tackle by Glover Quin),0.740,0.300
1,1:02,3,3,SEA 32,0,7,Russell Wilson pass complete short right to Nick Vannett for 16 yards (tackle by Glover Quin),0.300,2.130
1,0:33,1,10,SEA 48,0,7,Russell Wilson right end for 11 yards (tackle by Devon Kennard),2.130,2.850
1,0:05,1,10,DET 41,0,7,Chris Carson right tackle for 12 yards (tackle by Darius Slay),2.850,3.640
Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,,,,,,Timeout #1 by Detroit Lions,,
2,15:00,1,10,DET 29,0,7,Chris Carson right tackle for 5 yards (tackle by Christian Jones),3.640,3.780
2,14:23,2,5,DET 24,6,7,"Russell Wilson pass complete deep left to Tyler Lockett for 24 yards, touchdown",3.780,7.000
2,14:15,,,DET 15,7,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,14:15,,,SEA 35,7,7,"Sebastian Janikowski kicks off 66 yards, returned by Ameer Abdullah for no gain (tackle by Tedric Thompson). Ameer Abdullah fumbles (forced by Tedric Thompson), recovered by Barkevious Mingo at DET-34 (tackle by DeShawn Shead)",0.000,-3.310
2,14:04,1,10,DET 34,7,7,Russell Wilson pass complete short left to Chris Carson for 17 yards (tackle by Tavon Wilson),3.310,4.440
2,13:26,1,10,DET 17,7,7,Russell Wilson pass complete short right to Chris Carson for 2 yards (tackle by Christian Jones),4.440,4.150
2,12:47,2,8,DET 15,13,7,"Russell Wilson pass complete short right to David Moore for 15 yards, touchdown",4.150,7.000
2,12:42,,,DET 15,14,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,12:42,,,SEA 35,14,7,"Sebastian Janikowski kicks off 67 yards, returned by Ameer Abdullah for no gain (tackle by Shalom Luani). Penalty on Christian Jones: Illegal Block Above the Waist, 8 yards",0.000,-0.380
2,12:36,1,10,DET 8,14,7,Matthew Stafford pass complete short middle to LeGarrette Blount for 23 yards (tackle by Tedric Thompson and Bobby Wagner),-0.380,1.000
2,11:55,1,10,DET 31,14,7,Kerryon Johnson right tackle for 1 yard (tackle by Shaquill Griffin),1.000,0.600
2,11:15,2,9,DET 32,14,7,"Matthew Stafford pass complete short left to Golden Tate for -4 yards (tackle by Tre Flowers). Penalty on Bobby Wagner: Face Mask (15 Yards), 15 yards (no play)",0.600,2.060
2,10:47,1,10,DET 47,14,7,Kerryon Johnson left tackle for 4 yards (tackle by Poona Ford),2.060,2.060
2,10:04,2,6,SEA 49,14,7,Matthew Stafford pass incomplete short left intended for Kerryon Johnson (defended by Tedric Thompson),2.060,1.360
2,9:59,3,6,SEA 49,14,7,Matthew Stafford pass incomplete deep left intended for Marvin Jones,1.360,0.000
2,9:53,4,6,SEA 49,14,7,"Sam Martin punts 49 yards, touchback.",0.000,-0.280
2,9:44,1,10,SEA 20,14,7,Chris Carson left end for 1 yard (tackle by Jarrad Davis),0.280,-0.130
2,9:06,2,9,SEA 21,14,7,Chris Carson left end for 2 yards (tackle by Teez Tabor and Jarrad Davis),-0.130,-0.560
2,8:23,3,7,SEA 23,14,7,Russell Wilson pass complete deep left to David Moore for 27 yards (tackle by Teez Tabor),-0.560,2.260
2,8:09,1,10,SEA 50,14,7,"Chris Carson right tackle for no gain (tackle by A'Shawn Robinson). Penalty on J.R. Sweezy: Chop Block, 15 yards (no play)",2.260,1.270
2,7:38,1,25,SEA 35,14,7,Russell Wilson pass complete short left to Doug Baldwin for 6 yards (tackle by Darius Slay),1.270,0.500
2,7:08,2,19,SEA 41,14,7,Russell Wilson pass complete deep middle to Doug Baldwin for 20 yards (tackle by Nevin Lawson),0.500,2.980
2,6:32,1,10,DET 39,14,7,Chris Carson up the middle for 6 yards (tackle by Glover Quin),2.980,3.250
2,5:46,2,4,DET 33,14,7,"Chris Carson up the middle for no gain (tackle by Quandre Diggs and Christian Jones) Penalty on SEA: Illegal Shift, 5 yards (no play)",3.250,2.580
2,5:17,2,9,DET 38,14,7,Chris Carson up the middle for 10 yards (tackle by Jarrad Davis),2.580,3.710
2,4:41,1,10,DET 28,14,7,Russell Wilson pass incomplete short right intended for Nick Vannett,3.710,3.170
2,4:34,2,10,DET 28,14,7,Tyler Lockett right end for 10 yards (tackle by Nevin Lawson),3.170,4.370
2,3:58,1,10,DET 18,14,7,Mike Davis up the middle for 4 yards (tackle by Quandre Diggs and Romeo Okwara),4.370,4.430
2,3:15,2,6,DET 14,14,7,Mike Davis left end for 2 yards (tackle by Romeo Okwara),4.430,4.030
2,2:34,3,4,DET 12,20,7,"Russell Wilson pass complete short left to Ed Dickson for 12 yards, touchdown",4.030,7.000
2,2:28,,,DET 15,21,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,2:28,,,SEA 35,21,7,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
2,2:28,1,10,DET 25,21,7,Kerryon Johnson right tackle for 7 yards (tackle by Tedric Thompson and Justin Coleman),0.610,1.010
2,2:00,2,3,DET 32,21,7,Matthew Stafford pass complete short left to Luke Willson for 9 yards (tackle by K.J. Wright and Tre Flowers),1.010,1.660
2,1:40,1,10,DET 41,21,7,Matthew Stafford pass incomplete short middle intended for Kerryon Johnson (defended by K.J. Wright),1.660,1.120
2,1:37,2,10,DET 41,21,7,Matthew Stafford pass incomplete short left intended for Luke Willson,1.120,0.430
2,1:32,3,10,DET 41,21,7,Matthew Stafford sacked by Frank Clark for -2 yards,0.430,-0.780
2,1:25,,,,,,Timeout #1 by Seattle Seahawks,,
2,1:25,4,12,DET 39,21,7,Sam Martin punts 54 yards downed by Charles Washington,-0.780,0.380
2,1:14,1,10,SEA 7,21,7,Mike Davis left tackle for 6 yards (tackle by Devon Kennard),-0.380,-0.340
2,0:35,2,4,SEA 13,21,7,Mike Davis left end for -1 yards (tackle by Quandre Diggs),-0.340,-0.840
Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,21,7,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,21,7,Matthew Stafford pass complete short left to Kenny Golladay for 12 yards (tackle by Bradley McDougald),0.610,1.400
3,14:28,1,10,DET 37,21,7,Kerryon Johnson right tackle for no gain (tackle by Bobby Wagner),1.400,0.860
3,13:50,2,10,DET 37,21,7,Matthew Stafford pass complete short right to Luke Willson for 8 yards (tackle by K.J. Wright),0.860,1.220
3,13:07,3,2,DET 45,21,7,Matthew Stafford sacked by Shamar Stephen for -11 yards,1.220,-1.110
3,12:34,4,13,DET 34,21,7,"Sam Martin punts 50 yards, returned by Tyler Lockett for 10 yards (tackle by Jalen Reeves-Maybin)",-1.110,-0.670
3,12:23,1,10,SEA 26,21,7,Chris Carson up the middle for 5 yards (tackle by Jarrad Davis),0.670,0.810
3,11:48,2,5,SEA 31,21,7,Russell Wilson left end for 4 yards (tackle by Romeo Okwara),0.810,0.630
3,11:10,3,1,SEA 35,21,7,Russell Wilson pass complete short right to Ed Dickson for 42 yards (tackle by Quandre Diggs),0.630,4.040
3,10:23,1,10,DET 23,21,7,Chris Carson left tackle for 9 yards (tackle by A'Shawn Robinson and Quandre Diggs),4.040,4.950
3,9:43,2,1,DET 14,21,7,Chris Carson right end for 7 yards (tackle by Christian Jones),4.950,5.600
3,9:15,1,7,DET 7,21,7,Chris Carson left tackle for 6 yards (tackle by A'Shawn Robinson),5.600,5.910
3,8:29,2,1,DET 1,21,7,Russell Wilson pass incomplete short left intended for Doug Baldwin,5.910,5.170
3,8:24,3,1,DET 1,21,7,Chris Carson up the middle for no gain (tackle by Damon Harrison and Jarrad Davis),5.170,3.550
3,7:44,4,1,DET 1,21,7,Russell Wilson pass incomplete short middle intended for Nick Vannett. Penalty on Nick Vannett: Illegal Touch Pass,3.550,0.380
3,7:36,1,10,DET 1,21,7,LeGarrette Blount up the middle for no gain (tackle by Bradley McDougald),-0.380,-0.780
3,6:53,2,10,DET 1,21,7,Matthew Stafford pass complete short right to Marvin Jones for 5 yards (tackle by Shaquill Griffin),-0.780,-0.840
3,6:11,3,5,DET 6,21,7,Matthew Stafford pass complete short right to Kerryon Johnson for 24 yards (tackle by Tedric Thompson),-0.840,0.940
3,5:30,1,10,DET 30,21,7,Matthew Stafford pass incomplete deep left,0.940,0.390
3,5:22,2,10,DET 30,21,7,Matthew Stafford pass complete short right to Kerryon Johnson for 11 yards (tackle by Bobby Wagner),0.390,1.660
3,4:42,1,10,DET 41,21,7,LeGarrette Blount left tackle for 1 yard (tackle by Jarran Reed),1.660,1.260
3,4:05,2,9,DET 42,21,7,Matthew Stafford pass complete short left to Kerryon Johnson for 5 yards (tackle by Tre Flowers),1.260,1.220
3,3:27,3,4,DET 47,21,7,Matthew Stafford pass incomplete short middle intended for Golden Tate (defended by Tre Flowers),1.220,-0.260
3,3:23,4,4,DET 47,21,7,Sam Martin punts 28 yards out of bounds,-0.260,-0.610
3,3:16,1,10,SEA 25,21,7,Chris Carson left end for -1 yards (tackle by Damon Harrison),0.610,-0.070
3,2:42,2,11,SEA 24,21,7,Chris Carson left end for 4 yards (tackle by Jarrad Davis),-0.070,-0.230
3,2:01,3,7,SEA 28,21,7,Russell Wilson pass complete short right to Tyler Lockett for 10 yards (tackle by Darius Slay),-0.230,1.470
3,1:20,1,10,SEA 38,21,7,Chris Carson right tackle for 2 yards (tackle by A'Shawn Robinson and Jalen Reeves-Maybin),1.470,1.190
3,0:35,2,8,SEA 40,21,7,Tyler Lockett left end for 3 yards (tackle by Quandre Diggs),1.190,0.890
Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,SEA 43,21,7,"Russell Wilson pass incomplete short middle intended for Nick Vannett. Penalty on Teez Tabor: Illegal Use of Hands, 5 yards (no play)",0.890,2.130
4,14:51,1,10,SEA 48,21,7,Russell Wilson pass complete deep left to David Moore for 45 yards (tackle by Teez Tabor),2.130,5.600
4,14:29,,,,,,Timeout #1 by Seattle Seahawks,,
4,14:29,1,7,DET 7,27,7,"Chris Carson up the middle for 7 yards, touchdown",5.600,7.000
4,14:23,,,DET 15,28,7,Sebastian Janikowski kicks extra point good,0.000,0.000
4,14:23,,,SEA 35,28,7,"Sebastian Janikowski kicks off 67 yards, returned by Ameer Abdullah for no gain (tackle by Tedric Thompson and Akeem King). Penalty on Miles Killebrew: Offensive Holding, 10 yards",0.000,-0.220
4,14:14,1,10,DET 15,28,7,Matthew Stafford pass incomplete short middle intended for Golden Tate,-0.220,-0.710
4,14:09,2,10,DET 15,28,7,Matthew Stafford pass complete short right to Luke Willson for 4 yards (tackle by K.J. Wright),-0.710,-0.880
4,13:41,3,6,DET 19,28,7,Matthew Stafford pass complete short middle to Kerryon Johnson for 15 yards (tackle by Shaquill Griffin),-0.880,1.200
4,13:16,1,10,DET 34,28,7,Matthew Stafford pass complete short middle to Golden Tate for 6 yards (tackle by Bradley McDougald),1.200,1.470
4,12:49,2,4,DET 40,28,7,Matthew Stafford pass complete short right to Kerryon Johnson for 7 yards (tackle by K.J. Wright),1.470,2.060
4,12:30,1,10,DET 47,28,7,Matthew Stafford pass complete short left to Kerryon Johnson for 7 yards (tackle by Dion Jordan),2.060,2.460
4,12:02,2,3,SEA 46,28,7,"Matthew Stafford pass incomplete deep left intended for Kenny Golladay. Penalty on Jacob Martin: Roughing the Passer, 15 yards (no play)",2.460,3.510
4,11:51,1,10,SEA 31,28,7,Matthew Stafford pass complete short middle to Golden Tate for 6 yards (tackle by Bobby Wagner),3.510,3.780
4,11:23,2,4,SEA 25,28,7,Matthew Stafford pass complete short left to Ameer Abdullah for 6 yards (tackle by Justin Coleman),3.780,4.310
4,10:51,1,10,SEA 19,28,7,Matthew Stafford pass incomplete short middle intended for Golden Tate (defended by Bobby Wagner),4.310,3.750
4,10:47,2,10,SEA 19,28,13,"Matthew Stafford pass complete deep right to Marvin Jones for 19 yards, touchdown",3.750,7.000
4,10:40,,,SEA 15,28,14,Matt Prater kicks extra point good,0.000,0.000
4,10:40,,,DET 35,28,14,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
4,10:40,1,10,SEA 25,28,14,Mike Davis up the middle for 4 yards (tackle by Eric Lee),0.610,0.600
4,10:00,2,6,SEA 29,28,14,Mike Davis up the middle for 5 yards (tackle by Damon Harrison and Da'Shawn Hand),0.600,0.560
4,9:18,3,1,SEA 34,28,14,Chris Carson up the middle for no gain (tackle by Jarrad Davis and Quandre Diggs),0.560,-1.110
4,8:37,4,1,SEA 34,28,14,"Michael Dickson punts 50 yards, returned by Brandon Powell for 5 yards (tackle by Akeem King)",-1.110,-0.340
4,8:27,1,10,DET 21,28,14,Matthew Stafford pass complete deep middle to Marvin Jones for 19 yards (tackle by Tre Flowers),0.340,1.600
4,7:54,1,10,DET 40,28,14,Matthew Stafford pass complete short left to Marvin Jones for 14 yards,1.600,2.520
4,7:20,1,10,SEA 46,28,14,Matthew Stafford pass incomplete short left intended for Golden Tate,2.520,1.980
4,7:13,2,10,SEA 46,28,14,"Matthew Stafford sacked by. Matthew Stafford fumbles, recovered by Frank Clark at SEA-46 (tackle by Frank Ragnow)",1.980,-1.990
4,7:00,1,10,SEA 46,28,14,Chris Carson left tackle for 2 yards (tackle by Damon Harrison and Jarrad Davis),1.990,1.720
4,6:19,2,8,SEA 48,28,14,Russell Wilson sacked by Damon Harrison for -10 yards,1.720,-0.300
4,5:34,3,18,SEA 38,28,14,Mike Davis right tackle for 4 yards (tackle by Devon Kennard),-0.300,-0.590
4,4:54,4,14,SEA 42,28,14,"Michael Dickson punts 49 yards, fair catch by Brandon Powell at DET-9",-0.590,0.380
4,4:44,1,10,DET 9,28,14,Matthew Stafford pass complete short middle to Golden Tate for 5 yards (tackle by Bobby Wagner),-0.380,-0.390
4,4:21,2,5,DET 14,28,14,Matthew Stafford pass complete short right to Marvin Jones for 14 yards,-0.390,0.810
4,4:16,1,10,DET 28,28,14,"Matthew Stafford pass incomplete deep right intended for Marvin Jones. Penalty on Bradley McDougald: Defensive Pass Interference, 56 yards (no play)",0.810,4.510
4,4:06,1,10,SEA 16,28,14,Matthew Stafford pass complete short left to Golden Tate for 6 yards (tackle by Justin Coleman),4.510,4.970
4,3:39,2,4,SEA 10,28,14,Matthew Stafford pass incomplete short middle intended for Michael Roberts (defended by Bradley McDougald),4.970,4.170
4,3:34,3,4,SEA 10,28,14,Matthew Stafford left tackle for 6 yards (tackle by Quinton Jefferson),4.170,6.280
4,3:11,1,4,SEA 4,28,14,Matthew Stafford pass short right intended for Golden Tate is intercepted by Justin Coleman at SEA-1 and returned for no gain,6.280,0.380
4,3:08,1,10,SEA 1,28,14,Tre Madden up the middle for no gain (tackle by A'Shawn Robinson),-0.380,-0.780
4,2:25,2,10,SEA 1,28,14,Tre Madden up the middle for 1 yard (tackle by Devon Kennard),-0.780,-1.300
4,2:22,,,,,,Timeout #1 by Detroit Lions,,
4,2:22,3,9,SEA 2,28,14,Chris Carson right tackle for 1 yard (tackle by Glover Quin),-1.300,-2.490
4,2:18,,,,,,Timeout #2 by Detroit Lions,,
4,2:18,4,8,SEA 3,28,14,Michael Dickson right end for 9 yards (tackle by Cre'von LeBlanc),-2.490,-0.350
4,2:00,1,10,SEA 12,28,14,Chris Carson left tackle for 2 yards (tackle by A'Shawn Robinson),-0.350,-0.610
4,1:56,,,,,,Timeout #3 by Detroit Lions,,
4,1:56,2,8,SEA 14,28,14,Mike Davis right end for 5 yards (tackle by A'Shawn Robinson),-0.610,-0.600
4,1:02,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:02,3,3,SEA 19,28,14,Mike Davis up the middle for 2 yards (tackle by Damon Harrison and Trevor Bates),-0.600,-1.960
4,0:17,,,,,,Timeout #3 by Seattle Seahawks,,
4,0:17,4,1,SEA 21,28,14,"Michael Dickson punts 60 yards, returned by Brandon Powell for 3 yards (tackle by Akeem King)",-1.960,-0.410
4,0:06,1,10,DET 22,28,14,Matthew Stafford pass complete short right to Golden Tate for 9 yards (tackle by Dion Jordan),0.410,1.080
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
