Quarter,Time,Tm,Detail,PIT,CIN
1.0,8:06,Steelers,Jerome Bettis 1 yard rush (Todd Peterson kick),7,0
2.0,13:33,Steelers,Todd Peterson 34 yard field goal,10,0
,10:04,Steelers,Jerome Bettis 41 yard rush (Todd Peterson kick),17,0
,6:34,Steelers,Dan Kreider 4 yard pass from Tommy Maddox (Todd Peterson kick),24,0
3.0,14:47,Steelers,Antwaan Randle El 99 yard kickoff return (Todd Peterson kick),31,0
,0:15,Bengals,Corey Dillon 2 yard rush (Neil Rackers kick),31,7
4.0,1:10,Steelers,Todd Peterson 30 yard field goal,34,7
