Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Antonio Gibson,WAS,9,49,1,4,24,2.7,25,2.8,2,4.5
J.D. McKissic,WAS,5,15,0,0,0,0.0,15,3.0,1,5.0
Peyton Barber,WAS,3,6,0,,4,1.3,2,0.7,0,
Dwayne Haskins,WAS,2,2,0,0,2,1.0,0,0.0,0,
Antonio Gandy-Golden,WAS,1,22,0,1,21,21.0,1,1.0,0,
Terry McLaurin,WAS,1,3,0,1,1,1.0,2,2.0,0,
Isaiah Wright,WAS,1,6,0,0,4,4.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,19,108,2,5,56,2.9,52,2.7,3,6.3
Kareem Hunt,CLE,16,46,0,1,11,0.7,35,2.2,0,
Baker Mayfield,CLE,1,1,0,0,1,1.0,0,0.0,0,
Jojo Natson,CLE,1,3,0,,3,3.0,0,0.0,0,
