Quarter,Time,Down,ToGo,Location,WAS,CLE,Detail,EPB,EPA
3,4:28,2,7,CLE 13,13,17,Dwayne Haskins pass incomplete short middle intended for Terry McLaurin,4.390,3.540
3,4:25,3,7,CLE 13,13,17,Dwayne Haskins pass complete short right to Logan Thomas for 5 yards (tackle by B.J. Goodson),3.540,2.990
3,3:44,4,2,CLE 8,13,17,Dwayne Haskins pass complete short right to Logan Thomas for 4 yards (tackle by Karl Joseph),2.990,6.280
3,3:08,1,4,CLE 4,13,17,"Dwayne Haskins aborted snap, recovered by Dwayne Haskins at CLE-11 and returned for -7 yards",6.280,4.020
3,2:29,2,11,CLE 11,13,17,Dwayne Haskins pass incomplete short left intended for Terry McLaurin,4.020,3.120
3,2:24,3,11,CLE 11,19,17,"Dwayne Haskins pass complete short left to Dontrelle Inman for 11 yards, touchdown",3.120,7.000
3,2:20,,,CLE 15,20,17,Dustin Hopkins kicks extra point good,0.000,0.000
3,2:20,,,WAS 35,20,17,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,2:20,1,10,CLE 25,20,17,Kareem Hunt right guard for 5 yards (tackle by Jonathan Allen and Ronald Darby),0.610,0.740
3,1:40,2,5,CLE 30,20,17,Kareem Hunt left end for -7 yards (tackle by Montez Sweat),0.740,-0.890
3,1:00,3,12,CLE 23,20,17,Baker Mayfield pass complete short middle to Odell Beckham for 15 yards (tackle by Troy Apke),-0.890,1.470
3,0:19,1,10,CLE 38,20,17,Baker Mayfield pass complete short left to Andy Janovich for 13 yards (tackle by Thomas Davis),1.470,2.320
Quarter,Time,Down,ToGo,Location,WAS,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 49,20,17,Nick Chubb right guard for 6 yards (tackle by Thomas Davis),2.320,2.590
4,14:25,2,4,WAS 43,20,17,Nick Chubb left tackle for 25 yards (tackle by Troy Apke),2.590,4.370
4,13:52,1,10,WAS 18,20,17,Kareem Hunt up the middle for no gain (tackle by Tim Settle),4.370,3.800
4,13:15,2,10,WAS 18,20,17,Kareem Hunt right tackle for 9 yards (tackle by Troy Apke),3.800,4.740
4,12:37,3,1,WAS 9,20,17,Kareem Hunt left guard for 4 yards (tackle by Landon Collins and Tim Settle),4.740,6.060
4,11:56,1,5,WAS 5,20,17,Kareem Hunt left guard for 2 yards (tackle by Ryan Kerrigan),6.060,5.530
4,11:19,2,3,WAS 3,20,23,"Baker Mayfield pass complete short right to Harrison Bryant for 3 yards, touchdown",5.530,7.000
4,11:14,,,WAS 15,20,24,Cody Parkey kicks extra point good,0.000,0.000
4,11:14,,,CLE 35,20,24,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,11:14,1,10,WAS 25,20,24,"Dwayne Haskins pass complete short left to Terry McLaurin for 9 yards (tackle by Terrance Mitchell). Penalty on Terry McLaurin: Offensive Pass Interference, 10 yards (no play)",0.610,-0.410
4,10:48,1,20,WAS 15,20,24,J.D. McKissic right guard for 5 yards (tackle by Larry Ogunjobi and Sione Takitaki),-0.410,-0.610
4,10:12,2,15,WAS 20,20,24,Dwayne Haskins pass incomplete short middle intended for Logan Thomas,-0.610,-1.290
4,10:08,3,15,WAS 20,20,24,Dwayne Haskins pass short middle intended for Dontrelle Inman is intercepted by B.J. Goodson at WAS-35 and returned for no gain,-1.290,-3.250
4,10:03,1,10,WAS 35,20,24,Nick Chubb left end for no gain (tackle by Montez Sweat),3.250,2.700
4,9:21,2,10,WAS 35,20,24,Baker Mayfield pass complete short right to Odell Beckham for 15 yards,2.700,4.240
4,8:47,1,10,WAS 20,20,30,"Nick Chubb left tackle for 20 yards, touchdown",4.240,7.000
4,8:40,,,WAS 15,20,31,Cody Parkey kicks extra point good,0.000,0.000
4,8:40,,,CLE 35,20,31,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,8:40,1,10,WAS 25,20,31,Dwayne Haskins pass incomplete intended for Logan Thomas,0.610,0.060
4,8:36,2,10,WAS 25,20,31,Dwayne Haskins pass complete short right to J.D. McKissic for -1 yards (tackle by Vincent Taylor),0.060,-0.760
4,7:58,3,11,WAS 24,20,31,Dwayne Haskins pass complete short left to Logan Thomas for 14 yards (tackle by Ronnie Harrison),-0.760,1.470
4,7:26,1,10,WAS 38,20,31,"Dwayne Haskins pass complete short right to Dontrelle Inman for 10 yards (tackle by Kevin Johnson). Dontrelle Inman fumbles (forced by Kevin Johnson), recovered by Steven Sims at WAS-47 (tackle by Sheldon Richardson)",1.470,2.140
4,6:54,2,1,WAS 47,20,31,Antonio Gibson right tackle for 4 yards (tackle by Jordan Elliott and Kevin Johnson),2.140,2.320
4,6:36,1,10,CLE 49,20,31,"Dwayne Haskins sacked by Myles Garrett for -10 yards. Dwayne Haskins fumbles (forced by Myles Garrett), recovered by Myles Garrett at WAS-41 (tackle by Geron Christian)",2.320,-2.850
4,6:30,1,10,WAS 41,20,31,Kareem Hunt right guard for 5 yards (tackle by Ryan Anderson and Jonathan Allen),2.850,2.980
4,5:53,2,5,WAS 36,20,31,Kareem Hunt right guard for 3 yards (tackle by Jonathan Bostic),2.980,2.680
4,5:13,3,2,WAS 33,20,31,Baker Mayfield pass complete short left to Kareem Hunt for 9 yards,2.680,3.970
4,4:45,1,10,WAS 24,20,31,Kareem Hunt left tackle for 7 yards (tackle by Jonathan Bostic),3.970,4.460
4,4:39,2,3,WAS 17,20,31,Kareem Hunt left guard for no gain (tackle by Jonathan Allen),4.460,3.750
4,3:55,3,3,WAS 17,20,31,Nick Chubb right guard for -1 yards (tackle by Jonathan Bostic),3.750,2.320
4,3:11,4,4,WAS 18,20,31,"Penalty on Ryan Kerrigan: Neutral Zone Infraction, 5 yards (no play)",2.320,4.710
4,3:11,1,10,WAS 13,20,31,"Nick Chubb right guard for no gain (tackle by Daron Payne). Penalty on Wyatt Teller: Offensive Holding, 10 yards (no play)",4.710,4.040
4,3:06,1,20,WAS 23,20,31,Kareem Hunt left guard for 4 yards (tackle by Jonathan Allen),4.040,3.300
4,2:23,2,16,WAS 19,20,31,Kareem Hunt right guard for 11 yards (tackle by Troy Apke),3.300,4.100
4,1:59,3,5,WAS 8,20,31,Kareem Hunt right guard for -4 yards (tackle by Daron Payne),4.100,2.630
4,1:13,,,,,,Timeout #1 by Cleveland Browns,,
4,1:13,4,9,WAS 12,20,34,Cody Parkey 30 yard field goal good,2.630,3.000
4,1:10,,,CLE 35,20,34,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,1:10,1,10,WAS 25,20,34,Peyton Barber right guard for 3 yards (tackle by M.J. Stewart),0.610,0.470
4,0:43,2,7,WAS 28,20,34,Peyton Barber right guard for 1 yard (tackle by Karl Joseph and Joe Jackson),0.470,-0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
