Quarter,Time,Down,ToGo,Location,WAS,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Washington won the coin toss and deferred, Browns to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,CLE 25,0,0,Baker Mayfield pass complete short left to Austin Hooper for 10 yards (tackle by Daron Payne),0.610,1.270
1,14:32,1,10,CLE 35,0,0,Nick Chubb left guard for 2 yards (tackle by Kendall Fuller and Daron Payne),1.270,0.990
1,14:02,2,8,CLE 37,0,0,Baker Mayfield pass complete short right to Jarvis Landry for 12 yards (tackle by Ronald Darby),0.990,2.190
1,13:25,1,10,CLE 49,0,0,Baker Mayfield pass complete short left to Austin Hooper for 7 yards (tackle by Kamren Curl),2.190,2.590
1,12:47,2,3,WAS 44,0,0,"Penalty on Jedrick Wills: False Start, 5 yards (no play)",2.590,1.920
1,12:34,2,8,WAS 49,0,0,Nick Chubb right guard for 2 yards (tackle by Jonathan Allen),1.920,1.490
1,11:54,3,6,WAS 47,0,0,Baker Mayfield pass incomplete short middle intended for Kareem Hunt,1.490,0.130
1,11:50,4,6,WAS 47,0,0,"Jamie Gillan punts 39 yards, fair catch by Steven Sims at WAS-8",0.130,0.380
1,11:43,1,10,WAS 8,0,0,J.D. McKissic left guard for 5 yards (tackle by Myles Garrett),-0.380,-0.410
1,11:09,2,5,WAS 13,0,0,Dwayne Haskins pass complete short left to Logan Thomas for 8 yards (tackle by Andrew Sendejo),-0.410,0.340
1,10:46,1,10,WAS 21,0,0,Dwayne Haskins pass complete short right to Isaiah Wright for 7 yards (tackle by B.J. Goodson),0.340,0.750
1,10:20,2,3,WAS 28,0,0,"Dwayne Haskins pass complete short right to J.D. McKissic for 12 yards (tackle by B.J. Goodson). Penalty on Denzel Ward: Unnecessary Roughness, 15 yards",0.750,2.590
1,10:01,1,10,CLE 45,0,0,Dwayne Haskins pass incomplete deep left intended for Terry McLaurin (defended by Terrance Mitchell),2.590,2.040
1,9:56,2,10,CLE 45,0,0,J.D. McKissic left tackle for -5 yards (tackle by Larry Ogunjobi and Porter Gustin),2.040,0.700
1,9:19,3,15,WAS 50,0,0,Dwayne Haskins pass incomplete short left intended for Terry McLaurin,0.700,-0.060
1,9:15,4,15,WAS 50,0,0,Tress Way punts 32 yards downed by Deshazor Everett,-0.060,-0.040
1,9:05,1,10,CLE 18,0,0,Nick Chubb left guard for no gain (tackle by Daron Payne),0.040,-0.490
1,8:45,2,10,CLE 18,0,0,"Penalty on Jedrick Wills: False Start, 5 yards (no play)",-0.490,-1.140
1,8:05,2,15,CLE 13,0,0,Baker Mayfield pass complete short middle to Jarvis Landry for 6 yards (tackle by Jonathan Bostic and Ryan Kerrigan),-1.140,-1.040
1,7:26,3,9,CLE 19,0,0,Baker Mayfield pass complete deep right to Odell Beckham for 18 yards (tackle by Ronald Darby),-1.040,1.400
1,6:40,1,10,CLE 37,0,0,Baker Mayfield pass incomplete short right intended for Odell Beckham,1.400,0.860
1,6:35,2,10,CLE 37,0,0,Baker Mayfield left end for 1 yard (tackle by Jonathan Bostic and Kevin Pierre-Louis),0.860,0.300
1,5:54,3,9,CLE 38,0,0,Baker Mayfield sacked by Jonathan Allen for -5 yards,0.300,-1.180
1,5:18,4,14,CLE 33,0,0,"Jamie Gillan punts 43 yards, returned by Steven Sims for 1 yard (tackle by Sione Takitaki)",-1.180,-0.610
1,5:08,1,10,WAS 25,0,0,Antonio Gibson left guard for 3 yards (tackle by Sheldon Richardson and Sione Takitaki),0.610,0.470
1,4:47,2,7,WAS 28,0,0,Antonio Gandy-Golden left end for 22 yards (tackle by Karl Joseph),0.470,2.260
1,4:20,1,10,WAS 50,0,0,Dwayne Haskins pass incomplete deep right intended for Isaiah Wright (defended by Denzel Ward),2.260,1.710
1,4:12,2,10,WAS 50,0,0,Dwayne Haskins pass complete short left to Terry McLaurin for 21 yards (tackle by Sheldon Richardson),1.710,3.640
1,3:32,1,10,CLE 29,0,0,Antonio Gibson right guard for 3 yards (tackle by Porter Gustin),3.640,3.510
1,3:01,2,7,CLE 26,0,0,Dwayne Haskins pass complete short right to Isaiah Wright for 6 yards (tackle by M.J. Stewart),3.510,3.600
1,2:28,3,1,CLE 20,0,0,Terry McLaurin left end for 3 yards (tackle by Karl Joseph),3.600,4.440
1,1:50,1,10,CLE 17,6,0,"Dwayne Haskins pass complete deep right to Dontrelle Inman for 17 yards, touchdown. Penalty on Dontrelle Inman: Taunting, 15 yards",4.440,7.000
1,1:44,,,CLE 15,7,0,Dustin Hopkins kicks extra point good,0.000,0.000
1,1:44,,,WAS 20,7,0,"Dustin Hopkins kicks off 77 yards, returned by Jojo Natson for 31 yards (tackle by Ryan Anderson)",0.000,1.200
1,1:37,1,10,CLE 34,7,0,Nick Chubb left guard for 2 yards (tackle by Jonathan Allen),1.200,0.930
1,0:53,2,8,CLE 36,7,0,Baker Mayfield pass complete short right to Nick Chubb for 2 yards (tackle by Jonathan Bostic),0.930,0.500
1,0:12,3,6,CLE 38,7,0,Baker Mayfield pass complete short left to Jarvis Landry for 10 yards (tackle by Jonathan Bostic),0.500,2.130
Quarter,Time,Down,ToGo,Location,WAS,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 48,7,0,Nick Chubb right guard for 4 yards (tackle by Ronald Darby and Kevin Pierre-Louis),2.130,2.120
2,14:22,2,6,WAS 48,7,0,Nick Chubb left end for 8 yards (tackle by Tim Settle),2.120,2.920
2,13:42,1,10,WAS 40,7,0,Baker Mayfield pass incomplete deep left intended for Odell Beckham (defended by Troy Apke),2.920,2.370
2,13:34,2,10,WAS 40,7,0,Kareem Hunt left guard for 3 yards (tackle by Kamren Curl),2.370,2.080
2,12:56,3,7,WAS 37,7,0,Baker Mayfield pass incomplete short left intended for Austin Hooper,2.080,0.790
2,12:53,4,7,WAS 37,7,0,Baker Mayfield pass complete short right to Austin Hooper for 8 yards (tackle by Jimmy Moreland),0.790,3.640
2,12:18,1,10,WAS 29,7,0,Jojo Natson right end for 3 yards (tackle by Landon Collins),3.640,3.510
2,11:36,2,7,WAS 26,7,0,Nick Chubb right tackle for 2 yards (tackle by Landon Collins),3.510,3.070
2,10:53,3,5,WAS 24,7,0,Baker Mayfield pass incomplete short left intended for Harrison Bryant,3.070,1.920
2,10:48,4,5,WAS 24,7,3,Cody Parkey 42 yard field goal good,1.920,3.000
2,10:46,,,CLE 35,7,3,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,10:45,1,10,WAS 25,7,3,Peyton Barber left guard for 2 yards (tackle by Sione Takitaki),0.610,0.330
2,10:08,2,8,WAS 27,7,3,Dwayne Haskins pass complete short left to Terry McLaurin for 14 yards (tackle by Andrew Sendejo),0.330,1.660
2,9:34,1,10,WAS 41,7,3,Dwayne Haskins pass incomplete short right. Penalty on Chase Roullier: Ineligible Downfield Pass (Declined),1.660,1.120
2,9:29,2,10,WAS 41,7,3,Dwayne Haskins pass incomplete short right intended for Antonio Gandy-Golden,1.120,0.430
2,9:22,3,10,WAS 41,7,3,Dwayne Haskins pass complete short right to Terry McLaurin for 33 yards (tackle by Terrance Mitchell and Denzel Ward),0.430,3.840
2,8:43,1,10,CLE 26,7,3,"Isaiah Wright left end for 6 yards (tackle by B.J. Goodson). Penalty on Wes Martin: Offensive Holding, 10 yards (no play)",3.840,3.180
2,8:19,1,20,CLE 36,7,3,Dwayne Haskins pass complete short left to Antonio Gibson for -5 yards (tackle by Tavierre Thomas),3.180,1.270
2,7:41,2,25,CLE 41,7,3,"Dwayne Haskins pass deep middle intended for Logan Thomas is intercepted by Karl Joseph at CLE-16 and returned for 49 yards. Karl Joseph fumbles (forced by Morgan Moses), recovered by Tavierre Thomas at WAS-28",1.270,-3.710
2,7:24,1,10,WAS 28,7,3,Nick Chubb right end for 1 yard (tackle by Ryan Anderson),3.710,3.300
2,6:44,2,9,WAS 27,7,3,Baker Mayfield pass complete short middle to Odell Beckham for 11 yards (tackle by Shaun Dion Hamilton),3.300,4.510
2,6:06,1,10,WAS 16,7,9,"Nick Chubb right guard for 16 yards, touchdown",4.510,7.000
2,5:58,,,WAS 15,7,10,Cody Parkey kicks extra point good,0.000,0.000
2,5:58,,,CLE 35,7,10,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,5:58,1,10,WAS 25,7,10,Dwayne Haskins pass incomplete short left intended for J.D. McKissic,0.610,0.060
2,5:54,2,10,WAS 25,7,10,Dwayne Haskins pass complete short left to Isaiah Wright for 5 yards (tackle by Karl Joseph),0.060,0.040
2,5:14,3,5,WAS 30,7,10,Dwayne Haskins sacked by Myles Garrett for no gain,0.040,-1.370
2,4:38,4,5,WAS 30,7,10,"Tress Way punts 55 yards, returned by Jojo Natson for 11 yards (tackle by Shaun Dion Hamilton)",-1.370,-0.670
2,4:27,1,10,CLE 26,7,10,Nick Chubb right guard for 1 yard (tackle by Daron Payne and Kevin Pierre-Louis),0.670,0.270
2,3:48,2,9,CLE 27,7,10,Baker Mayfield pass complete short middle to Jarvis Landry for 8 yards (tackle by Kevin Pierre-Louis),0.270,0.630
2,3:07,3,1,CLE 35,7,10,Kareem Hunt left guard for -1 yards (tackle by Ryan Kerrigan and Montez Sweat),0.630,-1.110
2,2:55,,,,,,Timeout #1 by Washington Football Team,,
2,2:54,4,2,CLE 34,7,10,Jamie Gillan punts 50 yards out of bounds,-1.110,0.140
2,2:48,1,10,WAS 16,7,10,Dwayne Haskins pass incomplete right intended for Dontrelle Inman (defended by Sheldon Richardson),-0.140,-0.660
2,2:44,2,10,WAS 16,7,10,J.D. McKissic right guard for 3 yards (tackle by Porter Gustin),-0.660,-0.950
2,2:00,3,7,WAS 19,7,10,Dwayne Haskins pass short right intended for Dontrelle Inman is intercepted by Malcolm Smith at WAS-26 and returned for 2 yards,-0.950,-3.970
2,1:55,1,10,WAS 24,7,10,Nick Chubb right guard for 12 yards (tackle by Shaun Dion Hamilton),3.970,4.710
2,1:15,1,10,WAS 13,7,10,Nick Chubb right guard for 4 yards (tackle by Jonathan Allen and Landon Collins),4.710,4.770
2,0:37,2,6,WAS 9,7,16,"Baker Mayfield pass complete short right to Kareem Hunt for 9 yards, touchdown",4.770,7.000
2,0:32,,,WAS 15,7,17,Cody Parkey kicks extra point good,0.000,0.000
2,0:32,,,CLE 35,7,17,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,0:32,1,10,WAS 25,7,17,Antonio Gibson right end for 9 yards (tackle by Denzel Ward),0.610,1.280
2,0:05,2,1,WAS 34,7,17,"Dwayne Haskins pass complete short right to Antonio Gibson for 12 yards (tackle by Terrance Mitchell). Antonio Gibson fumbles (forced by Terrance Mitchell), recovered by B.J. Goodson at CLE-48",1.280,0.000
Quarter,Time,Down,ToGo,Location,WAS,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,7,17,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,WAS 25,7,17,Dwayne Haskins left end for 2 yards (tackle by Tavierre Thomas),0.610,0.330
3,14:22,2,8,WAS 27,7,17,Antonio Gibson left guard for 6 yards (tackle by Larry Ogunjobi),0.330,0.430
3,13:45,3,2,WAS 33,7,17,Dwayne Haskins sacked by Sheldon Richardson for -8 yards,0.430,-1.700
3,13:05,4,10,WAS 25,7,17,"Tress Way punts 60 yards, returned by D'Ernest Johnson for no gain (tackle by Isaiah Wright)",-1.700,0.220
3,12:58,1,10,CLE 15,7,17,Nick Chubb left guard for 4 yards (tackle by Shaun Dion Hamilton),-0.220,-0.110
3,12:23,2,6,CLE 19,7,17,"Baker Mayfield pass incomplete short right. Penalty on Baker Mayfield: Intentional Grounding, 13 yards",-0.110,-2.470
3,12:16,3,19,CLE 6,7,17,Kareem Hunt right guard for 5 yards,-2.470,-2.490
3,11:38,4,14,CLE 11,7,17,"Jamie Gillan punts 57 yards, returned by Steven Sims for 19 yards (tackle by Andy Janovich)",-2.490,-2.320
3,11:27,1,10,CLE 49,7,17,Dwayne Haskins pass incomplete short right intended for Isaiah Wright,2.320,1.780
3,11:22,2,10,CLE 49,7,17,Dwayne Haskins pass complete short left to Terry McLaurin for 15 yards (tackle by Karl Joseph and Andrew Sendejo),1.780,3.310
3,10:47,1,10,CLE 34,7,17,Dwayne Haskins pass incomplete short right intended for Antonio Gandy-Golden,3.310,2.770
3,10:42,2,10,CLE 34,7,17,Dwayne Haskins pass complete short right to Antonio Gibson for 4 yards (tackle by M.J. Stewart),2.770,2.610
3,10:02,3,6,CLE 30,7,17,Dwayne Haskins pass complete short left to J.D. McKissic for 26 yards (tackle by Malcolm Smith and Terrance Mitchell),2.610,6.280
3,9:28,1,4,CLE 4,7,17,"Penalty on CLE: Defensive Too Many Men on Field, 2 yards (no play)",6.280,6.740
3,9:09,1,2,CLE 2,13,17,"Antonio Gibson up the middle for 2 yards, touchdown",6.740,7.000
3,9:05,,,CLE 15,13,17,Dustin Hopkins kicks extra point no good wide right,0.000,-1.000
3,9:05,,,WAS 35,13,17,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,9:05,1,10,CLE 25,13,17,Baker Mayfield sacked by Montez Sweat for -9 yards,0.610,-1.290
3,8:27,2,19,CLE 16,13,17,Nick Chubb right guard for 1 yard (tackle by Jonathan Bostic and Ryan Anderson),-1.290,-1.930
3,7:48,3,18,CLE 17,13,17,Baker Mayfield pass incomplete deep right intended for KhaDarel Hodge,-1.930,-2.320
3,7:36,4,18,CLE 17,13,17,"Jamie Gillan punts 40 yards, returned by Steven Sims for 3 yards (tackle by Tavierre Thomas)",-2.320,-1.990
3,7:28,1,10,WAS 46,13,17,J.D. McKissic right guard for 7 yards (tackle by Kevin Johnson),1.990,2.400
3,7:07,2,3,CLE 47,13,17,Dwayne Haskins pass complete short left to Isaiah Wright for 6 yards (tackle by B.J. Goodson),2.400,2.850
3,6:45,1,10,CLE 41,13,17,Isaiah Wright left end for 6 yards (tackle by Sione Takitaki and Vincent Taylor),2.850,3.120
3,6:05,2,4,CLE 35,13,17,Antonio Gibson left guard for 6 yards (tackle by Sione Takitaki and Larry Ogunjobi),3.120,3.640
3,5:45,1,10,CLE 29,13,17,Antonio Gibson left tackle for 13 yards (tackle by Sione Takitaki),3.640,4.510
3,5:07,1,10,CLE 16,13,17,Antonio Gibson left guard for 3 yards (tackle by Myles Garrett),4.510,4.390
