Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss, Rams to receive the opening kickoff.",,
1,15:00,,,SFO 30,0,0,"Shane Andrus kicks off 59 yards, returned by Danny Amendola for 22 yards (tackle by Reggie Smith)",0.000,1.140
1,14:56,1,10,STL 33,0,0,Steven Jackson left tackle for 2 yards (tackle by Justin Smith),1.140,0.860
1,14:31,2,8,STL 35,0,0,"Penalty on Steven Jackson: False Start, 5 yards (no play)",0.860,0.190
1,14:10,2,13,STL 30,0,0,Keith Null pass complete short right to Brandon Gibson for 7 yards (tackle by Michael Lewis),0.190,0.430
1,13:37,3,6,STL 37,0,0,"Penalty on Ahmad Brooks: Defensive Offside, 5 yards (no play)",0.430,1.090
1,13:12,3,1,STL 42,0,0,Steven Jackson right tackle for no gain (tackle by Patrick Willis),1.090,-0.590
1,12:45,4,1,STL 42,0,0,Steven Jackson right tackle for 2 yards (tackle by Michael Lewis),-0.590,1.860
1,12:03,1,10,STL 44,0,0,Keith Null pass incomplete deep left intended for Danny Amendola,1.860,1.320
1,11:56,2,10,STL 44,0,0,Keith Null pass incomplete short right intended for Donnie Avery,1.320,0.630
1,11:49,3,10,STL 44,0,0,Keith Null pass incomplete deep right intended for Brandon Gibson,0.630,-0.460
1,11:44,4,10,STL 44,0,0,Donnie Jones punts 35 yards,-0.460,-0.340
1,11:35,1,10,SFO 21,0,0,Frank Gore right guard for 2 yards (tackle by James Hall),0.340,0.070
1,10:59,2,8,SFO 23,0,0,Alex Smith pass complete short right to Josh Morgan for 10 yards (tackle by Justin King),0.070,1.140
1,10:24,1,10,SFO 33,0,0,Alex Smith pass complete short right to Delanie Walker for 1 yard (tackle by James Butler),1.140,0.730
1,9:47,2,9,SFO 34,0,0,Frank Gore right tackle for 5 yards (tackle by Paris Lenon),0.730,0.700
1,8:43,3,4,SFO 39,0,0,Alex Smith left guard for 4 yards (tackle by Justin King),0.700,1.800
1,8:32,1,10,SFO 43,0,0,Frank Gore middle for 11 yards (tackle by Craig Dahl),1.800,2.520
1,7:48,1,10,STL 46,0,0,Frank Gore right guard for 1 yard (tackle by James Hall),2.520,2.110
1,7:03,2,9,STL 45,0,0,Alex Smith pass incomplete short right intended for Michael Crabtree (defended by Ronald Bartell),2.110,1.420
1,6:58,3,9,STL 45,0,0,Alex Smith pass complete short right to Vernon Davis for 4 yards (tackle by Ronald Bartell),1.420,0.530
1,6:38,4,5,STL 41,0,0,Andy Lee punts 40 yards,0.530,0.380
1,6:32,1,10,STL 1,0,0,Steven Jackson middle for 1 yard (tackle by Justin Smith),-0.380,-0.710
1,5:57,2,9,STL 2,0,0,Keith Null middle for 3 yards (tackle by Isaac Sopoaga),-0.710,-0.950
1,5:12,3,6,STL 5,0,0,Keith Null middle for 2 yards (tackle by Parys Haralson),-0.950,-2.490
1,4:38,4,4,STL 7,0,0,"Donnie Jones punts 62 yards, returned by Arnaz Battle for 10 yards (tackle by Larry Grant). Arnaz Battle fumbles, recovered by Arnaz Battle at SFO-41",-2.490,-1.660
1,4:21,1,10,SFO 41,0,0,Alex Smith sacked by James Laurinaitis for -8 yards,1.660,0.040
1,3:46,2,18,SFO 33,0,0,Frank Gore right guard for 3 yards (tackle by Chris Long),0.040,-0.230
1,3:02,3,15,SFO 36,0,0,Alex Smith pass complete to Vernon Davis for -4 yards (tackle by Leger Douzable),-0.230,-1.240
1,2:29,4,19,SFO 32,0,0,"Andy Lee punts 41 yards, returned by Danny Amendola for 5 yards (tackle by Michael Robinson)",-1.240,-1.070
1,2:19,1,10,STL 32,0,0,Steven Jackson middle for 5 yards (tackle by Michael Lewis),1.070,1.200
1,1:49,2,5,STL 37,0,0,Keith Null sacked by Manny Lawson for -1 yards,1.200,0.370
1,1:19,3,6,STL 36,0,0,Keith Null sacked by Justin Smith and Parys Haralson for -6 yards,0.370,-1.370
1,0:58,4,12,STL 30,0,0,"Donnie Jones punts 50 yards. Penalty on Ahmad Brooks: Offensive Holding, 10 yards",-1.370,0.380
1,0:50,1,10,SFO 10,0,0,Frank Gore right tackle for 2 yards (tackle by James Laurinaitis),-0.380,-0.630
1,0:16,2,8,SFO 12,0,0,Frank Gore left tackle for -2 yards (tackle by James Hall),-0.630,-1.420
Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,SFO 10,0,0,Alex Smith pass incomplete short left intended for Frank Gore (defended by Chris Long),-1.420,-2.490
2,14:56,4,10,SFO 10,0,0,"Andy Lee punts 38 yards, fair catch by Danny Amendola",-2.490,-2.390
2,14:49,1,10,SFO 48,0,0,Keith Null sacked by Demetric Evans for -7 yards,2.390,0.900
2,14:14,2,17,STL 45,0,0,Keith Null pass complete short left to Donnie Avery for 3 yards (tackle by Demetric Evans),0.900,0.630
2,13:33,3,14,STL 48,0,0,Keith Null pass incomplete short left intended for Donnie Avery,0.630,-0.190
2,13:29,4,14,STL 48,0,0,"Donnie Jones punts 52 yards, touchback",-0.190,-0.280
2,13:21,1,10,SFO 20,0,0,Alex Smith pass complete short left to Michael Crabtree for 12 yards (tackle by Justin King),0.280,1.070
2,12:43,1,10,SFO 32,0,0,Alex Smith sacked by Craig Dahl for -7 yards,1.070,-0.420
2,12:10,2,17,SFO 25,0,0,Frank Gore right end for no gain (tackle by Chris Long),-0.420,-1.090
2,11:24,3,17,SFO 25,0,0,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",-1.090,-1.750
2,10:56,3,22,SFO 20,0,0,Glen Coffee middle for 9 yards (tackle by James Laurinaitis),-1.750,-1.440
2,10:24,4,13,SFO 29,0,0,"Andy Lee punts 56 yards, returned by Danny Amendola for 3 yards (tackle by Scott McKillop)",-1.440,-0.040
2,10:14,1,10,STL 18,0,0,Steven Jackson right end for no gain (tackle by Parys Haralson),0.040,-0.490
2,9:43,2,10,STL 18,0,0,Keith Null right guard for 1 yard (tackle by Isaac Sopoaga),-0.490,-1.040
2,9:20,3,9,STL 19,0,0,"Penalty on Randy McMichael: False Start, 5 yards (no play)",-1.040,-1.820
2,8:59,3,14,STL 14,0,0,Chris Ogbonnaya right guard for 6 yards (tackle by Justin Smith),-1.820,-2.030
2,8:20,4,8,STL 20,0,0,"Donnie Jones punts 55 yards, returned by Arnaz Battle for 2 yards (tackle by Jordan Kent). Penalty on Michael Robinson: Offensive Holding (Offsetting), Penalty on Cord Parks: Player Out of Bounds on (Offsetting) (no play)",-2.030,-2.030
2,8:04,4,8,STL 20,0,0,"Donnie Jones punts 55 yards, fair catch by Arnaz Battle. Penalty on K.C. Asiodu: Offensive Holding, 10 yards (no play)",-2.030,-2.490
2,7:59,4,18,STL 10,0,0,"Donnie Jones punts 38 yards, returned by Arnaz Battle for no gain. Penalty on Danny Gorrer: Player Out of Bounds on , 5 yards",-2.490,-2.720
2,7:46,1,10,STL 43,0,0,Frank Gore left tackle for 6 yards (tackle by Chris Long),2.720,2.990
2,7:12,2,4,STL 37,0,0,Frank Gore middle for 2 yards (tackle by Clifton Ryan),2.990,2.540
2,6:50,3,2,STL 35,0,0,Alex Smith pass incomplete deep right intended for Vernon Davis (defended by Justin King),2.540,0.990
2,6:18,4,2,STL 35,0,0,Alex Smith pass incomplete deep right intended for Michael Crabtree (defended by Craig Dahl),0.990,-1.270
2,5:57,1,10,STL 35,0,0,Steven Jackson right tackle for 5 yards (tackle by Parys Haralson),1.270,1.400
2,5:45,2,5,STL 40,0,0,Keith Null pass incomplete short left intended for Billy Bajema,1.400,0.700
