#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,STL 33,7,3:25,11,Punt
2,1,6:32,STL 1,3,2:11,6,Punt
3,1,2:19,STL 32,3,1:29,-2,Punt
4,2,14:49,SFO 48,3,1:28,-4,Punt
5,2,10:14,STL 18,3,2:28,-8,Punt
6,2,5:57,STL 35,7,1:57,29,Field Goal
7,2,2:18,STL 33,11,2:18,40,Missed FG
8,3,13:22,STL 37,3,1:21,-3,Punt
9,3,7:58,STL 22,3,1:10,1,Punt
10,3,5:17,STL 26,3,2:07,7,Punt
11,4,15:00,STL 20,3,1:51,8,Punt
12,4,11:17,SFO 19,4,2:06,8,Field Goal
13,4,7:29,STL 23,3,1:10,-7,Punt
14,4,4:05,STL 23,6,1:23,4,Downs
15,4,2:16,STL 26,3,0:28,-1,Punt
