Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Buddy Howell,HOU,11,42,0,2,29,2.6,13,1.2,0,
Duke Johnson,HOU,8,26,0,2,10,1.3,16,2.0,2,4.0
Deshaun Watson,HOU,7,38,0,3,37,5.3,1,0.1,0,
C.J. Prosise,HOU,1,2,0,,2,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Montgomery,CHI,11,113,1,4,29,2.6,84,7.6,4,2.8
Cordarrelle Patterson,CHI,6,26,0,1,6,1.0,20,3.3,2,3.0
Mitchell Trubisky,CHI,4,23,0,0,14,3.5,9,2.3,1,4.0
Darnell Mooney,CHI,1,5,0,0,5,5.0,0,0.0,0,
Javon Wims,CHI,1,2,0,,1,1.0,1,1.0,0,
