Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
1,0:14,3,7,NYJ 49,3,7,Mark Sanchez pass complete short left to Lex Hilliard for 7 yards (tackle by Bryan Scott and Marcell Dareus),1.160,2.650
Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BUF 44,3,7,"Mark Sanchez pass incomplete short right intended for Jeremy Kerley. Penalty on Stephon Gilmore: Defensive Pass Interference, 4 yards (no play)",2.650,2.920
2,14:55,1,10,BUF 40,3,7,Shonn Greene up the middle for 6 yards (tackle by Kyle Moore and Nigel Bradham),2.920,3.180
2,14:19,2,4,BUF 34,3,7,Shonn Greene left guard for 3 yards (tackle by Nick Barnett and Kyle Moore),3.180,2.870
2,13:44,3,1,BUF 31,3,7,Shonn Greene left guard for 4 yards (tackle by Aaron Williams),2.870,3.780
2,13:09,1,10,BUF 27,3,7,Bilal Powell left tackle for 18 yards (tackle by Jairus Byrd and Nigel Bradham),3.780,5.140
2,12:23,1,9,BUF 9,3,7,Joe McKnight right tackle for 2 yards (tackle by Shawne Merriman),5.140,4.760
2,11:46,2,7,BUF 7,3,7,Shonn Greene up the middle for 2 yards (tackle by Kelvin Sheppard and Nigel Bradham),4.760,4.260
2,11:02,3,5,BUF 5,3,7,Mark Sanchez pass incomplete short left intended for Jeremy Kerley. Penalty on NYJ: Illegal Shift (Declined),4.260,3.010
2,10:58,4,5,BUF 5,6,7,Nick Folk 23 yard field goal good,3.010,3.000
2,10:54,,,NYJ 35,6,7,"Nick Folk kicks off 68 yards, returned by Brad Smith for 23 yards (tackle by Nick Bellore)",0.000,0.280
2,10:49,1,10,BUF 20,6,7,C.J. Spiller left guard for 4 yards (tackle by Bart Scott and LaRon Landry),0.280,0.270
2,10:09,2,6,BUF 24,6,7,C.J. Spiller left tackle for 3 yards (tackle by Muhammad Wilkerson and Bart Scott),0.270,-0.030
2,9:21,3,3,BUF 27,6,7,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson (defended by Calvin Pace),-0.030,-1.570
2,9:18,4,3,BUF 27,6,7,"Shawn Powell punts 51 yards, out of bounds",-1.570,-0.410
2,9:10,1,10,NYJ 22,6,7,Shonn Greene right guard for 13 yards (tackle by Kelvin Sheppard),0.410,1.270
2,8:29,1,10,NYJ 35,6,7,Shonn Greene up the middle for 4 yards (tackle by George Wilson and Kelvin Sheppard),1.270,1.260
2,7:55,2,6,NYJ 39,6,7,Mark Sanchez pass complete short right to Shonn Greene for no gain,1.260,0.560
2,7:12,3,6,NYJ 39,6,7,"Mark Sanchez pass complete short middle to Bilal Powell for 33 yards (tackle by George Wilson). Penalty on Austin Howard: Offensive Holding, 10 yards (no play)",0.560,-0.760
2,6:38,3,16,NYJ 29,6,7,Mark Sanchez pass complete short left to Jeremy Kerley for 40 yards (tackle by Ron Brooks),-0.760,3.510
2,6:13,1,10,BUF 31,6,7,Shonn Greene up the middle for 6 yards (tackle by Kelvin Sheppard and Nick Barnett),3.510,3.780
2,5:42,2,4,BUF 25,6,7,Shonn Greene up the middle for 7 yards (tackle by Kelvin Sheppard and George Wilson),3.780,4.370
2,5:08,1,10,BUF 18,6,7,Bilal Powell right tackle for 2 yards (tackle by Shawne Merriman and Kelvin Sheppard),4.370,4.090
2,4:32,2,8,BUF 16,6,7,Mark Sanchez pass incomplete short middle intended for Bilal Powell,4.090,3.300
2,4:26,3,8,BUF 16,6,7,Mark Sanchez pass complete short middle to Braylon Edwards for 6 yards (tackle by Nick Barnett),3.300,2.890
2,3:53,4,2,BUF 10,9,7,Nick Folk 28 yard field goal good,2.890,3.000
2,3:49,,,NYJ 35,9,7,"Nick Folk kicks off 58 yards, returned by Justin Rogers for 27 yards (tackle by Antonio Allen)",0.000,1.200
2,3:42,1,10,BUF 34,9,7,Ryan Fitzpatrick pass incomplete short right intended for Brad Smith,1.200,0.660
2,3:38,2,10,BUF 34,9,7,Ryan Fitzpatrick pass incomplete deep left intended for Brad Smith,0.660,-0.030
2,3:32,3,10,BUF 34,9,13,"Ryan Fitzpatrick pass complete short middle to C.J. Spiller for 66 yards, touchdown",-0.030,7.000
2,3:32,,,NYJ 2,9,14,Rian Lindell kicks extra point good,0.000,0.000
2,3:21,,,BUF 35,9,14,"Rian Lindell kicks off 54 yards, muffed catch by Joe McKnight, recovered by Lex Hilliard and returned for no gain. Joe McKnight fumbles (forced by Marcus Easley), recovered by Lex Hilliard at NYJ-21",0.000,0.340
2,3:12,1,10,NYJ 21,9,14,Shonn Greene left tackle for -2 yards (tackle by Shawne Merriman and Kyle Williams),0.340,-0.530
2,2:30,2,12,NYJ 19,9,14,Mark Sanchez pass complete short middle to Jeff Cumberland for 6 yards (tackle by Kelvin Sheppard),-0.530,-0.360
2,2:00,3,6,NYJ 25,9,14,Mark Sanchez pass complete deep right to Braylon Edwards for 19 yards (tackle by Aaron Williams),-0.360,1.860
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:21,1,10,NYJ 44,9,14,"Mark Sanchez for no gain. Mark Sanchez fumbles, recovered by Bilal Powell at NYJ-41",1.860,0.000
2,1:15,,,,9,14,Timeout #1 by Buffalo Bills,0.000,0.910
2,1:15,2,13,NYJ 41,9,14,Mark Sanchez pass incomplete short left intended for Clyde Gates (defended by Aaron Williams),0.910,0.000
2,1:08,,,,9,14,Timeout #1 by New York Jets,0.000,0.230
2,1:08,3,13,NYJ 41,9,14,Mark Sanchez pass incomplete short middle intended for Bilal Powell,0.230,-0.650
2,1:04,4,13,NYJ 41,9,14,"Robert Malone punts 32 yards, fair catch by Justin Rogers",-0.650,-0.740
2,0:56,1,10,BUF 27,9,14,Ryan Fitzpatrick pass complete short middle to Steve Johnson for 29 yards (tackle by Eric Smith),0.740,2.650
2,0:49,1,10,NYJ 44,9,14,Ryan Fitzpatrick pass incomplete short left intended for Brad Smith,2.650,2.110
2,0:44,2,10,NYJ 44,9,14,Ryan Fitzpatrick pass incomplete short middle intended for C.J. Spiller,2.110,1.420
2,0:39,3,10,NYJ 44,9,14,Ryan Fitzpatrick pass incomplete short right intended for C.J. Spiller,1.420,0.330
2,0:35,4,10,NYJ 44,9,14,Shawn Powell punts 32 yards,0.330,0.350
2,0:25,1,10,NYJ 12,9,14,Mark Sanchez kneels for -1 yards,-0.350,-0.850
Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,9,14,"Nick Folk kicks off 68 yards, returned by Brad Smith for 30 yards (tackle by Eric Smith)",0.000,0.740
3,14:54,1,10,BUF 27,9,14,"C.J. Spiller up the middle for -2 yards (tackle by Mike DeVito). C.J. Spiller fumbles (forced by Mike DeVito), recovered by Yeremiah Bell at BUF-25 and returned for 10 yards (tackle by Lee Smith)",0.740,-4.580
3,14:45,1,10,BUF 15,9,14,Shonn Greene left tackle for -2 yards (tackle by Jairus Byrd),4.580,3.680
3,14:08,2,12,BUF 17,9,14,Mark Sanchez pass incomplete short right intended for Konrad Reuland,3.680,2.980
3,14:01,3,12,BUF 17,9,14,Bilal Powell up the middle for 6 yards (tackle by Nick Barnett and Bryan Scott),2.980,2.720
3,13:22,4,6,BUF 11,9,14,"Nick Folk 30 yard field goal no good, blocked by Marcell Dareus",2.720,-0.280
3,13:18,1,10,BUF 20,9,14,Ryan Fitzpatrick pass incomplete short left intended for C.J. Spiller,0.280,-0.270
3,13:13,2,10,BUF 20,9,14,Ryan Fitzpatrick pass complete short right to Ruvell Martin for 11 yards (tackle by Antonio Allen),-0.270,1.000
3,12:44,1,10,BUF 31,9,14,C.J. Spiller right guard for 4 yards (tackle by Eric Smith and Muhammad Wilkerson),1.000,1.000
3,12:04,2,6,BUF 35,9,14,C.J. Spiller right guard for 1 yard (tackle by Muhammad Wilkerson),1.000,0.430
3,11:17,3,5,BUF 36,9,14,Ryan Fitzpatrick pass incomplete short right intended for C.J. Spiller,0.430,-0.980
3,11:14,4,5,BUF 36,9,14,"Shawn Powell punts 38 yards, fair catch by Jeremy Kerley. Penalty on BUF: Player Out of Bounds on Punt, 5 yards",-0.980,-1.000
3,11:06,1,10,NYJ 31,9,14,Mark Sanchez pass complete deep left to Jeremy Kerley for 40 yards (tackle by Stephon Gilmore),1.000,3.640
,,,,,,,"BUF challenged the pass completion ruling, and the play was upheld.",,
3,10:59,1,10,BUF 29,9,14,Shonn Greene right tackle for -3 yards (tackle by Kyle Williams and Nigel Bradham),3.640,2.700
3,10:26,2,13,BUF 32,9,14,"Mark Sanchez pass complete short left to Braylon Edwards for 5 yards (tackle by Aaron Williams and Nigel Bradham). Penalty on Braylon Edwards: Unsportsmanlike Conduct, 15 yards",2.700,0.700
3,9:49,3,23,BUF 42,9,14,Mark Sanchez pass incomplete deep left intended for Jordan White,0.700,0.460
3,9:44,4,23,BUF 42,9,14,"Robert Malone punts 31 yards, fair catch by Jairus Byrd",0.460,0.370
3,9:36,1,10,BUF 11,9,14,C.J. Spiller up the middle for no gain (tackle by Kenrick Ellis),-0.370,-0.780
3,8:56,2,10,BUF 11,9,14,C.J. Spiller right guard for no gain (tackle by Muhammad Wilkerson),-0.780,-1.420
3,8:19,3,10,BUF 11,9,14,Ryan Fitzpatrick pass complete short middle to Brad Smith for 17 yards (tackle by Kyle Wilson),-1.420,0.810
3,7:35,1,10,BUF 28,9,14,C.J. Spiller left guard for 8 yards (tackle by Demario Davis),0.810,1.340
3,7:00,2,2,BUF 36,9,14,C.J. Spiller left tackle for 3 yards (tackle by Bart Scott and David Harris),1.340,1.530
3,6:16,1,10,BUF 39,9,14,Ryan Fitzpatrick pass incomplete deep middle intended for T.J. Graham (defended by Kyle Wilson),1.530,0.990
3,6:08,2,10,BUF 39,9,14,C.J. Spiller up the middle for 4 yards (tackle by Quinton Coples),0.990,0.830
3,5:27,3,6,BUF 43,9,14,Ryan Fitzpatrick pass complete short middle to Steve Johnson for 18 yards (tackle by Antonio Cromartie and Antonio Allen),0.830,2.980
3,4:42,1,10,NYJ 39,9,14,C.J. Spiller up the middle for 3 yards (tackle by Garrett McIntyre),2.980,2.850
3,4:04,2,7,NYJ 36,9,14,C.J. Spiller left tackle for 4 yards (tackle by LaRon Landry),2.850,2.680
3,3:25,3,3,NYJ 32,9,14,Ryan Fitzpatrick pass incomplete short right intended for Brad Smith,2.680,1.290
3,3:19,4,3,NYJ 32,9,14,Rian Lindell 50 yard field goal no good,1.290,-1.600
3,3:14,1,10,NYJ 40,9,14,"Mark Sanchez sacked by Spencer Johnson for -7 yards. Mark Sanchez fumbles (forced by Spencer Johnson), recovered by Nigel Bradham at NYJ-34 (tackle by Jason Smith)",1.600,-3.310
3,3:05,1,10,NYJ 34,9,14,C.J. Spiller up the middle for 2 yards (tackle by Quinton Coples and Sione Pouha),3.310,3.040
3,2:26,2,8,NYJ 32,9,14,C.J. Spiller left guard for no gain (tackle by Mike DeVito),3.040,2.350
3,1:43,3,8,NYJ 32,9,14,Ryan Fitzpatrick pass complete short right to Steve Johnson for 4 yards (tackle by Antonio Cromartie),2.350,1.650
3,0:57,4,4,NYJ 28,9,14,Rian Lindell 46 yard field goal no good,1.650,-1.330
3,0:52,1,10,NYJ 36,9,14,Bilal Powell up the middle for -1 yards (tackle by Mario Williams and Kyle Williams),1.330,0.660
3,0:13,2,11,NYJ 35,9,14,Mark Sanchez pass complete short left to Bilal Powell for 4 yards (tackle by Nick Barnett),0.660,0.500
Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,NYJ 39,9,14,Mark Sanchez pass incomplete deep right intended for Braylon Edwards. Penalty on Matt Slauson: Offensive Holding (Declined),0.500,-0.780
4,14:54,4,7,NYJ 39,9,14,"Robert Malone punts 61 yards, touchback",-0.780,-0.280
4,14:46,1,10,BUF 20,9,14,"Ryan Fitzpatrick pass complete deep right to Steve Johnson for 37 yards (tackle by Darrin Walls). Penalty on Muhammad Wilkerson: Roughing the Passer, 15 yards",0.280,3.710
4,14:10,1,10,NYJ 28,9,14,Ryan Fitzpatrick pass complete short left to Brad Smith for 9 yards (tackle by David Harris),3.710,4.420
4,13:30,2,1,NYJ 19,9,14,C.J. Spiller up the middle for no gain (tackle by Garrett McIntyre and Kenrick Ellis),4.420,3.720
4,12:45,3,1,NYJ 19,9,14,Ryan Fitzpatrick pass complete short left to C.J. Spiller for 6 yards (tackle by Darrin Walls),3.720,4.710
4,12:15,1,10,NYJ 13,9,14,Ryan Fitzpatrick pass complete short right to T.J. Graham for 5 yards (tackle by Kyle Wilson),4.710,4.960
4,11:30,2,5,NYJ 8,9,14,C.J. Spiller right tackle for 4 yards (tackle by Demario Davis),4.960,5.010
4,10:55,3,1,NYJ 4,9,20,"Brad Smith up the middle for 4 yards, touchdown",5.010,7.000
4,10:55,,,NYJ 2,9,21,Rian Lindell kicks extra point good,0.000,0.000
4,10:52,,,BUF 35,9,21,"Rian Lindell kicks off 61 yards, returned by Joe McKnight for 17 yards (tackle by Marcus Easley)",0.000,0.340
4,10:47,1,10,NYJ 21,9,21,Mark Sanchez pass incomplete deep left intended for Lex Hilliard,0.340,-0.200
4,10:39,2,10,NYJ 21,9,21,Mark Sanchez pass complete short left to Jeff Cumberland for 12 yards (tackle by Bryan Scott),-0.200,1.140
4,10:03,1,10,NYJ 33,9,21,Mark Sanchez pass incomplete short left intended for Braylon Edwards,1.140,0.590
4,9:58,2,10,NYJ 33,9,21,Bilal Powell up the middle for 7 yards (tackle by Shawne Merriman),0.590,0.830
4,9:36,3,3,NYJ 40,9,21,Mark Sanchez pass complete short middle to Braylon Edwards for 12 yards (tackle by Aaron Williams),0.830,2.390
4,9:13,1,10,BUF 48,9,21,Mark Sanchez pass incomplete short middle intended for Jeff Cumberland,2.390,1.850
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,9:09,2,10,BUF 48,9,21,Mark Sanchez pass incomplete deep right intended for Braylon Edwards (defended by Aaron Williams),1.850,1.160
4,9:03,3,10,BUF 48,9,21,Mark Sanchez pass incomplete deep left intended for Jordan White. Penalty on D'Brickashaw Ferguson: Offensive Holding (Declined),1.160,0.070
4,8:58,4,10,BUF 48,9,21,"Robert Malone punts 48 yards, touchback",0.070,-0.280
4,8:49,1,10,BUF 20,9,21,C.J. Spiller left guard for 12 yards (tackle by Yeremiah Bell),0.280,1.070
4,8:04,1,10,BUF 32,9,21,Ryan Fitzpatrick pass incomplete short middle intended for C.J. Spiller,1.070,0.530
4,7:58,2,10,BUF 32,9,21,C.J. Spiller left tackle for 1 yard (tackle by Yeremiah Bell),0.530,-0.030
4,7:27,3,9,BUF 33,9,21,Ryan Fitzpatrick pass incomplete deep right intended for T.J. Graham,-0.030,-1.180
4,7:21,4,9,BUF 33,9,21,"Shawn Powell punts 41 yards, fair catch by Jeremy Kerley",-1.180,-0.670
4,7:14,1,10,NYJ 26,9,21,Mark Sanchez pass incomplete short right intended for Bilal Powell,0.670,0.130
4,7:06,2,10,NYJ 26,9,21,Mark Sanchez pass complete short right to Jordan White for 13 yards (tackle by Kyle Moore),0.130,1.530
4,6:40,1,10,NYJ 39,9,21,Mark Sanchez pass incomplete deep left intended for Jeff Cumberland,1.530,0.990
4,6:34,2,10,NYJ 39,9,21,Mark Sanchez pass complete short right to Jeremy Kerley for 8 yards (tackle by Stephon Gilmore),0.990,1.360
4,6:15,3,2,NYJ 47,9,21,Bilal Powell up the middle for 1 yard (tackle by Mario Williams and George Wilson),1.360,-0.190
4,5:38,4,1,NYJ 48,9,21,Bilal Powell up the middle for -1 yards (tackle by Alex Carrington and Jairus Byrd),-0.190,-2.460
4,5:34,1,10,NYJ 47,9,21,C.J. Spiller right guard for -2 yards (tackle by Calvin Pace),2.460,0.000
4,5:27,,,,9,21,Timeout #1 by New York Jets,0.000,1.640
4,5:27,2,12,NYJ 49,9,21,C.J. Spiller left tackle for 1 yard (tackle by Garrett McIntyre and Eric Smith),1.640,1.090
4,4:44,3,11,NYJ 48,9,21,Ryan Fitzpatrick pass complete short left to Steve Johnson for 12 yards (tackle by Yeremiah Bell),1.090,3.180
4,3:56,1,10,NYJ 36,9,21,C.J. Spiller left tackle for 1 yard (tackle by Bart Scott and David Harris),3.180,0.000
4,3:51,,,,9,21,Timeout #2 by New York Jets,0.000,2.770
4,3:51,2,9,NYJ 35,9,21,Tashard Choice up the middle for no gain (tackle by David Harris),2.770,0.000
4,3:46,,,,9,21,Timeout #3 by New York Jets,0.000,2.080
4,3:46,3,9,NYJ 35,9,21,Brad Smith left guard for 16 yards (tackle by Josh Bush),2.080,4.310
4,2:59,1,10,NYJ 19,9,21,Tashard Choice right guard for 1 yard (tackle by David Harris and Mike DeVito),4.310,3.880
4,2:15,2,9,NYJ 18,9,21,C.J. Spiller left guard for no gain (tackle by Bart Scott and Calvin Pace),3.880,3.140
4,2:00,3,9,NYJ 18,9,21,Tashard Choice up the middle for 5 yards (tackle by Kenrick Ellis),3.140,0.000
4,1:14,,,,9,21,Timeout #2 by Buffalo Bills,0.000,2.640
4,1:14,4,4,NYJ 13,9,27,"Tashard Choice right guard for 13 yards, touchdown",2.640,7.000
4,1:14,,,NYJ 2,9,28,Rian Lindell kicks extra point good,0.000,0.000
4,1:10,,,BUF 35,9,28,"Rian Lindell kicks off 40 yards, returned by Nick Bellore for 5 yards (tackle by Crezdon Butler). Nick Bellore fumbles (forced by Crezdon Butler), recovered by Nick Bellore at NYJ-33",0.000,1.140
4,1:04,1,10,NYJ 33,9,28,Bilal Powell up the middle for 7 yards (tackle by Bryan Scott),1.140,1.540
4,0:43,2,3,NYJ 40,9,28,Mark Sanchez pass complete short right to Bilal Powell for 8 yards (tackle by Nick Barnett),1.540,2.130
4,0:20,1,10,NYJ 48,9,28,Mark Sanchez pass incomplete short middle intended for Bilal Powell (defended by Marcell Dareus),2.130,1.580
4,0:14,2,10,NYJ 48,9,28,Mark Sanchez pass complete deep middle to Jeff Cumberland for 18 yards (tackle by Mana Silva),1.580,3.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
