Quarter,Time,Down,ToGo,Location,SDG,CLE,Detail,EPB,EPA
1,6:33,3,5,SDG 24,7,0,Robert Griffin pass complete short middle to Gary Barnidge for 6 yards (tackle by Trovon Reed),3.070,4.370
1,5:54,1,10,SDG 18,7,0,Duke Johnson right tackle for 2 yards (tackle by Ryan Carrethers),4.370,4.090
1,5:19,2,8,SDG 16,7,0,"Robert Griffin pass incomplete short middle intended for Andrew Hawkins. Penalty on Denzel Perryman: Roughing the Passer, 8 yards (no play)",4.090,5.370
1,5:16,1,8,SDG 8,7,6,"Isaiah Crowell right end for 8 yards, touchdown",5.370,7.000
1,5:12,,,SDG 15,7,7,Cody Parkey kicks extra point good,0.000,0.000
1,5:12,,,CLE 35,7,7,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
1,5:12,1,10,SDG 25,7,7,Philip Rivers pass complete short left to Travis Benjamin for 15 yards (tackle by Briean Boddy-Calhoun),0.610,1.600
1,4:29,1,10,SDG 40,7,7,Kenneth Farrow right guard for 1 yard (tackle by Christian Kirksey),1.600,1.190
1,3:48,2,9,SDG 41,7,7,"Philip Rivers pass complete short right to Tyrell Williams for 27 yards (tackle by Jamar Taylor). Penalty on Jamar Taylor: Unnecessary Roughness, 15 yards",1.190,4.440
1,3:20,1,10,CLE 17,7,7,"Philip Rivers pass incomplete. Penalty on Philip Rivers: Intentional Grounding, 11 yards",4.440,2.410
1,3:15,2,21,CLE 28,7,7,Philip Rivers pass complete short right to Kenneth Farrow for 7 yards (tackle by Ed Reynolds),2.410,2.680
1,2:32,3,14,CLE 21,7,7,Philip Rivers pass complete short right to Kenneth Farrow for -4 yards (tackle by Christian Kirksey),2.680,1.800
1,1:54,4,18,CLE 25,10,7,Josh Lambo 43 yard field goal good,1.800,3.000
1,1:49,,,SDG 35,10,7,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
1,1:49,1,10,CLE 25,10,7,Isaiah Crowell right guard for 2 yards (tackle by Jatavis Brown and Joey Bosa),0.610,0.330
1,1:13,2,8,CLE 27,10,7,Isaiah Crowell right tackle for 14 yards (tackle by Dwight Lowery),0.330,1.660
1,0:34,1,10,CLE 41,10,7,Robert Griffin pass incomplete deep left intended for Corey Coleman,1.660,1.120
1,0:28,2,10,CLE 41,10,7,Robert Griffin pass complete short middle to Duke Johnson for 4 yards (tackle by Denzel Perryman),1.120,0.960
Quarter,Time,Down,ToGo,Location,SDG,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,CLE 45,10,7,Robert Griffin left end for 7 yards (tackle by Kyle Emanuel),0.960,2.390
2,14:32,1,10,SDG 48,10,7,Robert Griffin pass complete short right to Isaiah Crowell for 5 yards (tackle by Jatavis Brown),2.390,2.520
2,14:05,2,5,SDG 43,10,7,Isaiah Crowell right tackle for 1 yard (tackle by Jahleel Addae),2.520,1.950
2,13:32,3,4,SDG 42,10,7,Robert Griffin pass complete short right to Duke Johnson for 17 yards (tackle by Trovon Reed),1.950,3.910
2,13:08,1,10,SDG 25,10,7,Robert Griffin pass complete deep left to Seth Devalve for 21 yards (tackle by Darrell Stuckey),3.910,6.280
2,12:42,1,4,SDG 4,10,13,"Isaiah Crowell right guard for 4 yards, touchdown",6.280,7.000
2,12:39,,,SDG 15,10,14,Cody Parkey kicks extra point good,0.000,0.000
2,12:39,,,CLE 35,10,14,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
2,12:39,1,10,SDG 25,10,14,Ronnie Hillman right tackle for 1 yard (tackle by Ed Reynolds and Joe Haden),0.610,0.200
2,12:01,2,9,SDG 26,10,14,Philip Rivers pass incomplete deep left intended for Tyrell Williams,0.200,-0.490
2,11:55,3,9,SDG 26,10,14,Philip Rivers pass complete short right to Antonio Gates for 11 yards (tackle by Emmanuel Ogbah),-0.490,1.400
2,11:10,1,10,SDG 37,10,14,Philip Rivers pass incomplete short left intended for Antonio Gates,1.400,0.860
2,11:06,2,10,SDG 37,10,14,Philip Rivers pass complete short middle to Antonio Gates for 8 yards (tackle by Christian Kirksey),0.860,1.220
2,10:20,3,2,SDG 45,10,14,Philip Rivers pass complete short left to Travis Benjamin for 10 yards (tackle by Briean Boddy-Calhoun),1.220,2.590
2,9:46,1,10,CLE 45,10,14,Philip Rivers pass incomplete deep left intended for Antonio Gates is intercepted by Jamar Taylor at CLE-13 and returned for 17 yards,2.590,-0.940
2,9:35,1,10,CLE 30,10,14,Robert Griffin pass complete short middle to Terrelle Pryor for 18 yards (tackle by Adrian Phillips),0.940,2.130
2,8:59,1,10,CLE 48,10,14,Duke Johnson left end for -3 yards (tackle by Jahleel Addae),2.130,1.180
2,8:26,2,13,CLE 45,10,14,Robert Griffin pass complete short left to Gary Barnidge for 5 yards (tackle by Dwight Lowery),1.180,1.160
2,7:45,3,8,,10,14,Robert Griffin middle for 8 yards (tackle by Jatavis Brown),1.160,2.790
2,7:01,1,10,SDG 42,10,14,Robert Griffin pass incomplete short middle intended for Isaiah Crowell,2.790,2.240
2,6:57,2,10,SDG 42,10,14,Robert Griffin left guard for 12 yards (tackle by Dwight Lowery),2.240,3.580
2,6:18,1,10,SDG 30,10,14,Robert Griffin pass incomplete deep left intended for Corey Coleman,3.580,3.030
2,6:11,2,10,SDG 30,10,14,Isaiah Crowell right guard for 3 yards (tackle by Dwight Lowery),3.030,2.740
2,5:33,3,7,SDG 27,10,14,Robert Griffin sacked by Jatavis Brown and Kyle Emanuel for -4 yards,2.740,0.000
2,4:51,,,,10,14,Timeout #1 by Cleveland Browns,0.000,-1.320
2,4:49,4,11,SDG 31,10,17,Cody Parkey 49 yard field goal good. Penalty on SDG: Illegal Formation (Declined),1.320,3.000
2,4:46,,,CLE 35,10,17,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
2,4:46,1,10,SDG 25,10,17,"Kenneth Farrow left guard for 3 yards (tackle by Danny Shelton). Penalty on D.J. Fluker: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,4:29,1,20,SDG 15,10,17,Philip Rivers pass complete short right to Kenneth Farrow for 16 yards (tackle by Jamie Collins),-0.410,0.870
2,3:58,2,4,SDG 31,10,17,Kenneth Farrow right guard for 1 yard (tackle by Christian Kirksey),0.870,0.300
2,3:14,3,3,SDG 32,10,17,"Penalty on Spencer Pulley: False Start, 5 yards (no play)",0.300,-0.360
2,2:55,3,8,SDG 27,10,17,Philip Rivers pass incomplete deep left intended for Travis Benjamin,-0.360,-1.570
2,2:49,4,8,SDG 27,10,17,"Drew Kaser punts 49 yards, fair catch by Mario Alford",-1.570,-0.540
2,2:41,1,10,CLE 24,10,17,Duke Johnson right guard for no gain (tackle by Corey Liuget),0.540,0.000
2,2:13,2,10,CLE 24,10,17,Robert Griffin pass complete short right to Andrew Hawkins for 21 yards (tackle by Jatavis Brown),0.000,1.930
2,2:00,1,10,CLE 45,10,17,Robert Griffin pass complete short left to Corey Coleman for 6 yards (tackle by Jatavis Brown),1.930,2.190
2,1:51,2,4,SDG 49,10,17,"Robert Griffin pass incomplete short left intended for Terrelle Pryor. Penalty on Melvin Ingram: Illegal Use of Hands, 5 yards (no play)",2.190,2.650
2,1:48,1,10,SDG 44,10,17,Robert Griffin pass incomplete short left intended for Rashard Higgins,2.650,2.110
2,1:43,2,10,SDG 44,10,17,Robert Griffin pass incomplete deep right intended for Terrelle Pryor,2.110,1.420
2,1:36,3,10,SDG 44,10,17,Robert Griffin pass incomplete short left intended for Gary Barnidge,1.420,0.330
2,1:32,4,10,SDG 44,10,17,"Britton Colquitt punts 33 yards, fair catch by Isaiah Burse",0.330,0.370
2,1:25,1,10,SDG 11,10,17,Philip Rivers pass incomplete short right intended for Ronnie Hillman,-0.370,-0.780
2,1:21,2,10,SDG 11,10,17,Philip Rivers pass complete short right to Dontrelle Inman for 8 yards (tackle by Joe Haden),-0.780,-0.480
2,0:57,3,2,SDG 19,10,17,Ronnie Hillman right end for 1 yard (tackle by Cam Johnson and Emmanuel Ogbah),-0.480,0.000
2,0:53,,,,10,17,Timeout #2 by Cleveland Browns,0.000,2.030
2,0:53,4,1,SDG 20,10,17,"Drew Kaser punts 57 yards, returned by Mario Alford for 8 yards (tackle by Joshua Perry)",-2.030,-1.000
2,0:41,1,10,CLE 31,10,17,Robert Griffin sacked by Joey Bosa for -11 yards,1.000,-1.030
Quarter,Time,Down,ToGo,Location,SDG,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,10,17,"Josh Lambo kicks off 62 yards, returned by Mario Alford for 31 yards (tackle by Korey Toomer)",0.000,-1.200
3,14:55,1,10,CLE 34,10,17,Robert Griffin pass complete short middle to Terrelle Pryor for 11 yards (tackle by Jatavis Brown),1.200,1.930
3,14:13,1,10,CLE 45,10,17,Isaiah Crowell for 10 yards,1.930,2.590
3,13:40,1,10,SDG 45,10,17,Robert Griffin pass complete short right to Dan Vitale for 15 yards (tackle by Denzel Perryman),2.590,3.580
3,13:17,1,10,SDG 30,10,17,Duke Johnson left tackle for 22 yards (tackle by Tourek Williams),3.580,5.370
3,13:17,1,8,SDG 8,10,17,"Penalty on Cameron Erving: False Start, 5 yards (no play)",5.370,4.530
3,12:29,1,13,SDG 13,10,17,Robert Griffin pass incomplete short right intended for Andrew Hawkins,4.530,3.720
3,12:23,2,13,SDG 13,10,17,Isaiah Crowell right tackle for 6 yards (tackle by Denzel Perryman),3.720,3.810
3,11:44,3,7,SDG 7,10,17,Robert Griffin pass complete short right to Isaiah Crowell for -2 yards (tackle by Denzel Perryman),3.810,2.830
3,11:44,4,9,SDG 9,10,20,Cody Parkey 27 yard field goal good,2.830,3.000
3,10:58,,,CLE 35,10,20,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
3,10:56,1,10,SDG 25,10,20,Ronnie Hillman right tackle for 1 yard (tackle by Ed Reynolds and Carl Nassib),0.610,0.200
3,10:32,2,9,SDG 26,10,20,Ronnie Hillman left guard for -1 yards (tackle by Jamar Taylor and Jamie Collins),0.200,-0.620
3,9:45,3,10,SDG 25,10,20,Philip Rivers pass complete deep left to Tyrell Williams for 20 yards (tackle by Briean Boddy-Calhoun and Ed Reynolds),-0.620,1.930
3,8:55,1,10,SDG 45,10,20,Philip Rivers pass complete deep left to Tyrell Williams for 16 yards (tackle by Tramon Williams),1.930,2.980
3,8:19,1,10,CLE 39,10,20,Philip Rivers pass incomplete short left intended for Dontrelle Inman,2.980,2.440
3,8:12,2,10,CLE 39,10,20,Philip Rivers pass complete short right to Dontrelle Inman for 17 yards (tackle by Joe Haden),2.440,4.110
3,7:40,1,10,CLE 22,10,20,Ronnie Hillman right guard for 2 yards (tackle by Ed Reynolds),4.110,3.830
3,6:55,2,8,CLE 20,10,20,Philip Rivers pass incomplete deep right intended for Antonio Gates,3.830,3.140
3,6:49,3,8,CLE 20,10,20,"Philip Rivers pass incomplete deep left intended for Antonio Gates. Penalty on Jamar Taylor: Defensive Pass Interference, 19 yards (no play)",3.140,0.000
3,6:43,,,,10,20,Timeout #1 by Cleveland Browns,0.000,-6.970
3,6:43,1,1,CLE 1,10,20,Ronnie Hillman left guard for no gain (tackle by Demario Davis and Christian Kirksey),6.970,5.910
3,6:17,2,1,CLE 1,10,20,Philip Rivers pass incomplete short right intended for Geremy Davis,5.910,5.170
3,6:09,3,1,CLE 1,16,20,"Philip Rivers pass complete short left to Tyrell Williams for 1 yard, touchdown",5.170,7.000
3,6:04,,,CLE 15,17,20,Josh Lambo kicks extra point good,0.000,0.000
3,6:04,,,SDG 35,17,20,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,6:04,1,10,CLE 25,17,20,Duke Johnson right guard for 4 yards (tackle by Joey Bosa),0.610,0.600
3,5:30,2,6,CLE 29,17,20,Robert Griffin sacked by Joey Bosa for -4 yards,0.600,-0.620
3,4:47,3,10,CLE 25,17,20,Robert Griffin pass complete short left to Terrelle Pryor for 7 yards (tackle by Tourek Williams),-0.620,-1.240
3,4:09,4,3,CLE 32,17,20,"Britton Colquitt punts 51 yards, returned by Isaiah Burse for 8 yards (tackle by Joe Schobert)",-1.240,-0.610
3,3:56,1,10,SDG 25,17,20,Ronnie Hillman right guard for no gain (tackle by Joe Haden and Danny Shelton),0.610,0.060
3,3:16,2,10,SDG 25,17,20,Ronnie Hillman right guard for 3 yards (tackle by Christian Kirksey),0.060,-0.230
3,2:36,3,7,SDG 28,17,20,Philip Rivers pass complete short right to Derek Watt for 16 yards (tackle by Marcus Burley),-0.230,1.860
3,1:59,1,10,SDG 44,17,20,Philip Rivers pass incomplete short right intended for Tyrell Williams,1.860,1.320
3,1:53,2,10,SDG 44,17,20,Philip Rivers pass incomplete short left intended for Ronnie Hillman,1.320,0.630
3,1:50,3,10,SDG 44,17,20,Philip Rivers pass incomplete deep left intended for Antonio Gates,0.630,-0.460
3,1:45,4,10,SDG 44,17,20,Drew Kaser punts 35 yards,-0.460,-0.340
3,1:34,1,10,CLE 21,17,20,Isaiah Crowell right guard for 3 yards (tackle by Ryan Carrethers),0.340,0.210
3,0:57,2,7,CLE 24,17,20,Robert Griffin sacked by Denzel Perryman for -5 yards,0.210,-1.220
3,0:18,3,12,CLE 19,17,20,Robert Griffin pass complete short right to Gary Barnidge for 12 yards (tackle by Adrian Phillips),-1.220,1.000
Quarter,Time,Down,ToGo,Location,SDG,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 31,17,20,Robert Griffin sacked by Damion Square for -5 yards,1.000,-0.220
4,14:25,2,15,CLE 26,17,20,Robert Griffin left tackle for -1 yards (tackle by Joey Bosa),-0.220,-1.020
4,13:49,3,16,CLE 25,17,20,"Robert Griffin pass incomplete deep right intended for Rashard Higgins. Penalty on Joey Bosa: Roughing the Passer, 15 yards (no play)",-1.020,1.600
4,13:43,1,10,CLE 40,17,20,Duke Johnson right guard for -3 yards (tackle by Dwight Lowery and Tourek Williams),1.600,0.650
4,13:22,2,13,CLE 37,17,20,Robert Griffin pass complete short right to Isaiah Crowell for -1 yards (tackle by Jatavis Brown),0.650,-0.160
4,12:36,3,14,CLE 36,17,20,"Penalty on CLE: False Start, 5 yards (no play)",-0.160,-0.820
4,12:29,3,19,CLE 31,17,20,Robert Griffin pass complete short left to Gary Barnidge for 9 yards (tackle by Kyle Emanuel and Tourek Williams),-0.820,-0.720
4,12:09,4,10,CLE 40,17,20,"Britton Colquitt punts 42 yards, returned by Isaiah Burse for 1 yard (tackle by Ricardo Louis)",-0.720,-0.150
4,12:00,1,10,SDG 19,17,20,Philip Rivers pass incomplete short left intended for Dontrelle Inman (defended by Jamar Taylor),0.150,-0.390
4,11:54,2,10,SDG 19,17,20,Philip Rivers pass incomplete deep left intended for Dontrelle Inman,-0.390,-1.070
4,11:49,3,10,SDG 19,17,20,Philip Rivers pass incomplete deep left intended for Dontrelle Inman (defended by Tramon Williams),-1.070,-2.140
4,11:29,4,10,SDG 19,17,20,"Drew Kaser punts 53 yards, returned by Mario Alford for 4 yards (tackle by Derek Watt)",-2.140,-1.070
4,11:19,1,10,CLE 32,17,20,Isaiah Crowell right end for no gain (tackle by Denzel Perryman and Ryan Carrethers),1.070,0.530
4,10:50,2,10,CLE 32,17,20,Robert Griffin sacked by Darius Philon for 0 yards,0.530,-0.160
4,10:20,3,10,CLE 32,17,20,Cody Kessler pass incomplete short right intended for Corey Coleman (defended by Trovon Reed),-0.160,-1.240
4,10:15,4,10,CLE 32,17,20,"Britton Colquitt punts 50 yards, returned by Isaiah Burse for no gain",-1.240,-0.040
4,10:05,1,10,SDG 18,17,20,Kenneth Farrow left guard for 3 yards (tackle by Jamar Taylor and Jamie Collins),0.040,0.010
4,9:23,2,7,SDG 21,17,20,Philip Rivers pass complete short left to Kenneth Farrow for 10 yards (tackle by Carl Nassib),0.010,1.000
4,8:46,1,10,SDG 31,17,20,"Philip Rivers pass complete short right to Dontrelle Inman for 11 yards (tackle by Jamar Taylor). Penalty on Kenny Wiggins: Offensive Holding, 10 yards (no play)",1.000,0.340
4,8:24,1,20,SDG 21,17,20,Philip Rivers pass complete deep right to Dontrelle Inman for 19 yards (tackle by Briean Boddy-Calhoun),0.340,1.680
4,7:36,2,1,SDG 40,17,20,Philip Rivers pass incomplete short middle intended for Antonio Gates (defended by Tracy Howard),1.680,0.960
4,7:32,3,1,SDG 40,17,20,Kenneth Farrow left guard for -1 yards (tackle by Jamar Taylor and Tramon Williams),0.960,-0.780
4,6:59,4,2,SDG 39,17,20,"Drew Kaser punts 57 yards, returned by Mario Alford for 7 yards (tackle by Korey Toomer)",-0.780,0.370
4,6:48,1,10,CLE 11,17,20,Isaiah Crowell left guard for no gain (tackle by Melvin Ingram),-0.370,-0.780
4,6:10,2,10,CLE 11,17,20,Cody Kessler pass complete short right to Isaiah Crowell for 2 yards (tackle by Jatavis Brown),-0.780,-1.190
4,5:37,3,8,CLE 13,17,20,Cody Kessler sacked by Melvin Ingram for -10 yards,-1.190,-2.490
4,5:37,4,18,CLE 3,17,20,"Britton Colquitt punts 41 yards, returned by Isaiah Burse for 11 yards (tackle by Christian Kirksey)",-2.490,-3.380
4,4:49,1,10,CLE 33,17,20,Philip Rivers pass complete short left to Antonio Gates for 20 yards (tackle by Christian Kirksey),3.380,4.710
4,4:42,1,10,CLE 13,17,20,Ronnie Hillman left end for -1 yards (tackle by Tramon Williams),4.710,3.900
4,4:00,2,11,CLE 14,17,20,Philip Rivers pass incomplete short middle intended for Tyrell Williams (defended by Jamar Taylor),3.900,3.080
4,3:54,3,11,CLE 14,17,20,Philip Rivers pass incomplete short middle intended for Dontrelle Inman. Penalty on SDG: Illegal Formation (Declined),3.080,2.510
4,3:49,4,11,CLE 14,17,20,"Josh Lambo 32 yard field goal no good, blocked by Jamie Meder",2.510,-0.410
4,3:45,1,10,CLE 22,17,20,Isaiah Crowell right guard for -1 yards (tackle by Melvin Ingram),0.410,-0.270
4,3:04,2,11,CLE 21,17,20,Isaiah Crowell right end for 5 yards (tackle by Jahleel Addae),-0.270,0.000
4,2:59,,,,17,20,Timeout #1 by Los Angeles Chargers,0.000,0.290
4,2:59,3,6,CLE 26,17,20,Cody Kessler pass complete short left to Corey Coleman for 9 yards (tackle by Trovon Reed),-0.290,0.000
4,2:52,,,,17,20,Timeout #2 by Los Angeles Chargers,0.000,-1.270
4,2:52,1,10,CLE 35,17,20,Duke Johnson right guard for 6 yards (tackle by Korey Toomer),1.270,0.000
4,2:47,,,,17,20,Timeout #3 by Los Angeles Chargers,0.000,-1.530
4,2:47,2,4,CLE 41,17,20,Isaiah Crowell right end for -3 yards (tackle by Corey Liuget),1.530,0.430
4,2:02,3,7,CLE 38,17,20,Cody Kessler sacked by Korey Toomer for -1 yards,0.430,-0.910
4,1:52,4,8,CLE 37,17,20,"Britton Colquitt punts 41 yards, fair catch by Isaiah Burse",-0.910,-0.410
4,1:46,1,10,SDG 22,17,20,Philip Rivers pass complete short middle to Antonio Gates for 6 yards (tackle by Jamie Collins),0.410,0.680
4,1:25,2,4,SDG 28,17,20,Philip Rivers pass complete short right to Antonio Gates for 12 yards,0.680,1.600
4,1:19,1,10,SDG 40,17,20,Philip Rivers pass incomplete short right intended for Dontrelle Inman,1.600,1.050
4,1:15,2,10,SDG 40,17,20,Philip Rivers pass incomplete short middle intended for Tyrell Williams,1.050,0.370
4,1:11,3,10,SDG 40,17,20,Philip Rivers pass incomplete short left intended for Tyrell Williams (defended by Tramon Williams),0.370,-0.720
4,1:06,4,10,SDG 40,17,20,Philip Rivers pass complete short middle to Antonio Gates for 25 yards (tackle by Ed Reynolds),-0.720,3.250
4,0:44,1,10,CLE 35,17,20,Philip Rivers spiked the ball,3.250,2.700
4,0:43,2,10,CLE 35,17,20,"Philip Rivers for no gain. Philip Rivers fumbles, recovered by Philip Rivers at CLE-38",2.700,1.620
4,0:28,3,13,CLE 38,17,20,Philip Rivers pass complete short left to Antonio Gates for 11 yards (tackle by Jamar Taylor),1.620,1.800
4,0:00,4,2,CLE 27,17,20,Josh Lambo 45 yard field goal no good,1.800,1.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
