#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NYG 29,3,1:47,4,Punt
2,1,11:01,NYG 20,11,5:58,78,Field Goal
3,1,1:42,NYG 20,3,1:38,5,Interception
4,2,14:17,NYG 25,7,4:06,37,Punt
5,2,8:00,NYG 31,9,4:54,69,Touchdown
6,2,0:22,NYG 41,3,0:22,2,End of Half
7,3,13:16,NYG 5,2,0:57,95,Touchdown
8,3,10:24,NYG 37,3,1:37,7,Punt
9,3,7:23,WAS 27,4,1:39,6,Missed FG
10,4,14:52,NYG 43,3,1:17,3,Punt
11,4,10:16,NYG 10,3,1:46,5,Punt
12,4,7:37,NYG 37,3,1:35,-2,Punt
13,4,5:52,NYG 20,7,3:41,23,Punt
14,4,1:03,WAS 36,2,1:03,-2,End of Game
