Quarter,Time,Tm,Detail,NYG,WAS
1.0,5:03,Giants,Lawrence Tynes 20 yard field goal,3,0
2.0,3:06,Giants,Brandon Jacobs 2 yard rush (Lawrence Tynes kick),10,0
,0:22,Redskins,Fred Davis 1 yard pass from Rex Grossman (Graham Gano kick),10,7
3.0,12:19,Giants,Mario Manningham 92 yard pass from Eli Manning (Lawrence Tynes kick),17,7
4.0,5:52,Redskins,Anthony Armstrong 64 yard pass from Rex Grossman (Graham Gano kick),17,14
