Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
1,9:45,3,15,DET 22,0,7,Joey Harrington pass complete to Shawn Bryson for 9 yards (tackle by Ronnie Heard),-1.150,-1.310
1,9:14,4,6,DET 31,0,7,"Jason Hanson punts 36 yards, returned by Jimmy Williams for 4 yards (tackle by Roderick Babers)",-1.310,-1.400
1,9:04,1,10,SFO 37,0,7,Kevan Barlow right tackle for 1 yard (tackle by Shaun Rogers),1.400,0.990
1,8:25,2,9,SFO 38,0,7,Jeff Garcia pass complete to Kevan Barlow for 22 yards (tackle by Otis Smith),0.990,2.920
1,7:38,1,10,DET 40,0,7,Arnaz Battle right end for 9 yards (tackle by Otis Smith),2.920,3.590
1,6:59,2,1,DET 31,0,7,Kevan Barlow up the middle for 1 yard (tackle by Earl Holmes),3.590,3.580
1,6:22,1,10,DET 30,0,7,Jeff Garcia pass incomplete intended for Jed Weaver,3.580,3.030
1,6:17,2,10,DET 30,0,7,Fred Beasley left end for no gain (tackle by Otis Smith),3.030,2.340
1,5:33,3,10,DET 30,0,7,"Jeff Garcia for 3 yards. Jeff Garcia fumbles, recovered by Jeff Garcia at SFO-DET",2.340,1.410
1,4:57,4,10,DET 30,0,10,Owen Pochman 48 yard field goal good,1.410,3.000
1,,,,SFO 30,0,10,"Owen Pochman kicks off 55 yards, returned by Avon Cobourne for 12 yards (tackle by Jimmy Williams)",0.000,0.740
1,4:48,1,10,DET 27,0,10,Joey Harrington pass complete to Olandis Gary for 2 yards (tackle by Mike Rumph),0.740,0.470
1,4:09,2,8,DET 29,0,10,Olandis Gary left tackle for 5 yards (tackle by Jeff Ulbrich and Tony Parrish),0.470,0.430
1,3:32,3,3,DET 34,0,10,Joey Harrington pass incomplete intended for Charles Rogers,0.430,-1.110
1,3:25,4,3,DET 34,0,10,"Jason Hanson punts 50 yards, returned by Jimmy Williams for 4 yards (tackle by Wali Rainer). Penalty on Dwaine Carpenter: Illegal Block Above the Waist (Declined), Penalty on Ronnie Heard: Offensive Holding, 10 yards",-1.110,0.380
1,3:12,1,10,SFO 10,0,10,Garrison Hearst right guard for 7 yards (tackle by James Hall),-0.380,-0.090
1,2:36,2,3,SFO 17,0,10,Garrison Hearst up the middle for 4 yards (tackle by Kalimba Edwards),-0.090,0.340
1,1:56,1,10,SFO 21,0,10,Garrison Hearst left guard for 9 yards (tackle by Bracy Walker and Brian Walker),0.340,1.020
1,1:16,2,1,SFO 30,0,10,Kevan Barlow left tackle for 7 yards (tackle by Earl Holmes),1.020,1.400
1,0:38,1,10,SFO 37,0,10,Jeff Garcia pass complete to Jed Weaver for 9 yards (tackle by Brian Walker),1.400,2.070
1,0:19,2,1,SFO 46,0,10,"Kevan Barlow up the middle for -2 yards (tackle by Robert Porcher). Kevan Barlow fumbles (forced by Robert Porcher), recovered by Kevan Barlow at SFO-44",2.070,1.090
Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,SFO 44,0,10,"Jeff Garcia pass incomplete intended for Brandon Lloyd. Penalty on Jimmy Wyrick: Defensive Pass Interference, 8 yards (no play)",1.090,2.390
2,14:56,1,10,DET 48,0,10,Garrison Hearst for 15 yards (tackle by Boss Bailey),2.390,3.380
2,14:29,1,10,DET 33,0,10,Jeff Garcia pass complete to Terrell Owens for 11 yards (tackle by Bracy Walker),3.380,4.110
2,13:46,,,,0,10,Timeout #1 by San Francisco 49ers,0.000,4.110
2,13:46,1,10,DET 22,0,10,Jeff Garcia pass complete to Tai Streets for 6 yards (tackle by Otis Smith),4.110,4.460
2,13:05,2,4,DET 16,0,10,Garrison Hearst left guard for 2 yards (tackle by Kalimba Edwards),4.460,4.150
2,12:25,3,2,DET 14,0,16,"Jeff Garcia pass complete to Aaron Walker for 14 yards, touchdown",4.150,7.000
2,,,,DET 2,0,17,Owen Pochman kicks extra point good,0.000,0.000
2,,,,SFO 30,0,17,"Owen Pochman kicks off 62 yards, returned by Avon Cobourne for 15 yards (tackle by Derek Smith)",0.000,0.480
2,12:12,1,10,DET 23,0,17,Olandis Gary left guard for 5 yards (tackle by Julian Peterson and Derek Smith),0.480,0.610
2,11:32,2,5,DET 28,0,17,Shawn Bryson up the middle for 1 yard (tackle by Travis Kirschke),0.610,0.040
2,10:48,3,4,DET 29,0,17,Joey Harrington pass incomplete intended for Charles Rogers,0.040,-1.440
2,10:44,4,4,DET 29,0,17,"Jason Hanson punts 47 yards, returned by Jimmy Williams for 15 yards (tackle by Jeff Gooch)",-1.440,-1.530
2,10:34,1,10,SFO 39,0,17,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Kalimba Edwards),1.530,0.990
2,10:31,2,10,SFO 39,0,17,Kevan Barlow up the middle for 2 yards (tackle by Barrett Green and Dan Wilkinson),0.990,0.560
2,9:50,3,8,SFO 41,0,17,Jeff Garcia sacked by James Hall for -2 yards,0.560,-0.780
2,9:12,4,10,SFO 39,0,17,Bill LaFleur punts 47 yards,-0.780,0.280
2,9:02,1,10,DET 14,0,17,Joey Harrington pass incomplete intended for Charles Rogers (defended by Ahmed Plummer),-0.280,-0.750
2,8:56,2,10,DET 14,0,17,Joey Harrington pass complete to Mikhael Ricks for 37 yards (tackle by Ahmed Plummer),-0.750,2.320
2,8:12,1,10,SFO 49,0,17,Joey Harrington pass complete to Mikhael Ricks for 16 yards (tackle by Julian Peterson),2.320,3.380
2,7:32,1,10,SFO 33,0,17,Az-Zahir Hakim pass complete to Charles Rogers for 21 yards (tackle by Zack Bronson),3.380,4.780
2,6:55,1,10,SFO 12,0,17,Olandis Gary up the middle for 2 yards (tackle by Jeff Ulbrich),4.780,4.450
2,6:11,2,8,SFO 10,0,17,Joey Harrington pass incomplete intended for Cory Schlesinger (defended by Jeff Ulbrich),4.450,3.480
2,6:06,3,8,SFO 10,0,17,Joey Harrington pass incomplete intended for Az-Zahir Hakim,3.480,2.760
2,6:00,4,8,SFO 10,3,17,Jason Hanson 28 yard field goal good,2.760,3.000
2,,,,DET 30,3,17,--,0.000,0.280
2,5:57,1,10,SFO 20,3,17,Jeff Garcia pass incomplete intended for Terrell Owens is intercepted by Dre' Bly at SFO-33 and returned for -1 yards (tackle by Jed Weaver),0.280,-3.310
2,5:50,1,10,SFO 34,3,17,Joey Harrington pass complete to Olandis Gary for 12 yards (tackle by Andre Carter),3.310,4.110
2,5:10,1,10,SFO 22,3,17,Shawn Bryson left tackle for 9 yards (tackle by Mike Rumph),4.110,5.060
2,4:26,2,1,SFO 13,3,17,Olandis Gary right guard for 2 yards (tackle by Jeff Ulbrich and Derek Smith),5.060,4.840
2,3:43,,,,3,17,Timeout #1 by Detroit Lions,0.000,4.840
2,3:43,1,10,SFO 11,3,17,Joey Harrington pass complete to Az-Zahir Hakim for 5 yards (tackle by Rashad Holman),4.840,5.080
2,3:06,2,5,SFO 6,3,17,Joey Harrington pass incomplete intended for Cory Schlesinger,5.080,4.210
2,3:02,3,5,SFO 6,9,17,"Joey Harrington pass complete to Mikhael Ricks for 6 yards, touchdown",4.210,7.000
2,,,,SFO 2,10,17,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,10,17,"Jason Hanson kicks off 64 yards, returned by Jimmy Williams for 20 yards (tackle by Roderick Babers)",0.000,0.670
2,2:54,1,10,SFO 26,10,17,Garrison Hearst right end for 5 yards (tackle by Dre' Bly),0.670,0.810
2,2:13,2,5,SFO 31,10,17,Kevan Barlow right end for 7 yards (tackle by Barrett Green and Bracy Walker),0.810,1.470
2,2:00,1,10,SFO 38,10,17,Jeff Garcia up the middle for 5 yards (tackle by Boss Bailey),1.470,1.600
2,1:39,2,5,SFO 43,10,17,Kevan Barlow up the middle for 8 yards (tackle by Kalimba Edwards),1.600,2.320
2,1:17,1,10,DET 49,10,17,Jeff Garcia pass incomplete intended for Cedrick Wilson (defended by Shaun Rogers),2.320,1.780
2,1:13,2,10,DET 49,10,17,Jeff Garcia up the middle for 2 yards (tackle by Otis Smith),1.780,1.360
2,1:04,,,,10,17,Timeout #2 by San Francisco 49ers,0.000,1.360
2,1:04,3,8,DET 47,10,17,Jeff Garcia pass incomplete intended for Tai Streets,1.360,0.130
2,0:59,4,8,DET 47,10,17,"Bill LaFleur punts 47 yards, touchback",0.130,-0.280
2,0:51,1,10,DET 20,10,17,Joey Harrington pass complete to Bill Schroeder for 2 yards,0.280,0.000
2,0:47,2,8,DET 22,10,17,Joey Harrington pass complete to Cory Schlesinger for 6 yards (tackle by Rashad Holman),0.000,0.100
2,0:23,3,2,DET 28,10,17,Olandis Gary right guard for 6 yards (tackle by Derek Smith),0.100,1.200
2,0:17,,,,10,17,Timeout #2 by Detroit Lions,0.000,1.200
2,0:17,1,10,DET 34,10,17,Joey Harrington pass complete to Az-Zahir Hakim for 18 yards (tackle by Ahmed Plummer),1.200,2.390
2,0:11,1,10,SFO 48,10,17,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Ahmed Plummer),2.390,1.850
2,0:06,2,10,SFO 48,10,17,Joey Harrington pass complete to Cory Schlesinger for 5 yards (tackle by Ahmed Plummer),1.850,1.820
Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,10,17,"Jason Hanson kicks off 60 yards, returned by Jimmy Williams for 17 yards (tackle by Roderick Babers)",0.000,0.740
3,14:56,1,10,SFO 27,10,17,Garrison Hearst up the middle for 3 yards (tackle by Robert Porcher),0.740,0.600
3,14:13,2,7,SFO 30,10,17,Garrison Hearst left end for no gain (tackle by Brian Walker),0.600,-0.100
3,13:56,3,7,SFO 30,10,17,Jeff Garcia pass incomplete,-0.100,-1.370
3,13:51,4,7,SFO 30,10,17,"Bill LaFleur punts 45 yards, returned by Az-Zahir Hakim for 5 yards (tackle by Arnaz Battle)",-1.370,-0.940
3,13:38,1,10,DET 30,10,17,Olandis Gary left tackle for 14 yards (tackle by Zack Bronson),0.940,1.860
3,13:01,1,10,DET 44,10,17,Joey Harrington pass complete to Charles Rogers for 7 yards (tackle by Julian Peterson),1.860,2.260
3,13:01,2,3,SFO 49,10,17,"Olandis Gary right tackle for 7 yards (tackle by Jeff Ulbrich and Tony Parrish). Penalty on Dan Wilkinson: Offensive Holding (Declined), Penalty on John Owens: Offensive Holding, 10 yards (no play)",2.260,0.910
3,11:50,2,13,DET 41,10,17,Joey Harrington pass complete to Charles Rogers for 8 yards (tackle by Mike Rumph),0.910,1.290
3,11:23,3,5,DET 49,10,17,Joey Harrington pass complete to Az-Zahir Hakim for 3 yards (tackle by Rashad Holman),1.290,0.070
3,10:52,4,2,SFO 48,10,17,"Jason Hanson punts 36 yards, fair catch by Jimmy Williams",0.070,0.350
3,10:49,1,10,SFO 12,10,17,Jeff Garcia pass complete to Tai Streets for 4 yards (tackle by Otis Smith),-0.350,-0.370
3,10:06,2,6,SFO 16,10,17,Jeff Garcia pass incomplete intended for Terrell Owens,-0.370,-0.950
3,10:00,3,6,SFO 16,10,17,Jeff Garcia left end for 7 yards (tackle by Barrett Green and Boss Bailey),-0.950,0.480
3,9:12,1,10,SFO 23,10,17,Garrison Hearst up the middle for no gain (tackle by James Hall and Shaun Rogers),0.480,-0.070
3,8:30,2,10,SFO 23,10,17,Jeff Garcia pass incomplete intended for Aaron Walker (defended by Corey Harris),-0.070,-0.760
3,8:22,,,,10,17,Timeout #1 by San Francisco 49ers,0.000,-0.760
3,8:22,3,10,SFO 23,10,17,Jeff Garcia sacked by Barrett Green for -7 yards,-0.760,-2.390
3,7:43,4,17,SFO 16,10,17,"Bill LaFleur punts 34 yards, returned by Az-Zahir Hakim for 10 yards (tackle by Dwaine Carpenter)",-2.390,-2.920
3,7:34,1,10,SFO 40,10,17,Joey Harrington pass incomplete intended for Shawn Bryson (defended by Bryant Young),2.920,2.370
3,7:30,2,10,SFO 40,10,17,Shawn Bryson up the middle for -1 yards (tackle by Derek Smith),2.370,1.550
3,6:49,3,11,SFO 41,10,17,Joey Harrington pass incomplete intended for Shawn Bryson,1.550,0.530
3,6:43,4,11,SFO 41,10,17,Jason Hanson punts 21 yards,0.530,-0.280
3,6:33,1,10,SFO 20,10,17,Jeff Garcia pass incomplete intended for Jed Weaver,0.280,-0.270
3,6:30,2,10,SFO 20,10,17,"Jeff Garcia for no gain. Jeff Garcia fumbles, recovered by Garrison Hearst at SFO-17",-0.270,-1.510
3,6:30,3,13,SFO 17,10,17,Jeff Garcia pass complete to Garrison Hearst for 10 yards (tackle by Robert Porcher),-1.510,-1.570
3,5:00,4,3,SFO 27,10,17,"Bill LaFleur punts 41 yards, returned by Dre' Bly for 14 yards (tackle by Brandon T. Moore)",-1.570,-1.990
3,4:50,1,10,DET 46,10,17,Olandis Gary up the middle for 11 yards (tackle by Zack Bronson),1.990,2.720
3,4:15,1,10,SFO 43,10,17,Olandis Gary up the middle for 2 yards (tackle by Derek Smith),2.720,2.450
3,3:33,2,8,SFO 41,10,17,Shawn Bryson right guard for 6 yards (tackle by Derek Smith and Jeff Ulbrich),2.450,2.540
3,2:48,3,2,SFO 35,10,17,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Mike Rumph),2.540,0.990
3,2:42,4,2,SFO 35,10,17,Joey Harrington pass incomplete intended for Charles Rogers is intercepted by Tony Parrish at SFO-13 and returned for 49 yards (tackle by Olandis Gary),0.990,-3.050
3,2:24,1,10,DET 38,10,17,Jeff Garcia pass complete to Kevan Barlow for 11 yards (tackle by Dre' Bly). Penalty on James Hall: Defensive Holding (Declined),3.050,3.780
3,1:35,1,10,DET 27,10,17,Jeff Garcia pass complete to Brandon Lloyd for 26 yards (tackle by Brian Walker),3.780,6.970
3,1:06,1,1,DET 1,10,23,"Jeff Garcia right end for 1 yard, touchdown",6.970,7.000
3,,,,DET 2,10,24,Owen Pochman kicks extra point good,0.000,0.000
3,,,,SFO 30,10,24,Owen Pochman kicks off 67 yards,0.000,1.600
3,1:01,1,10,DET 40,10,24,Olandis Gary right end for 2 yards (tackle by Jeff Ulbrich),1.600,1.320
3,0:22,2,8,DET 42,10,24,Joey Harrington pass complete to Casey Fitzsimmons for 12 yards (tackle by Sean Moran),1.320,2.520
Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 46,10,24,"Olandis Gary left end for 10 yards (tackle by Julian Peterson and Zack Bronson). Penalty on Bill Schroeder: Offensive Holding (Declined), Penalty on Eric Beverly: Offensive Holding, 10 yards (no play)",2.520,1.860
4,14:34,1,20,DET 44,10,24,Joey Harrington pass complete to Charles Rogers for 15 yards (tackle by Mike Rumph),1.860,2.650
4,13:56,2,5,SFO 41,10,24,Joey Harrington pass complete to Cory Schlesinger for 10 yards (tackle by Tony Parrish),2.650,3.510
4,13:15,1,10,SFO 31,10,24,Olandis Gary up the middle for 2 yards (tackle by Zack Bronson),3.510,3.240
4,12:38,2,8,SFO 29,10,24,Joey Harrington pass complete to Mikhael Ricks for 17 yards (tackle by Tony Parrish),3.240,4.780
4,11:56,1,10,SFO 12,10,24,Joey Harrington pass complete to Casey Fitzsimmons for 10 yards,4.780,6.740
4,11:48,1,2,SFO 2,16,24,"Olandis Gary left tackle for 2 yards, touchdown",6.740,7.000
4,,,,SFO 2,17,24,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,17,24,"Jason Hanson kicks off 52 yards, returned by Sean Moran for 16 yards (tackle by Bracy Walker)",,
4,11:39,1,10,SFO 34,17,24,Garrison Hearst up the middle for 9 yards (tackle by Earl Holmes),1.200,1.870
4,11:01,2,1,SFO 43,17,24,Garrison Hearst right tackle for no gain (tackle by Robert Porcher),1.870,1.160
4,10:22,3,1,SFO 43,17,24,"Garrison Hearst up the middle for 5 yards (tackle by James Davis). Penalty on Jed Weaver: Personal Foul, 15 yards (no play)",1.160,-0.820
4,10:03,3,16,SFO 28,17,24,Jeff Garcia pass incomplete intended for Garrison Hearst (defended by Kalimba Edwards),-0.820,-1.500
4,9:57,4,16,SFO 28,17,24,"Bill LaFleur punts 34 yards, returned by Az-Zahir Hakim for 3 yards (tackle by Arnaz Battle)",-1.500,-1.660
4,9:48,1,10,DET 41,17,24,Olandis Gary up the middle for 2 yards (tackle by Andre Carter),1.660,1.390
4,9:11,2,8,DET 43,17,24,Joey Harrington pass incomplete intended for Charles Rogers,1.390,0.700
4,9:05,3,8,DET 43,17,24,Joey Harrington pass incomplete intended for Az-Zahir Hakim (defended by Tony Parrish),0.700,-0.520
4,8:58,4,8,DET 43,17,24,Jason Hanson punts 24 yards,-0.520,-1.140
4,8:54,1,10,SFO 33,17,24,Jeff Garcia pass complete to Terrell Owens for 30 yards (tackle by Dre' Bly),1.140,3.120
4,8:10,1,10,DET 37,17,24,Jeff Garcia pass incomplete intended for Tai Streets,3.120,2.570
4,8:05,2,10,DET 37,17,24,"Kevan Barlow for 2 yards (tackle by Earl Holmes). Penalty on Jeremy Newberry: Offensive Holding, 10 yards (no play)",2.570,1.220
4,7:44,2,20,DET 47,17,24,Jeff Garcia up the middle for 12 yards (tackle by Boss Bailey and Earl Holmes),1.220,2.150
4,7:03,3,8,DET 35,17,24,Jeff Garcia pass complete to Terrell Owens for 17 yards (tackle by Otis Smith),2.150,4.370
4,6:40,1,10,DET 18,17,24,"Garrison Hearst for 6 yards (tackle by Corey Harris). Penalty on Scott Gragg: Offensive Holding (Declined), Penalty on Jed Weaver: Offensive Holding, 10 yards (no play)",4.370,3.710
4,6:13,1,20,DET 28,17,24,Jeff Garcia pass complete to Tai Streets for 5 yards (tackle by Dre' Bly),3.710,3.150
4,5:28,2,15,DET 23,17,24,Garrison Hearst left guard for -2 yards (tackle by Shaun Rogers),3.150,2.210
4,4:42,3,17,DET 25,17,24,Jeff Garcia pass complete to Tai Streets for 6 yards (tackle by Dre' Bly),2.210,2.180
4,4:00,4,11,DET 19,17,24,Owen Pochman 37 yard field goal no good,2.180,-0.740
4,3:54,1,10,DET 27,17,24,Olandis Gary for 6 yards (tackle by Zack Bronson),0.740,1.010
4,3:47,2,4,DET 33,17,24,"Olandis Gary right guard for 2 yards (tackle by Travis Kirschke). Penalty on Jeff Backus: Offensive Holding, 10 yards (no play)",1.010,-0.340
4,3:42,2,14,DET 23,17,24,Joey Harrington pass incomplete intended for Az-Zahir Hakim (defended by Rashad Holman),-0.340,-1.020
4,3:37,3,14,DET 23,17,24,Joey Harrington pass incomplete intended for Az-Zahir Hakim (defended by Julian Peterson),-1.020,-1.830
4,3:31,4,14,DET 23,17,24,"Jason Hanson punts 50 yards, returned by Jimmy Williams for 7 yards (tackle by Brian Walker)",-1.830,-1.200
4,3:19,1,10,SFO 34,17,24,Garrison Hearst left end for 8 yards (tackle by Otis Smith),1.200,1.740
4,2:31,2,2,SFO 42,17,24,Garrison Hearst up the middle for 4 yards (tackle by Dan Wilkinson),1.740,1.990
4,2:25,,,,17,24,Timeout #1 by Detroit Lions,0.000,1.990
4,2:25,1,10,SFO 46,17,24,Garrison Hearst up the middle for 2 yards (tackle by Earl Holmes and Shaun Rogers),1.990,1.720
4,2:19,,,,17,24,Timeout #2 by Detroit Lions,0.000,1.720
4,2:19,2,8,SFO 48,17,24,Garrison Hearst up the middle for 6 yards (tackle by Boss Bailey),1.720,1.820
4,2:14,,,,17,24,Timeout #3 by Detroit Lions,0.000,1.820
4,2:14,3,2,DET 46,17,24,Jeff Garcia right end for 10 yards (tackle by Corey Harris),1.820,3.180
4,1:59,1,10,DET 36,17,24,Jeff Garcia kneels for no gain,3.180,2.640
4,1:20,2,10,DET 36,17,24,Jeff Garcia kneels for -1 yards,2.640,1.820
4,0:39,3,11,DET 37,17,24,Jeff Garcia kneels for -1 yards,1.820,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
