Quarter,Time,Down,ToGo,Location,CAR,PHI,Detail,EPB,EPA
1,7:05,4,1,CAR 45,0,0,Carson Wentz up the middle for 1 yard (tackle by Kyle Love),0.270,2.650
1,6:23,1,10,CAR 44,0,0,Josh Adams right tackle for 4 yards (tackle by Luke Kuechly and Vernon Butler). Penalty on Zach Ertz: Unnecessary Roughness (Offsetting),2.650,2.650
1,5:55,2,6,CAR 40,0,0,Carson Wentz pass complete short left to Nelson Agholor for 1 yard (tackle by Shaq Thompson),2.650,2.080
1,5:24,3,5,CAR 39,0,0,Carson Wentz pass incomplete deep right intended for Nelson Agholor,2.080,0.660
1,5:19,4,5,CAR 39,0,0,Carson Wentz pass complete short left to Alshon Jeffery for 14 yards (tackle by James Bradberry),0.660,3.910
1,4:43,1,10,CAR 25,0,0,"Wendell Smallwood up the middle for no gain (tackle by Eric Reid). Penalty on Dallas Goedert: Chop Block, 15 yards (no play)",3.910,2.920
1,4:18,1,25,CAR 40,0,0,Carson Wentz pass complete short left to Dallas Goedert for 21 yards (tackle by Rashaan Gaulden),2.920,4.200
1,3:37,2,4,CAR 19,0,0,Corey Clement up the middle for 1 yard (tackle by Kawann Short),4.200,3.660
1,2:55,3,3,CAR 18,0,0,Carson Wentz pass incomplete short left intended for Zach Ertz,3.660,2.350
1,2:50,4,3,CAR 18,0,0,Jake Elliott 36 yard field goal no good,2.350,-0.670
1,2:46,1,10,CAR 26,0,0,Cam Newton pass incomplete deep right intended for Torrey Smith (defended by Malcolm Jenkins),0.670,0.130
1,2:41,2,10,CAR 26,0,0,Christian McCaffrey right end for 15 yards (tackle by Avonte Maddox),0.130,1.660
1,2:08,1,10,CAR 41,0,0,Christian McCaffrey left tackle for no gain (tackle by Malcolm Jenkins and Michael Bennett),1.660,1.120
1,1:24,2,10,CAR 41,0,0,Cam Newton sacked by Michael Bennett for -8 yards,1.120,-0.630
1,0:39,3,18,CAR 33,0,0,Cam Newton pass incomplete short right intended for D.J. Moore,-0.630,-1.180
1,0:35,4,18,CAR 33,0,0,"Michael Palardy punts 54 yards, returned by DeAndre Carter for 13 yards (tackle by Colin Jones and Damiere Byrd)",-1.180,-0.670
1,0:23,1,10,PHI 26,0,0,Josh Adams right end for 9 yards (tackle by Donte Jackson and Mike Adams),0.670,1.350
Quarter,Time,Down,ToGo,Location,CAR,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,PHI 35,0,0,Carson Wentz pass complete short right to Zach Ertz for 15 yards (tackle by Mike Adams),1.350,2.260
2,14:24,1,10,PHI 50,0,0,Wendell Smallwood up the middle for -1 yards (tackle by Kawann Short and Wes Horton),2.260,1.580
2,13:38,2,11,PHI 49,0,0,Carson Wentz pass complete deep left to Zach Ertz for 22 yards (tackle by Eric Reid),1.580,3.640
2,12:56,1,10,CAR 29,0,0,Carson Wentz pass complete short left to Alshon Jeffery for 20 yards (tackle by Luke Kuechly),3.640,5.140
2,12:23,1,9,CAR 9,0,0,Wendell Smallwood up the middle for -2 yards (tackle by Luke Kuechly),5.140,4.020
2,11:43,2,11,CAR 11,0,6,"Carson Wentz pass complete short left to Alshon Jeffery for 11 yards, touchdown",4.020,7.000
2,11:39,,,CAR 15,0,7,Jake Elliott kicks extra point good,0.000,0.000
2,11:39,,,PHI 35,0,7,"Jake Elliott kicks off 62 yards, returned by Curtis Samuel for no gain (tackle by Kamu Grugier-Hill)",0.000,1.270
2,11:33,1,10,CAR 35,0,7,Curtis Samuel left end for -5 yards (tackle by Derek Barnett),1.270,0.050
2,10:48,2,15,CAR 30,0,7,Cam Newton pass incomplete short right,0.050,-0.630
2,10:42,3,15,CAR 30,0,7,Cam Newton right end for 12 yards (tackle by Jordan Hicks),-0.630,-0.590
2,10:06,4,3,CAR 42,0,7,"Michael Palardy punts 47 yards, returned by DeAndre Carter for 1 yard (tackle by Curtis Samuel)",-0.590,0.350
2,9:57,1,10,PHI 12,0,7,Carson Wentz pass complete deep left to Alshon Jeffery for 29 yards (tackle by James Bradberry),-0.350,1.660
2,9:21,1,10,PHI 41,0,7,Carson Wentz pass complete deep left to Zach Ertz for 27 yards (tackle by Mike Adams),1.660,3.450
2,9:08,1,10,CAR 32,0,7,Corey Clement left end for -3 yards (tackle by Thomas Davis),3.450,2.500
2,8:26,2,13,CAR 35,0,7,"Penalty on Jason Peters: False Start, 5 yards (no play)",2.500,1.820
2,8:03,2,18,CAR 40,0,7,Carson Wentz pass complete short right to Nelson Agholor for 13 yards (tackle by Luke Kuechly),1.820,2.870
2,7:19,3,5,CAR 27,0,7,Carson Wentz sacked by Mario Addison for -1 yards,2.870,1.610
2,6:40,4,6,CAR 28,0,10,Jake Elliott 46 yard field goal good,1.610,3.000
2,6:36,,,PHI 35,0,10,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,6:36,1,10,CAR 25,0,10,Cam Newton pass complete short left to Greg Olsen for 4 yards (tackle by Malcolm Jenkins),0.610,0.600
2,6:00,2,6,CAR 29,0,10,Cam Newton pass complete short left to Devin Funchess for 11 yards (tackle by Ronald Darby),0.600,1.600
2,5:31,1,10,CAR 40,0,10,Jarius Wright left end for 34 yards (tackle by Avonte Maddox),1.600,3.840
2,4:56,1,10,PHI 26,0,10,Cam Newton sacked by Bruce Hector and Brandon Graham for -11 yards,3.840,1.810
2,4:07,,,,,,Timeout #1 by Carolina Panthers,,
2,4:07,2,21,PHI 37,0,10,Cam Newton pass complete short left to Christian McCaffrey for 4 yards (tackle by Malcolm Jenkins),1.810,1.690
2,3:35,3,17,PHI 33,0,10,Cam Newton up the middle for 12 yards (tackle by Nigel Bradham),1.690,2.110
2,2:55,4,5,PHI 21,0,10,"Penalty on Trai Turner: False Start, 5 yards (no play)",2.110,1.740
2,2:42,4,10,PHI 26,0,10,"Penalty on Efe Obada: False Start, 5 yards (no play)",1.740,1.320
2,2:21,4,15,PHI 31,0,10,Michael Palardy punts 27 yards downed by J.J. Jansen,1.320,0.380
2,2:10,1,10,PHI 4,0,10,Corey Clement right tackle for 4 yards (tackle by Kyle Love),-0.380,-0.490
2,2:00,2,6,PHI 8,0,10,Wendell Smallwood left tackle for 4 yards (tackle by Kawann Short),-0.490,-0.480
2,1:19,3,2,PHI 12,0,10,Wendell Smallwood left end for 2 yards (tackle by Eric Reid and Luke Kuechly),-0.480,-0.280
2,1:10,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:10,1,10,PHI 14,0,10,"Carson Wentz pass complete short right to Wendell Smallwood for 7 yards (tackle by Eric Reid). Penalty on Brandon Brooks: Offensive Holding, 10 yards",-0.280,-0.480
2,1:00,1,13,PHI 11,0,10,Carson Wentz pass complete short left to Alshon Jeffery for 3 yards (tackle by Thomas Davis),-0.480,-0.750
2,0:16,2,10,PHI 14,0,10,Corey Clement left tackle for -4 yards (tackle by Kawann Short),-0.750,-1.890
Quarter,Time,Down,ToGo,Location,CAR,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,0,10,"Jake Elliott kicks off 60 yards, returned by Curtis Samuel for no gain (tackle by Tre Sullivan and Kamu Grugier-Hill)",0.000,0.540
3,14:53,1,10,CAR 24,0,10,Cam Newton pass incomplete short left intended for Devin Funchess,0.540,0.000
3,14:49,2,10,CAR 24,0,10,Cam Newton pass complete short right to D.J. Moore for 4 yards (tackle by Jordan Hicks),0.000,-0.160
3,14:22,3,6,CAR 28,0,10,Cam Newton left end for 14 yards,-0.160,1.730
3,13:44,1,10,CAR 42,0,10,Cam Newton pass complete short right to Devin Funchess for 10 yards (tackle by Jordan Hicks and Dexter McDougle),1.730,2.390
3,13:01,1,10,PHI 48,0,10,"Christian McCaffrey right end for 4 yards (tackle by Malcolm Jenkins). Penalty on D.J. Moore: Offensive Holding, 10 yards",2.390,1.990
3,12:42,1,16,CAR 46,0,10,Cam Newton pass complete short right to Christian McCaffrey for 5 yards (tackle by Fletcher Cox),1.990,1.710
3,12:08,2,11,PHI 49,0,10,Cam Newton pass complete short right to Curtis Samuel for 16 yards (tackle by Jalen Mills),1.710,3.380
3,11:36,1,10,PHI 33,0,10,Christian McCaffrey up the middle for 7 yards (tackle by Nigel Bradham and Jordan Hicks),3.380,3.780
3,10:55,2,3,PHI 26,0,10,Christian McCaffrey left end for -7 yards (tackle by Jordan Hicks),3.780,2.150
3,10:15,3,10,PHI 33,0,10,"Cam Newton pass incomplete short right. Penalty on Cam Newton: Intentional Grounding, 10 yards",2.150,0.400
3,10:10,4,20,PHI 43,0,10,Michael Palardy punts 37 yards downed by Curtis Samuel,0.400,0.380
3,10:01,1,10,PHI 6,0,10,Carson Wentz pass complete short right to Nelson Agholor for 5 yards (tackle by Luke Kuechly and Mike Adams),-0.380,-0.420
3,9:20,2,5,PHI 11,0,10,"Penalty on Alshon Jeffery: False Start, 5 yards (no play)",-0.420,-0.780
3,9:02,2,10,PHI 6,0,10,Carson Wentz pass complete short left to Dallas Goedert for 4 yards (tackle by Mike Adams),-0.780,-0.950
3,8:19,3,6,PHI 10,0,10,Wendell Smallwood left guard for 8 yards (tackle by Mike Adams and Shaq Thompson),-0.950,0.040
3,7:35,1,10,PHI 18,0,10,Carson Wentz pass complete short middle to Zach Ertz for 18 yards (tackle by Eric Reid and Thomas Davis),0.040,1.330
3,7:03,1,10,PHI 36,0,10,Wendell Smallwood up the middle for 10 yards (tackle by Luke Kuechly),1.330,1.990
3,6:27,1,10,PHI 46,0,10,Carson Wentz pass complete short middle to Zach Ertz for 8 yards (tackle by Captain Munnerlyn),1.990,2.530
3,5:58,2,2,CAR 46,0,10,Corey Clement right guard for 2 yards (tackle by Kyle Love and Wes Horton),2.530,2.650
3,5:29,1,10,CAR 44,0,10,"Corey Clement up the middle for 1 yard (tackle by Kyle Love). Corey Clement fumbles (forced by Kyle Love), recovered by Carson Wentz at CAR-42",2.650,2.380
3,4:51,2,8,CAR 42,0,10,Carson Wentz pass complete deep right to Dallas Goedert for 17 yards (tackle by Eric Reid),2.380,3.910
3,4:20,1,10,CAR 25,0,10,Wendell Smallwood up the middle for 2 yards (tackle by Wes Horton),3.910,3.630
3,3:42,2,8,CAR 23,0,10,Carson Wentz pass complete short right to Zach Ertz for 11 yards (tackle by Shaq Thompson),3.630,4.780
3,3:12,1,10,CAR 12,0,10,Carson Wentz pass incomplete short middle intended for Dallas Goedert (defended by Mike Adams),4.780,4.100
3,3:08,2,10,CAR 12,0,10,Carson Wentz pass complete short left to Zach Ertz for 9 yards (tackle by Shaq Thompson),4.100,5.060
3,2:23,3,1,CAR 3,0,10,Josh Adams up the middle for no gain (tackle by Thomas Davis and Shaq Thompson),5.060,3.060
3,1:57,4,1,CAR 3,0,10,Carson Wentz up the middle for 2 yards (tackle by Luke Kuechly),3.060,6.970
3,1:24,1,1,CAR 1,0,10,Carson Wentz up the middle for no gain (tackle by Shaq Thompson and Eric Reid),6.970,5.910
3,0:44,2,1,CAR 1,0,16,"Carson Wentz pass complete short right to Dallas Goedert for 1 yard, touchdown",5.910,7.000
3,0:39,,,CAR 15,0,17,Jake Elliott kicks extra point good,0.000,0.000
3,0:39,,,PHI 35,0,17,"Jake Elliott kicks off 63 yards, returned by D.J. Moore for no gain (tackle by Deiondre' Hall and Rasul Douglas)",0.000,0.280
3,0:33,1,10,CAR 20,0,17,Cam Newton pass incomplete deep middle intended for Devin Funchess,0.280,-0.270
3,0:29,2,10,CAR 20,0,17,Cam Newton pass complete short right to D.J. Moore for 9 yards (tackle by Jalen Mills),-0.270,0.230
Quarter,Time,Down,ToGo,Location,CAR,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,CAR 29,0,17,Cam Newton right tackle for 1 yard (tackle by Fletcher Cox and Jordan Hicks),0.230,0.940
4,14:19,1,10,CAR 30,0,17,Cam Newton pass complete short right to Devin Funchess for 9 yards,0.940,1.610
4,13:54,2,1,CAR 39,0,17,Cam Newton pass complete short right to Torrey Smith for 8 yards (tackle by Jalen Mills and Malcolm Jenkins),1.610,2.060
4,13:15,1,10,CAR 47,0,17,Cam Newton pass complete short left to Jarius Wright for 9 yards (tackle by Chris Long),2.060,2.730
4,12:43,2,1,PHI 44,0,17,Cam Newton pass complete short left to Devin Funchess for 7 yards (tackle by Ronald Darby),2.730,3.120
4,12:16,1,10,PHI 37,0,17,Cam Newton pass complete short left to Christian McCaffrey for 7 yards (tackle by Nigel Bradham),3.120,3.520
4,11:32,2,3,PHI 30,0,17,Cam Newton pass incomplete deep right intended for Greg Olsen,3.520,2.810
4,11:28,,,,,,Timeout #1 by Carolina Panthers,,
4,11:28,3,3,PHI 30,0,17,Cam Newton pass complete short middle to D.J. Moore for 16 yards (tackle by Avonte Maddox and Malcolm Jenkins),2.810,4.650
4,10:48,1,10,PHI 14,6,17,"Curtis Samuel right end for 14 yards, touchdown",4.650,7.000
4,10:41,,,PHI 15,6,17,Graham Gano kicks extra point no good wide right,0.000,-1.000
4,10:41,,,CAR 35,6,17,"Graham Gano kicks off 58 yards, returned by DeAndre Carter for no gain (tackle by Rashaan Gaulden)",0.000,0.940
4,10:36,1,10,PHI 30,6,17,Carson Wentz pass complete short right to Corey Clement for 5 yards (tackle by Shaq Thompson),0.940,1.070
4,10:11,2,5,PHI 35,6,17,Carson Wentz pass complete short right to Alshon Jeffery for 2 yards (tackle by James Bradberry),1.070,0.630
4,9:25,3,3,PHI 37,6,17,Carson Wentz pass complete short right to Zach Ertz for 14 yards (tackle by Rashaan Gaulden),0.630,2.320
4,8:42,1,10,CAR 49,6,17,Carson Wentz pass complete short left to Nelson Agholor for -1 yards (tackle by Luke Kuechly),2.320,1.650
4,7:58,2,11,PHI 50,6,17,Carson Wentz sacked by Luke Kuechly for -7 yards,1.650,0.040
4,7:23,3,18,PHI 43,6,17,Carson Wentz pass complete short left to Alshon Jeffery for 9 yards (tackle by James Bradberry),0.040,0.070
4,7:00,4,9,CAR 48,6,17,Cameron Johnston punts 35 yards out of bounds,0.070,0.320
4,6:52,1,10,CAR 13,6,17,Cam Newton pass complete short left to Torrey Smith for 4 yards (tackle by Ronald Darby),-0.320,-0.300
4,6:26,2,6,CAR 17,6,17,Cam Newton pass complete short right to Torrey Smith for 14 yards (tackle by Jalen Mills). Penalty on Nigel Bradham: Defensive Holding (Declined),-0.300,1.000
4,6:07,1,10,CAR 31,6,17,Cam Newton up the middle for 8 yards (tackle by Malcolm Jenkins),1.000,1.540
4,5:35,2,2,CAR 39,6,17,Cam Newton pass complete short left to Damiere Byrd for 8 yards (tackle by Jordan Hicks),1.540,2.060
4,5:10,1,10,CAR 47,6,17,Cam Newton pass complete deep middle to Jarius Wright for 28 yards (tackle by Ronald Darby),2.060,3.910
4,4:43,1,10,PHI 25,6,17,Cam Newton pass complete short right to Devin Funchess for 7 yards (tackle by Dexter McDougle),3.910,4.370
4,4:13,2,3,PHI 18,12,17,"Cam Newton pass complete deep left to Devin Funchess for 18 yards, touchdown",4.370,7.000
4,4:08,,,PHI 2,14,17,"Two Point Attempt: Cam Newton pass complete to Jarius Wright, conversion succeeds",0.000,1.000
4,4:08,,,CAR 35,14,17,"Graham Gano kicks off 60 yards, returned by DeAndre Carter for no gain (tackle by Alex Armah)",0.000,0.610
4,4:02,1,10,PHI 25,14,17,Carson Wentz pass complete short left to Nelson Agholor for 2 yards (tackle by Eric Reid),0.610,0.330
4,3:16,2,8,PHI 27,14,17,Carson Wentz pass complete short left to Wendell Smallwood for -2 yards (tackle by Luke Kuechly),0.330,-0.620
4,2:32,3,10,PHI 25,14,17,Carson Wentz pass incomplete deep right intended for Alshon Jeffery (defended by James Bradberry),-0.620,-1.700
4,2:28,4,10,PHI 25,14,17,"Cameron Johnston punts 53 yards, returned by Damiere Byrd for 9 yards (tackle by Tre Sullivan)",-1.700,-1.000
4,2:17,1,10,CAR 31,14,17,Cam Newton pass incomplete short left intended for Greg Olsen (defended by Ronald Darby),1.000,0.460
4,2:14,2,10,CAR 31,14,17,Cam Newton pass incomplete short right intended for D.J. Moore,0.460,-0.230
4,2:10,3,10,CAR 31,14,17,Cam Newton pass incomplete deep left intended for Devin Funchess,-0.230,-1.310
4,2:06,4,10,CAR 31,14,17,Cam Newton pass complete short right to Torrey Smith for 35 yards (tackle by Jalen Mills),-1.310,3.310
4,1:55,1,10,PHI 34,14,17,Cam Newton pass complete short right to Christian McCaffrey for 8 yards (tackle by Nigel Bradham),3.310,3.850
4,1:48,2,2,PHI 26,14,17,Cam Newton pass incomplete short right intended for Torrey Smith (defended by Malcolm Jenkins),3.850,3.140
4,1:45,3,2,PHI 26,14,17,Cam Newton pass complete short left to Christian McCaffrey for 22 yards (tackle by Nigel Bradham and Jordan Hicks),3.140,6.280
4,1:39,1,4,PHI 4,14,17,Cam Newton pass incomplete short left intended for Devin Funchess (defended by Ronald Darby),6.280,5.340
4,1:36,2,4,PHI 4,14,17,Cam Newton left end for 3 yards (tackle by Treyvon Hester and Nigel Bradham),5.340,5.170
4,1:26,,,,,,Timeout #1 by Philadelphia Eagles,,
4,1:26,3,1,PHI 1,20,17,"Cam Newton pass complete short right to Greg Olsen for 1 yard, touchdown",5.170,7.000
4,1:22,,,PHI 15,21,17,Graham Gano kicks extra point good,0.000,0.000
4,1:22,,,CAR 35,21,17,"Graham Gano kicks off 65 yards, returned by DeAndre Carter for no gain (tackle by Jermaine Carter)",0.000,0.940
4,1:17,1,10,PHI 30,21,17,"Carson Wentz pass incomplete deep middle intended for Alshon Jeffery. Penalty on James Bradberry: Defensive Pass Interference, 48 yards (no play)",0.940,4.110
4,1:11,1,10,CAR 22,21,17,Carson Wentz pass incomplete deep middle intended for Zach Ertz,4.110,3.560
4,1:06,2,10,CAR 22,21,17,Wendell Smallwood up the middle for 8 yards (tackle by Luke Kuechly),3.560,4.150
4,0:37,3,2,CAR 14,21,17,Carson Wentz pass incomplete short middle intended for Alshon Jeffery (defended by Mike Adams),4.150,2.630
4,0:31,4,2,CAR 14,21,17,"Carson Wentz sacked by Julius Peppers for -8 yards. Carson Wentz fumbles (forced by Julius Peppers), recovered by Kyle Love at CAR-22 (tackle by Carson Wentz)",2.630,-0.410
4,0:21,1,10,CAR 22,21,17,Cam Newton kneels for -1 yards,0.410,-0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
