#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:12,BAL 21,5,2:15,17,Punt
2,1,6:59,BAL 9,3,1:26,0,Punt
3,1,3:10,KAN 42,6,1:49,32,Field Goal
4,2,12:28,BAL 29,6,3:27,25,Punt
5,2,2:48,BAL 20,8,1:44,22,Punt
6,3,15:00,,0,0:06,0,Fumble
7,3,11:41,BAL 12,7,3:41,80,Field Goal
8,3,5:50,BAL 25,3,1:22,27,Interception
9,3,3:48,BAL 23,9,3:48,56,Field Goal
10,4,11:56,BAL 1,3,1:41,5,Punt
11,4,4:31,BAL 20,8,4:31,19,End of Game
