Quarter,Time,Down,ToGo,Location,BAL,KAN,Detail,EPB,EPA
1,1:15,1,10,KAN 35,3,0,Jamaal Charles right tackle for 8 yards (tackle by Ray Lewis),1.270,1.800
1,0:42,2,2,KAN 43,3,0,Jamaal Charles up the middle for 6 yards (tackle by Ray Lewis),1.800,2.190
1,0:12,1,10,KAN 49,3,0,Jamaal Charles right guard for 11 yards (tackle by Ray Lewis),2.190,2.920
Quarter,Time,Down,ToGo,Location,BAL,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 40,3,0,Jamaal Charles right tackle for 4 yards (tackle by Lardarius Webb),2.920,2.910
2,14:23,2,6,BAL 36,3,0,Jamaal Charles left tackle for 1 yard (tackle by Haloti Ngata),2.910,2.340
2,13:52,3,5,BAL 35,3,0,"Penalty on Branden Albert: False Start, 5 yards (no play)",2.340,1.680
2,13:29,3,10,BAL 40,3,0,Matt Cassel pass complete short right to Dwayne Bowe for 11 yards. Penalty on Jimmy Smith: Defensive Holding (Declined),1.680,3.640
2,13:14,1,10,BAL 29,3,0,Jamaal Charles right tackle for 2 yards (tackle by Paul Kruger),3.640,3.370
2,12:38,2,8,BAL 27,3,0,Matt Cassel pass incomplete short left intended for Dwayne Bowe is intercepted by Lardarius Webb at BAL-21 and returned for 8 yards (tackle by Jon Asamoah),3.370,-0.870
2,12:28,1,10,BAL 29,3,0,Joe Flacco pass complete short middle to Anquan Boldin for 16 yards (tackle by Brandon Flowers),0.870,1.930
2,12:00,1,10,BAL 45,3,0,Ray Rice up the middle for 1 yard (tackle by Dontari Poe),1.930,1.520
2,11:28,2,9,BAL 46,3,0,Joe Flacco sacked by Justin Houston for -6 yards,1.520,0.040
2,10:53,3,15,BAL 40,3,0,"Joe Flacco pass incomplete deep right intended for Anquan Boldin (defended by Abram Elam). Penalty on Stanford Routt: Defensive Holding, 5 yards (no play)",0.040,1.930
2,10:41,1,10,BAL 45,3,0,Joe Flacco pass incomplete deep left intended for Torrey Smith,1.930,1.380
2,10:36,2,10,BAL 45,3,0,Anthony Allen right end for no gain (tackle by Derrick O. Johnson),1.380,0.000
2,9:55,,,,3,0,Timeout #1 by Kansas City Chiefs,0.000,0.700
2,9:55,3,10,BAL 45,3,0,"Penalty on Kelechi Osemele: False Start, 5 yards (no play)",0.700,0.040
2,9:55,3,15,BAL 40,3,0,Joe Flacco pass complete short left to Anquan Boldin for 14 yards (tackle by Javier Arenas),0.040,0.200
2,9:16,4,1,KAN 46,3,0,"Sam Koch punts 36 yards, returned by Terrance Copper for 25 yards (tackle by Dannell Ellerbe)",0.200,-1.270
2,9:01,1,10,KAN 35,3,0,Jamaal Charles left guard for 8 yards (tackle by Ed Reed),1.270,1.800
2,8:37,2,2,KAN 43,3,0,Jamaal Charles up the middle for 10 yards (tackle by Ed Reed),1.800,2.460
2,8:11,1,10,BAL 47,3,0,Shaun Draughn left guard for 6 yards (tackle by Arthur Jones),2.460,2.720
2,7:39,2,4,BAL 41,3,0,Matt Cassel for 12 yards (tackle by Bernard Pollard),2.720,3.640
2,7:20,1,10,BAL 29,3,0,Jamaal Charles up the middle for 9 yards (tackle by Bernard Pollard),3.640,4.320
2,6:50,2,1,BAL 20,3,0,Shaun Draughn right end for 2 yards (tackle by Ed Reed),4.320,4.370
2,6:23,1,10,BAL 18,3,0,Shaun Draughn right tackle for 5 yards (tackle by Ray Lewis),4.370,4.610
2,5:57,2,5,BAL 13,3,0,Shaun Draughn left end for 4 yards (tackle by Bernard Pollard),4.610,4.740
2,5:23,3,1,BAL 9,3,0,Matt Cassel up the middle for 2 yards (tackle by Terrence Cody),4.740,5.600
2,5:23,1,7,BAL 7,3,0,"Penalty on Steve Maneri: False Start, 5 yards (no play)",5.600,4.640
2,4:37,1,12,BAL 12,3,0,Jamaal Charles left end for -8 yards (tackle by Paul Kruger),4.640,3.000
2,4:01,2,20,BAL 20,3,0,Jamaal Charles left end for -2 yards (tackle by Paul Kruger),3.000,0.000
2,3:19,,,,3,0,Timeout #2 by Kansas City Chiefs,0.000,2.080
2,3:19,3,22,BAL 22,3,0,Shaun Draughn left end for 10 yards (tackle by Bernard Pollard),2.080,2.630
2,2:52,4,12,BAL 12,3,3,Ryan Succop 30 yard field goal good,2.630,3.000
2,2:48,,,KAN 35,3,3,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
2,2:48,1,10,BAL 20,3,3,Joe Flacco pass complete short right to Dennis Pitta for 9 yards (tackle by Travis Daniels),0.280,0.950
2,2:25,2,1,BAL 29,3,3,Joe Flacco pass incomplete deep right intended for Jacoby Jones,0.950,0.230
2,2:20,3,1,BAL 29,3,3,Ray Rice up the middle for 2 yards (tackle by Derrick O. Johnson),0.230,1.000
2,2:00,1,10,BAL 31,3,3,Joe Flacco pass incomplete short left intended for Anquan Boldin,1.000,0.460
2,1:55,2,10,BAL 31,3,3,Joe Flacco pass complete short right to Dennis Pitta for 11 yards (tackle by Eric Berry),0.460,1.730
2,1:27,1,10,BAL 42,3,3,Joe Flacco pass incomplete short left intended for Anquan Boldin,1.730,1.190
2,1:25,2,10,BAL 42,3,3,Joe Flacco pass incomplete deep left intended for Jacoby Jones,1.190,0.500
2,1:20,3,10,BAL 42,3,3,Joe Flacco pass incomplete short middle intended for Ray Rice,0.500,-0.590
2,1:15,4,10,BAL 42,3,3,"Sam Koch punts 44 yards, returned by Javier Arenas for 5 yards (tackle by Brendon Ayanbadejo)",-0.590,-0.150
2,1:04,1,10,KAN 19,3,3,Shaun Draughn up the middle for 3 yards (tackle by Ray Lewis),0.150,0.000
2,0:55,,,,3,3,Timeout #1 by Baltimore Ravens,0.000,0.070
2,0:55,2,7,KAN 22,3,3,Jamaal Charles left end for 2 yards (tackle by Arthur Jones and Albert McClellan),0.070,0.000
2,0:50,,,,3,3,Timeout #2 by Baltimore Ravens,0.000,-0.420
2,0:50,3,5,KAN 24,3,3,Shaun Draughn right end for 7 yards (tackle by Ma'ake Kemoeatu),-0.420,0.000
2,0:40,,,,3,3,Timeout #3 by Kansas City Chiefs,0.000,1.000
2,0:40,1,10,KAN 31,3,3,Jamaal Charles up the middle for 17 yards (tackle by Cary Williams),1.000,2.130
2,0:33,1,10,KAN 48,3,3,Matt Cassel pass complete short left to Dwayne Bowe for 9 yards (tackle by Cary Williams and Bernard Pollard),2.130,2.800
2,0:33,2,1,BAL 43,3,3,Matt Cassel spiked the ball,2.800,2.080
2,0:33,3,1,BAL 43,3,3,"Penalty on Matt Cassel: Delay of Game, 5 yards (no play)",2.080,1.420
2,0:16,3,6,BAL 48,3,3,Matt Cassel pass complete short left to Shaun Draughn for 5 yards (tackle by Dannell Ellerbe),1.420,0.400
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
2,0:12,4,1,BAL 43,3,3,Dustin Colquitt punts 34 yards. Penalty on KAN: Illegal Touch Kick (Declined),0.400,1.800
Quarter,Time,Down,ToGo,Location,BAL,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,3,3,"Ryan Succop kicks off 68 yards, returned by Deonte Thompson for 32 yards (tackle by Terrance Copper). Deonte Thompson fumbles (forced by Terrance Copper), recovered by Edgar Jones at BAL-29 (tackle by Ed Dickson)",0.000,-3.640
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,14:54,1,10,BAL 29,3,3,Jamaal Charles left end for 3 yards (tackle by Ray Lewis),3.640,3.510
3,14:17,2,7,BAL 26,3,3,Matt Cassel pass complete short right to Dwayne Bowe for 6 yards (tackle by Lardarius Webb),3.510,3.600
3,13:55,3,1,BAL 20,3,3,Jamaal Charles right tackle for 1 yard (tackle by Jameel McClain),3.600,4.310
3,13:14,1,10,BAL 19,3,3,Shaun Draughn right end for -1 yards (tackle by Jameel McClain),4.310,3.630
3,12:41,2,11,BAL 20,3,3,Matt Cassel pass complete short left to Dwayne Bowe for 7 yards (tackle by Cary Williams),3.630,3.960
3,12:00,3,4,BAL 13,3,3,"Matt Cassel pass incomplete short left intended for Dwayne Bowe (defended by Cary Williams). Penalty on Cary Williams: Defensive Pass Interference, 12 yards (no play)",3.960,6.970
3,11:54,1,1,BAL 1,3,3,"Matt Cassel for no gain. Matt Cassel fumbles, recovered by Ed Reed at BAL--1 and returned for 13 yards (tackle by Jeff Allen)",6.970,0.350
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,11:41,1,10,BAL 12,3,3,Ray Rice right end for 3 yards (tackle by Tamba Hali),-0.350,-0.500
3,11:09,2,7,BAL 15,3,3,Joe Flacco pass complete deep middle to Anquan Boldin for 43 yards (tackle by Eric Berry),-0.500,2.790
3,11:09,1,10,KAN 42,3,3,Ray Rice left end for 26 yards (tackle by Stanford Routt),2.790,4.510
3,10:19,1,10,KAN 16,3,3,"Penalty on Kelechi Osemele: False Start, 5 yards (no play)",4.510,4.170
3,10:01,1,15,KAN 21,3,3,Joe Flacco pass complete short left to Anquan Boldin for 9 yards (tackle by Stanford Routt),4.170,4.570
3,9:24,2,6,KAN 12,3,3,Ray Rice up the middle for 2 yards (tackle by Tamba Hali),4.570,4.170
3,8:46,3,4,KAN 10,3,3,Ray Rice up the middle for 2 yards (tackle by Derrick O. Johnson),4.170,2.990
3,8:04,4,2,KAN 8,6,3,Justin Tucker 26 yard field goal good,2.990,3.000
3,8:00,,,BAL 35,6,3,"Justin Tucker kicks off 63 yards, returned by Shaun Draughn for 20 yards (tackle by Sean Considine)",0.000,0.410
3,7:53,1,10,KAN 22,6,3,Jamaal Charles left end for 3 yards (tackle by Courtney Upshaw),0.410,0.270
3,7:15,2,7,KAN 25,6,3,Jamaal Charles left tackle for -5 yards (tackle by Haloti Ngata),0.270,-1.090
3,6:36,3,12,KAN 20,6,3,Jamaal Charles left tackle for 7 yards (tackle by Paul Kruger),-1.090,-1.570
3,6:03,4,5,KAN 27,6,3,"Dustin Colquitt punts 58 yards, returned by Jacoby Jones for 10 yards (tackle by Edgar Jones)",-1.570,-0.610
3,5:50,1,10,BAL 25,6,3,Joe Flacco pass complete short middle to Ed Dickson for 11 yards (tackle by Tamba Hali),0.610,1.330
3,5:22,1,10,BAL 36,6,3,Joe Flacco pass complete short right to Ray Rice for 16 yards (tackle by Tamba Hali),1.330,2.390
3,4:39,1,10,KAN 48,6,3,Joe Flacco pass incomplete short left intended for Anquan Boldin is intercepted by Brandon Flowers at KAN-35 and returned for 29 yards (tackle by Anquan Boldin),2.390,-3.180
3,4:28,1,10,BAL 36,6,3,Jamaal Charles left end for -1 yards (tackle by Pernell McPhee),3.180,0.000
3,3:56,,,,6,3,Timeout #1 by Kansas City Chiefs,0.000,2.500
3,3:56,2,11,BAL 37,6,3,Matt Cassel pass incomplete short middle intended for Dwayne Bowe is intercepted by Cary Williams at BAL-22 and returned for 1 yard (tackle by Steve Maneri),2.500,-0.480
3,3:48,1,10,BAL 23,6,3,Ray Rice left end for 2 yards (tackle by Derrick O. Johnson),0.480,0.200
3,3:16,2,8,BAL 25,6,3,Joe Flacco pass complete short left to Vonta Leach for 18 yards (tackle by Jovan Belcher). Penalty on Stanford Routt: Defensive Holding (Declined),0.200,1.800
3,2:52,1,10,BAL 43,6,3,Ray Rice left guard for 5 yards (tackle by Anthony Toribio),1.800,1.930
3,2:20,2,5,BAL 48,6,3,Joe Flacco pass complete short right to Torrey Smith for 26 yards (tackle by Abram Elam),1.930,3.840
3,1:38,1,10,KAN 26,6,3,Bernard Pierce left guard for 12 yards (tackle by Eric Berry),3.840,4.650
3,0:51,1,10,KAN 14,6,3,Joe Flacco pass incomplete short right intended for Vonta Leach,4.650,4.000
3,0:47,2,10,KAN 14,6,3,Joe Flacco pass incomplete short left intended for Ray Rice,4.000,3.110
3,0:41,3,10,KAN 14,6,3,Joe Flacco sacked by Justin Houston for -7 yards,3.110,2.060
3,0:01,4,17,KAN 21,9,3,Justin Tucker 39 yard field goal good,2.060,3.000
Quarter,Time,Down,ToGo,Location,BAL,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,BAL 35,9,3,"Justin Tucker kicks off 73 yards, touchback",0.000,0.280
4,15:00,1,10,KAN 20,9,3,Jamaal Charles up the middle for 2 yards (tackle by Ma'ake Kemoeatu),0.280,0.000
4,14:34,2,8,KAN 22,9,3,Jamaal Charles left tackle for 2 yards (tackle by Haloti Ngata),0.000,-0.430
4,13:50,3,6,KAN 24,9,3,Matt Cassel pass complete deep right to Jonathan Baldwin for 26 yards (tackle by Lardarius Webb),-0.430,2.260
4,13:16,1,10,,9,3,Shaun Draughn left tackle for 5 yards (tackle by Ray Lewis),2.260,2.390
4,12:44,2,5,BAL 45,9,3,Matt Cassel pass incomplete short right intended for Jonathan Baldwin,2.390,1.690
4,12:40,3,5,BAL 45,9,3,"Matt Cassel pass complete deep right to Dexter McCluster for 25 yards (tackle by Ed Reed). Penalty on Dwayne Bowe: Offensive Pass Interference, 10 yards (no play)",1.690,0.370
4,12:14,3,15,KAN 45,9,3,Matt Cassel pass incomplete deep right intended for Jonathan Baldwin,0.370,-0.390
4,12:07,4,15,KAN 45,9,3,"Dustin Colquitt punts 53 yards. Penalty on Deonte Thompson: Offensive Holding, 1 yards",-0.390,0.380
4,11:56,1,10,BAL 1,9,3,Vonta Leach up the middle for 4 yards (tackle by Allen Bailey),-0.380,-0.490
4,11:15,2,6,BAL 5,9,3,Bernard Pierce up the middle for 1 yard (tackle by Derrick O. Johnson),-0.490,-0.840
4,10:33,3,5,BAL 6,9,3,Joe Flacco pass incomplete deep left intended for Anquan Boldin,-0.840,-2.490
4,10:26,4,5,BAL 6,9,3,"Sam Koch punts 56 yards, returned by Javier Arenas for 4 yards (tackle by James Ihedigbo). Penalty on Cory Greenwood: Offensive Holding, 10 yards",-2.490,-0.940
4,10:15,1,10,KAN 30,9,3,Matt Cassel pass incomplete short right intended for Tony Moeaki,0.940,0.390
4,10:10,2,10,KAN 30,9,3,Matt Cassel pass complete short right to Jamaal Charles for 16 yards (tackle by Bernard Pollard),0.390,1.990
4,9:37,1,10,KAN 46,9,3,Jamaal Charles right guard for 4 yards (tackle by Ray Lewis),1.990,1.990
4,9:13,2,6,,9,3,Jamaal Charles left end for -1 yards (tackle by Jameel McClain),1.990,1.160
4,8:31,3,7,KAN 49,9,3,Brady Quinn pass complete short middle to Dwayne Bowe for 20 yards (tackle by Bernard Pollard),1.160,3.510
4,7:55,1,10,BAL 31,9,3,Cyrus Gray up the middle for 6 yards (tackle by Bernard Pollard),3.510,3.780
4,7:17,2,4,BAL 25,9,3,Cyrus Gray right tackle for 11 yards (tackle by Jameel McClain),3.780,4.650
4,6:44,1,10,BAL 14,9,3,Cyrus Gray up the middle for -1 yards (tackle by Ray Lewis),4.650,3.850
4,6:09,2,11,BAL 15,9,3,Brady Quinn pass complete short left to Jamaal Charles for no gain,3.850,3.060
4,5:24,3,11,BAL 15,9,3,"Brady Quinn pass complete short middle to Dwayne Bowe for 15 yards. Penalty on Dexter McCluster: Offensive Pass Interference, 10 yards (no play)",3.060,1.950
4,5:16,3,21,BAL 25,9,3,Brady Quinn pass complete short middle to Cyrus Gray for 12 yards (tackle by Dannell Ellerbe),1.950,2.570
4,4:34,4,9,BAL 13,9,6,Ryan Succop 31 yard field goal good,2.570,3.000
4,4:31,,,KAN 35,9,6,"Ryan Succop kicks off 65 yards, returned by Deonte Thompson for 20 yards (tackle by Cyrus Gray)",0.000,0.280
4,4:24,1,10,BAL 20,9,6,Ray Rice up the middle for no gain (tackle by Derrick O. Johnson),0.280,-0.270
4,3:42,2,10,BAL 20,9,6,Joe Flacco sacked by Tamba Hali for -5 yards,-0.270,-1.860
4,3:02,3,15,BAL 15,9,6,Joe Flacco up the middle for 16 yards (tackle by Allen Bailey),-1.860,0.000
4,2:43,,,,9,6,Timeout #2 by Kansas City Chiefs,0.000,1.000
4,2:43,1,10,BAL 31,9,6,Ray Rice right end for 6 yards (tackle by Justin Houston),1.000,0.000
4,2:34,,,,9,6,Timeout #3 by Kansas City Chiefs,0.000,1.270
4,2:34,2,4,BAL 37,9,6,Ray Rice right tackle for 3 yards (tackle by Jovan Belcher),1.270,0.960
4,2:00,3,1,BAL 40,9,6,Ray Rice right guard for 1 yard (tackle by Eric Berry),0.960,1.660
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
4,1:18,1,10,BAL 41,9,6,Joe Flacco kneels for -1 yards,1.660,0.990
4,0:39,2,11,BAL 40,9,6,Joe Flacco kneels for -1 yards,0.990,0.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
