Quarter,Time,Down,ToGo,Location,BAL,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 66 yards, returned by Shaun Draughn for 21 yards (tackle by LaQuan Williams)",0.000,0.280
1,14:55,1,10,KAN 20,0,0,Jamaal Charles left end for 5 yards (tackle by Haloti Ngata),0.280,0.410
1,14:17,2,5,KAN 25,0,0,Jamaal Charles up the middle for 4 yards (tackle by Bernard Pollard),0.410,0.230
1,13:57,3,1,KAN 29,0,0,Jamaal Charles right guard for -1 yards (tackle by Pernell McPhee),0.230,-1.500
1,13:20,4,2,KAN 28,0,0,"Dustin Colquitt punts 51 yards, fair catch by Jacoby Jones",-1.500,-0.340
1,13:12,1,10,BAL 21,0,0,Ray Rice up the middle for 6 yards (tackle by Tyson Jackson),0.340,0.610
1,12:46,2,4,BAL 27,0,0,Joe Flacco pass complete short right to Torrey Smith for 9 yards (tackle by Brandon Flowers),0.610,1.330
1,12:19,1,10,BAL 36,0,0,Ray Rice up the middle for no gain (tackle by Jovan Belcher),1.330,0.790
1,11:44,2,10,BAL 36,0,0,Joe Flacco pass complete short left to Dennis Pitta for 2 yards (tackle by Stanford Routt),0.790,0.370
1,11:15,3,8,BAL 38,0,0,Joe Flacco pass incomplete short right intended for Dennis Pitta,0.370,-0.850
1,11:08,4,8,BAL 38,0,0,"Sam Koch punts 47 yards, returned by Javier Arenas for 1 yard (tackle by Chykie Brown)",-0.850,0.140
1,10:57,1,10,KAN 16,0,0,Jamaal Charles left end for 4 yards (tackle by Pernell McPhee),-0.140,0.010
1,10:17,2,6,KAN 20,0,0,Matt Cassel pass complete short left to Dwayne Bowe for 7 yards (tackle by Cary Williams),0.010,0.740
1,9:34,1,10,KAN 27,0,0,Jamaal Charles left tackle for 25 yards (tackle by Jameel McClain),0.740,2.390
1,8:51,1,10,BAL 48,0,0,Shaun Draughn right tackle for -1 yards (tackle by Courtney Upshaw and Terrence Cody),2.390,1.710
1,8:24,2,11,BAL 49,0,0,Shaun Draughn left tackle for 3 yards (tackle by Jameel McClain),1.710,1.420
1,7:38,3,8,BAL 46,0,0,Shaun Draughn up the middle for -3 yards (tackle by Paul Kruger),1.420,0.000
1,7:06,4,11,BAL 49,0,0,"Dustin Colquitt punts 40 yards, fair catch by Lardarius Webb",0.000,0.380
1,6:59,1,10,BAL 9,0,0,Joe Flacco pass incomplete short right intended for Anquan Boldin (defended by Abram Elam),-0.380,-0.780
1,6:55,2,10,BAL 9,0,0,Ray Rice right guard for 4 yards (tackle by Eric Berry),-0.780,-0.950
1,6:14,3,6,BAL 13,0,0,Joe Flacco sacked by Tamba Hali for -4 yards,-0.950,-2.490
1,5:44,4,10,BAL 9,0,0,"Sam Koch punts 49 yards, returned by Javier Arenas for 8 yards (tackle by James Ihedigbo). Penalty on Edgar Jones: Offensive Holding, 10 yards",-2.490,-0.610
1,5:33,1,10,KAN 25,0,0,"Jamaal Charles up the middle for 12 yards (tackle by Arthur Jones). Jamaal Charles fumbles (forced by Arthur Jones), ball out of bounds at KAN-38",0.610,1.470
1,5:01,1,10,KAN 38,0,0,Jamaal Charles up the middle for 8 yards (tackle by Bernard Pollard),1.470,2.000
1,4:30,2,2,KAN 46,0,0,Matt Cassel pass complete short right to Jamaal Charles for 5 yards (tackle by Albert McClellan),2.000,2.320
1,3:53,1,10,BAL 49,0,0,Cyrus Gray left guard for 4 yards (tackle by Jameel McClain),2.320,2.320
1,3:17,2,6,BAL 45,0,0,"Matt Cassel for no gain. Matt Cassel fumbles, recovered by Courtney Upshaw at KAN-42 (tackle by Matt Cassel)",2.320,-2.790
1,3:10,1,10,KAN 42,0,0,"Joe Flacco pass complete short right to Torrey Smith for 3 yards (tackle by Jovan Belcher). Penalty on Anquan Boldin: Illegal Block Above the Waist, 10 yards",2.790,2.320
1,2:41,1,17,KAN 49,0,0,Ray Rice left tackle for 37 yards (tackle by Justin Houston),2.320,4.780
1,2:06,1,10,KAN 12,0,0,Ray Rice right guard for 2 yards (tackle by Jovan Belcher),4.780,4.450
1,1:34,2,8,KAN 10,0,0,Joe Flacco pass incomplete short right intended for Anquan Boldin,4.450,3.480
1,1:29,3,8,KAN 10,0,0,Joe Flacco pass incomplete short left intended for Tandon Doss,3.480,2.760
1,1:24,4,8,KAN 10,3,0,Justin Tucker 28 yard field goal good,2.760,3.000
1,1:21,,,BAL 35,3,0,"Justin Tucker kicks off 71 yards, returned by Shaun Draughn for 41 yards (tackle by Justin Tucker)",0.000,1.270
