Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,GNB 30,0,0,"Mason Crosby kicks off 68 yards, returned by Jerious Norwood for 17 yards (tackle by Will Blackmon)",0.000,0.150
1,14:55,1,10,ATL 19,0,0,Matt Ryan pass complete deep right to Roddy White for 37 yards (tackle by Nick Collins),0.150,2.650
1,14:36,1,10,GNB 44,0,0,Michael Turner left end for 2 yards (tackle by Mike Montgomery),2.650,2.380
1,14:03,2,8,GNB 42,0,0,Michael Turner left end for 2 yards (tackle by Tramon Williams and Charlie Peprah),2.380,1.950
1,13:24,3,6,GNB 40,0,0,Matt Ryan pass complete short right to Roddy White for 19 yards,1.950,4.170
1,12:56,1,10,GNB 21,0,0,Matt Ryan pass complete short left to Roddy White for 8 yards (tackle by Tramon Williams),4.170,4.950
1,12:36,2,2,GNB 13,0,0,Michael Turner left guard for 3 yards (tackle by Aaron Kampman),4.950,4.910
1,11:57,1,10,GNB 10,0,0,Michael Turner left tackle for 4 yards (tackle by Colin Cole),4.910,4.950
1,11:18,2,6,GNB 6,0,0,Jerious Norwood right guard for 5 yards (tackle by Nick Collins),4.950,5.170
1,10:45,3,1,GNB 1,0,0,"Matt Ryan for no gain. Matt Ryan fumbles, recovered by Matt Ryan at GNB-4. Penalty on Ryan Pickett: Encroachment (no play)",5.170,5.170
1,10:35,3,1,GNB 1,0,0,Michael Turner left guard for no gain (tackle by Colin Cole),5.170,3.550
1,9:58,4,1,GNB 1,6,0,"Matt Ryan pass complete short right to Justin Peelle for 1 yard, touchdown",3.550,7.000
1,,,,GNB 2,7,0,Jason Elam kicks extra point good,0.000,0.000
1,,,,ATL 30,7,0,"Michael Koenen kicks off 68 yards, returned by Will Blackmon for 19 yards (tackle by Jason Snelling)",0.000,0.340
1,9:45,1,10,GNB 21,7,0,Aaron Rodgers sacked by Grady Jackson for -4 yards,0.340,-0.860
1,9:08,2,14,GNB 17,7,0,Ryan Grant right guard for 3 yards (tackle by Erik Coleman),-0.860,-1.020
1,8:29,3,11,GNB 20,7,0,Aaron Rodgers pass complete short left to Brandon Jackson for 7 yards (tackle by John Abraham). Penalty on Scott Wells: Offensive Holding (Declined),-1.020,-1.570
1,8:16,4,4,GNB 27,7,0,"Derrick Frost punts 37 yards, returned by Adam Jennings for 3 yards (tackle by Jarrett Bush)",-1.570,-1.530
1,8:07,1,10,ATL 39,7,0,Michael Turner left guard for 22 yards (tackle by Charles Woodson),1.530,2.980
1,7:29,1,10,GNB 39,7,0,Michael Turner right guard for 1 yard (tackle by Johnny Jolly and Charlie Peprah),2.980,2.580
1,6:59,2,9,GNB 38,7,0,Michael Turner right guard for 6 yards (tackle by Colin Cole and Brady Poppinga),2.580,2.680
1,6:17,,,,7,0,Timeout #1 by Atlanta Falcons,0.000,2.680
1,6:17,3,3,GNB 32,7,0,Matt Ryan pass complete short middle to Jerious Norwood for 4 yards (tackle by Nick Barnett),2.680,3.710
1,5:40,1,10,GNB 28,7,0,Matt Ryan pass complete short right to Roddy White for 3 yards (tackle by Tramon Williams),3.710,3.570
1,5:06,2,7,GNB 25,7,0,Michael Turner up the middle for 1 yard (tackle by Aaron Kampman),3.570,3.010
1,4:23,3,6,GNB 24,7,0,Matt Ryan pass incomplete short middle intended for Jerious Norwood,3.010,1.890
1,4:20,4,6,GNB 24,10,0,Jason Elam 42 yard field goal good,1.890,3.000
1,,,,ATL 30,10,0,"Michael Koenen kicks off 65 yards, returned by Will Blackmon for 21 yards (tackle by Stephen Nicholas)",0.000,0.670
1,4:08,1,10,GNB 26,10,0,Ryan Grant left tackle for 1 yard (tackle by John Abraham),0.670,0.270
1,3:32,2,9,GNB 27,10,0,Ryan Grant right end for 3 yards (tackle by Grady Jackson),0.270,-0.030
1,2:51,3,6,GNB 30,10,0,Aaron Rodgers pass incomplete short left intended for Greg Jennings,-0.030,-1.370
1,2:46,4,6,GNB 30,10,0,"Derrick Frost punts 44 yards, muffed catch by Adam Jennings, recovered by Adam Jennings and returned for no gain",-1.370,-0.870
1,2:36,1,10,ATL 29,10,0,Harry Douglas left end for 18 yards (tackle by Nick Collins),0.870,2.060
1,1:59,1,10,ATL 47,10,0,Michael Turner left tackle for 8 yards (tackle by Aaron Kampman and Tramon Williams),2.060,2.600
1,1:21,2,2,GNB 45,10,0,Michael Turner left guard for 6 yards (tackle by A.J. Hawk and Nick Collins),2.600,2.980
1,0:43,1,10,GNB 39,10,0,Michael Turner left end for -3 yards (tackle by Ryan Pickett),2.980,2.040
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,13,GNB 42,10,0,Jerious Norwood up the middle for 3 yards (tackle by Colin Cole),2.040,1.750
2,14:22,3,10,GNB 39,10,0,Matt Ryan pass complete short right to Jerious Norwood for -2 yards (tackle by Nick Collins),1.750,0.530
2,13:45,4,12,GNB 41,10,0,"Michael Koenen punts 29 yards, fair catch by Will Blackmon",0.530,0.320
2,13:38,1,10,GNB 13,10,0,Aaron Rodgers pass incomplete deep right intended for Greg Jennings,-0.320,-0.770
2,13:34,2,10,GNB 13,10,0,Aaron Rodgers pass complete short right to Donald Lee for 7 yards (tackle by Lawyer Milloy),-0.770,-0.590
2,12:56,3,3,GNB 20,10,0,Brandon Jackson right end for 9 yards (tackle by John Abraham),-0.590,0.870
2,12:13,1,10,GNB 29,10,0,Donald Driver left end for 6 yards (tackle by Lawyer Milloy),0.870,1.140
2,11:35,2,4,GNB 35,10,0,Ryan Grant right end for 12 yards (tackle by Lawyer Milloy),1.140,2.060
2,11:01,1,10,GNB 47,10,0,Aaron Rodgers pass complete short right to Greg Jennings for 6 yards (tackle by Keith Brooking),2.060,2.330
2,10:31,2,4,ATL 47,10,0,Ryan Grant left end for 3 yards (tackle by Keith Brooking),2.330,2.020
2,9:49,3,1,ATL 44,10,6,"Aaron Rodgers pass complete deep middle to Donald Driver for 44 yards, touchdown",2.020,7.000
2,,,,ATL 2,10,7,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,10,7,"Mason Crosby kicks off 74 yards, returned by Jerious Norwood for 14 yards (tackle by Kenneth Pettway)",0.000,-0.380
