Quarter,Time,Tm,Detail,NYJ,BUF
1.0,10:45,Bills,Rian Lindell 49 yard field goal,0,3
,3:39,Jets,Jay Feely 38 yard field goal,3,3
2.0,13:21,Jets,Jay Feely 49 yard field goal,6,3
,10:25,Bills,Marshawn Lynch 15 yard rush (Rian Lindell kick),6,10
,6:09,Jets,Jay Feely 31 yard field goal,9,10
,0:44,Jets,Braylon Edwards 13 yard pass from Mark Sanchez (Jay Feely kick),16,10
4.0,14:56,Jets,Jay Feely 37 yard field goal,19,10
,5:28,Bills,Rian Lindell 32 yard field goal,19,13
