Player,Pos
Ryan Fitzpatrick,QB
Fred Jackson,RB
Lee Evans,WR
Terrell Owens,WR
Jonathan Stupar,TE
Shawn Nelson,TE
Jonathan Scott,LT
Andy Levitre,LG
Geoff Hangartner,C
Kendall Simmons,RG
Kirk Chambers,RT
Chris Kelsay,LDE
Marcus Stroud,LDT
Kyle Williams,RDT
Aaron Schobel,RDE
Paul Posluszny,MLB
Bryan Scott,WLB
Reggie Corner,LCB
Drayton Florence,RCB
George Wilson,SS
Donte Whitner,FS
Jairus Byrd,DB
