Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
1,1:12,1,10,NOR 25,0,7,Drew Brees pass incomplete deep right intended for Adrian Arrington is intercepted by Dashon Goldson at NOR-45 and returned for 41 yards (tackle by Jahri Evans),0.610,-6.280
1,0:56,1,4,NOR 4,0,7,Alex Smith pass incomplete short left intended for Vernon Davis,6.280,5.340
1,0:47,2,4,NOR 4,0,7,Alex Smith pass incomplete short left intended for Michael Crabtree,5.340,4.490
1,0:44,3,4,NOR 4,0,13,"Alex Smith pass complete short right to Michael Crabtree for 4 yards, touchdown",4.490,7.000
1,0:44,,,NOR 2,0,14,David Akers kicks extra point good,0.000,0.000
1,0:41,,,SFO 35,0,14,"David Akers kicks off 65 yards, returned by Courtney Roby for no gain. Courtney Roby fumbles (forced by Madieu Williams), recovered by Blake Costanzo at NOR-13 (tackle by Jeff Charleston)",0.000,-4.710
1,0:35,1,10,NOR 13,0,14,Frank Gore left tackle for 2 yards (tackle by Sedrick Ellis),4.710,4.390
Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,NOR 11,0,14,Alex Smith pass complete short left to Justin Peelle for 4 yards (tackle by Tracy Porter),4.390,4.330
2,14:24,3,4,NOR 7,0,14,Alex Smith pass incomplete short left intended for Michael Crabtree,4.330,2.990
2,14:17,4,4,NOR 7,0,17,David Akers 25 yard field goal good,2.990,3.000
2,14:12,,,SFO 35,0,17,"David Akers kicks off 73 yards, touchback",0.000,0.280
2,14:12,1,10,NOR 20,0,17,Drew Brees pass complete short right to Robert Meachem for 8 yards (tackle by Chris Culliver),0.280,0.810
2,13:47,2,2,NOR 28,0,17,Drew Brees pass complete short right to Jed Collins for 8 yards (tackle by Navorro Bowman),0.810,1.330
2,13:12,1,10,NOR 36,0,17,Drew Brees pass complete deep right to Marques Colston for 20 yards (tackle by Dashon Goldson),1.330,2.650
2,12:33,1,10,SFO 44,0,17,Drew Brees pass complete short left to Darren Sproles for 5 yards (tackle by Donte Whitner),2.650,2.780
,,,,,,,"NOR challenged the fumble ruling, and the original play was overturned.",,
2,12:15,2,5,SFO 39,0,17,Drew Brees pass complete short middle to Marques Colston for 11 yards (tackle by Navorro Bowman),2.780,3.710
2,11:40,1,10,SFO 28,0,17,Drew Brees right end for 5 yards (tackle by Patrick Willis),3.710,3.840
2,11:05,2,5,SFO 23,0,17,Drew Brees pass complete short left to Jimmy Graham for 7 yards (tackle by Patrick Willis),3.840,4.510
2,10:25,1,10,SFO 16,0,17,Chris Ivory right guard for 2 yards (tackle by Patrick Willis),4.510,4.210
2,9:37,2,8,SFO 14,6,17,"Drew Brees pass complete short middle to Jimmy Graham for 14 yards, touchdown",4.210,7.000
2,9:37,,,SFO 2,7,17,John Kasay kicks extra point good,0.000,0.000
2,9:32,,,NOR 35,7,17,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,9:32,1,10,SFO 20,7,17,Alex Smith pass complete short right to Frank Gore for -1 yards (tackle by Jo-Lonn Dunbar),0.280,-0.460
2,8:50,2,11,SFO 19,7,17,Frank Gore left end for no gain (tackle by Roman Harper),-0.460,-1.140
2,8:07,3,11,SFO 19,7,17,Alex Smith pass complete short left to Frank Gore for 9 yards (tackle by Malcolm Jenkins and Scott Shanle),-1.140,-1.500
2,7:23,4,2,SFO 28,7,17,"Andy Lee punts 49 yards, returned by Darren Sproles for 11 yards (tackle by Tavares Gooden)",-1.500,-1.200
2,7:13,1,10,NOR 34,7,17,"Penalty on Justin Smith: Defensive Offside, 5 yards (no play)",1.200,1.930
2,7:13,1,5,NOR 39,7,17,Drew Brees pass complete short left to Marques Colston for 13 yards (tackle by Dashon Goldson),1.930,2.390
2,6:32,1,10,SFO 48,7,17,Drew Brees pass incomplete short left intended for Michael Higgins,2.390,1.850
2,6:23,2,10,SFO 48,7,17,Darren Sproles up the middle for 2 yards (tackle by Navorro Bowman),1.850,1.420
2,5:40,3,8,SFO 46,7,17,Drew Brees pass complete short left to Adrian Arrington for 14 yards (tackle by Tarell Brown and Donte Whitner),1.420,3.450
2,5:02,1,10,SFO 32,7,17,Drew Brees pass complete short right to Devery Henderson for 7 yards (tackle by Carlos Rogers),3.450,3.850
2,4:23,2,3,SFO 25,7,17,Drew Brees pass incomplete short middle intended for Darren Sproles (defended by Ahmad Brooks),3.850,3.140
2,4:16,3,3,SFO 25,13,17,"Drew Brees pass complete deep right to Marques Colston for 25 yards, touchdown",3.140,7.000
2,4:16,,,SFO 2,14,17,John Kasay kicks extra point good,0.000,0.000
2,4:09,,,NOR 35,14,17,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,4:09,1,10,SFO 20,14,17,Kendall Hunter left end for 11 yards (tackle by Malcolm Jenkins),0.280,1.000
2,3:39,1,10,SFO 31,14,17,Frank Gore right guard for 9 yards (tackle by Martez Wilson),1.000,1.680
2,3:02,2,1,SFO 40,14,17,Alex Smith pass complete deep right to Vernon Davis for 20 yards (tackle by Roman Harper),1.680,2.920
2,2:34,1,10,NOR 40,14,17,Alex Smith pass incomplete short left intended for Michael Crabtree,2.920,2.370
2,2:29,2,10,NOR 40,14,17,Alex Smith pass incomplete short left intended for Michael Crabtree,2.370,1.680
2,2:26,3,10,NOR 40,14,17,Alex Smith sacked by Roman Harper and Martez Wilson for -9 yards,1.680,0.000
2,2:22,,,,14,17,Timeout #1 by New Orleans Saints,0.000,0.000
2,2:22,4,19,NOR 49,14,17,"Andy Lee punts 49 yards, touchback",0.000,-0.280
2,2:14,1,10,NOR 20,14,17,Drew Brees pass incomplete short middle intended for Darren Sproles (defended by Ricky Jean-Francois),0.280,-0.270
2,2:10,2,10,NOR 20,14,17,Drew Brees pass complete short left to Darren Sproles for 2 yards (tackle by Dashon Goldson),-0.270,-0.690
2,2:00,3,8,NOR 22,14,17,Drew Brees pass incomplete deep left intended for Devery Henderson is intercepted by Tarell Brown at SFO-29,-0.690,-0.870
2,1:54,1,10,SFO 29,14,17,Alex Smith pass complete short left to Vernon Davis for 8 yards (tackle by Roman Harper),0.870,1.410
2,1:29,2,2,SFO 37,14,17,Alex Smith pass complete short left to Kyle Williams for 6 yards (tackle by Patrick Robinson),1.410,1.800
2,1:24,1,10,SFO 43,14,17,Alex Smith pass incomplete (defended by Roman Harper),1.800,1.250
2,1:18,2,10,SFO 43,14,17,Frank Gore left tackle for 1 yard (tackle by Roman Harper),1.250,0.000
2,1:17,,,,14,17,Timeout #2 by New Orleans Saints,0.000,0.690
2,1:17,3,9,SFO 44,14,17,Alex Smith pass complete short left to Kyle Williams for 6 yards (tackle by Patrick Robinson),0.690,0.000
2,1:06,,,,14,17,Timeout #2 by New Orleans Saints,0.000,-0.060
2,0:59,4,3,,14,17,"Andy Lee punts 35 yards, fair catch by Darren Sproles",-0.060,0.220
2,0:59,1,10,NOR 15,14,17,Drew Brees pass incomplete short right intended for Marques Colston,-0.220,-0.710
2,0:55,2,10,NOR 15,14,17,Drew Brees pass complete short left to Darren Sproles for -4 yards (tackle by Aldon Smith),-0.710,0.000
2,0:47,,,,14,17,Timeout #1 by San Francisco 49ers,0.000,-1.890
2,0:46,3,14,NOR 11,14,17,Drew Brees pass complete short right to Darren Sproles for 7 yards (tackle by Patrick Willis),-1.890,0.000
2,0:40,,,,14,17,Timeout #2 by San Francisco 49ers,0.000,-2.240
2,0:40,4,7,NOR 18,14,17,"Thomas Morstead punts 43 yards, returned by Kyle Williams for 6 yards (tackle by Isa Abdul-Quddus)",-2.240,-1.930
2,0:29,1,10,SFO 45,14,17,Alex Smith pass incomplete short right intended for Kyle Williams,1.930,1.380
2,0:24,2,10,SFO 45,14,17,"Alex Smith sacked by Martez Wilson for 0 yards. Alex Smith fumbles (forced by Martez Wilson), recovered by Jonathan Vilma at SFO-45 (tackle by Alex Smith)",1.380,-2.590
2,0:17,1,10,SFO 45,14,17,Drew Brees pass incomplete deep right intended for Devery Henderson,2.590,2.040
2,0:12,2,10,SFO 45,14,17,Drew Brees pass incomplete short right intended for Jimmy Graham,2.040,0.000
2,0:04,,,,14,17,Timeout #3 by San Francisco 49ers,0.000,1.360
2,0:04,3,10,SFO 45,14,17,Drew Brees pass incomplete,1.360,0.270
Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,14,17,"Thomas Morstead kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,SFO 20,14,17,Alex Smith pass complete short left to Michael Crabtree for 7 yards (tackle by Tracy Porter),0.280,0.680
3,14:21,2,3,SFO 27,14,17,Frank Gore right guard for 2 yards (tackle by Cameron Jordan),0.680,0.230
3,13:43,3,1,SFO 29,14,17,Frank Gore right guard for 4 yards (tackle by Jabari Greer),0.230,1.140
3,13:05,1,10,SFO 33,14,17,Alex Smith pass incomplete short left intended for Vernon Davis (defended by Malcolm Jenkins),1.140,0.590
3,13:01,2,10,SFO 33,14,17,Kendall Hunter right end for 1 yard (tackle by Jo-Lonn Dunbar),0.590,0.040
3,12:19,3,9,SFO 34,14,17,Alex Smith sacked by Malcolm Jenkins for -13 yards,0.040,-1.960
3,11:47,4,22,SFO 21,14,17,"Andy Lee punts 57 yards, returned by Darren Sproles for 5 yards (tackle by Blake Costanzo). Darren Sproles fumbles (forced by Blake Costanzo), recovered by Colin Jones at NOR-27 and returned for 1 yards. Penalty on Malcolm Jenkins: Illegal Block Above the Waist (Declined)",-1.960,3.840
3,11:35,1,10,NOR 26,14,17,Frank Gore right guard for 3 yards (tackle by Cameron Jordan),3.840,3.700
3,10:52,2,7,NOR 23,14,17,Alex Smith pass incomplete short right intended for Kyle Williams,3.700,3.010
3,10:46,3,7,NOR 23,14,17,Alex Smith pass incomplete short right intended for Michael Crabtree (defended by Jabari Greer),3.010,1.930
3,10:39,4,7,NOR 23,14,20,David Akers 41 yard field goal good,1.930,3.000
3,10:36,,,SFO 35,14,20,"David Akers kicks off 74 yards, touchback",0.000,0.280
3,10:36,1,10,NOR 20,14,20,Drew Brees pass complete short middle to Darren Sproles for 6 yards (tackle by Navorro Bowman),0.280,0.540
3,10:00,2,4,NOR 26,14,20,Drew Brees pass complete short middle to Marques Colston for 31 yards (tackle by Tarell Brown),0.540,2.720
3,9:22,1,10,SFO 43,14,20,Chris Ivory up the middle for 2 yards (tackle by Patrick Willis and Navorro Bowman),2.720,2.450
3,8:46,2,8,SFO 41,14,20,Drew Brees pass incomplete short right intended for Darren Sproles,2.450,0.000
3,8:43,,,,14,20,Timeout #1 by New Orleans Saints,0.000,1.750
3,8:43,3,8,SFO 41,14,20,Drew Brees sacked by Justin Smith for -9 yards,1.750,-0.060
3,8:09,4,17,,14,20,"Thomas Morstead punts 38 yards, returned by Ted Ginn Jr. for 7 yards (tackle by Courtney Roby)",-0.060,-0.150
3,8:00,1,10,SFO 19,14,20,Ted Ginn Jr. right end for 3 yards (tackle by Jonathan Vilma),0.150,0.070
3,7:17,2,7,SFO 22,14,20,"Frank Gore for no gain. Frank Gore fumbles, recovered by Alex Smith at SFO-16",0.070,-1.590
3,6:29,3,13,SFO 16,14,20,Alex Smith pass complete short middle to Frank Gore for 7 yards (tackle by Jo-Lonn Dunbar),-1.590,-1.830
3,5:55,4,6,SFO 23,14,20,Andy Lee punts 63 yards,-1.830,0.280
3,5:42,1,10,NOR 14,14,20,Drew Brees pass incomplete deep left intended for Adrian Arrington (defended by Dashon Goldson),-0.280,-0.750
3,5:30,2,10,NOR 14,14,20,Drew Brees pass complete short left to Devery Henderson for 19 yards (tackle by Tarell Brown),-0.750,1.140
3,4:59,1,10,NOR 33,14,20,Chris Ivory up the middle for 7 yards (tackle by Patrick Willis),1.140,1.540
3,4:25,2,3,NOR 40,14,20,Drew Brees pass complete short right to Jimmy Graham for 12 yards (tackle by Navorro Bowman),1.540,2.390
3,3:41,1,10,SFO 48,14,20,Drew Brees pass incomplete deep middle intended for Adrian Arrington (defended by Carlos Rogers),2.390,1.850
3,3:37,2,10,SFO 48,14,20,Drew Brees pass incomplete short left intended for Jimmy Graham,1.850,0.000
3,3:31,,,,14,20,Timeout #1 by San Francisco 49ers,0.000,1.160
3,3:31,3,10,SFO 48,14,20,Drew Brees pass incomplete short left intended for Adrian Arrington (defended by Carlos Rogers),1.160,0.070
3,3:28,4,10,SFO 48,14,20,"Thomas Morstead punts 33 yards, fair catch by Ted Ginn Jr.",0.070,0.220
3,3:21,1,10,SFO 15,14,20,Alex Smith pass complete short left to Bruce Miller for 16 yards (tackle by Jeff Charleston),-0.220,1.000
3,2:37,1,10,SFO 31,14,20,Kendall Hunter left tackle for no gain (tackle by Shaun Rogers and Tom Johnson),1.000,0.460
3,1:53,2,10,SFO 31,14,20,Alex Smith pass incomplete short right intended for Ted Ginn Jr.. Penalty on Ted Ginn Jr.: Offensive Pass Interference (Declined),0.460,-0.230
3,1:48,3,10,SFO 31,14,20,Alex Smith pass incomplete deep right intended for Michael Crabtree. Penalty on Kyle Williams: Offensive Pass Interference (Declined),-0.230,-1.310
3,1:41,4,10,SFO 31,14,20,Andy Lee punts 35 yards,-1.310,-1.200
3,1:34,1,10,NOR 34,14,20,Drew Brees pass complete short middle to Darren Sproles for 12 yards (tackle by Parys Haralson),1.200,1.990
3,1:00,1,10,NOR 46,14,20,Chris Ivory right tackle for 5 yards (tackle by Justin Smith),1.990,2.130
3,0:27,2,5,SFO 49,14,20,Drew Brees pass complete short left to Devery Henderson for 10 yards (tackle by Dashon Goldson),2.130,2.980
Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 39,14,20,Drew Brees pass complete short right to Marques Colston for 9 yards (tackle by Ahmad Brooks),2.980,3.660
4,14:33,2,1,SFO 30,14,20,Chris Ivory right tackle for 3 yards (tackle by Carlos Rogers),3.660,3.780
4,14:02,1,10,SFO 27,14,20,Drew Brees pass incomplete short left intended for Jimmy Graham,3.780,3.230
4,13:55,2,10,SFO 27,14,20,Chris Ivory right end for -2 yards (tackle by Ahmad Brooks),3.230,2.280
4,13:18,3,12,SFO 29,14,20,Drew Brees pass incomplete deep middle intended for Marques Colston (defended by Reggie Smith),2.280,1.500
4,13:13,4,12,SFO 29,17,20,John Kasay 48 yard field goal good,1.500,3.000
4,13:08,,,NOR 35,17,20,"Thomas Morstead kicks off 62 yards, returned by Kendall Hunter for 25 yards (tackle by Korey Hall)",0.000,0.810
4,13:01,1,10,SFO 28,17,20,Alex Smith pass complete short middle to Michael Crabtree for 5 yards (tackle by Scott Shanle and Jonathan Vilma),0.810,0.940
4,12:21,2,5,SFO 33,17,20,Frank Gore right end for 1 yard (tackle by Jo-Lonn Dunbar),0.940,0.370
4,11:42,3,4,SFO 34,17,20,Alex Smith pass incomplete short middle intended for Kyle Williams,0.370,-1.110
4,11:37,4,4,SFO 34,17,20,"Andy Lee punts 61 yards, returned by Darren Sproles for 13 yards (tackle by C.J. Spillman)",-1.110,-0.040
4,11:27,1,10,NOR 18,17,20,Drew Brees pass incomplete short left intended for Jed Collins,0.040,-0.490
4,11:22,2,10,NOR 18,17,20,Drew Brees sacked by Ahmad Brooks for -7 yards,-0.490,-2.240
4,10:51,3,17,NOR 11,17,20,Drew Brees pass incomplete short middle intended for Adrian Arrington,-2.240,-2.490
4,10:46,4,17,NOR 11,17,20,"Thomas Morstead punts 53 yards, out of bounds",-2.490,-1.330
4,10:38,1,10,SFO 36,17,20,Frank Gore up the middle for 42 yards (tackle by Tracy Porter),1.330,4.110
4,9:53,1,10,NOR 22,17,20,Kendall Hunter right end for 4 yards (tackle by Jonathan Vilma and Sedrick Ellis),4.110,4.130
4,9:09,2,6,NOR 18,17,20,Anthony Dixon right tackle for no gain (tackle by Will Smith),4.130,3.400
4,8:24,3,6,NOR 18,17,20,Alex Smith pass complete short middle to Frank Gore for -1 yards (tackle by Isa Abdul-Quddus),3.400,2.180
4,7:40,4,7,NOR 19,17,23,David Akers 37 yard field goal good,2.180,3.000
4,7:36,,,SFO 35,17,23,"David Akers kicks off 66 yards, returned by Darren Sproles for 22 yards (tackle by Reggie Smith)",0.000,0.340
4,7:29,1,10,NOR 21,17,23,Drew Brees pass complete short middle to Darren Sproles for 1 yard (tackle by Navorro Bowman),0.340,-0.070
4,6:53,2,9,NOR 22,17,23,Drew Brees pass incomplete short right intended for Devery Henderson,-0.070,-0.760
4,6:50,3,9,NOR 22,17,23,Drew Brees pass complete short right to Devery Henderson for 13 yards (tackle by Chris Culliver),-0.760,1.270
4,6:11,1,10,NOR 35,17,23,Drew Brees pass complete short right to Marques Colston for 11 yards (tackle by Dashon Goldson and Chris Culliver),1.270,1.990
4,5:35,1,10,NOR 46,17,23,Drew Brees pass complete short left to Robert Meachem for 4 yards (tackle by Tarell Brown),1.990,1.990
4,4:57,2,6,,17,23,Drew Brees pass complete short left to Darren Sproles for 5 yards (tackle by Dashon Goldson),1.990,1.950
4,4:49,3,1,SFO 45,17,23,Darren Sproles up the middle for 1 yard (tackle by Aldon Smith),1.950,2.650
4,4:17,1,10,SFO 44,17,23,Drew Brees pass incomplete short right intended for Robert Meachem,2.650,2.110
4,4:11,2,10,SFO 44,23,23,"Drew Brees pass complete short middle to Darren Sproles for 44 yards, touchdown",2.110,7.000
4,4:11,,,SFO 2,24,23,John Kasay kicks extra point good,0.000,0.000
4,4:02,,,NOR 35,24,23,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
4,4:02,1,10,SFO 20,24,23,Alex Smith pass complete short left to Kendall Hunter for 13 yards (tackle by Patrick Robinson and Scott Shanle),0.280,1.140
4,3:19,1,10,SFO 33,24,23,Alex Smith pass incomplete short middle intended for Vernon Davis (defended by Cameron Jordan),1.140,0.590
4,3:14,2,10,SFO 33,24,23,Alex Smith pass complete deep left to Vernon Davis for 37 yards (tackle by Malcolm Jenkins),0.590,3.580
4,3:07,1,10,NOR 30,24,23,Frank Gore right end for 5 yards (tackle by Patrick Robinson),3.580,3.710
4,2:24,2,5,NOR 25,24,23,Kendall Hunter up the middle for 2 yards (tackle by Cameron Jordan),3.710,0.000
4,2:18,,,,24,23,Timeout #2 by New Orleans Saints,0.000,3.270
4,2:18,3,3,NOR 23,24,23,"Penalty on SFO: Offensive 12 On-field, 5 yards (no play)",3.270,0.000
4,2:18,,,,24,23,Timeout #2 by San Francisco 49ers,0.000,2.610
4,2:18,3,8,NOR 28,24,29,"Alex Smith left end for 28 yards, touchdown",2.610,7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
4,2:18,,,,24,29,"Two Point Attempt: Frank Gore left guard, conversion fails",0.000,-1.000
4,2:11,,,SFO 35,24,29,"David Akers kicks off 69 yards, returned by Darren Sproles for 16 yards (tackle by Colin Jones)",0.000,-0.350
4,2:07,1,10,NOR 12,24,29,Drew Brees pass complete short left to Darren Sproles for 10 yards (tackle by Dashon Goldson),-0.350,0.410
4,2:00,1,10,NOR 22,24,29,Drew Brees pass incomplete short left intended for Marques Colston (defended by Tarell Brown),0.410,-0.130
4,1:54,2,10,NOR 22,24,29,Drew Brees pass complete short right to Marques Colston for 12 yards,-0.130,1.200
4,1:48,1,10,NOR 34,30,29,"Drew Brees pass complete deep middle to Jimmy Graham for 66 yards, touchdown",1.200,7.000
4,1:48,,,,32,29,"Two Point Attempt: Drew Brees pass complete to Darren Sproles, conversion succeeds",0.000,1.000
4,1:37,,,NOR 35,32,29,"Thomas Morstead kicks off 70 yards, returned by Kyle Williams for 20 yards (tackle by Korey Hall)",0.000,-0.220
4,1:32,1,10,SFO 15,32,29,Alex Smith pass complete short left to Frank Gore for 7 yards (tackle by Roman Harper),-0.220,0.350
4,1:07,2,3,SFO 22,32,29,Alex Smith pass complete short middle to Frank Gore for 11 yards (tackle by Roman Harper),0.350,1.140
4,0:44,1,10,SFO 33,32,29,Alex Smith pass incomplete deep right intended for Brett Swain,1.140,0.590
4,0:40,2,10,SFO 33,32,29,Alex Smith pass complete deep left to Vernon Davis for 47 yards (tackle by Malcolm Jenkins),0.590,4.240
4,0:31,1,10,NOR 20,32,29,Alex Smith pass complete short left to Frank Gore for 6 yards (tackle by Scott Shanle),4.240,4.640
4,0:20,2,4,NOR 14,32,29,Alex Smith spiked the ball,4.640,3.890
4,0:14,3,4,NOR 14,32,35,"Alex Smith pass complete short middle to Vernon Davis for 14 yards, touchdown",3.890,7.000
4,0:14,,,NOR 2,32,36,David Akers kicks extra point good,0.000,0.000
4,0:09,,,SFO 35,32,36,"David Akers kicks off 53 yards, returned by Courtney Roby for 4 yards, lateral to Marques Colston for -2 yards (tackle by Colin Jones)",0.000,0.000
4,0:03,,,,32,36,Timeout #3 by San Francisco 49ers,0.000,-0.280
4,0:00,1,10,NOR 14,32,36,"Drew Brees pass complete short right to Darren Sproles for 3 yards, lateral to Robert Meachem for 1 yard (tackle by C.J. Spillman)",-0.280,-0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
