Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Santana Moss,WAS,0,0,,0,0,2,17,8.5,0,0
James Thrash,WAS,2,57,28.5,0,0,1,7,7.0,0,0
Ladell Betts,WAS,1,28,28.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Charlie Adams,DEN,2,56,28.0,0,0,0,0,,0,0
Dwayne Carswell,DEN,1,0,0.0,0,0,0,0,,0,0
Darrent Williams,DEN,1,18,18.0,0,0,0,0,,0,0
