Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
1,6:48,2,3,TAM 39,0,0,Michael Pittman up the middle for 1 yard (tackle by Johnathan Sullivan and Orlando Ruff),1.470,0.890
1,6:12,3,2,TAM 40,0,0,"Penalty on Kerry Jenkins: False Start, 5 yards (no play)",0.890,0.230
1,5:47,3,7,TAM 35,0,0,Brad Johnson sacked by Darrin Smith for -10 yards,0.230,-1.700
1,5:12,4,17,TAM 25,0,0,Tom Tupa punts 60 yards (tackle by Tim Wansley),-1.700,-0.670
1,4:59,1,10,NOR 26,0,0,Deuce McAllister up the middle for 37 yards (tackle by Tim Wansley),0.670,3.120
1,4:17,1,10,TAM 37,0,0,Aaron Brooks pass incomplete intended for Joe Horn,3.120,2.570
1,4:09,2,10,TAM 37,0,0,Deuce McAllister up the middle for 4 yards (tackle by Simeon Rice),2.570,2.410
1,3:24,3,6,TAM 33,0,0,Aaron Brooks pass incomplete intended for Ki-Jana Carter (defended by Ellis Wyms),2.410,1.160
1,3:17,4,6,TAM 33,0,0,Mitch Berger pass incomplete intended for Ernie Conwell,1.160,-1.200
1,3:10,1,10,TAM 34,0,0,Brad Johnson pass complete to Keyshawn Johnson for 7 yards (tackle by Fred Thomas),1.200,1.600
1,2:32,,,,0,0,Timeout #1 by Tampa Bay Buccaneers,0.000,1.600
1,2:32,2,3,TAM 41,0,0,Brad Johnson pass complete to Keyshawn Johnson for 24 yards (tackle by Darrin Smith),1.600,3.250
1,1:57,1,10,NOR 35,0,0,Michael Pittman up the middle for 2 yards (tackle by Kenny Smith),3.250,2.970
1,1:18,2,8,NOR 33,0,0,"Penalty on Michael Pittman: False Start, 5 yards (no play)",2.970,2.300
1,0:54,2,13,NOR 38,0,0,Brad Johnson pass incomplete intended for Aaron Stecker,2.300,1.620
1,0:48,3,13,NOR 38,0,0,Brad Johnson pass incomplete intended for Keenan McCardell,1.620,0.720
1,0:42,4,13,NOR 38,0,0,"Penalty on Charles Lee: Illegal Touch Kick, 5 yards (no play)",0.720,0.400
,,,,,,,"NOR challenged the ruling, and the original play was overturned.",,
1,0:30,4,18,NOR 43,0,0,"Tom Tupa punts 39 yards, fair catch by Michael Lewis",0.400,0.380
1,0:21,1,10,NOR 4,0,0,Aaron Brooks pass complete to Joe Horn for 10 yards (tackle by Tim Wansley),-0.380,-0.280
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 14,0,0,Deuce McAllister left tackle for no gain (tackle by Tim Wansley),-0.280,-0.750
2,14:19,2,10,NOR 14,0,0,Aaron Brooks pass complete to Deuce McAllister for 5 yards (tackle by Ronde Barber),-0.750,-0.800
2,13:35,3,5,NOR 19,0,0,Aaron Brooks for 15 yards (tackle by Jermaine Phillips),-0.800,1.200
2,13:01,1,10,NOR 34,0,0,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Greg Spires),1.200,0.660
2,12:55,2,10,NOR 34,0,0,Deuce McAllister up the middle for 3 yards (tackle by Nate Webster),0.660,0.370
2,12:14,3,7,NOR 37,0,0,Aaron Brooks pass incomplete intended for Joe Horn,0.370,-0.910
2,12:10,4,7,NOR 37,0,0,"Mitch Berger punts 52 yards, returned by Karl Williams for 12 yards (tackle by Charles Grant)",-0.910,-0.480
2,11:54,1,10,TAM 23,0,0,Michael Pittman up the middle for 2 yards (tackle by Charles Grant and Tebucky Jones),0.480,0.200
2,11:20,2,8,TAM 25,0,0,Brad Johnson pass incomplete intended for Keyshawn Johnson,0.200,-0.490
2,11:15,3,8,TAM 25,0,0,Brad Johnson pass incomplete intended for Keenan McCardell is intercepted by Ashley Ambrose at TAM-39 and returned for 1 yard (tackle by Keenan McCardell),-0.490,-3.050
2,11:06,1,10,TAM 38,6,0,"Aaron Brooks pass complete to Michael Lewis for 38 yards, touchdown",3.050,7.000
2,,,,TAM 2,7,0,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,7,0,"John Carney kicks off 62 yards, returned by Aaron Stecker for 22 yards (tackle by Victor Green)",0.000,0.940
2,10:49,1,10,TAM 30,7,0,Brad Johnson pass incomplete intended for Keyshawn Johnson,0.940,0.390
2,10:44,2,10,TAM 30,7,0,Michael Pittman up the middle for 6 yards (tackle by Tebucky Jones),0.390,0.500
2,10:05,3,4,TAM 36,7,0,Brad Johnson pass incomplete intended for Michael Pittman (defended by Willie Whitehead),0.500,-0.980
2,9:59,4,4,TAM 36,7,0,Tom Tupa punts 43 yards,-0.980,-0.340
2,9:50,1,10,NOR 21,7,0,Aaron Brooks sacked by Simeon Rice for -9 yards,0.340,-1.440
2,9:14,2,19,NOR 12,7,0,Aaron Brooks pass incomplete intended for Deuce McAllister. Penalty on Victor Riley: Offensive Holding (Declined),-1.440,-2.470
2,9:09,3,19,NOR 12,7,0,Deuce McAllister up the middle for 5 yards (tackle by Greg Spires and Derrick Brooks),-2.470,-2.320
2,8:39,4,14,NOR 17,7,0,"Mitch Berger punts 51 yards, returned by Tim Wansley for 9 yards (tackle by Fred McAfee)",-2.320,-1.660
2,8:26,1,10,TAM 41,7,0,Michael Pittman right guard for 4 yards (tackle by Derrick Rodgers),1.660,1.660
2,7:42,2,6,TAM 45,7,0,Brad Johnson pass complete to Aaron Stecker for 5 yards (tackle by Fred Thomas),1.660,1.620
2,7:01,3,1,TAM 50,7,0,Michael Pittman up the middle for 1 yard (tackle by Derrick Rodgers),1.620,2.320
2,6:45,1,10,NOR 49,7,0,Michael Pittman right guard for 2 yards (tackle by Willie Whitehead and Charles Grant),2.320,2.050
2,5:54,2,8,NOR 47,7,0,Brad Johnson pass complete to Keyshawn Johnson for 16 yards (tackle by Tebucky Jones),2.050,3.510
2,5:05,1,10,NOR 31,7,0,"Brad Johnson pass complete to Michael Pittman for 11 yards (tackle by Jay Bellamy). Michael Pittman fumbles (forced by Jay Bellamy), recovered by Derrick Rodgers at NOR-18 and returned for 3 yards (tackle by Cornell Green)",3.510,-0.340
2,4:52,1,10,NOR 21,7,0,Aaron Brooks pass incomplete intended for Ernie Conwell,0.340,-0.200
2,4:45,2,10,NOR 21,7,0,Deuce McAllister up the middle for 2 yards (tackle by Shelton Quarles and Ryan Nece),-0.200,-0.630
2,4:01,3,8,NOR 23,7,0,Aaron Brooks pass incomplete intended for Joe Horn,-0.630,-1.830
2,3:55,4,8,NOR 23,7,0,"Mitch Berger punts 42 yards, returned by Karl Williams for 11 yards (tackle by James Allen). Penalty on Charles Grant: Ineligible Downfield Kick (Declined)",-1.830,-1.990
2,3:42,1,10,TAM 46,7,0,Brad Johnson pass incomplete intended for Ken Dilger,1.990,1.450
2,3:36,2,10,TAM 46,7,0,Michael Pittman left end for 4 yards (tackle by Fakhir Brown),1.450,1.290
2,2:54,3,6,TAM 50,7,0,Brad Johnson pass complete to Keyshawn Johnson for 11 yards (tackle by Roger Knight),1.290,2.980
2,2:15,1,10,NOR 39,7,0,Brad Johnson pass complete to Keenan McCardell for 13 yards (tackle by Derrick Rodgers),2.980,3.840
2,2:00,1,10,NOR 26,7,0,Aaron Stecker for -1 yards (tackle by Tebucky Jones),3.840,3.160
2,1:24,2,11,NOR 27,7,0,Brad Johnson pass complete to Keenan McCardell for 13 yards (tackle by Fred Thomas),3.160,4.650
2,1:14,1,10,NOR 14,7,0,Brad Johnson pass incomplete intended for Todd Yoder,4.650,4.000
2,1:09,2,10,NOR 14,7,0,Brad Johnson sacked by Willie Whitehead for -7 yards,4.000,2.480
2,0:28,3,17,NOR 21,7,0,Brad Johnson pass complete to Michael Pittman for 4 yards (tackle by Fred Thomas),2.480,2.310
2,0:03,,,,7,0,Timeout #2 by Tampa Bay Buccaneers,0.000,2.310
2,0:03,4,13,NOR 17,7,0,Martin Gramatica 36 yard field goal no good,2.310,0.540
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,7,0,"John Carney kicks onside 11 yards, recovered by Victor Green (onside kick successful)",0.000,1.660
3,15:00,1,10,NOR 41,7,0,Deuce McAllister up the middle for 4 yards (tackle by Warren Sapp and Anthony McFarland),1.660,1.660
3,14:14,2,6,NOR 45,7,0,Deuce McAllister right guard for 3 yards (tackle by Derrick Brooks),1.660,1.360
3,13:35,3,3,NOR 48,7,0,Deuce McAllister right tackle for 2 yards (tackle by Derrick Brooks and Greg Spires),1.360,-0.060
3,12:52,4,1,TAM 50,7,0,"Mitch Berger punts 31 yards, fair catch by Karl Williams",-0.060,-0.150
3,12:42,1,10,TAM 19,7,0,Michael Pittman right guard for 3 yards (tackle by Jay Bellamy),0.150,0.070
3,12:04,2,7,TAM 22,7,0,Brad Johnson pass incomplete intended for Ken Dilger (defended by Fred Thomas),0.070,-0.680
3,11:58,3,7,TAM 22,7,0,Brad Johnson pass incomplete intended for Jameel Cook,-0.680,-1.900
3,11:52,4,7,TAM 22,7,0,"Tom Tupa punts 49 yards, returned by Michael Lewis for 11 yards (tackle by Jermaine Phillips)",-1.900,-1.600
3,11:40,1,10,NOR 40,7,0,Deuce McAllister up the middle for -2 yards (tackle by Jermaine Phillips),1.600,0.780
3,11:02,2,12,NOR 38,7,0,Aaron Brooks pass incomplete intended for Terrelle Smith (defended by Simeon Rice),0.780,0.100
3,10:55,3,12,NOR 38,7,0,Aaron Brooks pass complete to Joe Horn for 11 yards (tackle by Ronde Barber),0.100,-0.130
3,10:05,4,1,NOR 49,7,0,Deuce McAllister up the middle for no gain (tackle by Ellis Wyms),-0.130,-2.320
3,9:54,1,10,NOR 49,7,0,Michael Pittman for -1 yards (tackle by Derrick Rodgers),2.320,1.650
3,9:30,2,11,TAM 50,7,0,Brad Johnson pass complete to Keyshawn Johnson for 13 yards (tackle by Fakhir Brown),1.650,3.120
3,8:52,1,10,NOR 37,7,0,Brad Johnson pass incomplete intended for Michael Pittman,3.120,2.570
3,8:47,2,10,NOR 37,7,0,Brad Johnson right end for 9 yards (tackle by Ashley Ambrose),2.570,3.070
3,8:01,3,1,NOR 28,7,0,Brad Johnson pass complete to Keyshawn Johnson for 5 yards (tackle by Roger Knight),3.070,4.040
3,7:23,1,10,NOR 23,7,0,Michael Pittman up the middle for 5 yards (tackle by James Allen),4.040,4.210
3,6:42,2,5,NOR 18,7,0,Brad Johnson pass complete to Michael Pittman for 1 yard (tackle by Tebucky Jones),4.210,3.660
3,5:58,3,4,NOR 17,7,0,"Brad Johnson sacked by Willie Whitehead for -7 yards. Brad Johnson fumbles (forced by Willie Whitehead), recovered by Roger Knight at NOR-20 (tackle by Todd Yoder)",3.660,-0.280
3,5:47,1,10,NOR 20,7,0,Deuce McAllister up the middle for 4 yards (tackle by Chartric Darby and Shelton Quarles),0.280,0.270
3,5:09,2,6,NOR 24,7,0,Aaron Brooks pass incomplete intended for Michael Lewis (defended by Simeon Rice),0.270,-0.430
3,5:05,3,6,NOR 24,7,0,Aaron Brooks pass complete to Joe Horn for 14 yards (tackle by Dwight Smith),-0.430,1.470
3,4:23,1,10,NOR 38,7,0,"Deuce McAllister up the middle for 3 yards (tackle by Derrick Brooks). Penalty on NOR: Illegal Shift, 5 yards (no play)",1.470,1.140
3,3:51,1,15,NOR 33,7,0,Aaron Brooks pass incomplete intended for Joe Horn (defended by Tim Wansley),1.140,0.250
3,3:45,2,15,NOR 33,7,0,Deuce McAllister up the middle for 13 yards (tackle by Ronde Barber),0.250,1.290
3,3:02,3,2,NOR 46,7,0,Aaron Brooks pass complete to Deuce McAllister for 5 yards (tackle by Nate Webster),1.290,2.320
3,2:19,1,10,TAM 49,7,0,Ki-Jana Carter left end for -1 yards (tackle by Nate Webster),2.320,1.650
3,1:32,2,11,TAM 50,7,0,"Aaron Brooks pass incomplete intended for Ernie Conwell is intercepted by Derrick Brooks at TAM-42 and returned for 12 yards (tackle by Ki-Jana Carter). Penalty on Ronde Barber: Unnecessary Roughness, 15 yards",1.650,-1.530
3,1:21,1,10,TAM 39,7,0,Brad Johnson pass incomplete intended for Keyshawn Johnson,1.530,0.990
3,1:15,2,10,TAM 39,7,0,"Penalty on Tebucky Jones: Defensive Pass Interference, 27 yards (no play)",0.990,3.310
3,1:05,1,10,NOR 34,7,0,Michael Pittman up the middle for 2 yards (tackle by Derrick Rodgers and Johnathan Sullivan),3.310,3.040
3,0:30,2,8,NOR 32,13,0,"Brad Johnson pass incomplete intended for Will Heller is intercepted by Ashley Ambrose at NOR-27 and returned for 73 yards, touchdown",3.040,-7.000
3,,,,TAM 2,14,0,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,14,0,"John Carney kicks off 54 yards, returned by Aaron Stecker for 12 yards (tackle by Steve Gleason)",0.000,0.810
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 28,14,0,Brad Johnson pass complete to Keyshawn Johnson for 11 yards (tackle by Orlando Ruff),0.810,1.530
4,14:29,1,10,TAM 39,14,0,Brad Johnson pass complete to Todd Yoder for 20 yards (tackle by Fred Thomas),1.530,2.850
4,14:00,1,10,NOR 41,14,0,Michael Pittman left tackle for 4 yards (tackle by Melvin Williams and Orlando Ruff),2.850,2.850
4,13:20,2,6,NOR 37,14,0,Brad Johnson pass complete to Michael Pittman for 2 yards (tackle by Fred Thomas),2.850,2.410
4,12:40,3,4,NOR 35,14,0,Brad Johnson pass incomplete intended for Thomas Jones,2.410,0.980
4,12:34,4,4,NOR 35,14,0,Brad Johnson sacked by Willie Whitehead and Charles Grant for -3 yards,0.980,-1.470
4,12:27,1,10,NOR 38,14,0,Deuce McAllister right tackle for 1 yard (tackle by Shelton Quarles),1.470,1.060
4,11:46,2,9,NOR 39,14,0,Aaron Brooks pass incomplete intended for Michael Lewis,1.060,0.370
4,11:38,3,9,NOR 39,14,0,Aaron Brooks pass incomplete intended for Michael Lewis,0.370,-0.780
4,11:32,4,9,NOR 39,14,0,Mitch Berger punts 58 yards,-0.780,0.380
4,11:21,1,10,TAM 3,14,0,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Orlando Ruff),-0.380,-0.780
4,11:15,2,10,TAM 3,14,0,"Michael Pittman right guard for no gain (tackle by Orlando Ruff). Penalty on Melvin Williams: Defensive Offside, 5 yards (no play)",-0.780,-0.420
4,10:53,2,5,TAM 8,14,0,Brad Johnson pass incomplete intended for Ken Dilger (defended by James Allen),-0.420,-0.840
4,10:46,3,5,TAM 8,14,0,Brad Johnson pass complete to Keenan McCardell for 7 yards (tackle by Roger Knight),-0.840,-0.220
4,10:18,1,10,TAM 15,14,0,Brad Johnson pass complete to Keyshawn Johnson for 23 yards (tackle by Fred Thomas). Penalty on NOR: Defensive 12 On-field (Declined),-0.220,1.470
4,9:54,1,10,TAM 38,14,0,Brad Johnson pass complete to Karl Williams for 10 yards (tackle by Fakhir Brown),1.470,2.130
4,9:21,1,10,TAM 48,14,0,Brad Johnson pass complete to Karl Williams for 9 yards (tackle by Derrick Rodgers),2.130,2.800
4,8:50,2,1,NOR 43,14,0,Michael Pittman up the middle for 4 yards (tackle by Melvin Williams),2.800,2.980
4,8:31,1,10,NOR 39,14,0,Brad Johnson pass complete to Keenan McCardell for 13 yards (tackle by Fakhir Brown),2.980,3.840
4,8:12,1,10,NOR 26,14,6,"Brad Johnson pass complete to Michael Pittman for 26 yards, touchdown",3.840,7.000
4,,,,NOR 2,14,7,Martin Gramatica kicks extra point good,0.000,0.000
4,,,,TAM 30,14,7,"Martin Gramatica kicks off 69 yards, returned by Michael Lewis for 26 yards (tackle by Corey Ivy)",0.000,0.740
4,7:59,1,10,NOR 27,14,7,Deuce McAllister up the middle for 2 yards (tackle by Warren Sapp),0.740,0.470
4,7:08,2,8,NOR 29,14,7,Deuce McAllister right tackle for 2 yards (tackle by Shelton Quarles and Dwight Smith),0.470,0.040
4,6:24,3,6,NOR 31,14,7,Aaron Brooks pass incomplete intended for Michael Lewis,0.040,-1.310
4,6:19,4,6,NOR 31,14,7,"Mitch Berger punts 52 yards, returned by Tim Wansley for 8 yards (tackle by Deveron Harper). Tim Wansley fumbles, recovered by Steve Gleason at TAM-27",-1.310,3.780
4,6:04,1,10,TAM 27,14,7,Deuce McAllister for 7 yards (tackle by Simeon Rice),3.780,4.180
4,5:34,2,3,TAM 20,14,7,Deuce McAllister right tackle for no gain (tackle by Derrick Brooks and Anthony McFarland),4.180,3.470
4,4:46,,,,14,7,Timeout #1 by New Orleans Saints,0.000,3.470
4,4:46,3,3,TAM 20,14,7,Deuce McAllister right end for -1 yards (tackle by Anthony McFarland and Ronde Barber),3.470,2.130
4,3:58,,,,14,7,Timeout #2 by New Orleans Saints,0.000,2.130
4,3:58,4,4,TAM 21,14,7,John Carney 39 yard field goal no good,2.130,-0.870
4,3:53,1,10,TAM 29,14,7,Michael Pittman up the middle for 2 yards (tackle by Willie Whitehead),0.870,0.600
4,3:33,2,8,TAM 31,14,7,Brad Johnson pass complete to Michael Pittman for 10 yards (tackle by Fakhir Brown),0.600,1.660
4,3:07,1,10,TAM 41,14,7,Brad Johnson pass complete to Thomas Jones for 29 yards (tackle by Tebucky Jones),1.660,3.580
4,2:31,1,10,NOR 30,14,7,Brad Johnson pass incomplete intended for Keyshawn Johnson,3.580,3.030
4,2:29,2,10,NOR 30,14,7,Brad Johnson pass incomplete intended for Keyshawn Johnson,3.030,2.340
4,2:23,3,10,NOR 30,14,7,Brad Johnson pass incomplete intended for Keyshawn Johnson,2.340,1.410
4,2:17,,,,14,7,Timeout #3 by New Orleans Saints,0.000,1.410
4,2:17,4,10,NOR 30,14,13,"Brad Johnson pass complete to Keenan McCardell for 30 yards, touchdown. Penalty on Kenny Smith: Defensive Offside (Declined)",1.410,7.000
4,,,,NOR 2,14,14,Martin Gramatica kicks extra point good,0.000,0.000
4,,,,TAM 30,14,14,"Martin Gramatica kicks off 63 yards, returned by Michael Lewis for 21 yards (tackle by Dwayne Rudd)",0.000,0.810
4,2:00,1,10,NOR 28,14,14,Aaron Brooks pass complete to Joe Horn for 4 yards (tackle by Ronde Barber),0.810,0.800
4,1:37,2,6,NOR 32,14,14,Aaron Brooks pass complete to Jerome Pathon for 5 yards (tackle by Corey Ivy),0.800,0.760
4,1:31,3,1,NOR 37,14,14,Aaron Brooks pass complete to Michael Lewis for 17 yards (tackle by David Gibson),0.760,2.520
4,1:03,1,10,TAM 46,14,14,Aaron Brooks pass complete to Deuce McAllister for 2 yards (tackle by Ronde Barber),2.520,2.250
4,0:56,2,8,TAM 44,14,14,Aaron Brooks pass complete to Boo Williams for 13 yards (tackle by Tim Wansley),2.250,3.510
4,0:49,1,10,TAM 31,14,14,Deuce McAllister up the middle for 2 yards (tackle by Shelton Quarles),3.510,3.240
4,0:18,2,8,TAM 29,14,14,Aaron Brooks pass incomplete intended for Boo Williams,3.240,2.540
4,0:13,,,,14,14,Timeout #1 by Tampa Bay Buccaneers,0.000,2.540
4,0:13,3,8,TAM 29,17,14,John Carney 47 yard field goal good,2.540,3.000
4,,,,NOR 30,17,14,"John Carney kicks off 58 yards, returned by Reggie Barlow for 22 yards (tackle by Steve Gleason)",0.000,1.200
4,0:03,1,10,TAM 34,17,14,"Penalty on Kenyatta Walker: False Start, 5 yards (no play)",1.200,0.870
4,0:03,1,15,TAM 29,17,14,"Brad Johnson pass complete to Keyshawn Johnson for 7 yards, lateral to Michael Pittman for -4 yards, lateral to Keenan McCardell for -1 yards, lateral to Brad Johnson for -10 yards, lateral to Cosey Coleman for 10 yards, lateral to Cornell Green for -4 yards (tackle by Roger Knight). Cornell Green fumbles (forced by Roger Knight), recovered by Fred Thomas at TAM-27 (tackle by Brad Johnson)",0.870,0.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
