Quarter,Time,Tm,Detail,NOR,TAM
2.0,10:57,Saints,Michael Lewis 38 yard pass from Aaron Brooks (John Carney kick),7,0
3.0,0:07,Saints,Ashley Ambrose 73 yard interception return (John Carney kick),14,0
4.0,7:59,Buccaneers,Michael Pittman 26 yard pass from Brad Johnson (Martin Gramatica kick),14,7
,2:08,Buccaneers,Keenan McCardell 30 yard pass from Brad Johnson (Martin Gramatica kick),14,14
,0:08,Saints,John Carney 47 yard field goal,17,14
