Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Theo Riddick,DET,12,9,47,0,2,8,0.9,39,4.3,2.4,1,9.0,2,16.7,0,80.9
Golden Tate,DET,13,7,109,0,3,51,7.3,58,8.3,6.9,2,3.5,1,7.7,0,81.9
Kenny Golladay,DET,9,6,89,1,5,63,10.5,26,4.3,18.6,0,,0,0.0,0,135.9
Kerryon Johnson,DET,6,5,23,0,0,-2,-0.4,25,5.0,-0.5,1,5.0,0,0.0,0,82.6
Marvin Jones,DET,9,4,54,1,4,31,7.8,23,5.8,18.7,0,,0,0.0,0,101.2
Luke Willson,DET,1,1,13,0,1,0,0.0,13,13.0,0.0,1,1.0,0,0.0,0,118.7
Michael Roberts,DET,1,1,15,1,1,15,15.0,0,0.0,15.0,0,,0,0.0,0,158.3
LeGarrette Blount,DET,1,1,-3,0,0,-6,-6.0,3,3.0,-6.0,1,1.0,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Pierre Garcon,SFO,4,4,57,0,3,48,12.0,9,2.3,12.0,1,4.0,0,0.0,0,118.7
Kyle Juszczyk,SFO,4,3,13,0,1,8,2.7,5,1.7,1.0,0,,0,0.0,0,78.1
Matt Breida,SFO,4,3,21,0,2,5,1.7,16,5.3,5.8,0,,0,0.0,0,86.5
Alfred Morris,SFO,2,2,32,0,2,9,4.5,23,11.5,4.5,2,1.0,0,0.0,0,118.7
George Kittle,SFO,4,2,22,0,1,14,7.0,8,4.0,6.5,0,,1,25.0,0,66.7
Garrett Celek,SFO,2,2,22,1,2,8,4.0,14,7.0,4.0,0,,0,0.0,0,152.1
Dante Pettis,SFO,2,1,35,0,1,20,20.0,15,15.0,16.0,0,,1,50.0,0,95.8
Kendrick Bourne,SFO,1,1,4,1,1,0,0.0,4,4.0,0.0,0,,0,0.0,0,122.9
Trent Taylor,SFO,2,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
