Quarter,Time,Down,ToGo,Location,KAN,NYJ,Detail,EPB,EPA
1,2:23,1,10,KAN 44,3,7,LaDainian Tomlinson right tackle for 3 yards (tackle by Jon McGraw and Glenn Dorsey),2.650,2.520
1,1:43,2,7,KAN 41,3,7,Jeremy Kerley left end for 2 yards (tackle by Jon McGraw),2.520,2.080
1,1:01,3,5,KAN 39,3,7,Mark Sanchez sacked by Javier Arenas for -6 yards,2.080,0.270
1,0:38,4,11,KAN 45,3,7,T.J. Conley punts 40 yards,0.270,0.380
1,0:31,1,10,KAN 5,3,7,Jackie Battle left tackle for 11 yards (tackle by Eric Smith and Jim Leonhard),-0.380,-0.140
1,0:03,1,10,KAN 16,3,7,Jackie Battle left tackle for 1 yard (tackle by Ropati Pitoitua),-0.140,-0.510
Quarter,Time,Down,ToGo,Location,KAN,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,KAN 17,3,7,Jackie Battle right tackle for -1 yards (tackle by Calvin Pace),-0.510,-1.320
2,14:25,3,10,KAN 16,3,7,Tyler Palko pass complete short left to Jackie Battle for 2 yards (tackle by David Harris),-1.320,-2.240
2,13:51,4,8,KAN 18,3,7,"Dustin Colquitt punts 48 yards, returned by Jim Leonhard for 1 yard (tackle by Cory Greenwood)",-2.240,-1.270
2,13:40,1,10,NYJ 35,3,7,Shonn Greene right end for -1 yards (tackle by Justin Houston and Brandon Flowers),1.270,0.590
2,12:59,2,11,NYJ 34,3,7,Mark Sanchez pass complete short right to Shonn Greene for 8 yards (tackle by Jovan Belcher),0.590,0.960
2,12:15,3,3,NYJ 42,3,7,Mark Sanchez sacked by Justin Houston for -7 yards,0.960,-1.040
2,11:51,4,10,NYJ 35,3,7,"T.J. Conley punts 44 yards, fair catch by Javier Arenas",-1.040,-0.340
2,11:44,1,10,KAN 21,3,7,Tyler Palko pass incomplete short left intended for Dwayne Bowe (defended by Darrelle Revis),0.340,-0.200
2,11:40,2,10,KAN 21,3,7,Dexter McCluster right guard for -1 yards (tackle by Calvin Pace),-0.200,-1.020
2,11:13,3,11,KAN 20,3,7,Tyler Palko pass incomplete deep middle intended for Steve Breaston is intercepted by Jim Leonhard at KAN-38,-1.020,-3.050
2,11:06,1,10,KAN 38,3,7,Mark Sanchez pass complete short left to Shonn Greene for 36 yards (tackle by Kendrick Lewis),3.050,6.740
2,10:34,1,2,KAN 2,3,7,LaDainian Tomlinson right end for -2 yards (tackle by Sabby Piscitelli and Justin Houston),6.740,5.340
2,10:07,2,4,KAN 4,3,13,"Mark Sanchez pass complete short middle to Santonio Holmes for 4 yards, touchdown",5.340,7.000
2,,,,KAN 2,3,14,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 35,3,14,"Nick Folk kicks off 62 yards, returned by Dexter McCluster for 19 yards (tackle by Tracy Wilson)",0.000,0.410
2,9:54,1,10,KAN 22,3,14,Thomas Jones left guard for 3 yards (tackle by Muhammad Wilkerson),0.410,0.270
2,9:34,2,7,KAN 25,3,14,Thomas Jones up the middle for 4 yards (tackle by Muhammad Wilkerson),0.270,0.100
2,9:06,3,3,KAN 29,3,14,Tyler Palko sacked by Bart Scott for -7 yards,0.100,-1.900
2,8:35,4,10,KAN 22,3,14,"Dustin Colquitt punts 61 yards, returned by Jeremy Kerley for 14 yards (tackle by Reshard Langford)",-1.900,-1.000
2,8:23,1,10,NYJ 31,3,14,LaDainian Tomlinson left end for 7 yards (tackle by Kendrick Lewis),1.000,1.410
2,7:53,2,3,NYJ 38,3,14,LaDainian Tomlinson right tackle for 4 yards (tackle by Jovan Belcher),1.410,1.730
2,7:10,,,,3,14,Timeout #2 by New York Jets,0.000,1.730
2,7:10,1,10,NYJ 42,3,14,LaDainian Tomlinson up the middle for -2 yards (tackle by Derrick O. Johnson),1.730,0.920
2,6:29,2,12,NYJ 40,3,14,Mark Sanchez pass complete short left to Shonn Greene for 14 yards (tackle by Derrick O. Johnson),0.920,2.520
2,5:53,1,10,KAN 46,3,14,Mark Sanchez pass incomplete deep left intended for Santonio Holmes,2.520,1.980
2,5:47,2,10,KAN 46,3,14,Shonn Greene right guard for 2 yards (tackle by Tyson Jackson and Derrick O. Johnson),1.980,1.550
2,5:05,3,8,KAN 44,3,14,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 31 yards (tackle by Sabby Piscitelli),1.550,4.710
2,4:20,1,10,KAN 13,3,14,Shonn Greene right tackle for 6 yards (tackle by Tamba Hali),4.710,5.150
,,,,,,,"NYJ challenged the fumble ruling, and the original play was overturned.",,
2,4:01,2,4,KAN 7,3,20,"Shonn Greene left guard for 7 yards, touchdown",5.150,7.000
2,,,,KAN 2,3,21,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 35,3,21,"Nick Folk kicks off 64 yards, returned by Dexter McCluster for 9 yards (tackle by Tracy Wilson)",0.000,-0.380
2,3:50,1,10,KAN 10,3,21,Tyler Palko pass incomplete deep right intended for Jonathan Baldwin,-0.380,-0.780
2,3:45,2,10,KAN 10,3,21,Dexter McCluster right tackle for 2 yards (tackle by Bart Scott and David Harris),-0.780,-1.190
2,3:16,3,8,KAN 12,3,21,Tyler Palko sacked by Marcus Dixon and Calvin Pace for -8 yards,-1.190,-2.490
2,2:46,4,16,KAN 4,3,21,"Dustin Colquitt punts 57 yards, returned by Jeremy Kerley for 26 yards (tackle by Terrance Copper)",-2.490,-3.250
2,2:32,1,10,KAN 35,3,21,Shonn Greene up the middle for 5 yards (tackle by Tyson Jackson),3.250,3.380
2,2:00,2,5,KAN 30,3,21,Mark Sanchez pass complete short right to Santonio Holmes for 8 yards,3.380,4.110
2,1:56,1,10,KAN 22,3,21,Shonn Greene up the middle for 3 yards (tackle by Glenn Dorsey and Amon Gordon),4.110,3.970
2,1:23,2,7,KAN 19,3,27,"Mark Sanchez pass complete short right to LaDainian Tomlinson for 19 yards, touchdown",3.970,7.000
2,,,,KAN 2,3,28,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 35,3,28,"Nick Folk kicks off 63 yards, returned by Dexter McCluster for 30 yards (tackle by Donald Strickland)",0.000,1.070
2,1:08,1,10,KAN 32,3,28,Dexter McCluster right tackle for -2 yards (tackle by Marcus Dixon and Sione Pouha),1.070,0.260
2,0:44,2,12,KAN 30,3,28,Tyler Palko sacked by Sione Pouha for -11 yards,0.260,-2.010
Quarter,Time,Down,ToGo,Location,KAN,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,3,28,"Nick Folk kicks off 63 yards, returned by Dexter McCluster for 14 yards (tackle by Garrett McIntyre). Dexter McCluster fumbles (forced by Garrett McIntyre), recovered by Jalil Brown at KAN-16",0.000,-0.140
3,14:52,1,10,KAN 16,3,28,Tyler Palko pass complete deep left to Dwayne Bowe for 21 yards,-0.140,1.400
3,14:35,1,10,KAN 37,3,28,Thomas Jones left guard for 3 yards (tackle by David Harris),1.400,1.260
3,14:10,2,7,KAN 40,3,28,"Tyler Palko pass complete short right to Dwayne Bowe for 9 yards (tackle by Bart Scott). Penalty on Barry Richardson: False Start, 5 yards (no play)",1.260,0.590
3,14:00,2,12,KAN 35,3,28,Tyler Palko sacked by David Harris for 0 yards,0.590,-0.100
3,13:35,,,,3,28,Timeout #1 by Kansas City Chiefs,0.000,-0.100
3,13:35,3,12,KAN 35,3,28,Tyler Palko pass complete short right to Jonathan Baldwin for 10 yards (tackle by Antonio Cromartie),-0.100,-0.390
,,,,,,,"KAN challenged the first down ruling, and the play was upheld.",,
3,13:15,4,2,KAN 45,3,28,"Dustin Colquitt punts 34 yards, fair catch by Jeremy Kerley",-0.390,-0.340
3,13:07,1,10,NYJ 21,3,28,Shonn Greene right guard for 4 yards (tackle by Tyson Jackson),0.340,0.340
3,12:26,2,6,NYJ 25,3,28,LaDainian Tomlinson left tackle for no gain (tackle by Tamba Hali),0.340,-0.360
3,11:46,3,6,NYJ 25,3,28,Mark Sanchez pass incomplete short middle intended for Plaxico Burress (defended by Brandon Carr),-0.360,-1.700
3,11:41,4,6,NYJ 25,3,28,"T.J. Conley punts 53 yards, returned by Dexter McCluster for 4 yards (tackle by Isaiah Trufant). Penalty on Cameron Sheffield: Illegal Block Above the Waist, 10 yards",-1.700,0.140
3,11:29,1,10,KAN 16,3,28,Tyler Palko pass complete short middle to Dwayne Bowe for 20 yards (tackle by Eric Smith),-0.140,1.330
3,10:55,1,10,KAN 36,3,28,"Tyler Palko right end for 7 yards (tackle by Jamaal Westerman). Penalty on Ryan Lilja: Offensive Holding, 10 yards (no play)",1.330,0.670
3,10:27,1,20,KAN 26,3,28,Tyler Palko for 12 yards,0.670,1.060
3,9:56,2,8,KAN 38,3,28,Tyler Palko pass complete short right to Dwayne Bowe for 9 yards (tackle by Darrelle Revis),1.060,2.060
3,9:24,1,10,KAN 47,3,28,Tyler Palko pass incomplete deep left intended for Jonathan Baldwin,2.060,1.520
3,9:19,2,10,KAN 47,3,28,Dexter McCluster right end for 2 yards (tackle by Darrelle Revis),1.520,1.090
3,8:49,3,8,KAN 49,3,28,Tyler Palko sacked by Eric Smith for -13 yards,1.090,-0.980
3,8:20,4,21,KAN 36,3,28,"Dustin Colquitt punts 54 yards, fair catch by Jeremy Kerley",-0.980,0.380
3,8:14,1,10,NYJ 10,3,28,"Mark Sanchez pass complete short left to Shonn Greene for 1 yard (tackle by Derrick O. Johnson). Penalty on John Conner: Chop Block, 5 yards (no play)",-0.380,-0.570
3,7:52,1,15,NYJ 5,3,28,"Shonn Greene right end for 2 yards (tackle by Reshard Langford). Penalty on Vlad Ducasse: Offensive Holding, 2 yards (no play)",-0.570,-0.650
3,7:24,1,17,NYJ 3,3,28,Shonn Greene right tackle for 5 yards (tackle by Tyson Jackson),-0.650,-0.930
3,6:41,2,12,NYJ 8,3,28,"Mark Sanchez pass incomplete short right intended for Plaxico Burress. Penalty on Jovan Belcher: Roughing the Passer, 15 yards (no play)",-0.930,0.480
3,6:36,1,10,NYJ 23,3,28,"Mark Sanchez pass incomplete short right intended for Shonn Greene. Penalty on Demorrio Williams: Defensive Holding, 5 yards, Penalty on Tyson Jackson: Defensive Holding (Declined) (no play)",0.480,0.810
3,6:36,1,10,NYJ 28,3,28,"Penalty on KAN: Unsportsmanlike Conduct, 15 yards (no play)",0.810,1.800
3,6:31,1,10,NYJ 43,3,28,Shonn Greene right tackle for 4 yards (tackle by Tyson Jackson and Demorrio Williams),1.800,1.790
3,5:48,2,6,NYJ 47,3,28,Shonn Greene left guard for 3 yards (tackle by Derrick O. Johnson),1.790,1.490
3,5:04,3,3,,3,28,"Mark Sanchez pass incomplete short right intended for Plaxico Burress (defended by Brandon Flowers). Penalty on Brandon Flowers: Defensive Pass Interference, 16 yards (no play)",1.490,3.310
3,4:54,1,10,KAN 34,3,28,"Mark Sanchez pass incomplete deep middle intended for Dustin Keller. Mark Sanchez fumbles, recovered by Mark Sanchez at KAN-34. Penalty on Kendrick Lewis: Defensive Pass Interference, 30 yards (no play)",3.310,6.280
3,4:52,1,4,KAN 4,3,28,Mark Sanchez pass incomplete short left intended for Plaxico Burress (defended by Brandon Carr),6.280,5.340
3,4:49,2,4,KAN 4,3,28,Shonn Greene up the middle for 1 yard (tackle by Tamba Hali and Derrick O. Johnson),5.340,4.720
3,4:11,3,3,KAN 3,3,34,"Mark Sanchez up the middle for 3 yards, touchdown",4.720,7.000
3,,,,KAN 2,3,35,Nick Folk kicks extra point good,0.000,0.000
3,,,,NYJ 35,3,35,"Nick Folk kicks off 59 yards, returned by Dexter McCluster for 17 yards (tackle by Nick Bellore)",0.000,0.480
3,4:01,1,10,KAN 23,3,35,Jerheme Urban left end for 7 yards (tackle by Antonio Cromartie),0.480,0.880
3,3:40,2,3,KAN 30,3,35,Tyler Palko pass complete short left to Steve Breaston for 18 yards (tackle by Brodney Pool),0.880,2.130
3,3:26,1,10,KAN 48,3,35,Tyler Palko pass incomplete short left intended for Dexter McCluster,2.130,1.580
3,3:22,2,10,KAN 48,3,35,Tyler Palko pass complete short middle to Steve Breaston for 10 yards (tackle by Kyle Wilson),1.580,2.790
3,2:50,1,10,NYJ 42,3,35,Tyler Palko pass incomplete deep left intended for Jonathan Baldwin,2.790,2.240
3,2:49,2,10,NYJ 42,3,35,Tyler Palko pass incomplete short left intended for Dexter McCluster,2.240,1.550
3,2:41,3,10,NYJ 42,3,35,"Tyler Palko pass incomplete short right intended for Jerheme Urban. Penalty on Le'Ron McClain: Unsportsmanlike Conduct, 15 yards",1.550,-0.520
3,2:33,4,25,KAN 43,3,35,Dustin Colquitt punts 49 yards,-0.520,0.380
3,2:24,1,10,NYJ 10,3,35,Shonn Greene right guard for 6 yards (tackle by Glenn Dorsey and Derrick O. Johnson),-0.380,-0.230
3,1:45,2,4,NYJ 16,3,35,LaDainian Tomlinson right guard for -1 yards (tackle by Derrick O. Johnson),-0.230,-0.840
3,1:02,3,5,NYJ 15,3,35,Mark Sanchez pass incomplete short left intended for Jeremy Kerley (defended by Brandon Carr),-0.840,-2.440
3,0:56,4,5,NYJ 15,3,35,T.J. Conley punts 50 yards,-2.440,-1.270
3,0:48,1,10,KAN 35,3,35,Jackie Battle left end for 8 yards (tackle by Eric Smith and Marcus Dixon),1.270,1.800
3,0:17,2,2,KAN 43,3,35,Tyler Palko pass incomplete short middle intended for Jerheme Urban,1.800,1.090
3,0:17,3,2,KAN 43,3,35,Tyler Palko pass complete short right to Dwayne Bowe for 6 yards (tackle by Donald Strickland),1.090,2.190
Quarter,Time,Down,ToGo,Location,KAN,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 49,3,35,Tyler Palko pass incomplete short left intended for Jonathan Baldwin,2.190,1.650
4,14:57,2,10,KAN 49,3,35,Tyler Palko pass complete short right to Steve Breaston for 16 yards (tackle by Calvin Pace),1.650,3.250
4,14:57,1,10,NYJ 35,3,35,Tyler Palko pass incomplete short right intended for Jerheme Urban,3.250,2.700
4,14:20,2,10,NYJ 35,3,35,Tyler Palko pass complete short right to Dwayne Bowe for 8 yards (tackle by Darrelle Revis),2.700,3.070
4,13:57,3,2,NYJ 27,3,35,Jackie Battle left tackle for 3 yards (tackle by Muhammad Wilkerson and Eric Smith),3.070,3.970
4,13:35,1,10,NYJ 24,3,35,Jackie Battle up the middle for no gain (tackle by David Harris and Muhammad Wilkerson),3.970,3.430
4,13:06,2,10,NYJ 24,9,35,"Tyler Palko pass complete deep middle to Jerheme Urban for 24 yards, touchdown",3.430,7.000
4,,,,NYJ 2,10,35,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 35,10,35,Ryan Succop kicks onside 3 yards. Penalty on Ryan Succop: Illegal Touch Kick (Declined),0.000,3.050
4,12:58,1,10,KAN 38,10,35,Shonn Greene left tackle for 3 yards (tackle by Glenn Dorsey and Tamba Hali),3.050,2.910
4,12:15,2,7,KAN 35,10,35,Shonn Greene left tackle for 3 yards (tackle by Demorrio Williams),2.910,2.610
4,11:39,3,4,KAN 32,10,35,Mark Sanchez pass incomplete short left intended for LaDainian Tomlinson,2.610,1.270
4,11:35,4,4,KAN 32,10,35,"Mark Sanchez sacked by Tamba Hali for -9 yards. Mark Sanchez fumbles (forced by Tamba Hali), recovered by Derrick O. Johnson at KAN-45 (tackle by Brandon Moore)",1.270,-1.930
4,11:27,1,10,KAN 45,10,35,Tyler Palko pass complete short left to Jackie Battle for 24 yards (tackle by Brodney Pool),1.930,3.510
4,10:56,1,10,NYJ 31,10,35,Tyler Palko pass complete deep left to Jonathan Baldwin for 18 yards (tackle by Antonio Cromartie),3.510,4.710
4,10:26,1,10,NYJ 13,10,35,Tyler Palko pass incomplete short right intended for Dwayne Bowe,4.710,4.050
4,10:22,2,10,NYJ 13,10,35,Tyler Palko pass complete short left to Steve Breaston for no gain,4.050,3.120
4,9:38,3,10,NYJ 13,10,35,Tyler Palko pass incomplete short left intended for Jerheme Urban,3.120,2.570
4,9:33,,,,10,35,Timeout #3 by Kansas City Chiefs,0.000,2.570
4,9:33,4,10,NYJ 13,10,35,Tyler Palko pass incomplete short right intended for Dwayne Bowe,2.570,0.320
4,9:27,1,10,NYJ 13,10,35,Shonn Greene left tackle for 4 yards (tackle by Tamba Hali),-0.320,-0.300
4,8:46,2,6,NYJ 17,10,35,Shonn Greene left guard for 5 yards (tackle by Derrick O. Johnson),-0.300,-0.350
4,8:02,3,1,NYJ 22,10,35,"Penalty on Amon Gordon: Encroachment, 5 yards (no play)",-0.350,0.740
4,7:38,1,10,NYJ 27,10,35,Shonn Greene right tackle for 5 yards (tackle by Tyson Jackson),0.740,0.870
4,6:56,2,5,NYJ 32,10,35,Shonn Greene right tackle for 19 yards (tackle by Kendrick Lewis),0.870,2.320
4,6:09,1,10,KAN 49,10,35,Bilal Powell right tackle for -1 yards (tackle by Tyson Jackson),2.320,1.650
4,5:25,2,11,,10,35,Bilal Powell left tackle for 1 yard (tackle by Tamba Hali),1.650,1.090
4,4:40,3,10,KAN 49,10,35,Bilal Powell right tackle for 1 yard (tackle by Glenn Dorsey),1.090,0.070
4,3:55,4,9,KAN 48,10,35,T.J. Conley punts 47 yards,0.070,0.380
4,3:43,1,10,KAN 1,10,37,"Jackie Battle for -1 yards, safety",-0.380,-2.000
4,,,,KAN 20,10,37,"Dustin Colquitt kicks off 57 yards, returned by Kyle Wilson for 17 yards (tackle by Andy Studebaker)",0.000,1.600
4,3:29,1,10,NYJ 40,10,37,Bilal Powell right guard for 3 yards (tackle by Derrick O. Johnson),1.600,1.460
4,2:46,2,7,NYJ 43,10,37,Bilal Powell left guard for 4 yards (tackle by Glenn Dorsey),1.460,1.290
4,2:00,3,3,NYJ 47,10,37,Bilal Powell up the middle for 2 yards (tackle by Amon Gordon and Glenn Dorsey),1.290,-0.130
4,2:00,4,1,NYJ 49,10,37,"Penalty on T.J. Conley: Delay of Game, 5 yards (no play)",-0.130,-0.460
4,1:13,4,6,NYJ 44,10,37,"T.J. Conley punts 39 yards, fair catch by Dexter McCluster",-0.460,0.060
4,1:06,1,10,KAN 17,10,37,Jackie Battle left tackle for 4 yards (tackle by Nick Bellore and Josh Mauga),-0.060,0.080
4,0:37,2,6,KAN 21,10,37,Jackie Battle right tackle for 7 yards (tackle by Nick Bellore),0.080,0.810
4,0:03,1,10,KAN 28,10,37,Jackie Battle right end for 1 yard (tackle by Muhammad Wilkerson),0.810,0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
