Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Dexter McCluster,KAN,5,89,17.8,0,30,1,4,4.0,0,4
Javier Arenas,KAN,1,31,31.0,0,31,1,10,10.0,0,10
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Jeremy Kerley,NYJ,0,0,,0,0,3,42,14.0,0,26
Jim Leonhard,NYJ,0,0,,0,0,1,1,1.0,0,1
Antonio Cromartie,NYJ,1,28,28.0,0,28,0,0,,0,0
Matthew Mulligan,NYJ,1,20,20.0,0,20,0,0,,0,0
Kyle Wilson,NYJ,1,17,17.0,0,17,0,0,,0,0
