Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Steelers won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,PIT 35,0,0,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,DEN 25,0,0,Phillip Lindsay left guard for 2 yards (tackle by Jonathan Bostic and Sean Davis),0.610,0.330
1,14:24,2,8,DEN 27,0,0,Phillip Lindsay left guard for 3 yards (tackle by Javon Hargrave and Tyson Alualu),0.330,0.040
1,13:44,3,5,DEN 30,0,0,Case Keenum pass incomplete short right intended for DaeSean Hamilton (defended by Joe Haden),0.040,-1.370
1,13:39,4,5,DEN 30,0,0,"Colby Wadman punts 47 yards, fair catch by Ryan Switzer at PIT-23",-1.370,-0.480
1,13:31,1,10,PIT 23,0,0,Ben Roethlisberger pass complete short left to Antonio Brown for 14 yards (tackle by Josey Jewell),0.480,1.400
1,12:52,1,10,PIT 37,0,0,Ben Roethlisberger pass complete short left to Vance McDonald for 9 yards (tackle by Todd Davis),1.400,2.070
1,12:18,2,1,PIT 46,0,0,"Ben Roethlisberger pass complete short right to Antonio Brown for 5 yards (tackle by Justin Simmons) Penalty on PIT: Illegal Formation, 5 yards (no play)",2.070,1.400
1,11:47,2,6,PIT 41,0,0,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 10 yards (tackle by Bradley Roby). Penalty on Todd Davis: Illegal Contact (Declined),1.400,2.320
1,11:15,1,10,DEN 49,0,0,Ben Roethlisberger pass incomplete short middle intended for JuJu Smith-Schuster,2.320,1.780
1,11:11,2,10,DEN 49,0,0,Ben Roethlisberger pass complete short right to James Conner for 7 yards (tackle by Tramaine Brock),1.780,2.020
1,10:35,3,3,DEN 42,0,0,Ben Roethlisberger pass complete short left to Jaylen Samuels for 12 yards (tackle by Will Parks),2.020,3.580
1,10:01,1,10,DEN 30,0,0,Antonio Brown pass incomplete short left intended for Jaylen Samuels,3.580,3.030
1,9:55,2,10,DEN 30,0,0,Ben Roethlisberger pass incomplete short right intended for James Washington,3.030,2.340
1,9:51,3,10,DEN 30,0,0,Ben Roethlisberger pass incomplete short right intended for Vance McDonald (defended by Will Parks),2.340,1.410
1,9:44,4,10,DEN 30,0,0,Chris Boswell 48 yard field goal no good,1.410,-1.470
1,9:36,1,10,DEN 38,0,0,Case Keenum pass incomplete short middle intended for Emmanuel Sanders,1.470,0.920
1,9:32,2,10,DEN 38,0,0,Case Keenum pass complete short right to Emmanuel Sanders for 13 yards (tackle by Terrell Edmunds),0.920,2.320
1,8:55,1,10,PIT 49,0,0,Phillip Lindsay right guard for 2 yards (tackle by T.J. Watt),2.320,2.050
1,8:27,2,8,PIT 47,0,0,Case Keenum pass complete deep right to Jeff Heuerman for 29 yards (tackle by Jonathan Bostic),2.050,4.370
1,7:57,1,10,PIT 18,0,0,Case Keenum pass complete short right to Emmanuel Sanders for 2 yards,4.370,4.090
1,7:47,2,8,PIT 16,0,0,Case Keenum pass incomplete deep right intended for Emmanuel Sanders,4.090,3.300
1,7:41,3,8,PIT 16,0,0,"Case Keenum pass complete short left to Royce Freeman for 7 yards (tackle by Anthony Chickillo). Penalty on Connor McGovern: Illegal Block Above the Waist, 10 yards (no play)",3.300,2.080
1,7:10,3,18,PIT 26,0,0,Royce Freeman left end for 3 yards (tackle by L.J. Fort),2.080,1.930
1,6:31,4,15,PIT 23,0,3,Brandon McManus 41 yard field goal good,1.930,3.000
1,6:26,,,DEN 35,0,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
1,6:26,1,10,PIT 25,0,3,James Conner right guard for 2 yards (tackle by Todd Davis and Shelby Harris),0.610,0.330
1,5:45,2,8,PIT 27,0,3,Ryan Switzer right tackle for 4 yards (tackle by Josey Jewell),0.330,0.170
1,5:04,3,4,PIT 31,0,3,Ben Roethlisberger pass complete short middle to Ryan Switzer for 13 yards (tackle by Justin Simmons),0.170,1.860
1,4:24,1,10,PIT 44,0,3,Ben Roethlisberger pass complete short left to Jesse James for 9 yards (tackle by Darian Stewart and Josey Jewell),1.860,2.530
1,3:43,2,1,DEN 47,0,3,Ben Roethlisberger pass incomplete short right intended for James Washington (defended by Bradley Roby),2.530,1.820
1,3:39,3,1,DEN 47,0,3,James Conner up the middle for 2 yards (tackle by Zach Kerr and Adam Gotsis),1.820,2.590
1,2:56,,,,,,Timeout #1 by Pittsburgh Steelers,,
1,2:56,1,10,DEN 45,0,3,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 3 yards (tackle by Chris Harris),2.590,2.450
1,2:18,2,7,DEN 42,0,3,James Conner left guard for 3 yards (tackle by Will Parks and Bradley Chubb),2.450,2.150
1,1:35,3,4,DEN 39,0,3,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 6 yards (tackle by Chris Harris),2.150,3.380
1,0:53,1,10,DEN 33,0,3,James Conner up the middle for 6 yards (tackle by Justin Simmons),3.380,3.650
1,0:13,2,4,DEN 27,0,3,James Conner right guard for 3 yards (tackle by Zach Kerr and Will Parks),3.650,3.340
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,DEN 24,0,3,"Ben Roethlisberger pass complete short left to Xavier Grimble for 23 yards (tackle by Will Parks). Xavier Grimble fumbles, ball out of bounds at DEN-1 (forced by Will Parks)",3.340,-0.280
2,14:49,1,10,DEN 20,0,3,Case Keenum pass incomplete short middle intended for Brian Parker (defended by Cameron Heyward),0.280,-0.270
2,14:44,2,10,DEN 20,0,3,Royce Freeman up the middle for no gain (tackle by L.J. Fort and Morgan Burnett),-0.270,-0.960
2,14:03,3,10,DEN 20,0,3,Case Keenum pass complete short right to Courtland Sutton for 14 yards (tackle by Sean Davis),-0.960,1.200
2,13:19,1,10,DEN 34,0,3,Case Keenum pass complete short left to Emmanuel Sanders for 11 yards (tackle by Joe Haden),1.200,1.930
2,12:54,1,10,DEN 45,0,3,Case Keenum pass complete short right to Matt LaCosse for 7 yards (tackle by Jonathan Bostic),1.930,2.330
2,12:16,2,3,PIT 48,0,3,"Case Keenum pass incomplete short right intended for Brian Parker (defended by Joe Haden). Penalty on Brian Parker: Offensive Pass Interference, 10 yards (no play)",2.330,0.980
2,12:08,2,13,DEN 42,0,3,Case Keenum pass incomplete deep right intended for Emmanuel Sanders,0.980,0.300
2,12:01,3,13,DEN 42,0,3,Case Keenum pass incomplete short middle intended for Devontae Booker,0.300,-0.590
2,11:57,4,13,DEN 42,0,3,"Colby Wadman punts 37 yards, fair catch by Ryan Switzer at PIT-21",-0.590,-0.340
2,11:49,1,10,PIT 21,0,3,James Conner left tackle for 6 yards (tackle by Todd Davis and Derek Wolfe),0.340,0.610
2,11:14,2,4,PIT 27,0,3,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 9 yards (tackle by Bradley Roby),0.610,1.330
2,10:38,1,10,PIT 36,0,3,Ben Roethlisberger pass complete short left to Antonio Brown for 6 yards (tackle by Chris Harris),1.330,1.600
2,9:59,2,4,PIT 42,0,3,Ben Roethlisberger pass complete short left to Antonio Brown for 6 yards (tackle by Bradley Chubb),1.600,2.130
2,9:29,1,10,PIT 48,0,3,"Ben Roethlisberger pass complete short left to James Conner for 6 yards (tackle by Justin Simmons). Penalty on Justin Simmons: Face Mask (15 Yards), 15 yards",2.130,3.510
2,9:04,1,10,DEN 31,0,3,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 2 yards (tackle by Tramaine Brock),3.510,3.240
2,8:22,2,8,DEN 29,0,3,"Ben Roethlisberger pass complete short middle to Ryan Switzer for 11 yards (tackle by Su'a Cravens). Penalty on Vance McDonald: Offensive Pass Interference, 9 yards (no play)",3.240,2.020
2,7:58,2,17,DEN 38,0,3,Ben Roethlisberger pass complete short right to James Conner for 6 yards (tackle by Derek Wolfe),2.020,2.150
2,7:14,3,11,DEN 32,0,3,Ben Roethlisberger pass complete short right to Antonio Brown for 9 yards (tackle by Shane Ray and Bradley Chubb),2.150,2.050
2,6:34,4,2,DEN 23,3,3,Chris Boswell 41 yard field goal good,2.050,3.000
2,6:29,,,PIT 35,3,3,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,6:29,1,10,DEN 25,3,3,"Penalty on Mike Hilton: Neutral Zone Infraction, 5 yards (no play)",0.610,1.340
2,6:29,1,5,DEN 30,3,3,Phillip Lindsay right guard for 32 yards (tackle by Terrell Edmunds),1.340,3.050
2,6:05,1,10,PIT 38,3,3,Royce Freeman right tackle for 3 yards (tackle by Cameron Heyward),3.050,2.910
2,5:25,2,7,PIT 35,3,3,Phillip Lindsay right end for 2 yards (tackle by Vince Williams),2.910,2.480
2,4:44,3,5,PIT 33,3,3,Case Keenum pass complete short right to Devontae Booker for 6 yards (tackle by L.J. Fort),2.480,3.780
2,4:05,1,10,PIT 27,3,3,Case Keenum pass complete short left to Matt LaCosse for 17 yards (tackle by Joe Haden),3.780,4.910
2,3:33,1,10,PIT 10,3,9,"Case Keenum pass complete short left to Matt LaCosse for 10 yards, touchdown",4.910,7.000
2,3:27,,,PIT 15,3,10,Brandon McManus kicks extra point good,0.000,0.000
2,3:27,,,DEN 35,3,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,3:27,1,10,PIT 25,3,10,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 6 yards (tackle by Bradley Roby),0.610,0.870
2,2:58,2,4,PIT 31,3,10,Ben Roethlisberger pass complete short left to Vance McDonald for 9 yards (tackle by Bradley Roby),0.870,1.600
2,2:27,1,10,PIT 40,3,10,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 3 yards (tackle by Bradley Roby),1.600,1.460
2,2:01,2,7,PIT 43,3,10,Ben Roethlisberger pass complete short middle to Vance McDonald for 9 yards (tackle by Todd Davis and Zach Kerr),1.460,2.390
2,1:53,1,10,DEN 48,3,10,James Conner right tackle for 2 yards (tackle by Zach Kerr and Josey Jewell),2.390,2.120
2,1:27,2,8,DEN 46,3,10,Ben Roethlisberger pass complete short middle to Ryan Switzer for 15 yards (tackle by Su'a Cravens and Justin Simmons),2.120,3.510
2,1:02,1,10,DEN 31,3,10,Ben Roethlisberger pass incomplete short left intended for Ryan Switzer,3.510,2.970
2,0:59,2,10,DEN 31,3,10,Ben Roethlisberger pass complete deep middle to Ryan Switzer for 24 yards (tackle by Justin Simmons),2.970,5.600
2,0:51,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,0:51,1,7,DEN 7,3,10,Ben Roethlisberger pass complete short middle to Ryan Switzer for 5 yards (tackle by Todd Davis),5.600,5.720
2,0:30,2,2,DEN 2,3,10,Ben Roethlisberger pass incomplete short middle intended for Vance McDonald,5.720,4.950
2,0:28,,,,,,Timeout #1 by Denver Broncos,,
2,0:28,3,2,DEN 2,3,10,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for no gain (tackle by Von Miller and Darian Stewart),4.950,3.250
2,0:03,,,,,,Timeout #3 by Pittsburgh Steelers,,
2,0:03,4,2,DEN 2,9,10,"Chris Boswell pass complete short right to Alejandro Villanueva for 2 yards, touchdown",3.250,7.000
