Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
2,0:00,,,DEN 15,10,10,Chris Boswell kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,10,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PIT 25,10,10,Ben Roethlisberger pass incomplete deep right intended for JuJu Smith-Schuster,0.610,0.060
3,14:54,2,10,PIT 25,10,10,"James Conner right tackle for 5 yards (tackle by Justin Simmons and Bradley Chubb). Penalty on James Washington: Illegal Block Above the Waist, 10 yards",0.060,-0.610
3,14:27,2,15,PIT 20,10,10,Ben Roethlisberger pass complete short left to Ryan Switzer for 6 yards (tackle by Todd Davis),-0.610,-0.490
3,13:45,3,9,PIT 26,10,10,Ben Roethlisberger pass complete short left to Antonio Brown for 1 yard (tackle by Todd Davis),-0.490,-1.570
3,13:10,4,8,PIT 27,10,10,"Jordan Berry punts 52 yards, returned by River Cracraft for 6 yards (tackle by Terrell Edmunds and Kameron Canaday)",-1.570,-0.740
3,12:57,1,10,DEN 27,10,10,Case Keenum pass incomplete deep right intended for Matt LaCosse,0.740,0.200
3,12:51,2,10,DEN 27,10,10,Phillip Lindsay left end for 14 yards (tackle by Coty Sensabaugh),0.200,1.660
3,12:26,1,10,DEN 41,10,10,Case Keenum sacked by Vince Williams for -6 yards,1.660,0.310
3,11:44,2,16,DEN 35,10,10,Phillip Lindsay up the middle for 12 yards (tackle by Terrell Edmunds),0.310,1.220
3,11:02,3,4,DEN 47,10,10,Case Keenum pass incomplete short right intended for Jeff Heuerman (defended by Morgan Burnett),1.220,-0.260
3,10:57,4,4,DEN 47,10,10,Colby Wadman punts 50 yards downed by Tim Patrick,-0.260,0.380
3,10:47,1,10,PIT 3,16,10,"Ben Roethlisberger pass complete deep middle to JuJu Smith-Schuster for 97 yards, touchdown, touchdown",-0.380,7.000
3,10:32,,,DEN 15,17,10,Chris Boswell kicks extra point good,0.000,0.000
3,10:32,,,PIT 35,17,10,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,10:32,1,10,DEN 25,17,10,Case Keenum pass incomplete short right intended for Courtland Sutton,0.610,0.060
3,10:29,2,10,DEN 25,17,10,Royce Freeman left tackle for 2 yards (tackle by L.J. Fort and Javon Hargrave),0.060,-0.360
3,9:50,3,8,DEN 27,17,10,Case Keenum pass incomplete short right intended for Emmanuel Sanders (defended by Mike Hilton) (defended by Morgan Burnett). Penalty on Jared Veldheer: Offensive Holding (Declined),-0.360,-1.570
3,9:43,4,8,DEN 27,17,10,"Colby Wadman punts 50 yards, muffed catch by Ryan Switzer",-1.570,-0.480
3,9:34,1,10,PIT 23,17,10,James Conner left end for 11 yards (tackle by Todd Davis),0.480,1.200
3,8:55,1,10,PIT 34,17,10,James Conner up the middle for 4 yards (tackle by Josey Jewell),1.200,1.200
3,8:19,2,6,PIT 38,17,10,James Conner left end for 8 yards (tackle by Josey Jewell),1.200,1.990
3,7:36,1,10,PIT 46,17,10,James Conner right tackle for no gain (tackle by Keishawn Bierria and Zach Kerr),1.990,1.450
3,6:53,2,10,PIT 46,17,10,Ben Roethlisberger pass complete short right to Antonio Brown for 7 yards (tackle by Chris Harris),1.450,1.690
3,6:19,,,,,,Timeout #1 by Pittsburgh Steelers,,
3,6:19,3,3,DEN 47,17,10,Ben Roethlisberger pass short middle intended for Antonio Brown is intercepted by Chris Harris at DEN-42 and returned for 15 yards,1.690,-2.720
3,6:07,1,10,PIT 43,17,10,Case Keenum pass complete deep right to Emmanuel Sanders for 38 yards (tackle by Joe Haden),2.720,6.060
3,5:37,1,5,PIT 5,17,16,"Case Keenum pass complete short right to Emmanuel Sanders for 5 yards, touchdown",6.060,7.000
3,5:30,,,PIT 15,17,17,Brandon McManus kicks extra point good,0.000,0.000
3,5:30,,,DEN 35,17,17,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,5:30,1,10,PIT 25,17,17,Ben Roethlisberger pass complete short left to Antonio Brown for 14 yards,0.610,1.530
3,5:02,1,10,PIT 39,17,17,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 2 yards (tackle by Tramaine Brock),1.530,1.260
3,4:40,2,8,PIT 41,17,17,Ben Roethlisberger pass incomplete deep right intended for James Washington,1.260,0.560
3,4:33,,,,,,Timeout #2 by Pittsburgh Steelers,,
3,4:33,3,8,PIT 41,17,17,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,0.560,-0.650
3,4:28,4,8,PIT 41,17,17,"Jordan Berry punts 49 yards, fair catch by River Cracraft at DEN-10",-0.650,0.380
3,4:20,1,10,DEN 10,17,17,Phillip Lindsay up the middle for 2 yards (tackle by Vince Williams),-0.380,-0.630
3,3:40,2,8,DEN 12,17,17,Case Keenum pass incomplete deep right intended for Emmanuel Sanders,-0.630,-1.190
3,3:34,3,8,DEN 12,17,17,Case Keenum pass incomplete short left intended for Courtland Sutton,-1.190,-2.490
3,3:30,4,8,DEN 12,17,17,"Colby Wadman punts 51 yards, muffed catch by Ryan Switzer, recovered by Ryan Switzer at PIT-37, returned by Ryan Switzer for no gain (tackle by Brendan Langley)",-2.490,-1.400
3,3:16,1,10,PIT 37,17,17,Ben Roethlisberger right end for 6 yards (tackle by Todd Davis),1.400,1.670
3,2:38,2,4,PIT 43,17,17,Ben Roethlisberger pass complete short middle to Jesse James for 4 yards (tackle by Su'a Cravens),1.670,2.060
3,2:01,1,10,PIT 47,17,17,Ben Roethlisberger pass complete short left to Jesse James for 13 yards (tackle by Justin Simmons),2.060,2.920
3,1:21,1,10,DEN 40,17,17,"Penalty on Chukwuma Okorafor: False Start, 5 yards (no play)",2.920,2.590
3,1:04,1,15,DEN 45,17,17,"Ben Roethlisberger pass incomplete deep right intended for Antonio Brown. Penalty on Chris Harris: Defensive Holding, 5 yards (no play)",2.590,2.920
3,0:59,1,10,DEN 40,17,17,Ben Roethlisberger sacked by Shaquil Barrett for -6 yards,2.920,1.560
3,0:18,2,16,DEN 46,17,17,"Ben Roethlisberger pass complete short middle to James Conner for 23 yards (tackle by Bradley Roby). James Conner fumbles (forced by Bradley Roby), recovered by Darian Stewart at DEN-21 (tackle by James Conner)",1.560,-0.340
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 21,17,17,Phillip Lindsay right tackle for 9 yards (tackle by Cameron Heyward),0.340,1.020
4,14:23,2,1,DEN 30,17,17,Royce Freeman right guard for 5 yards (tackle by Jonathan Bostic),1.020,1.270
4,13:44,1,10,DEN 35,17,17,Royce Freeman up the middle for 4 yards (tackle by Terrell Edmunds),1.270,1.260
4,13:07,2,6,DEN 39,17,17,Phillip Lindsay right tackle for 1 yard (tackle by Javon Hargrave),1.260,0.700
4,12:24,3,5,DEN 40,17,17,Case Keenum pass complete short left to DaeSean Hamilton for 13 yards (tackle by Terrell Edmunds). Penalty on Coty Sensabaugh: Defensive Holding (Declined),0.700,2.460
4,11:53,1,10,PIT 47,17,17,Case Keenum pass incomplete short left intended for Courtland Sutton (defended by Leterrius Walton),2.460,1.910
4,11:48,2,10,PIT 47,17,17,Phillip Lindsay left tackle for 18 yards (tackle by Terrell Edmunds),1.910,3.640
4,11:12,1,10,PIT 29,17,17,"Case Keenum pass incomplete short right intended for Phillip Lindsay Penalty on DEN: Illegal Shift, 5 yards (no play)",3.640,3.310
4,11:08,1,15,PIT 34,17,17,Case Keenum pass complete short middle to Jeff Heuerman for 15 yards (tackle by Sean Davis),3.310,4.310
4,10:25,1,10,PIT 19,17,17,Case Keenum pass complete short middle to Emmanuel Sanders for 14 yards (tackle by Terrell Edmunds),4.310,6.060
4,9:51,1,5,PIT 5,17,17,Case Keenum pass complete short right to Emmanuel Sanders for 3 yards (tackle by Terrell Edmunds),6.060,5.720
4,9:22,2,2,PIT 2,17,23,"Phillip Lindsay up the middle for 2 yards, touchdown",5.720,7.000
4,9:17,,,PIT 15,17,24,Brandon McManus kicks extra point good,0.000,0.000
4,9:17,,,DEN 35,17,24,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,9:17,1,10,PIT 25,17,24,Ben Roethlisberger pass complete short middle to Jesse James for 9 yards (tackle by Justin Simmons and Will Parks),0.610,1.280
4,8:45,2,1,PIT 34,17,24,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 13 yards (tackle by Isaac Yiadom),1.280,2.060
4,8:06,1,10,PIT 47,17,24,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,2.060,1.520
4,7:59,2,10,PIT 47,17,24,Ben Roethlisberger pass complete short middle to Antonio Brown for 5 yards (tackle by Will Parks and Darian Stewart),1.520,1.490
4,7:23,3,5,DEN 48,17,24,Ben Roethlisberger pass incomplete deep right intended for JuJu Smith-Schuster,1.490,0.070
4,7:18,4,5,DEN 48,17,24,"Jordan Berry punts 32 yards, fair catch by River Cracraft at DEN-16",0.070,0.140
4,7:10,1,10,DEN 16,17,24,Phillip Lindsay right tackle for 8 yards (tackle by Coty Sensabaugh),-0.140,0.550
4,6:33,2,2,DEN 24,17,24,"Phillip Lindsay up the middle for no gain (tackle by Javon Hargrave) Penalty on DEN: Illegal Formation, 5 yards (no play)",0.550,-0.180
4,6:07,2,7,DEN 19,17,24,Phillip Lindsay left guard for 3 yards (tackle by Tyson Alualu),-0.180,-0.570
4,5:25,3,4,DEN 22,17,24,Case Keenum sacked by Javon Hargrave and Cameron Heyward for -7 yards,-0.570,-2.440
4,4:49,4,11,DEN 15,17,24,"Colby Wadman punts 57 yards, returned by Ryan Switzer for 6 yards (tackle by Keishawn Bierria). Penalty on Brendan Langley: Player Out of Bounds on Kick (Offsetting) . Penalty on Tyler Matakevich: Illegal Block Above the Waist (Offsetting) (no play)",-2.440,-2.440
4,4:36,4,11,DEN 15,17,24,"Colby Wadman punts 47 yards, returned by Ryan Switzer for 6 yards (tackle by Brendan Langley)",-2.440,-1.860
4,4:26,1,10,PIT 44,17,24,Ben Roethlisberger sacked by Von Miller for -6 yards,1.860,0.510
4,3:45,2,16,PIT 38,17,24,Ben Roethlisberger pass complete deep left to JuJu Smith-Schuster for 19 yards (tackle by Justin Simmons),0.510,2.720
4,3:37,1,10,DEN 43,17,24,Ben Roethlisberger pass incomplete short left intended for Ryan Switzer (defended by Chris Harris),2.720,2.180
4,3:32,2,10,DEN 43,17,24,Ben Roethlisberger pass complete short right to Ryan Switzer for 4 yards (tackle by Chris Harris),2.180,2.010
4,2:49,3,6,DEN 39,17,24,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 19 yards (tackle by Isaac Yiadom),2.010,4.240
4,2:44,1,10,DEN 20,17,24,Ben Roethlisberger pass complete short left to Antonio Brown for 5 yards (tackle by Chris Harris),4.240,4.450
4,2:06,2,5,DEN 15,17,24,Ben Roethlisberger left end for 12 yards (tackle by Adam Gotsis),4.450,6.510
4,1:57,1,3,DEN 3,17,24,Ben Roethlisberger pass incomplete short right intended for JuJu Smith-Schuster,6.510,5.530
4,1:53,2,3,DEN 3,17,24,James Conner left tackle for 1 yard (tackle by Todd Davis and Shelby Harris),5.530,4.950
4,1:07,3,2,DEN 2,17,24,Ben Roethlisberger pass short middle intended for Antonio Brown is intercepted by Shelby Harris at DEN-0 and returned for no gain,4.950,-0.280
4,1:03,1,10,DEN 20,17,24,Case Keenum kneels for -1 yards,0.280,-0.460
4,0:57,2,11,DEN 19,17,24,Case Keenum kneels for -1 yards,-0.460,-1.330
4,0:29,3,12,DEN 18,17,24,Case Keenum kneels for -1 yards,-1.330,-2.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
