Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Marquise Brown,ARI,11,6,88,1,5,70,11.7,18,3.0,7.7,0,,0,0.0,1,73.3
Zach Ertz,ARI,6,6,47,1,2,36,6.0,11,1.8,6.0,0,,0,0.0,0,138.9
James Conner,ARI,3,3,22,0,0,-5,-1.7,27,9.0,-1.7,0,,0,0.0,0,97.2
Trey McBride,ARI,3,3,24,0,1,12,4.0,12,4.0,4.0,0,,0,0.0,0,100.0
Rondale Moore,ARI,5,3,11,0,,1,0.3,10,3.3,11.6,0,,0,0.0,0,64.6
Eno Benjamin,ARI,1,1,9,0,1,0,0.0,9,9.0,0.0,0,,0,0.0,0,104.2
Greg Dortch,ARI,1,1,6,0,1,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7
Darrel Williams,ARI,1,0,0,0,0,0,,0,,-10.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Christian McCaffrey,CAR,9,9,81,1,2,18,2.0,63,7.0,2.0,0,,0,0.0,0,141.2
D.J. Moore,CAR,11,6,50,0,4,37,6.2,13,2.2,6.5,0,,0,0.0,2,26.9
Robbie Chosen,CAR,5,3,26,0,1,16,5.3,10,3.3,12.6,0,,0,0.0,0,73.7
Tommy Tremble,CAR,6,3,34,0,1,16,5.3,18,6.0,7.7,0,,1,16.7,0,67.4
Ian Thomas,CAR,3,1,6,0,,4,4.0,2,2.0,3.0,0,,2,66.7,0,42.4
Shi Smith,CAR,2,0,0,0,,0,,0,,3.5,0,,0,0.0,0,39.6
