Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
1,7:28,1,10,CAR 14,0,0,Baker Mayfield pass incomplete short middle intended for Ian Thomas,-0.280,-0.750
1,7:21,2,10,CAR 14,0,0,Baker Mayfield pass complete short right to Robbie Anderson for 8 yards (tackle by Nick Vigil and Budda Baker),-0.750,-0.440
1,6:41,3,2,CAR 22,0,0,Baker Mayfield pass incomplete short middle intended for Ian Thomas (defended by Nick Vigil),-0.440,-1.900
1,6:40,4,2,CAR 22,0,0,"Johnny Hekker punts 49 yards, returned by Greg Dortch for 5 yards (tackle by Sean Chandler and Marquise Blair)",-1.900,-1.200
1,6:28,1,10,ARI 34,0,0,James Conner left end for 4 yards (tackle by Frankie Luvu and Brian Burns),1.200,1.200
1,5:48,2,6,ARI 38,0,0,James Conner up the middle for no gain (tackle by Matthew Ioannidis),1.200,0.500
1,5:13,3,6,ARI 38,0,0,Kyler Murray pass incomplete short right intended for Darrel Williams (defended by Jaycee Horn),0.500,-0.850
1,5:07,4,6,ARI 38,0,0,"Andy Lee punts 62 yards, touchback.. Penalty on Sam Franklin: Offensive Holding, 10 yards (accepted)",-0.850,0.380
1,4:55,1,10,CAR 10,0,0,Christian McCaffrey left tackle for 1 yard (tackle by Zach Allen and Cameron Thomas),-0.380,-0.710
1,4:19,2,9,CAR 11,0,0,Christian McCaffrey right guard for 10 yards (tackle by Devon Kennard and Zaven Collins),-0.710,0.340
1,3:42,1,10,CAR 21,0,0,Laviska Shenault right tackle for no gain (tackle by Zach Allen and Tanner Vallejo),0.340,-0.200
1,3:03,2,10,CAR 21,0,0,Baker Mayfield pass complete short left to D.J. Moore for 11 yards (tackle by Isaiah Simmons),-0.200,1.070
1,2:20,1,10,CAR 32,0,0,Baker Mayfield pass complete short left to D.J. Moore for 13 yards (tackle by Dennis Gardeck),1.070,1.930
1,1:30,1,10,CAR 45,0,0,D'Onta Foreman left tackle for 2 yards (tackle by Markus Golden),1.930,1.650
1,0:51,2,8,CAR 47,0,0,Christian McCaffrey up the middle for -2 yards (tackle by Markus Golden),1.650,0.700
1,0:07,3,10,CAR 45,0,0,Baker Mayfield pass incomplete short left intended for Tommy Tremble,0.700,-0.390
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,10,CAR 45,0,0,"Johnny Hekker punts 54 yards downed by Sam Franklin. Penalty on Chuba Hubbard: Face Mask (15 Yards), 15 yards (accepted)",-0.390,0.140
2,14:51,1,10,ARI 16,0,0,Kyler Murray pass complete short middle to Zach Ertz for 3 yards (tackle by Shaq Thompson),-0.140,-0.180
2,14:13,2,7,ARI 19,0,0,Kyler Murray pass complete short left to Marquise Brown for 8 yards (tackle by Frankie Luvu),-0.180,0.740
2,13:40,1,10,ARI 27,0,0,James Conner up the middle for 7 yards (tackle by Yetur Gross-Matos and Damien Wilson),0.740,1.140
2,13:10,2,3,ARI 34,0,0,Kyler Murray left end for -3 yards (tackle by Frankie Luvu),1.140,0.040
2,12:23,3,6,ARI 31,0,6,"Kyler Murray pass short left intended for Marquise Brown is intercepted by Frankie Luvu at ARI-33 and returned for 33 yards, touchdown",0.040,-7.000
2,12:13,,,ARI 15,0,7,Eddy Pineiro kicks extra point good,0.000,0.000
2,12:13,,,CAR 35,0,7,"Eddy Pineiro kicks off 69 yards, returned by Eno Benjamin for 22 yards (tackle by Chuba Hubbard and Giovanni Ricci)",0.000,0.040
2,12:07,1,10,ARI 18,0,7,James Conner left guard for 2 yards (tackle by Damien Wilson),0.040,-0.130
2,11:57,2,8,ARI 20,0,7,Kyler Murray pass complete short right to Rondale Moore for 7 yards (tackle by Donte Jackson),-0.130,-0.020
2,10:49,3,1,ARI 27,0,7,James Conner up the middle for 6 yards (tackle by Frankie Luvu and Shaq Thompson),-0.020,1.140
2,10:18,1,10,ARI 33,0,7,Kyler Murray pass incomplete short right,1.140,0.590
2,10:14,2,10,ARI 33,0,7,Kyler Murray pass complete short left to Marquise Brown for 4 yards (tackle by Donte Jackson),0.590,0.430
2,9:34,3,6,ARI 37,0,7,Kyler Murray pass complete short right to Zach Ertz for 5 yards (tackle by Myles Hartsfield),0.430,-0.590
2,9:11,4,1,ARI 42,0,7,"Rodney Hudson aborted snap, recovered by Kyler Murray at ARI-42 Kyler Murray pass incomplete short left intended for Marquise Brown",-0.590,-2.790
2,8:57,1,10,ARI 42,0,7,Baker Mayfield pass complete short left to Christian McCaffrey for 6 yards (tackle by Nick Vigil),2.790,3.050
2,8:21,2,4,ARI 36,0,7,Baker Mayfield pass complete short right to Christian McCaffrey for 3 yards (tackle by Zaven Collins),3.050,2.740
2,7:42,3,1,ARI 33,0,7,Baker Mayfield pass complete short left to D.J. Moore for 1 yard (tackle by Budda Baker and Marco Wilson),2.740,3.450
2,6:58,1,10,ARI 32,0,7,"Baker Mayfield aborted snap, recovered by Ben Niemann at ARI-35",3.450,-1.270
2,6:53,1,10,ARI 35,0,7,Kyler Murray pass complete deep right to Marquise Brown for 21 yards (tackle by Xavier Woods),1.270,2.650
2,6:29,1,10,CAR 44,0,7,Kyler Murray left tackle for -2 yards (tackle by Brian Burns),2.650,1.840
2,5:56,2,12,CAR 46,0,7,Kyler Murray scrambles right end for 9 yards (tackle by Myles Hartsfield),1.840,2.350
2,5:07,,,,,,Timeout #1 by Arizona Cardinals,,
2,5:07,3,3,CAR 37,0,7,Kyler Murray pass complete deep left to Marquise Brown for 16 yards (tackle by Donte Jackson),2.350,4.170
2,4:56,1,10,CAR 21,0,7,James Conner left tackle for 3 yards (tackle by Frankie Luvu and Marquis Haynes),4.170,4.040
2,4:24,2,7,CAR 18,0,7,Kyler Murray pass complete short right to Rondale Moore for -2 yards (tackle by C.J. Henderson),4.040,3.070
2,3:41,3,9,CAR 20,0,7,Kyler Murray pass incomplete short left intended for Marquise Brown,3.070,2.120
2,3:37,4,9,CAR 20,0,7,"Penalty on Xavier Woods: Encroachment, 5 yards (accepted) (no play)",2.120,2.520
2,3:37,4,4,CAR 15,3,7,Matt Prater 33 yard field goal good,2.520,3.000
2,3:34,,,ARI 35,3,7,"Matt Prater kicks off 69 yards, returned by Laviska Shenault for 28 yards (tackle by Dennis Gardeck)",0.000,0.540
2,3:29,1,10,CAR 24,3,7,Baker Mayfield pass incomplete deep left intended for Robbie Anderson,0.540,0.000
2,3:24,2,10,CAR 24,3,7,Christian McCaffrey up the middle for 10 yards (tackle by Isaiah Simmons and Budda Baker),0.000,1.200
2,3:04,1,10,CAR 34,3,7,Baker Mayfield pass complete short middle to Christian McCaffrey for 8 yards (tackle by Ben Niemann),1.200,1.740
2,2:21,2,2,CAR 42,3,7,D.J. Moore right end for 11 yards (tackle by Byron Murphy),1.740,2.460
2,2:00,1,10,ARI 47,3,7,Baker Mayfield pass incomplete short right intended for D.J. Moore,2.460,1.910
2,1:56,2,10,ARI 47,3,7,Baker Mayfield pass complete short right to Christian McCaffrey for 5 yards (tackle by Ben Niemann and Zach Allen),1.910,1.880
2,1:13,3,5,ARI 42,3,7,Baker Mayfield pass deep left intended for D.J. Moore is intercepted by Jalen Thompson at ARI-18 and returned for no gain (tackle by D.J. Moore),1.880,-0.040
2,1:05,1,10,ARI 18,3,7,Kyler Murray pass complete short middle to James Conner for 5 yards (tackle by Shaq Thompson),0.040,0.280
2,0:59,2,5,ARI 23,3,7,Kyler Murray pass complete short left to James Conner for 3 yards (tackle by Shaq Thompson),0.280,-0.140
2,0:39,3,2,ARI 26,3,7,Kyler Murray pass incomplete deep left intended for Marquise Brown,-0.140,-1.630
2,0:32,4,2,ARI 26,3,7,"Andy Lee punts 48 yards, returned by Shi Smith for 9 yards (tackle by Dennis Gardeck)",-1.630,-1.270
2,0:21,1,10,CAR 35,3,7,Baker Mayfield pass complete short right to Tommy Tremble for 7 yards (tackle by Trayvon Mullen),1.270,1.670
2,0:14,,,,,,Timeout #1 by Carolina Panthers,,
2,0:14,2,3,CAR 42,3,7,Baker Mayfield pass complete short right to Tommy Tremble for 16 yards (tackle by Zaven Collins),1.670,2.790
2,0:09,,,,,,Timeout #2 by Carolina Panthers,,
2,0:09,1,10,ARI 42,3,7,Baker Mayfield pass incomplete short left intended for Shi Smith (defended by Zach Allen),2.790,2.240
2,0:05,2,10,ARI 42,3,7,Baker Mayfield pass complete short right to D.J. Moore for 6 yards,2.240,2.340
2,0:02,,,,,,Timeout #3 by Carolina Panthers,,
2,0:02,3,4,ARI 36,3,10,Eddy Pineiro 54 yard field goal good,2.340,3.000
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,3,10,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CAR 25,3,10,Christian McCaffrey right guard for 5 yards (tackle by Budda Baker and J.J. Watt),0.610,0.740
3,14:26,2,5,CAR 30,3,10,Christian McCaffrey left guard for no gain (tackle by Markus Golden and Ben Niemann),0.740,0.040
3,13:43,3,5,CAR 30,3,10,Baker Mayfield sacked by Zach Allen for -9 yards,0.040,-1.960
3,13:02,4,14,CAR 21,3,10,"Johnny Hekker punts 57 yards, returned by Greg Dortch for no gain (tackle by Sean Chandler). Penalty on Christian Matthew: Unnecessary Roughness / Offense, 11 yards (accepted)",-1.960,0.370
3,12:50,1,10,ARI 11,3,10,"James Conner left end for no gain (tackle by Myles Hartsfield). Penalty on Rodney Hudson: Offensive Holding, 5 yards (accepted) (no play)",-0.370,-0.570
3,12:16,,,,,,Timeout #1 by Arizona Cardinals,,
3,12:16,1,15,ARI 6,3,10,Kyler Murray pass incomplete short left intended for Marquise Brown (defended by Derrick Brown),-0.570,-1.150
3,12:13,2,15,ARI 6,3,10,Kyler Murray pass complete short right to James Conner for 14 yards (tackle by Sean Chandler),-1.150,-0.370
3,11:48,3,1,ARI 20,3,10,Kyler Murray right end for 2 yards (tackle by Jaycee Horn),-0.370,0.410
3,11:09,1,10,ARI 22,3,10,Kyler Murray pass complete short right to Zach Ertz for 23 yards (tackle by Jaycee Horn),0.410,1.930
3,10:39,1,10,ARI 45,3,10,Eno Benjamin right end for 3 yards (tackle by Marquan McCall and Shaq Thompson),1.930,1.790
3,10:08,2,7,ARI 48,3,10,Kyler Murray pass complete short left to Eno Benjamin for 9 yards (tackle by Sean Chandler),1.790,2.720
3,9:17,1,10,CAR 43,3,10,"Kyler Murray pass incomplete deep left intended for Marquise Brown. Penalty on C.J. Henderson: Defensive Pass Interference, 37 yards (accepted) (no play)",2.720,5.830
3,9:10,1,6,CAR 6,3,10,"Penalty on Trey McBride: False Start, 5 yards (accepted) (no play)",5.830,4.770
3,9:10,1,11,CAR 11,3,10,Eno Benjamin right end for 8 yards (tackle by Frankie Luvu),4.770,5.530
3,8:26,2,3,CAR 3,3,10,James Conner left tackle for 1 yard (tackle by C.J. Henderson),5.530,4.950
3,7:46,,,,,,Timeout #1 by Carolina Panthers,,
3,7:46,3,2,CAR 2,9,10,"Kyler Murray pass complete short left to Zach Ertz for 2 yards, touchdown",4.950,7.000
3,7:42,,,CAR 15,10,10,Matt Prater kicks extra point good,0.000,0.000
3,7:42,,,ARI 35,10,10,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
3,7:42,1,10,CAR 25,10,10,Baker Mayfield pass complete short left to Robbie Anderson for 13 yards (tackle by Marco Wilson),0.610,1.470
3,7:22,1,10,CAR 38,10,10,Baker Mayfield pass incomplete deep right intended for Robbie Anderson,1.470,0.920
3,7:14,2,10,CAR 38,10,10,Baker Mayfield pass incomplete short right intended for Tommy Tremble (defended by Zach Allen),0.920,0.230
3,7:09,3,10,CAR 38,10,10,Baker Mayfield pass complete short left to Christian McCaffrey for 3 yards (tackle by Zaven Collins),0.230,-0.650
3,6:16,4,7,CAR 41,10,10,"Johnny Hekker pass complete short right to Sam Franklin for no gain. Penalty on Damien Wilson: Ineligible Downfield Pass, 5 yards (accepted) (no play)",-0.650,-0.980
3,5:59,4,12,CAR 36,10,10,"Johnny Hekker punts 49 yards, returned by Greg Dortch for 7 yards (tackle by Sean Chandler and J.J. Jansen)",-0.980,-0.410
3,5:48,1,10,ARI 22,10,10,Kyler Murray pass incomplete deep right intended for Rondale Moore,0.410,-0.130
3,5:42,2,10,ARI 22,10,10,Kyler Murray pass complete short left to Marquise Brown for 16 yards (tackle by C.J. Henderson),-0.130,1.470
3,4:56,1,10,ARI 38,10,10,Darrel Williams left guard for no gain (tackle by Shaq Thompson and Cory Littleton),1.470,0.920
3,4:15,2,10,ARI 38,10,10,Darrel Williams up the middle for 13 yards (tackle by Myles Hartsfield),0.920,2.320
3,3:57,1,10,CAR 49,10,10,"Kyler Murray pass complete to Darrel Williams for no gain (tackle by Derrick Brown). Penalty on D.J. Humphries: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.320,1.990
3,3:46,1,15,ARI 46,10,10,Kyler Murray right guard for 10 yards (tackle by Xavier Woods),1.990,2.460
3,2:38,2,5,CAR 44,10,10,Kyler Murray left end for 7 yards. Kyler Murray fumbles (forced by Myles Hartsfield),2.460,3.120
3,2:00,1,10,CAR 37,10,10,James Conner left tackle for 5 yards (tackle by Marquis Haynes),3.120,3.250
3,1:20,2,5,CAR 32,10,10,Kyler Murray pass complete short right to Greg Dortch for 6 yards (tackle by C.J. Henderson),3.250,3.840
3,0:48,1,10,CAR 26,10,10,Eno Benjamin right tackle for 5 yards (tackle by Xavier Woods and Matthew Ioannidis),3.840,3.970
3,0:11,2,5,CAR 21,10,10,Kyler Murray pass complete short middle to Trey McBride for 11 yards (tackle by Myles Hartsfield),3.970,4.910
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 10,10,10,"James Conner right guard for 3 yards (tackle by Frankie Luvu and Jaycee Horn). Penalty on Frankie Luvu: Unnecessary Roughness / Defense, 4 yards (accepted) . Penalty on Will Hernandez: Disqualification / Offense, 15 yards (accepted)",4.910,4.240
4,14:04,1,18,CAR 18,10,10,Kyler Murray sacked by Brian Burns for -1 yards,4.240,3.070
4,13:32,,,,,,Timeout #2 by Arizona Cardinals,,
4,13:32,2,19,CAR 19,10,10,Kyler Murray right end for 2 yards (tackle by Xavier Woods),3.070,2.740
4,12:42,3,17,CAR 17,10,10,"Kyler Murray scrambles right end for no gain. Penalty on James Conner: Offensive Holding, 10 yards (accepted) (no play)",2.740,1.420
4,12:12,,,,,,Timeout #2 by Carolina Panthers,,
4,12:12,3,27,CAR 27,10,10,Kyler Murray pass complete short right to Rondale Moore for 6 yards (tackle by Frankie Luvu),1.420,2.060
4,11:26,4,21,CAR 21,13,10,Matt Prater 39 yard field goal good,2.060,3.000
4,11:22,,,ARI 35,13,10,"Eno Benjamin kicks off 45 yards, returned by Stephen Sullivan for 5 yards (tackle by Eno Benjamin)",0.000,0.610
4,11:17,1,10,CAR 25,13,10,Baker Mayfield pass short right (defended by J.J. Watt) intended for D.J. Moore is intercepted by Dennis Gardeck at CAR-29 and returned for 24 yards (tackle by Baker Mayfield),0.610,-6.060
4,11:08,1,5,CAR 5,13,10,James Conner up the middle for 1 yard (tackle by Matthew Ioannidis),6.060,5.340
4,10:32,2,4,CAR 4,19,10,"Kyler Murray right end for 4 yards, touchdown",5.340,7.000
4,10:26,,,CAR 15,20,10,Matt Prater kicks extra point good,0.000,0.000
4,10:26,,,ARI 35,20,10,"Eno Benjamin kicks off 61 yards, recovered by Chuba Hubbard at CAR-5 (tackle by Dennis Gardeck)",0.000,0.410
4,10:20,1,10,CAR 22,20,10,"Baker Mayfield pass complete short right to Christian McCaffrey for no gain (tackle by J.J. Watt). Penalty on Brady Christensen: Ineligible Downfield Pass, 5 yards (declined)",0.410,-0.130
4,10:03,2,10,CAR 22,20,10,Baker Mayfield pass incomplete deep right intended for Tommy Tremble,-0.130,-0.820
4,10:00,3,10,CAR 22,20,10,Baker Mayfield pass complete short right to Christian McCaffrey for 9 yards (tackle by J.J. Watt and Trayvon Mullen),-0.820,-1.310
4,9:17,4,1,CAR 31,20,10,Baker Mayfield pass incomplete short right intended for D.J. Moore (defended by Zach Allen),-1.310,-3.510
4,9:13,1,10,CAR 31,20,10,Darrel Williams left guard for 1 yard (tackle by Cory Littleton),3.510,3.100
4,8:30,2,9,CAR 30,20,10,Kyler Murray pass complete short left to Trey McBride for 7 yards (tackle by Frankie Luvu),3.100,3.340
4,7:44,3,2,CAR 23,26,10,"Kyler Murray pass complete deep right to Marquise Brown for 23 yards, touchdown",3.340,7.000
4,7:37,,,CAR 2,26,10,"Two Point Attempt: Kyler Murray pass incomplete, sacked by Kyler Murray sacked by",1.000,-1.000
4,7:37,,,ARI 35,26,10,"Eno Benjamin kicks off 52 yards, recovered by Chuba Hubbard at CAR-14 and returned for 4 yards (tackle by Stephen Anderson)",0.000,0.670
4,7:33,1,10,CAR 26,26,10,Baker Mayfield pass complete short right to Robbie Anderson for 5 yards (tackle by Jalen Thompson),0.670,0.810
4,7:16,2,5,CAR 31,26,10,Baker Mayfield pass complete short right to Christian McCaffrey for 34 yards (tackle by Zaven Collins),0.810,3.250
4,6:39,1,10,ARI 35,26,10,Baker Mayfield pass incomplete short right intended for D.J. Moore (defended by J.J. Watt),3.250,2.700
4,6:31,2,10,ARI 35,26,10,Baker Mayfield pass complete short middle to D.J. Moore for 3 yards (tackle by Zaven Collins),2.700,2.410
4,6:08,3,7,ARI 32,26,10,Baker Mayfield pass incomplete short right intended for Shi Smith,2.410,1.240
4,6:04,4,7,ARI 32,26,10,Baker Mayfield pass complete short middle to D.J. Moore for 16 yards (tackle by Budda Baker),1.240,4.510
4,5:33,1,10,ARI 16,26,10,"Baker Mayfield sacked by Dennis Gardeck for -8 yards. Penalty on Taylor Moton: Offensive Holding, 10 yards (declined)",4.510,2.880
4,5:15,2,18,ARI 24,26,10,Baker Mayfield pass complete short right to Tommy Tremble for 11 yards (tackle by Zaven Collins),2.880,3.540
4,4:53,3,7,ARI 13,26,16,"Baker Mayfield pass complete short middle to Christian McCaffrey for 13 yards, touchdown",3.540,7.000
4,4:47,,,ARI 2,26,16,Two Point Attempt: Baker Mayfield pass incomplete intended for Shi Smith,1.000,-1.000
4,4:47,,,CAR 35,26,16,"Eddy Pineiro kicks onside 12 yards, returned by Zach Ertz for -2 yards",0.000,2.320
4,4:44,1,10,CAR 49,26,16,James Conner left guard for 8 yards (tackle by Yetur Gross-Matos and Xavier Woods),2.320,2.860
4,3:59,2,2,CAR 41,26,16,James Conner left tackle for 4 yards (tackle by Cory Littleton and Brian Burns),2.860,3.120
4,3:15,1,10,CAR 37,26,16,James Conner left guard for 6 yards (tackle by Jaycee Horn and Xavier Woods),3.120,3.380
4,3:09,,,,,,Timeout #3 by Carolina Panthers,,
4,3:09,2,4,CAR 31,26,16,James Conner left guard for 3 yards (tackle by Jaycee Horn and Shaq Thompson),3.380,3.070
4,2:27,3,1,CAR 28,26,16,James Conner up the middle for 2 yards (tackle by Matthew Ioannidis and Frankie Luvu),3.070,3.840
4,2:00,1,10,CAR 26,26,16,Kyler Murray kneels for -1 yards,3.840,3.160
4,1:13,2,11,CAR 27,26,16,Kyler Murray kneels for -1 yards,3.160,2.350
4,0:35,3,12,CAR 28,26,16,Kyler Murray kneels for -1 yards,2.350,1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
