Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
3,10:01,3,9,PIT 26,7,16,Ben Roethlisberger sacked by Matt Milano for -10 yards,-0.490,-2.390
3,9:18,4,19,PIT 16,7,16,"Jordan Berry punts 46 yards, returned by Andre Roberts for 15 yards (tackle by Benny Snell and Justin Layne). Penalty on Josh Norman: Illegal Block Above the Waist, 10 yards",-2.390,-1.800
3,9:07,1,10,BUF 43,7,16,Josh Allen pass complete short middle to Stefon Diggs for 22 yards (tackle by Avery Williamson),1.800,3.250
3,8:29,1,10,PIT 35,7,16,Josh Allen pass complete short middle to Stefon Diggs for 19 yards (tackle by Ulysees Gilbert),3.250,4.510
3,7:48,1,10,PIT 16,7,16,Zack Moss right end for 3 yards (tackle by Tyson Alualu and Olasunkanmi Adeniyi),4.510,4.390
3,7:08,2,7,PIT 13,7,22,"Josh Allen pass complete short left to Gabriel Davis for 13 yards, touchdown",4.390,7.000
3,7:02,,,PIT 15,7,23,Tyler Bass kicks extra point good,0.000,0.000
3,7:02,,,BUF 35,7,23,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,7:02,1,10,PIT 25,7,23,James Conner right guard for no gain (tackle by A.J. Klein),0.610,0.060
3,6:30,2,10,PIT 25,7,23,Ben Roethlisberger pass complete short right to Chase Claypool for 6 yards (tackle by Tre'Davious White),0.060,0.170
3,5:44,3,4,PIT 31,7,23,Ben Roethlisberger pass incomplete short right intended for Eric Ebron,0.170,-1.310
3,5:40,4,4,PIT 31,7,23,"Jordan Berry punts 46 yards, muffed catch by Andre Roberts",-1.310,-0.480
3,5:32,1,10,BUF 23,7,23,Devin Singletary left end for 3 yards (tackle by Avery Williamson),0.480,0.340
3,5:02,2,7,BUF 26,7,23,Josh Allen pass complete short middle to Cole Beasley for 8 yards (tackle by Mike Hilton),0.340,1.200
3,4:20,1,10,BUF 34,7,23,Devin Singletary left tackle for 3 yards (tackle by Terrell Edmunds and T.J. Watt),1.200,1.060
3,3:36,2,7,BUF 37,7,23,Stefon Diggs left end for 1 yard (tackle by Minkah Fitzpatrick),1.060,0.500
3,2:48,3,6,BUF 38,7,23,Josh Allen pass complete short left to Dawson Knox for 4 yards (tackle by Terrell Edmunds),0.500,-0.590
3,2:07,4,2,BUF 42,7,23,Corey Bojorquez punts 39 yards downed by Reid Ferguson,-0.590,-0.150
3,1:56,1,10,PIT 19,7,23,Ben Roethlisberger pass complete short right to Diontae Johnson for 5 yards (tackle by A.J. Klein),0.150,0.340
3,1:18,2,5,PIT 24,7,23,Jaylen Samuels left guard for 6 yards (tackle by Tremaine Edmunds and Jordan Poyer),0.340,0.940
3,0:47,1,10,PIT 30,7,23,Ben Roethlisberger pass complete short left to Diontae Johnson for 6 yards (tackle by A.J. Klein),0.940,1.200
3,0:11,2,4,PIT 36,7,23,Ben Roethlisberger pass complete short right to Eric Ebron for 17 yards (tackle by Jordan Poyer),1.200,2.460
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 47,7,23,Ben Roethlisberger pass complete short right to Jaylen Samuels for 8 yards (tackle by A.J. Klein and Tremaine Edmunds),2.460,2.990
4,14:24,2,2,BUF 39,7,23,Ben Roethlisberger pass complete short left to James Washington for 9 yards (tackle by Siran Neal and Tremaine Edmunds),2.990,3.580
4,13:44,1,10,BUF 30,7,23,Ben Roethlisberger pass complete short left to Diontae Johnson for 17 yards (tackle by Tre'Davious White and Micah Hyde),3.580,4.710
4,13:06,1,10,BUF 13,7,23,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 7 yards (tackle by Tremaine Edmunds),4.710,5.340
4,12:33,2,3,BUF 6,7,23,"Ben Roethlisberger pass incomplete short right intended for James Washington. Penalty on Matt Milano: Defensive Holding, 3 yards (no play)",5.340,6.510
4,12:27,1,3,BUF 3,7,23,Ben Roethlisberger pass incomplete short right intended for Eric Ebron,6.510,5.530
4,12:21,2,3,BUF 3,13,23,"Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 3 yards, touchdown",5.530,7.000
4,12:18,,,BUF 2,15,23,"Two Point Attempt: Ben Roethlisberger pass complete to Eric Ebron, conversion succeeds",1.000,1.000
4,12:18,,,PIT 35,15,23,"Chris Boswell kicks off 62 yards, returned by Andre Roberts for 31 yards (tackle by Ulysees Gilbert)",0.000,1.200
4,12:11,1,10,BUF 34,15,23,Josh Allen pass complete short left to Cole Beasley for 9 yards (tackle by Steven Nelson),1.200,1.870
4,11:29,2,1,BUF 43,15,23,Zack Moss up the middle for 4 yards (tackle by Ulysees Gilbert),1.870,2.060
4,10:53,1,10,BUF 47,15,23,Josh Allen pass incomplete deep middle intended for Gabriel Davis,2.060,1.520
4,10:47,2,10,BUF 47,15,23,Josh Allen pass incomplete short right intended for Zack Moss,1.520,0.830
4,10:41,3,10,BUF 47,15,23,Josh Allen pass complete short middle to Isaiah McKenzie for 12 yards (tackle by Justin Layne and Minkah Fitzpatrick),0.830,2.850
4,9:58,1,10,PIT 41,15,23,Josh Allen pass incomplete short middle intended for Cole Beasley,2.850,2.310
4,9:53,2,10,PIT 41,15,23,Devin Singletary left end for 5 yards (tackle by Avery Williamson and Tyson Alualu),2.310,2.280
4,9:08,3,5,PIT 36,15,23,"Josh Allen pass incomplete deep right intended for Dawson Knox. Penalty on Mike Hilton: Defensive Pass Interference, 35 yards (no play)",2.280,6.970
4,9:00,1,1,PIT 1,15,23,Zack Moss up the middle for -4 yards (tackle by Alex Highsmith),6.970,5.150
4,8:23,2,5,PIT 5,15,23,Josh Allen pass incomplete short middle,5.150,4.260
4,8:18,3,5,PIT 5,15,23,Josh Allen pass incomplete short right intended for Gabriel Davis. Penalty on Gabriel Davis: Illegal Touch Pass (Declined) . Penalty on Daryl Williams: Offensive Holding (Declined),4.260,3.010
4,8:11,4,5,PIT 5,15,26,Tyler Bass 23 yard field goal good,3.010,3.000
4,8:07,,,BUF 35,15,26,"Tyler Bass kicks off 62 yards, returned by Ray-Ray McCloud for 25 yards (tackle by Jordan Poyer)",0.000,0.810
4,8:01,1,10,PIT 28,15,26,Ben Roethlisberger pass incomplete short left intended for Jaylen Samuels,0.810,0.260
4,7:57,2,10,PIT 28,15,26,Ben Roethlisberger pass complete short left to Jaylen Samuels for 6 yards (tackle by Levi Wallace),0.260,0.370
4,7:17,3,4,PIT 34,15,26,Ben Roethlisberger pass deep right intended for James Washington is intercepted by Levi Wallace at BUF-29 and returned for no gain,0.370,-0.870
4,7:11,1,10,BUF 29,15,26,"Josh Allen right guard for 28 yards (tackle by Minkah Fitzpatrick). Penalty on Mitch Morse: Offensive Holding, 10 yards (no play)",0.870,0.110
4,6:41,1,20,BUF 19,15,26,Josh Allen pass complete short left to Stefon Diggs for 9 yards (tackle by Steven Nelson),0.110,0.190
4,5:58,2,11,BUF 28,15,26,Josh Allen pass incomplete deep left intended for Stefon Diggs,0.190,-0.490
4,5:52,,,,,,Timeout #1 by Buffalo Bills,,
4,5:52,3,11,BUF 28,15,26,Josh Allen pass complete short right to Dawson Knox for 16 yards (tackle by Cameron Sutton),-0.490,1.860
4,5:05,1,10,BUF 44,15,26,Zack Moss right tackle for 4 yards (tackle by T.J. Watt),1.860,1.860
4,4:17,2,6,BUF 48,15,26,Zack Moss right end for 13 yards (tackle by Avery Williamson),1.860,2.980
4,3:30,1,10,PIT 39,15,26,Zack Moss left end for 6 yards (tackle by Avery Williamson and Terrell Edmunds),2.980,3.250
4,2:48,2,4,PIT 33,15,26,Zack Moss up the middle for 3 yards (tackle by Tyson Alualu),3.250,2.940
4,2:06,3,1,PIT 30,15,26,Josh Allen up the middle for 2 yards (tackle by Marcus Allen and Avery Williamson),2.940,3.710
4,2:00,1,10,PIT 28,15,26,Zack Moss right tackle for -2 yards (tackle by Marcus Allen),3.710,2.900
4,1:55,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,1:55,2,12,PIT 30,15,26,Josh Allen left end for 11 yards (tackle by Minkah Fitzpatrick),2.900,3.720
4,1:08,3,1,PIT 19,15,26,Zack Moss right guard for 2 yards (tackle by Marcus Allen and Minkah Fitzpatrick),3.720,4.440
4,1:03,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,1:03,1,10,PIT 17,15,26,Josh Allen kneels for -1 yards,4.440,3.720
4,0:36,2,11,PIT 18,15,26,Josh Allen kneels for -1 yards,3.720,2.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
