Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bills won the coin toss and deferred, Steelers to receive the opening kickoff.",,
1,15:00,,,BUF 35,0,0,"Tyler Bass kicks off 70 yards, returned by Ray-Ray McCloud for 15 yards (tackle by Tyler Matakevich)",0.000,-0.380
1,14:55,1,10,PIT 10,0,0,Ben Roethlisberger pass incomplete short left intended for Diontae Johnson,-0.380,-0.780
1,14:52,2,10,PIT 10,0,0,Ben Roethlisberger pass complete short middle to Chase Claypool for 5 yards (tackle by Taron Johnson),-0.780,-0.840
1,14:14,3,5,PIT 15,0,0,Ben Roethlisberger pass incomplete short right intended for Diontae Johnson (defended by Levi Wallace),-0.840,-2.440
1,14:10,4,5,PIT 15,0,0,"Jordan Berry punts 42 yards out of bounds. Penalty on Andre Smith: Offensive Holding, 10 yards",-2.440,-1.140
1,14:01,1,10,BUF 33,0,0,Josh Allen pass incomplete short middle intended for Cole Beasley,1.140,0.590
1,13:56,2,10,BUF 33,0,0,Josh Allen left guard for 6 yards (tackle by Marcus Allen and Mike Hilton),0.590,0.700
1,13:28,3,4,BUF 39,0,0,"Penalty on Daryl Williams: False Start, 5 yards (no play)",0.700,0.040
1,13:01,3,9,BUF 34,0,0,Josh Allen pass incomplete deep left intended for Stefon Diggs,0.040,-1.110
1,12:52,4,9,BUF 34,0,0,"Corey Bojorquez punts 52 yards, fair catch by Ray-Ray McCloud at PIT-14",-1.110,0.280
1,12:43,1,10,PIT 14,0,0,Ben Roethlisberger pass complete short right to Diontae Johnson for 12 yards (tackle by Jerry Hughes),-0.280,0.670
1,12:05,1,10,PIT 26,0,0,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 4 yards (tackle by Tre'Davious White),0.670,0.670
1,11:28,2,6,PIT 30,0,0,James Conner right guard for -1 yards (tackle by Ed Oliver),0.670,-0.160
1,10:44,3,7,PIT 29,0,0,Ben Roethlisberger pass incomplete short middle intended for Diontae Johnson,-0.160,-1.440
1,10:40,4,7,PIT 29,0,0,"Jordan Berry punts 40 yards, fair catch by Andre Roberts at BUF-31",-1.440,-1.000
1,10:33,1,10,BUF 31,0,0,Josh Allen pass complete short left to Devin Singletary for 2 yards (tackle by Marcus Allen),1.000,0.730
1,10:09,2,8,BUF 33,0,0,Josh Allen pass complete short right to Cole Beasley for 13 yards (tackle by Minkah Fitzpatrick),0.730,1.990
1,9:38,1,10,BUF 46,0,0,Josh Allen pass incomplete short middle intended for Stefon Diggs (defended by T.J. Watt),1.990,1.450
1,9:31,2,10,BUF 46,0,0,Josh Allen pass deep left (defended by Cameron Heyward) intended for Cole Beasley is intercepted by Mike Hilton at PIT-27 and returned for no gain,1.450,-0.740
1,9:22,1,10,PIT 27,0,0,James Conner right guard for 3 yards (tackle by Harrison Phillips and Taron Johnson),0.740,0.600
1,8:41,2,7,PIT 30,0,0,James Conner left end for 3 yards (tackle by Jordan Poyer and Harrison Phillips),0.600,0.300
1,7:59,3,4,PIT 33,0,0,Ben Roethlisberger pass incomplete short left intended for Vance McDonald (defended by Tre'Davious White),0.300,-1.180
1,7:52,4,4,PIT 33,0,0,"Jordan Berry punts 35 yards, fair catch by Andre Roberts at BUF-32",-1.180,-1.070
1,7:44,1,10,BUF 32,0,0,Zack Moss right tackle for 5 yards (tackle by Terrell Edmunds and Cameron Heyward),1.070,1.200
1,7:10,2,5,BUF 37,0,0,Zack Moss up the middle for 3 yards (tackle by Terrell Edmunds),1.200,0.890
1,6:28,3,2,BUF 40,0,0,Josh Allen pass incomplete short left intended for Gabriel Davis,0.890,-0.720
1,6:22,4,2,BUF 40,0,0,Corey Bojorquez punts 37 yards out of bounds,-0.720,-0.480
1,6:15,1,10,PIT 23,0,0,Ben Roethlisberger pass incomplete deep left intended for Chase Claypool,0.480,-0.070
1,6:08,2,10,PIT 23,0,0,Ben Roethlisberger pass complete short right to Chase Claypool for 4 yards (tackle by Josh Norman),-0.070,-0.230
1,5:33,3,6,PIT 27,0,0,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 13 yards (tackle by Taron Johnson),-0.230,1.600
1,4:56,1,10,PIT 40,0,0,James Conner left guard for 3 yards (tackle by Harrison Phillips),1.600,1.460
1,4:22,2,7,PIT 43,0,0,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 8 yards (tackle by Taron Johnson),1.460,2.320
1,3:48,1,10,BUF 49,0,0,Jaylen Samuels up the middle for 3 yards (tackle by Micah Hyde),2.320,2.190
1,3:11,2,7,BUF 46,0,0,Jaylen Samuels right end for 1 yard (tackle by Taron Johnson and Jordan Poyer),2.190,1.620
1,2:28,3,6,BUF 45,0,0,Ben Roethlisberger pass incomplete deep right intended for James Washington,1.620,0.270
1,2:23,4,6,BUF 45,0,0,Jordan Berry punts 31 yards downed by James Pierre,0.270,0.280
1,2:12,1,10,BUF 14,0,0,Josh Allen pass complete short left to Stefon Diggs for 8 yards (tackle by Steven Nelson),-0.280,0.420
1,1:32,2,2,BUF 22,0,0,Zack Moss up the middle for no gain (tackle by Avery Williamson),0.420,-0.440
1,1:08,3,2,BUF 22,0,0,"Josh Allen pass complete short left to Stefon Diggs for 3 yards (tackle by Steven Nelson) Penalty on PIT: Defensive Too Many Men on Field, 5 yards (no play)",-0.440,0.740
1,0:49,1,10,BUF 27,0,0,Josh Allen pass incomplete short left intended for Dawson Knox,0.740,0.200
1,0:45,2,10,BUF 27,0,0,Josh Allen pass complete short right to Gabriel Davis for -1 yards (tackle by Mike Hilton),0.200,-0.620
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,11,BUF 26,0,0,Josh Allen pass incomplete short middle intended for Cole Beasley (defended by Cameron Sutton),-0.620,-1.630
2,14:53,4,11,BUF 26,0,0,"Corey Bojorquez punts 54 yards, returned by Ray-Ray McCloud for no gain (tackle by Dean Marlowe and Siran Neal)",-1.630,-0.280
2,14:41,1,10,PIT 20,0,0,Ben Roethlisberger pass incomplete deep right intended for Chase Claypool,0.280,-0.270
2,14:34,2,10,PIT 20,0,0,"Penalty on Tre'Davious White: Neutral Zone Infraction, 5 yards (no play)",-0.270,0.410
2,14:34,2,5,PIT 25,0,0,Benny Snell right guard for 7 yards (tackle by Tremaine Edmunds and Josh Norman),0.410,1.070
2,13:58,1,10,PIT 32,0,0,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 20 yards (tackle by Tre'Davious White),1.070,2.390
2,13:20,1,10,BUF 48,0,0,Benny Snell right end for 2 yards (tackle by Tremaine Edmunds),2.390,2.120
2,12:41,2,8,BUF 46,0,0,Benny Snell left guard for 5 yards (tackle by Quinton Jefferson),2.120,2.080
2,11:57,3,3,BUF 41,0,0,Ben Roethlisberger pass incomplete short middle intended for Eric Ebron (defended by Matt Milano),2.080,0.530
2,11:52,4,3,BUF 41,0,0,Jordan Berry punts 32 yards out of bounds,0.530,0.380
2,11:44,1,10,BUF 9,0,0,Devin Singletary up the middle for 3 yards (tackle by Terrell Edmunds),-0.380,-0.560
2,11:01,2,7,BUF 12,0,0,Josh Allen pass complete short left to Cole Beasley for 4 yards (tackle by Avery Williamson),-0.560,-0.600
2,10:34,3,3,BUF 16,0,0,Josh Allen pass complete short left to Gabriel Davis for 7 yards (tackle by Steven Nelson),-0.600,0.480
2,9:52,1,10,BUF 23,0,0,Josh Allen pass incomplete deep middle intended for Dawson Knox (defended by Cameron Sutton),0.480,-0.070
2,9:42,2,10,BUF 23,0,0,"Josh Allen pass complete short right to Dawson Knox for 6 yards (tackle by Marcus Allen and Mike Hilton). Dawson Knox fumbles (forced by Mike Hilton), recovered by Cameron Sutton at BUF-30",-0.070,-3.580
2,9:36,1,10,BUF 30,0,0,"James Conner up the middle for 5 yards (tackle by Jordan Poyer). James Conner fumbles (forced by Jordan Poyer), recovered by JuJu Smith-Schuster at BUF-22",3.580,4.110
2,9:05,2,2,BUF 22,0,0,James Conner up the middle for 3 yards (tackle by Micah Hyde),4.110,4.310
2,8:26,1,10,BUF 19,6,0,"Ben Roethlisberger pass complete deep middle to James Washington for 19 yards, touchdown",4.310,7.000
2,8:21,,,BUF 15,7,0,Chris Boswell kicks extra point good,0.000,0.000
2,8:21,,,PIT 35,7,0,"Chris Boswell kicks off 68 yards, returned by Andre Roberts for 27 yards (tackle by Sean Davis)",0.000,0.540
2,8:14,1,10,BUF 24,7,0,"Josh Allen sacked by Tyson Alualu for -8 yards. Josh Allen fumbles (forced by Tyson Alualu), recovered by Mitch Morse at BUF-16",0.540,-1.220
2,7:30,2,18,BUF 16,7,0,Josh Allen pass incomplete deep left intended for Gabriel Davis (defended by Steven Nelson),-1.220,-2.050
2,7:23,3,18,BUF 16,7,0,Josh Allen up the middle for 11 yards (tackle by Marcus Allen and Terrell Edmunds),-2.050,-1.570
2,6:44,4,7,BUF 27,7,0,Corey Bojorquez punts 46 yards out of bounds,-1.570,-0.740
2,6:37,1,10,PIT 27,7,0,James Conner up the middle for 1 yard (tackle by Micah Hyde),0.740,0.330
2,5:57,2,9,PIT 28,7,0,James Conner left tackle for no gain (tackle by Harrison Phillips and A.J. Klein),0.330,-0.360
2,5:08,3,9,PIT 28,7,0,Ben Roethlisberger pass incomplete short middle intended for James Washington,-0.360,-1.500
2,5:04,4,9,PIT 28,7,0,"Jordan Berry punts 46 yards, fair catch by Andre Roberts at BUF-26",-1.500,-0.670
2,4:56,1,10,BUF 26,7,0,Josh Allen pass complete short left to Cole Beasley for 7 yards (tackle by Steven Nelson and Terrell Edmunds),0.670,1.070
2,4:19,2,3,BUF 33,7,0,Josh Allen pass incomplete short left intended for Gabriel Davis (defended by Steven Nelson),1.070,0.370
2,4:14,3,3,BUF 33,7,0,Josh Allen pass complete short left to Stefon Diggs for 23 yards (tackle by Marcus Allen),0.370,2.650
2,3:26,1,10,PIT 44,7,0,Zack Moss right guard for 6 yards (tackle by Avery Williamson),2.650,2.920
2,2:43,2,4,PIT 38,7,0,Josh Allen pass complete short left to Stefon Diggs for 7 yards (tackle by Steven Nelson),2.920,3.510
2,2:10,1,10,PIT 31,7,0,"Josh Allen pass complete short left to Stefon Diggs for 18 yards (tackle by Steven Nelson). Penalty on Henry Mondeaux: Illegal Formation (Declined) . Penalty on Henry Mondeaux: Roughing the Passer, 15 yards (no play)",3.510,4.510
2,2:00,1,10,PIT 16,7,0,Josh Allen pass incomplete short left intended for Cole Beasley,4.510,3.900
2,1:55,2,10,PIT 16,7,0,Josh Allen pass incomplete deep left intended for Stefon Diggs (defended by Steven Nelson),3.900,3.080
2,1:51,3,10,PIT 16,7,0,Josh Allen pass incomplete deep right intended for Dawson Knox,3.080,2.380
2,1:46,4,10,PIT 16,7,3,Tyler Bass 34 yard field goal good,2.380,3.000
2,1:42,,,BUF 35,7,3,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,1:42,1,10,PIT 25,7,3,Ben Roethlisberger pass complete short right to Jaylen Samuels for 4 yards (tackle by Jordan Poyer and Matt Milano),0.610,0.600
2,1:13,2,6,PIT 29,7,3,Ben Roethlisberger pass complete short middle to Eric Ebron for 13 yards (tackle by Jordan Poyer),0.600,1.730
2,1:07,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,1:07,1,10,PIT 42,7,3,Ben Roethlisberger pass incomplete short left intended for Chase Claypool (defended by Levi Wallace),1.730,1.190
2,1:02,2,10,PIT 42,7,3,"Penalty on Mario Addison: Neutral Zone Infraction, 5 yards (no play)",1.190,1.860
2,1:02,2,5,PIT 47,7,9,"Ben Roethlisberger pass short left intended for JuJu Smith-Schuster is intercepted by Taron Johnson at BUF-49 and returned for 51 yards, touchdown",1.860,-7.000
2,0:52,,,PIT 15,7,9,Tyler Bass kicks extra point no good wide right,0.000,-1.000
2,0:52,,,BUF 35,7,9,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,0:52,1,10,PIT 25,7,9,Jaylen Samuels left tackle for 5 yards (tackle by Matt Milano),0.610,0.740
2,0:27,2,5,PIT 30,7,9,Ben Roethlisberger pass complete short right to James Washington for 1 yard (tackle by Taron Johnson),0.740,0.170
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,7,9,"Chris Boswell kicks off 68 yards, returned by Andre Roberts for 35 yards (tackle by Benny Snell and Ulysees Gilbert)",0.000,1.070
3,14:51,1,10,BUF 32,7,9,Josh Allen pass complete short right to Stefon Diggs for 5 yards (tackle by Cameron Heyward),1.070,1.200
3,14:13,2,5,BUF 37,7,9,Devin Singletary right guard for 3 yards (tackle by Mike Hilton),1.200,0.890
3,13:35,3,2,BUF 40,7,9,Josh Allen pass complete short right to Stefon Diggs for 6 yards (tackle by Cameron Sutton),0.890,1.990
3,13:02,1,10,BUF 46,7,9,Josh Allen pass complete short right to Dawson Knox for 8 yards (tackle by Avery Williamson),1.990,2.530
3,12:23,2,2,PIT 46,7,9,Devin Singletary right tackle for 14 yards (tackle by Minkah Fitzpatrick),2.530,3.450
3,11:42,1,10,PIT 32,7,9,Josh Allen pass complete short right to Stefon Diggs for 12 yards (tackle by Avery Williamson),3.450,4.240
3,11:13,1,10,PIT 20,7,9,Devin Singletary right tackle for 1 yard (tackle by Cameron Heyward),4.240,3.820
3,10:29,2,9,PIT 19,7,15,"Josh Allen pass complete short left to Stefon Diggs for 19 yards, touchdown",3.820,7.000
3,10:23,,,PIT 15,7,16,Tyler Bass kicks extra point good,0.000,0.000
3,10:23,,,BUF 35,7,16,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,10:23,1,10,PIT 25,7,16,James Conner left guard for 1 yard (tackle by Jordan Poyer and Taron Johnson),0.610,0.200
3,10:06,2,9,PIT 26,7,16,Ben Roethlisberger pass incomplete short left intended for Vance McDonald (defended by Jordan Poyer),0.200,-0.490
