Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,KAN 47,10,0,Kolby Smith left end for 1 yard (tackle by Kevin Vickerson),2.000,1.420
2,14:18,3,2,KAN 48,10,0,Brodie Croyle pass complete short right to Tony Gonzalez for 22 yards (tackle by Michael Griffin),1.420,3.580
2,13:45,1,10,TEN 30,10,0,Brodie Croyle pass complete short left to Dwayne Bowe for -1 yards (tackle by Cortland Finnegan),3.580,2.900
2,13:07,2,11,TEN 31,10,0,"Penalty on Herbert Taylor: False Start, 5 yards (no play)",2.900,2.220
2,12:49,2,16,TEN 36,10,0,Brodie Croyle pass complete short left to Kolby Smith for -2 yards (tackle by Keith Bulluck),2.220,1.290
2,12:02,3,18,TEN 38,10,0,Brodie Croyle pass complete deep middle to Dwayne Bowe for 17 yards (tackle by Michael Griffin),1.290,2.210
2,12:02,4,1,TEN 21,10,0,Nick Novak 39 yard field goal no good,2.210,-0.870
2,11:12,1,10,TEN 29,10,0,Chris Johnson left end for 5 yards (tackle by Derrick O. Johnson),0.870,1.000
2,10:37,2,5,TEN 34,10,0,Kerry Collins pass incomplete deep left intended for Bo Scaife,1.000,0.300
2,10:31,3,5,TEN 34,10,0,Kerry Collins pass incomplete short middle intended for Lavelle Hawkins (defended by Tamba Hali),0.300,-1.110
2,10:31,4,5,TEN 34,10,0,"Craig Hentrich punts 50 yards, fair catch by Dantrell Savage",-1.110,0.140
2,10:19,1,10,KAN 16,10,0,Kolby Smith left end for 19 yards (tackle by Michael Griffin),-0.140,1.270
2,9:32,1,10,KAN 35,10,0,Jamaal Charles left tackle for 1 yard (tackle by Stephen Tulloch and Kevin Vickerson),1.270,0.860
2,8:55,2,9,KAN 36,10,0,Damon Huard pass incomplete short right intended for Mike Cox (defended by Jason Jones),0.860,0.170
2,8:51,3,9,KAN 36,10,0,Damon Huard pass complete short middle to Jamaal Charles for 8 yards (tackle by Keith Bulluck),0.170,-0.460
2,8:25,,,,10,0,Timeout #1 by Kansas City Chiefs,0.000,-0.460
2,8:25,4,1,KAN 44,10,0,"Kolby Smith left end for 1 yard (tackle by Stephen Tulloch). Penalty on Kevin Vickerson: Defensive Offside, 5 yards (no play)",-0.460,2.190
2,8:01,1,10,KAN 49,10,0,Damon Huard pass complete short left to Tony Gonzalez for 5 yards (tackle by Keith Bulluck),2.190,2.320
2,7:27,2,5,TEN 46,10,0,Kolby Smith up the middle for 4 yards (tackle by Jason Jones and Jacob Ford),2.320,2.150
2,6:42,3,1,TEN 42,10,0,Kolby Smith up the middle for no gain (tackle by Kevin Vickerson and Keith Bulluck),2.150,0.460
2,5:58,4,1,TEN 42,10,0,"Damon Huard up the middle for no gain (tackle by Albert Haynesworth). Penalty on Herbert Taylor: False Start, 5 yards (no play)",0.460,0.130
2,5:46,4,6,TEN 47,10,0,"Dustin Colquitt punts 47 yards, touchback",0.130,-0.280
2,5:37,1,10,TEN 20,10,0,LenDale White up the middle for 5 yards (tackle by Turk McBride),0.280,0.410
2,5:02,2,5,TEN 25,10,0,LenDale White up the middle for 4 yards (tackle by Turk McBride and Bernard Pollard),0.410,0.230
2,4:26,3,1,TEN 29,10,0,LenDale White up the middle for 2 yards (tackle by Demorrio Williams),0.230,1.000
2,3:50,1,10,TEN 31,10,0,Chris Johnson up the middle for 12 yards (tackle by Bernard Pollard),1.000,1.800
2,3:14,1,10,TEN 43,10,0,Chris Johnson right end for 10 yards (tackle by Derrick O. Johnson),1.800,2.460
2,2:37,1,10,KAN 47,10,0,Kerry Collins pass complete short left to Bo Scaife for 17 yards (tackle by Jarrad Page),2.460,3.580
2,2:11,1,10,KAN 30,10,0,Chris Johnson right end for 24 yards (tackle by Jon McGraw and Bernard Pollard),3.580,5.830
2,2:00,1,6,KAN 6,10,0,LenDale White left tackle for 4 yards (tackle by Brandon Flowers and Pat Thomas),5.830,5.720
2,1:26,2,2,KAN 2,16,0,"LenDale White up the middle for 2 yards, touchdown",5.720,7.000
2,,,,KAN 2,17,0,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,17,0,"Rob Bironas kicks off 65 yards, returned by Dantrell Savage for 27 yards (tackle by Josh Stamer)",0.000,1.070
2,1:17,1,10,KAN 32,17,0,Damon Huard pass incomplete short right intended for Dwayne Bowe (defended by Nick Harper),1.070,0.530
2,1:14,2,10,KAN 32,17,0,"Damon Huard pass incomplete short right intended for Mark Bradley (defended by Nick Harper). Penalty on Nick Harper: Delay of Game, 5 yards",0.530,0.500
2,1:06,3,5,KAN 37,17,0,Damon Huard pass complete short right to Tony Gonzalez for 11 yards (tackle by Nick Harper),0.500,2.130
2,0:44,1,10,KAN 48,17,0,"Damon Huard for no gain. Damon Huard fumbles, recovered by Damon Huard at KAN-40",2.130,0.500
2,0:39,,,,17,0,Timeout #2 by Kansas City Chiefs,0.000,0.500
2,0:39,2,18,KAN 40,17,0,Jamaal Charles left guard for no gain (tackle by Albert Haynesworth),0.500,-0.160
2,0:09,3,18,KAN 40,17,0,Damon Huard pass complete deep left to Tony Gonzalez for 28 yards (tackle by Chris Hope). Penalty on Keith Bulluck: Illegal Contact (Declined),-0.160,3.450
2,0:09,1,10,TEN 32,17,0,Damon Huard spiked the ball,3.450,2.900
2,0:08,2,10,TEN 32,17,0,Damon Huard pass incomplete deep right intended for Devard Darling,2.900,2.210
2,0:08,3,10,TEN 32,17,0,Nick Novak 50 yard field goal no good,2.210,1.530
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,17,0,"Nick Novak kicks off 63 yards, returned by Chris Carr for 22 yards (tackle by DaJuan Morgan)",0.000,0.870
3,14:55,1,10,TEN 29,17,0,Chris Johnson up the middle for -4 yards (tackle by Pat Thomas),0.870,-0.210
3,14:19,2,14,TEN 25,17,0,Chris Johnson left end for 8 yards (tackle by Jarrad Page),-0.210,0.170
3,13:52,3,6,TEN 33,17,0,"Kerry Collins pass complete short left to Bo Scaife for 26 yards (tackle by Jarrad Page). Penalty on Brandon Jones: Offensive Holding, 10 yards",0.170,2.190
3,13:22,1,10,TEN 49,17,0,Chris Johnson right end for 2 yards (tackle by Glenn Dorsey),2.190,1.920
3,12:42,2,8,KAN 49,17,0,"Penalty on Ahmard Hall: False Start, 5 yards (no play)",1.920,1.240
3,12:26,2,13,TEN 46,17,0,Chris Johnson right end for -3 yards (tackle by Derrick O. Johnson),1.240,0.170
3,11:41,3,16,TEN 43,17,0,Kerry Collins pass incomplete short left intended for Chris Johnson,0.170,-0.520
3,11:37,4,16,TEN 43,17,0,"Craig Hentrich punts 43 yards, returned by Dantrell Savage for 16 yards (tackle by Ryan Fowler). Penalty on Dimitri Patterson: Offensive Holding, 8 yards",-0.520,0.380
3,11:23,1,10,KAN 8,17,0,Kolby Smith right end for 1 yard (tackle by Nick Harper),-0.380,-0.710
3,10:56,2,9,KAN 9,17,0,Damon Huard pass complete deep right to Tony Gonzalez for 19 yards (tackle by Chris Hope),-0.710,0.810
3,10:33,1,10,KAN 28,17,0,Damon Huard pass complete short middle to Dwayne Bowe for 9 yards (tackle by Stephen Tulloch),0.810,1.480
3,9:50,2,1,KAN 37,17,0,Kolby Smith up the middle for -4 yards (tackle by Michael Griffin),1.480,0.230
3,9:09,3,5,KAN 33,17,0,Damon Huard pass incomplete short left intended for Jamaal Charles,0.230,-1.180
3,9:05,4,5,KAN 33,17,0,"Dustin Colquitt punts 38 yards, returned by Chris Carr for 2 yards (tackle by Dimitri Patterson)",-1.180,-1.000
3,8:56,1,10,TEN 31,17,0,Kerry Collins pass complete short middle to LenDale White for 7 yards (tackle by Demorrio Williams),1.000,1.410
3,8:20,2,3,TEN 38,17,0,LenDale White up the middle for 2 yards (tackle by Glenn Dorsey),1.410,0.960
3,7:41,3,1,TEN 40,17,0,Kerry Collins pass complete short right to Ahmard Hall for 15 yards (tackle by Derrick O. Johnson),0.960,2.590
3,7:09,1,10,KAN 45,17,0,Chris Johnson up the middle for 5 yards (tackle by Pat Thomas),2.590,2.720
3,6:29,2,5,KAN 40,17,0,LenDale White up the middle for 1 yard (tackle by Tank Tyler),2.720,2.150
3,5:44,3,4,KAN 39,17,0,Kerry Collins pass incomplete deep left intended for Paul Williams (defended by Brandon Carr),2.150,0.660
3,5:39,4,4,KAN 39,17,0,Craig Hentrich punts 30 yards,0.660,0.380
3,5:27,1,10,KAN 9,17,0,Damon Huard pass complete short right to Mike Cox for no gain,-0.380,-0.780
3,5:02,2,10,KAN 9,17,0,Damon Huard sacked by Keith Bulluck and Dave Ball for -7 yards,-0.780,-2.240
3,4:27,3,17,KAN 2,17,0,Damon Huard pass incomplete short right intended for Tony Gonzalez,-2.240,-2.490
3,4:23,4,17,KAN 2,17,0,Dustin Colquitt punts 57 yards,-2.490,-1.660
3,4:11,1,10,TEN 41,17,0,LenDale White up the middle for 4 yards (tackle by Demorrio Williams and Pat Thomas),1.660,1.660
3,3:36,2,6,TEN 45,17,0,Kerry Collins pass complete short right to Lavelle Hawkins for 8 yards (tackle by Brandon Carr),1.660,2.460
3,3:10,1,10,KAN 47,17,0,LenDale White left tackle for 4 yards (tackle by Alfonso Boone),2.460,2.450
3,2:33,2,6,KAN 43,17,0,LenDale White up the middle for 10 yards (tackle by DaJuan Morgan),2.450,3.380
3,1:58,1,10,KAN 33,17,0,LenDale White up the middle for 3 yards (tackle by Tamba Hali),3.380,3.240
3,1:22,2,7,KAN 30,17,0,Kerry Collins pass incomplete short right intended for Lavelle Hawkins,3.240,2.540
3,1:17,3,7,KAN 30,17,0,Kerry Collins pass complete short middle to Chris Johnson for 2 yards (tackle by Brandon Flowers),2.540,1.630
3,0:24,,,,17,0,Timeout #1 by Tennessee Titans,0.000,1.630
3,0:24,4,5,KAN 28,20,0,Rob Bironas 46 yard field goal good,1.630,3.000
3,,,,TEN 30,20,0,"Rob Bironas kicks off 61 yards, returned by Dantrell Savage for 18 yards (tackle by Colin Allred)",0.000,0.740
3,0:13,1,10,KAN 27,20,0,Damon Huard sacked by Albert Haynesworth for -8 yards,0.740,-0.940
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,18,KAN 19,20,0,Damon Huard pass complete short right to Devard Darling for 11 yards (tackle by Nick Harper),-0.940,-0.100
4,14:14,3,7,KAN 30,20,0,Damon Huard pass complete short right to Jamaal Charles for 5 yards (tackle by Nick Harper),-0.100,-1.040
4,13:40,4,2,KAN 35,20,0,"Dustin Colquitt punts 33 yards. Penalty on Erik Walden: Illegal Use of Hands, 10 yards",-1.040,-1.730
4,13:29,1,10,TEN 42,20,0,Chris Johnson right end for 2 yards (tackle by DaJuan Morgan),1.730,1.460
4,12:51,2,8,TEN 44,20,0,Chris Johnson left end for 7 yards (tackle by Pat Thomas),1.460,1.690
4,12:09,3,1,KAN 49,20,0,Kerry Collins pass incomplete short right intended for Brandon Jones,1.690,0.000
4,12:03,4,1,KAN 49,20,0,"Craig Hentrich punts 49 yards, touchback",0.000,-0.280
4,11:56,1,10,KAN 20,20,0,Tyler Thigpen pass incomplete short left intended for Jamaal Charles,0.280,-0.270
4,11:53,2,10,KAN 20,20,0,Tyler Thigpen pass complete short middle to Dwayne Bowe for 9 yards (tackle by Michael Griffin),-0.270,0.230
4,11:08,3,1,KAN 29,20,0,Tyler Thigpen right tackle for 3 yards (tackle by Keith Bulluck),0.230,1.070
4,10:25,1,10,KAN 32,20,0,Tyler Thigpen pass incomplete,1.070,0.530
4,10:17,2,10,KAN 32,20,0,Tyler Thigpen pass incomplete short right intended for Brad Cottam,0.530,-0.160
4,10:13,3,10,KAN 32,20,0,Tyler Thigpen right end for 4 yards (tackle by Jason Jones),-0.160,-0.980
4,9:30,4,6,KAN 36,20,0,"Dustin Colquitt punts 46 yards. Penalty on Eric King: Offensive Holding, 9 yards",-0.980,0.380
4,9:19,1,10,TEN 9,20,0,LenDale White up the middle for 4 yards (tackle by Demorrio Williams),-0.380,-0.480
4,8:40,2,6,TEN 13,20,0,LenDale White left tackle for 7 yards (tackle by Derrick O. Johnson),-0.480,0.280
4,7:58,1,10,TEN 20,26,0,"LenDale White right tackle for 80 yards, touchdown",0.280,7.000
4,,,,KAN 2,27,0,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,27,0,"Rob Bironas kicks off 74 yards, returned by Dantrell Savage for 59 yards (tackle by Chris Carr)",0.000,2.590
4,7:36,1,10,TEN 45,27,0,Tyler Thigpen pass incomplete short middle intended for Tony Gonzalez (defended by Michael Griffin),2.590,2.040
4,7:31,2,10,TEN 45,27,0,Jamaal Charles up the middle for 16 yards (tackle by Chris Hope),2.040,3.640
4,6:56,1,10,TEN 29,27,0,Tyler Thigpen pass complete deep right to Dwayne Bowe for 27 yards,3.640,6.740
4,6:21,,,,27,0,Timeout #1 by Kansas City Chiefs,0.000,6.740
4,6:21,1,2,TEN 2,27,0,"Penalty on Jason Jones: Neutral Zone Infraction, 1 yards (no play)",6.740,6.970
4,6:21,1,1,TEN 1,27,0,Kolby Smith up the middle for -1 yards (tackle by Chris Hope),6.970,5.720
4,5:42,2,2,TEN 2,27,0,Tyler Thigpen sacked by Jason Jones for -6 yards,5.720,3.580
4,5:03,3,8,TEN 8,27,0,Tyler Thigpen pass incomplete short left intended for Devard Darling,3.580,2.950
4,4:59,4,8,TEN 8,27,3,Nick Novak 26 yard field goal good,2.950,3.000
4,,,,KAN 30,,,"Nick Novak kicks off 43 yards, returned by Michael Griffin for 4 yards",,
4,4:53,1,10,TEN 31,27,3,Chris Johnson left tackle for 3 yards (tackle by Turk McBride),1.000,0.870
4,4:12,2,7,TEN 34,33,3,"Chris Johnson left end for 66 yards, touchdown. Penalty on Chris Johnson: Unsportsmanlike Conduct, 15 yards",0.870,7.000
4,,,,KAN 2,34,3,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 15,34,3,"Rob Bironas kicks off 59 yards, returned by Maurice Leggett for 20 yards (tackle by Dave Ball)",0.000,1.990
4,3:56,1,10,KAN 46,34,3,Tyler Thigpen pass complete short left to Mark Bradley for 8 yards (tackle by Chris Carr),1.990,2.530
4,3:27,2,2,TEN 46,34,3,Tyler Thigpen pass complete short right to Dwayne Bowe for 21 yards (tackle by Chris Carr). Penalty on Ryan Fowler: Illegal Contact (Declined),2.530,3.910
4,3:21,1,10,TEN 25,34,3,Tyler Thigpen pass incomplete short right intended for Jamaal Charles,3.910,3.360
4,3:17,2,10,TEN 25,34,3,Tyler Thigpen pass complete short right to Jamaal Charles for 11 yards (tackle by Vincent Fuller),3.360,4.650
4,2:44,1,10,TEN 14,34,9,"Tyler Thigpen left end for 14 yards, touchdown",4.650,7.000
4,,,,TEN 2,34,10,Nick Novak kicks extra point good,0.000,0.000
4,,,,KAN 30,34,10,"Nick Novak kicks off 71 yards, returned by Chris Carr for 25 yards (tackle by DaJuan Morgan). Penalty on Rocky Boiman: Unnecessary Roughness, 15 yards",0.000,1.530
4,2:37,1,10,TEN 39,34,10,Quinton Ganther up the middle for 5 yards (tackle by DaJuan Morgan),1.530,1.660
4,2:00,2,5,TEN 44,34,10,Quinton Ganther up the middle for 6 yards (tackle by Jarrad Page),1.660,2.260
4,2:00,1,10,,34,10,Kerry Collins kneels for -1 yards,2.260,1.580
4,0:37,2,11,TEN 49,34,10,Kerry Collins kneels for -1 yards,1.580,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
