Quarter,Time,Down,ToGo,Location,DAL,ATL,Detail,EPB,EPA
2,0:39,3,6,DAL 27,3,3,Matt Ryan pass incomplete short middle intended for Austin Hooper (defended by Leighton Vander Esch),2.810,1.700
2,0:34,4,6,DAL 27,3,6,Matt Bryant 45 yard field goal good,1.700,3.000
2,0:29,,,ATL 35,3,6,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
2,0:29,1,10,DAL 25,3,6,Dak Prescott pass incomplete deep left intended for Michael Gallup,0.610,0.060
2,0:24,2,10,DAL 25,3,6,Ezekiel Elliott left end for 10 yards (tackle by De'Vondre Campbell and Bruce Irvin),0.060,1.270
2,0:15,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:15,1,10,DAL 35,3,6,Dak Prescott pass complete short left to Ezekiel Elliott for 8 yards (tackle by Foyesade Oluokun),1.270,1.800
Quarter,Time,Down,ToGo,Location,DAL,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,3,6,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DAL 25,3,6,Dak Prescott pass complete short right to Amari Cooper for 9 yards (tackle by Desmond Trufant),0.610,1.280
3,14:20,2,1,DAL 34,3,6,Ezekiel Elliott right guard for 14 yards (tackle by Damontae Kazee and De'Vondre Campbell),1.280,2.130
3,13:40,1,10,DAL 48,3,6,Ezekiel Elliott left guard for 4 yards (tackle by Duke Riley),2.130,2.120
3,13:08,2,6,ATL 48,3,6,Dak Prescott pass complete short right to Amari Cooper for 10 yards (tackle by Desmond Trufant),2.120,3.050
3,12:24,1,10,ATL 38,3,6,Rod Smith left end for no gain (tackle by Terrell McClain and Foyesade Oluokun),3.050,2.510
3,11:45,2,10,ATL 38,3,6,Dak Prescott sacked by Vic Beasley for -6 yards,2.510,1.030
3,11:00,3,16,ATL 44,3,6,Dak Prescott pass complete short left to Ezekiel Elliott for 12 yards (tackle by De'Vondre Campbell),1.030,1.270
3,10:20,4,4,ATL 32,6,6,Brett Maher 50 yard field goal good,1.270,3.000
3,10:15,,,DAL 35,6,6,"Brett Maher kicks off 56 yards, muffed catch by Marvin Hall returned by Marvin Hall for no gain (tackle by Noah Brown)",0.000,0.040
3,10:11,1,10,ATL 18,6,6,Matt Ryan pass complete short middle to Logan Paulsen for 6 yards (tackle by Damien Wilson),0.040,0.410
3,9:35,2,4,ATL 24,6,6,Tevin Coleman left tackle for 17 yards (tackle by Xavier Woods),0.410,1.660
3,9:02,1,10,ATL 41,6,6,Matt Ryan pass complete short left to Tevin Coleman for 18 yards (tackle by Byron Jones),1.660,2.850
3,8:27,1,10,DAL 41,6,6,Ito Smith left tackle for no gain (tackle by Leighton Vander Esch and Jeff Heath),2.850,2.310
3,7:48,2,10,DAL 41,6,6,Matt Ryan pass complete short right to Julio Jones for 6 yards (tackle by Leighton Vander Esch),2.310,2.410
3,7:21,3,4,DAL 35,6,6,Matt Ryan pass incomplete deep right intended for Julio Jones,2.410,0.980
3,7:16,4,4,DAL 35,6,9,Matt Bryant 53 yard field goal good,0.980,3.000
3,7:12,,,ATL 35,6,9,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
3,7:12,1,10,DAL 25,6,9,Dak Prescott pass complete short middle to Ezekiel Elliott for 4 yards (tackle by Foyesade Oluokun),0.610,0.600
3,6:30,2,6,DAL 29,6,9,Ezekiel Elliott right end for 5 yards (tackle by Derrick Shelby),0.600,0.560
3,5:53,3,1,DAL 34,6,9,Ezekiel Elliott left tackle for 2 yards (tackle by Sharrod Neasman and Foyesade Oluokun),0.560,1.330
3,5:10,1,10,DAL 36,6,9,Ezekiel Elliott left tackle for 4 yards (tackle by Jordan Richards),1.330,1.330
3,4:33,2,6,DAL 40,6,9,Jourdan Lewis left end for 5 yards (tackle by Robert Alford),1.330,1.290
3,3:56,3,1,DAL 45,6,9,"Ezekiel Elliott left tackle for no gain (tackle by Jack Crawford). Ezekiel Elliott fumbles (forced by Jack Crawford), recovered by La'el Collins at DAL-45 and returned for 2 yards (tackle by Grady Jarrett)",1.290,2.060
3,3:09,1,10,DAL 47,6,9,Dak Prescott pass complete short right to Rod Smith for 5 yards (tackle by Desmond Trufant),2.060,2.190
3,2:32,2,5,ATL 48,6,9,Ezekiel Elliott right end for 5 yards (tackle by De'Vondre Campbell),2.190,2.720
3,1:52,1,10,ATL 43,6,9,Ezekiel Elliott right tackle for 2 yards (tackle by Damontae Kazee and Terrell McClain),2.720,2.450
3,1:12,2,8,ATL 41,6,9,Dak Prescott pass complete short left to Amari Cooper for 17 yards (tackle by Robert Alford),2.450,3.970
3,0:25,1,10,ATL 24,6,9,Dak Prescott pass complete short left to Rod Smith for 3 yards (tackle by Jordan Richards),3.970,3.840
Quarter,Time,Down,ToGo,Location,DAL,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,ATL 21,6,9,Dak Prescott pass incomplete short right intended for Ezekiel Elliott (defended by Jordan Richards),3.840,3.140
4,14:54,3,7,ATL 21,6,9,Dak Prescott pass complete short left to Cole Beasley for 17 yards (tackle by Robert Alford and Damontae Kazee),3.140,6.280
4,14:23,1,4,ATL 4,12,9,"Dak Prescott left tackle for 4 yards, touchdown",6.280,7.000
4,14:19,,,ATL 15,12,9,Brett Maher kicks extra point no good wide left,0.000,-1.000
4,14:19,,,DAL 35,12,9,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,14:19,1,10,ATL 25,12,9,Ito Smith right end for 5 yards (tackle by Caraun Reid),0.610,0.740
4,13:53,2,5,ATL 30,12,9,Matt Ryan pass complete deep left to Julio Jones for 19 yards (tackle by Byron Jones),0.740,2.190
4,13:18,1,10,ATL 49,12,9,Matt Ryan pass short middle intended for Calvin Ridley is intercepted by Leighton Vander Esch at DAL-41 and returned for 28 yards,2.190,-3.510
4,13:07,1,10,ATL 31,12,9,Ezekiel Elliott right end for 8 yards (tackle by Foyesade Oluokun),3.510,4.050
4,12:33,2,2,ATL 23,18,9,"Ezekiel Elliott right guard for 23 yards, touchdown",4.050,7.000
4,12:26,,,ATL 15,19,9,Brett Maher kicks extra point good,0.000,0.000
4,12:26,,,DAL 35,19,9,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,12:26,1,10,ATL 25,19,9,Tevin Coleman left end for 11 yards (tackle by Xavier Woods),0.610,1.330
4,12:02,1,10,ATL 36,19,9,Matt Ryan pass complete short right to Mohamed Sanu for 12 yards (tackle by Chidobe Awuzie),1.330,2.130
4,11:28,1,10,ATL 48,19,9,Tevin Coleman left tackle for 7 yards (tackle by Jaylon Smith and Leighton Vander Esch),2.130,2.530
4,11:03,2,3,DAL 45,19,9,Matt Ryan pass complete short middle to Julio Jones for 21 yards (tackle by Xavier Woods),2.530,3.970
4,10:22,1,10,DAL 24,19,9,Matt Ryan pass complete short left to Logan Paulsen for 13 yards (tackle by Chidobe Awuzie),3.970,4.840
4,9:42,1,10,DAL 11,19,9,Ito Smith left end for 5 yards (tackle by Dorance Armstrong),4.840,5.080
4,9:00,2,5,DAL 6,19,9,Ito Smith left tackle for 3 yards (tackle by Leighton Vander Esch and Byron Jones),5.080,4.890
4,8:34,3,2,DAL 3,19,9,Matt Ryan pass incomplete short left intended for Austin Hooper (defended by Leighton Vander Esch),4.890,3.050
4,8:28,4,2,DAL 3,19,12,Matt Bryant 21 yard field goal good,3.050,3.000
4,8:26,,,ATL 35,19,12,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
4,8:26,1,10,DAL 25,19,12,Dak Prescott pass complete short right to Cole Beasley for 7 yards (tackle by Brian Poole),0.610,1.010
4,7:43,2,3,DAL 32,19,12,Ezekiel Elliott right guard for 2 yards (tackle by Kemal Ishmael),1.010,0.560
4,6:57,3,1,DAL 34,19,12,Dak Prescott right guard for 2 yards (tackle by Foyesade Oluokun),0.560,1.330
4,6:16,1,10,DAL 36,19,12,Dak Prescott pass complete short right to Geoff Swaim for 4 yards (tackle by Jordan Richards),1.330,1.330
4,5:38,2,6,DAL 40,19,12,Dak Prescott right guard for -2 yards (tackle by Takkarist McKinley),1.330,0.370
4,4:55,3,8,DAL 38,19,12,"Penalty on Zack Martin: False Start, 5 yards (no play)",0.370,-0.300
4,4:55,3,13,DAL 33,19,12,Dak Prescott pass complete short left to Ezekiel Elliott for 2 yards (tackle by Bruce Irvin),-0.300,-1.040
4,4:12,4,11,DAL 35,19,12,"Chris Jones punts 49 yards, returned by Justin Hardy for 1 yard (tackle by Kavon Frazier). Penalty on Lance Lenoir: Unnecessary Roughness, 15 yards",-1.040,-1.070
4,4:02,1,10,ATL 32,19,12,Tevin Coleman left tackle for 13 yards (tackle by Xavier Woods),1.070,1.930
4,3:27,1,10,ATL 45,19,12,Matt Ryan pass complete short right to Calvin Ridley for 6 yards (tackle by Chidobe Awuzie),1.930,2.190
4,3:23,2,4,DAL 49,19,12,Tevin Coleman right end for -5 yards (tackle by Maliek Collins),2.190,0.830
4,2:45,3,9,ATL 46,19,12,Matt Ryan pass complete short left to Mohamed Sanu for 11 yards (tackle by Anthony Brown),0.830,2.720
4,2:05,1,10,DAL 43,19,12,Matt Ryan pass complete short right to Ito Smith for 9 yards (tackle by Jeff Heath),2.720,3.390
4,1:59,2,1,DAL 34,19,18,"Matt Ryan pass complete deep right to Julio Jones for 34 yards, touchdown",3.390,7.000
4,1:52,,,DAL 15,19,19,Matt Bryant kicks extra point good,0.000,0.000
4,1:52,,,ATL 35,19,19,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
4,1:52,1,10,DAL 25,19,19,Dak Prescott pass incomplete deep left intended for Michael Gallup (defended by Robert Alford),0.610,0.060
4,1:46,2,10,DAL 25,19,19,Dak Prescott pass complete short middle to Geoff Swaim for 5 yards (tackle by Foyesade Oluokun and De'Vondre Campbell),0.060,0.040
4,1:38,,,,,,Timeout #1 by Atlanta Falcons,,
4,1:38,3,5,DAL 30,19,19,Dak Prescott pass complete short left to Michael Gallup for 10 yards (tackle by Robert Alford),0.040,1.600
4,1:13,1,10,DAL 40,19,19,Dak Prescott pass complete short middle to Ezekiel Elliott for 11 yards (tackle by Foyesade Oluokun),1.600,2.320
4,0:49,1,10,ATL 49,19,19,Dak Prescott pass incomplete short right intended for Geoff Swaim,2.320,1.780
4,0:44,2,10,ATL 49,19,19,Dak Prescott pass complete short middle to Cole Beasley for 19 yards (tackle by Robert Alford),1.780,3.580
4,0:34,,,,,,Timeout #1 by Dallas Cowboys,,
4,0:34,1,10,ATL 30,19,19,Ezekiel Elliott right tackle for 2 yards (tackle by Duke Riley),3.580,3.300
4,0:29,,,,,,Timeout #2 by Atlanta Falcons,,
4,0:29,2,8,ATL 28,19,19,Ezekiel Elliott right guard for 2 yards (tackle by Grady Jarrett),3.300,2.870
4,0:24,,,,,,Timeout #3 by Atlanta Falcons,,
4,0:24,3,6,ATL 26,19,19,Ezekiel Elliott left tackle for 2 yards (tackle by De'Vondre Campbell),2.870,1.940
4,0:03,,,,,,Timeout #2 by Dallas Cowboys,,
4,0:03,4,4,ATL 24,22,19,Brett Maher 42 yard field goal good,1.940,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
