Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ezekiel Elliott,DAL,23,122,1,7,79,3.4,43,1.9,4,5.8
Dak Prescott,DAL,4,5,1,2,2,0.5,3,0.8,0,
Jourdan Lewis,DAL,1,5,0,,5,5.0,0,0.0,0,
Rod Smith,DAL,1,0,0,,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tevin Coleman,ATL,8,58,0,4,46,5.8,12,1.5,1,8.0
Ito Smith,ATL,6,10,0,,5,0.8,5,0.8,0,
Marvin Hall,ATL,1,3,0,,3,3.0,0,0.0,0,
Calvin Ridley,ATL,1,5,0,0,5,5.0,0,0.0,0,
Matt Ryan,ATL,1,1,0,1,1,1.0,0,0.0,0,
Mohamed Sanu,ATL,1,3,0,1,3,3.0,0,0.0,0,
