Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Chidobe Awuzie,DAL,0,6,5,83.3%,82,16.4,13.7,1,158.3,16.3,68,14,0,0,0,0.0,0,7,0,0.0%
Leighton Vander Esch,DAL,1,6,4,66.7%,34,8.5,5.7,0,41.7,2.0,0,34,0,0,1,0.0,1,8,2,20.0%
Xavier Woods,DAL,0,5,4,80.0%,73,18.3,14.6,0,118.7,12.0,28,45,0,0,0,0.0,0,9,1,10.0%
Jaylon Smith,DAL,0,4,4,100.0%,35,8.8,8.8,0,103.1,5.3,21,14,3,0,0,0.0,0,2,0,0.0%
Byron Jones,DAL,0,6,4,66.7%,55,13.8,9.2,0,95.8,14.7,46,9,0,0,0,0.0,0,7,0,0.0%
Anthony Brown,DAL,0,5,3,60.0%,27,9.0,5.4,0,74.6,11.4,19,8,3,0,0,0.0,0,3,0,0.0%
Damien Wilson,DAL,0,1,1,100.0%,6,6.0,6.0,0,91.7,0.0,0,6,2,1,0,0.0,1,3,0,0.0%
DeMarcus Lawrence,DAL,0,0,0,,,,,,,,,,0,1,1,1.5,4,5,1,16.7%
Tyrone Crawford,DAL,0,0,0,,,,,,,,,,0,1,1,0.5,3,1,0,0.0%
Randy Gregory,DAL,0,0,0,,,,,,,,,,0,1,1,1.0,3,1,1,50.0%
Maliek Collins,DAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Jeff Heath,DAL,0,3,0,0.0%,,,0.0,,39.6,18.0,,,0,0,0,0.0,0,3,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jordan Richards,ATL,0,5,5,100.0%,15,3.0,3.0,0,79.2,-0.6,-5,20,0,0,1,0.0,1,4,1,20.0%
Robert Alford,ATL,0,7,4,57.1%,63,15.8,9.0,0,87.2,14.9,36,27,0,0,0,0.0,0,5,0,0.0%
De'Vondre Campbell,ATL,0,3,3,100.0%,32,10.7,10.7,0,111.1,4.0,12,20,2,0,0,0.0,0,6,1,14.3%
Foyesade Oluokun,ATL,0,3,3,100.0%,20,6.7,6.7,0,94.4,3.0,9,11,1,0,0,0.0,0,10,2,16.7%
Desmond Trufant,ATL,0,5,2,40.0%,19,9.5,3.8,0,51.2,11.8,19,0,0,0,0,0.0,0,5,0,0.0%
Brian Poole,ATL,0,2,1,50.0%,7,7.0,3.5,0,58.3,4.5,5,2,0,0,0,0.0,0,2,0,0.0%
Duke Riley,ATL,0,1,1,100.0%,8,8.0,8.0,0,100.0,3.0,3,5,0,0,0,0.0,0,6,1,14.3%
Kemal Ishmael,ATL,0,1,1,100.0%,2,2.0,2.0,0,79.2,-4.0,-4,6,0,0,0,0.0,0,2,0,0.0%
Bruce Irvin,ATL,0,1,1,100.0%,2,2.0,2.0,0,79.2,2.0,2,0,2,0,0,0.0,0,2,0,0.0%
Bruce Carter,ATL,0,1,1,100.0%,6,6.0,6.0,0,91.7,5.0,5,1,0,0,0,0.0,0,2,0,0.0%
Vic Beasley,ATL,0,0,0,,,,,,,,,,2,0,0,2.0,2,3,1,25.0%
Takkarist McKinley,ATL,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Brooks Reed,ATL,0,0,0,,,,,,,,,,1,1,0,0.0,1,1,0,0.0%
Grady Jarrett,ATL,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%
Damontae Kazee,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,1,16.7%
Terrell McClain,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Sharrod Neasman,ATL,0,1,0,0.0%,,,0.0,,39.6,11.0,,,1,0,0,0.0,0,3,1,25.0%
Isaiah Oliver,ATL,0,1,0,0.0%,,,0.0,,39.6,14.0,,,0,0,0,0.0,0,0,0,
