0,1
Game Info,Game Info
Won Toss,Dolphins
Won OT Toss,Redskins
Roof,outdoors
Surface,grass
Duration,3:12
Attendance,90163
Weather,"82 degrees, relative humidity 66%, wind 7 mph, wind chill 0"
Vegas Line,Washington Redskins -3.0
Over/Under,34.5 (under)
