Quarter,Time,Down,ToGo,Location,MIA,WAS,Detail,EPB,EPA
1,7:08,1,10,MIA 34,0,0,Ted Ginn Jr. left end for 7 yards (tackle by LaRon Landry),1.200,1.600
1,6:36,2,3,MIA 41,0,0,Ronnie Brown up the middle for 1 yard (tackle by Cornelius Griffin and LaRon Landry),1.600,1.030
1,5:55,3,2,MIA 42,0,0,"Penalty on Vernon Carey: False Start, 5 yards (no play)",1.030,0.370
1,5:32,3,7,MIA 37,0,0,"Penalty on Chris Liwienski: False Start, 5 yards (no play)",0.370,-0.300
1,5:04,3,12,MIA 32,0,0,Trent Green pass complete short right to Justin Peelle for 11 yards (tackle by Fred Smoot),-0.300,-0.520
1,4:10,4,1,MIA 43,0,0,"Brandon Fields punts 44 yards, returned by Antwaan Randle El for 7 yards (tackle by Jason Allen)",-0.520,-0.280
1,3:56,1,10,WAS 20,0,0,Ladell Betts left end for 6 yards (tackle by Keith Traylor and Vonnie Holliday),0.280,0.540
1,3:18,2,4,WAS 26,0,0,Ladell Betts right tackle for 1 yard (tackle by Channing Crowder and Zach Thomas),0.540,-0.030
1,2:39,3,3,WAS 27,0,0,Jason Campbell pass complete deep left to Antwaan Randle El for 35 yards (tackle by Travis Daniels),-0.030,3.050
1,2:14,1,10,MIA 38,0,0,Ladell Betts left guard for 5 yards (tackle by Zach Thomas and Channing Crowder),3.050,3.180
1,1:35,2,5,MIA 33,0,0,Mike Sellers up the middle for 4 yards (tackle by Zach Thomas),3.180,3.010
1,0:59,3,1,MIA 29,0,0,Jason Campbell up the middle for 1 yard (tackle by Vonnie Holliday),3.010,3.710
1,0:29,1,10,MIA 28,0,0,Ladell Betts left tackle for 1 yard (tackle by Chase Page and Renaldo Hill),3.710,3.300
Quarter,Time,Down,ToGo,Location,MIA,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,MIA 27,0,0,Ladell Betts up the middle for 3 yards (tackle by Chase Page and Channing Crowder),3.300,3.010
2,14:20,3,6,MIA 24,0,0,Jason Campbell pass complete short middle to Ladell Betts for 16 yards (tackle by Yeremiah Bell),3.010,5.370
2,13:39,1,8,MIA 8,0,0,Ladell Betts left end for 3 yards (tackle by Jason Taylor),5.370,5.150
2,13:03,2,5,MIA 5,0,0,Clinton Portis right end for no gain (tackle by Matt Roth and Zach Thomas),5.150,4.260
2,12:22,3,5,MIA 5,0,0,Jason Campbell sacked by Zach Thomas for -8 yards,4.260,2.570
2,12:14,4,13,MIA 13,0,3,Shaun Suisham 31 yard field goal good,2.570,3.000
2,,,,WAS 30,0,3,"Shaun Suisham kicks off 69 yards, returned by Ted Ginn Jr. for 26 yards (tackle by Rock Cartwright)",0.000,0.740
2,12:08,1,10,MIA 27,0,3,Jesse Chatman left end for 4 yards (tackle by Rocky McIntosh),0.740,0.740
2,11:34,2,6,MIA 31,0,3,Trent Green pass complete short left to Marty Booker for 8 yards (tackle by Fred Smoot),0.740,1.530
2,11:00,1,10,MIA 39,0,3,Trent Green pass complete short right to Marty Booker for 8 yards (tackle by Fred Smoot),1.530,2.070
2,10:47,2,2,MIA 47,0,3,Ronnie Brown up the middle for 3 yards (tackle by Rocky McIntosh and Pierson Prioleau),2.070,2.260
2,10:11,1,10,,0,3,"Trent Green pass complete short middle to Jesse Chatman for 4 yards (tackle by Rocky McIntosh). Jesse Chatman fumbles (forced by Rocky McIntosh), recovered by Shawn Springs at WAS-46 (tackle by Reagan Mauia)",2.260,-2.060
2,9:58,1,10,WAS 47,0,3,Jason Campbell pass complete deep middle to Antwaan Randle El for 16 yards (tackle by Will Allen),2.060,3.120
2,9:18,1,10,MIA 37,0,3,Clinton Portis left guard for 2 yards (tackle by Jason Taylor),3.120,2.840
2,8:40,2,8,MIA 35,0,3,Jason Campbell sacked by Jason Taylor for -5 yards,2.840,1.490
2,8:05,3,13,MIA 40,0,3,Jason Campbell pass incomplete deep right intended for Santana Moss,1.490,0.590
2,7:58,4,13,MIA 40,0,3,"Derrick Frost punts 40 yards, touchback",0.590,-0.280
2,7:50,1,10,MIA 20,0,3,Trent Green pass incomplete short right intended for Jesse Chatman,0.280,-0.270
2,7:44,2,10,MIA 20,0,3,Jesse Chatman up the middle for 3 yards (tackle by Sean Taylor),-0.270,-0.560
2,7:02,3,7,MIA 23,0,3,Trent Green pass complete short middle to Jesse Chatman for 22 yards (tackle by Rocky McIntosh),-0.560,1.930
2,6:29,1,10,MIA 45,0,3,Jesse Chatman left end for 1 yard (tackle by London Fletcher),1.930,1.520
2,5:49,2,9,MIA 46,0,3,Trent Green pass incomplete deep right intended for Chris Chambers,1.520,0.830
2,5:43,,,,0,3,Timeout #1 by Miami Dolphins,0.000,0.830
2,5:43,3,9,MIA 46,0,3,Trent Green pass incomplete short middle intended for Marty Booker,0.830,-0.320
2,5:36,4,9,MIA 46,0,3,Brandon Fields punts 30 yards,-0.320,-0.540
2,5:30,1,10,WAS 24,0,3,Jason Campbell pass incomplete short right intended for Chris Cooley,0.540,0.000
2,5:23,2,10,WAS 24,0,3,Clinton Portis right tackle for 2 yards (tackle by Paul Soliai),0.000,-0.430
2,4:42,3,8,WAS 26,0,3,Jason Campbell pass incomplete deep middle intended for Santana Moss,-0.430,-1.630
2,4:33,4,8,WAS 26,0,3,"Derrick Frost punts 45 yards, returned by Ted Ginn Jr. for 9 yards (tackle by Leigh Torrence)",-1.630,-1.470
2,4:23,1,10,MIA 38,0,3,Trent Green pass incomplete short middle intended for Chris Chambers,1.470,0.920
2,4:19,2,10,MIA 38,0,3,Trent Green pass complete deep middle to Chris Chambers for 23 yards (tackle by London Fletcher),0.920,2.980
2,3:42,1,10,WAS 39,0,3,Trent Green pass complete short right to Chris Chambers for 14 yards (tackle by Fred Smoot),2.980,3.910
2,3:18,1,10,WAS 25,0,3,Trent Green pass incomplete deep right intended for Chris Chambers,3.910,3.360
2,3:12,2,10,WAS 25,0,3,Marty Booker left end for 12 yards (tackle by Sean Taylor),3.360,4.710
2,2:37,1,10,WAS 13,0,3,Ronnie Brown left tackle for 1 yard (tackle by Cornelius Griffin),4.710,4.220
2,2:00,2,9,WAS 12,0,3,Ronnie Brown up the middle for 2 yards (tackle by Demetric Evans and London Fletcher),4.220,3.650
2,1:16,3,7,WAS 10,0,3,Trent Green pass complete short middle to Jesse Chatman for 8 yards (tackle by London Fletcher),3.650,6.740
2,0:42,,,,0,3,Timeout #1 by Washington Redskins,0.000,6.740
2,0:42,1,2,WAS 2,0,3,Jesse Chatman left tackle for no gain (tackle by Pierson Prioleau),6.740,5.720
2,0:10,2,2,WAS 2,0,3,Jesse Chatman up the middle for 1 yard (tackle by Cornelius Griffin and Rocky McIntosh),5.720,5.170
2,0:04,,,,0,3,Timeout #2 by Miami Dolphins,0.000,5.170
2,0:04,3,1,WAS 1,6,3,"Trent Green pass complete short middle to Justin Peelle for 1 yard, touchdown",5.170,7.000
2,,,,WAS 2,7,3,Jay Feely kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,MIA,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,7,3,"Jay Feely kicks off 74 yards, returned by Rock Cartwright for 26 yards (tackle by Justin Peelle)",0.000,0.410
3,14:55,1,10,WAS 22,7,3,Clinton Portis right end for 7 yards (tackle by Matt Roth and Yeremiah Bell),0.410,0.810
3,14:21,2,3,WAS 29,7,3,Jason Campbell pass complete short right to Santana Moss for 8 yards (tackle by Yeremiah Bell),0.810,1.400
3,13:45,1,10,WAS 37,7,3,Jason Campbell pass incomplete deep middle intended for Santana Moss,1.400,0.860
3,13:39,2,10,WAS 37,7,3,"Ladell Betts right end for 5 yards (tackle by Channing Crowder). Penalty on Mike Sellers: Offensive Holding, 10 yards (no play)",0.860,-0.490
3,13:12,2,20,WAS 27,7,3,Jason Campbell pass complete deep left to Antwaan Randle El for 49 yards (tackle by Travis Daniels),-0.490,3.970
3,12:27,1,10,MIA 24,7,3,Clinton Portis right end for 5 yards (tackle by Channing Crowder),3.970,4.120
3,11:54,2,5,MIA 19,7,9,"Clinton Portis left end for 19 yards, touchdown",4.120,7.000
3,,,,MIA 2,7,10,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,WAS 30,7,10,"Shaun Suisham kicks off 55 yards, returned by Ted Ginn Jr. for 34 yards (tackle by Carlos Rogers)",0.000,2.190
3,11:40,1,10,MIA 49,7,10,Trent Green pass incomplete short left intended for David Martin,2.190,1.650
3,11:35,2,10,MIA 49,7,10,Trent Green pass complete short middle to Ronnie Brown for 7 yards (tackle by Shawn Springs),1.650,1.880
3,10:54,3,3,WAS 44,7,10,Trent Green sacked by Rocky McIntosh for -6 yards,1.880,-0.060
3,10:25,4,9,,7,10,"Brandon Fields punts 50 yards, touchback",-0.060,-0.280
3,10:16,1,10,WAS 20,7,10,"Ladell Betts up the middle for 1 yard (tackle by Channing Crowder and Matt Roth). Penalty on Casey Rabach: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,9:54,1,20,WAS 10,7,10,Ladell Betts left end for no gain (tackle by Renaldo Hill and Keith Traylor),-0.760,-1.510
3,9:15,2,20,WAS 10,7,10,Jason Campbell up the middle for 3 yards (tackle by Matt Roth),-1.510,-2.190
3,8:33,3,17,WAS 13,7,10,Jason Campbell pass incomplete deep left intended for Brandon Lloyd,-2.190,-2.490
3,8:23,4,17,WAS 13,7,10,"Derrick Frost punts 40 yards, returned by Ted Ginn Jr. for 4 yards (tackle by H.B. Blades). Penalty on Pierson Prioleau: Offensive Holding, 10 yards",-2.490,-2.980
3,8:13,1,10,WAS 39,7,10,Trent Green pass complete short right to Chris Chambers for 4 yards (tackle by Fred Smoot),2.980,2.980
3,7:38,2,6,WAS 35,7,10,Trent Green pass incomplete short right intended for Chris Chambers,2.980,2.280
3,7:31,3,6,WAS 35,7,10,Trent Green pass complete short left to Chris Chambers for 9 yards (tackle by Carlos Rogers),2.280,3.840
3,6:51,1,10,WAS 26,7,10,Ronnie Brown right guard for 4 yards (tackle by Cornelius Griffin),3.840,3.840
3,6:12,2,6,WAS 22,7,10,Trent Green pass complete short middle to Ronnie Brown for 15 yards (tackle by Rocky McIntosh),3.840,5.600
3,5:40,1,7,WAS 7,7,10,Ronnie Brown left end for -1 yards (tackle by London Fletcher and Carlos Rogers),5.600,4.570
3,5:04,2,8,WAS 8,7,10,Ronnie Brown right tackle for 3 yards (tackle by London Fletcher and Marcus Washington),4.570,4.260
3,4:20,3,5,WAS 5,7,10,Trent Green pass complete short left to Marty Booker for 4 yards (tackle by Carlos Rogers),4.260,3.550
3,3:40,4,1,WAS 1,10,10,Jay Feely 20 yard field goal good,3.550,3.000
3,,,,MIA 30,10,10,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
3,3:37,1,10,WAS 20,10,10,"Penalty on Stephon Heyer: False Start, 5 yards (no play)",0.280,-0.310
3,3:37,1,15,WAS 15,10,10,"Jason Campbell pass complete short right to Mike Sellers for 4 yards (tackle by Will Allen). Mike Sellers fumbles (forced by Will Allen), ball out of bounds at WAS-19",-0.310,-0.460
3,3:09,2,11,WAS 19,10,10,Jason Campbell pass complete short right to Santana Moss for 4 yards (tackle by Will Allen),-0.460,-0.560
3,2:27,3,7,WAS 23,10,10,Jason Campbell right end for 12 yards (tackle by Matt Roth),-0.560,1.270
3,1:55,1,10,WAS 35,10,10,Ladell Betts up the middle for 7 yards (tackle by Zach Thomas),1.270,1.670
3,1:17,2,3,WAS 42,10,10,Ladell Betts right tackle for 3 yards (tackle by Keith Traylor and Vonnie Holliday),1.670,1.930
3,0:47,1,10,WAS 45,10,10,Ladell Betts up the middle for -1 yards (tackle by Channing Crowder),1.930,1.250
3,0:04,2,11,WAS 44,10,10,Jason Campbell pass complete short middle to Santana Moss for 16 yards (tackle by Zach Thomas),1.250,2.920
Quarter,Time,Down,ToGo,Location,MIA,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 40,10,10,"Jason Campbell pass incomplete deep left intended for Brandon Lloyd is intercepted by Travis Daniels at MIA-22 and returned for 29 yards (tackle by Pete Kendall). Penalty on Jason Taylor: Unnecessary Roughness, 11 yards",2.920,0.370
4,14:48,1,10,MIA 11,10,10,Jesse Chatman right tackle for 3 yards (tackle by London Fletcher),-0.370,-0.530
4,14:13,2,7,MIA 14,10,10,Trent Green pass incomplete short right intended for Chris Chambers,-0.530,-1.070
4,14:09,3,7,MIA 14,10,10,"Trent Green pass incomplete short right intended for Chris Chambers. Penalty on Fred Smoot: Illegal Contact, 5 yards (no play)",-1.070,0.150
4,14:04,1,10,MIA 19,10,10,Trent Green pass complete short middle to Jesse Chatman for 10 yards (tackle by London Fletcher),0.150,0.870
4,13:19,1,10,MIA 29,10,10,Jesse Chatman right tackle for 3 yards (tackle by Andre Carter),0.870,0.730
4,12:37,2,7,MIA 32,10,10,Trent Green pass complete short right to Jesse Chatman for no gain,0.730,0.040
4,12:04,3,7,MIA 32,10,10,Trent Green pass incomplete short right intended for David Martin,0.040,-1.240
4,11:58,4,7,MIA 32,10,10,"Brandon Fields punts 48 yards, returned by Antwaan Randle El for 15 yards (tackle by Derrick Pope)",-1.240,-1.270
4,11:43,1,10,WAS 35,10,10,Clinton Portis right end for 4 yards (tackle by Michael Lehan),1.270,1.260
4,11:03,2,6,WAS 39,10,10,Clinton Portis left tackle for 4 yards (tackle by Will Allen),1.260,1.090
4,10:24,3,2,WAS 43,10,10,Jason Campbell pass complete short right to Antwaan Randle El for 8 yards (tackle by Cameron Worrell),1.090,2.320
4,9:49,1,10,MIA 49,10,10,"Jason Campbell pass complete short left to Brandon Lloyd for 4 yards (tackle by Travis Daniels). Penalty on MIA: Defensive 12 On-field, 5 yards (no play)",2.320,3.050
4,9:19,1,5,MIA 44,10,10,Mike Sellers left guard for 4 yards (tackle by Will Allen and Zach Thomas),3.050,3.000
4,8:34,2,1,MIA 40,10,10,Ladell Betts left tackle for 11 yards (tackle by Channing Crowder),3.000,3.640
4,7:57,1,10,MIA 29,10,10,Ladell Betts right guard for 3 yards (tackle by Vonnie Holliday and Channing Crowder),3.640,3.510
4,7:12,2,7,MIA 26,10,10,Antwaan Randle El left end for -3 yards (tackle by Zach Thomas),3.510,2.410
4,6:28,3,10,MIA 29,10,10,Clinton Portis left guard for 8 yards (tackle by Cameron Worrell),2.410,2.180
4,6:28,4,2,MIA 21,10,10,"Penalty on Todd Yoder: False Start, 5 yards (no play)",2.180,1.740
4,5:35,4,7,MIA 26,10,13,Shaun Suisham 44 yard field goal good,1.740,3.000
4,,,,WAS 30,10,13,"Shaun Suisham kicks off 70 yards, touchback",0.000,0.280
4,5:30,1,10,MIA 20,10,13,Trent Green pass complete short left to Jesse Chatman for 4 yards (tackle by Rocky McIntosh),0.280,0.270
4,4:50,2,6,MIA 24,10,13,Trent Green pass complete short middle to Ronnie Brown for 8 yards (tackle by Rocky McIntosh),0.270,1.070
4,4:07,1,10,MIA 32,10,13,Trent Green pass complete deep left to Chris Chambers for 28 yards (tackle by Carlos Rogers),1.070,2.920
4,4:00,1,10,WAS 40,10,13,Ronnie Brown left end for 12 yards (tackle by Marcus Washington and LaRon Landry),2.920,3.710
4,3:21,1,10,WAS 28,10,13,"Trent Green pass incomplete deep left intended for Chris Chambers. Penalty on Carlos Rogers: Defensive Pass Interference, 20 yards (no play)",3.710,5.370
4,3:15,1,8,WAS 8,10,13,"Ronnie Brown up the middle for no gain (tackle by Marcus Washington). Penalty on Rex Hadnot: Offensive Holding, 10 yards (no play)",5.370,4.240
4,3:10,1,18,WAS 18,10,13,"Trent Green pass incomplete. Penalty on Trent Green: Intentional Grounding, 10 yards",4.240,1.920
4,3:04,2,28,WAS 28,10,13,Trent Green pass complete short middle to Ronnie Brown for 5 yards (tackle by Demetric Evans),1.920,1.950
4,2:17,3,23,WAS 23,10,13,Ronnie Brown left guard for 5 yards (tackle by London Fletcher and Sean Taylor),1.950,2.250
4,2:00,4,18,WAS 18,13,13,Jay Feely 36 yard field goal good,2.250,3.000
4,,,,MIA 30,13,13,"Jay Feely kicks off 65 yards, returned by Rock Cartwright for 24 yards (tackle by Derrick Pope)",0.000,0.870
4,1:50,1,10,WAS 29,13,13,Ladell Betts up the middle for 8 yards (tackle by Zach Thomas),0.870,1.410
4,1:24,2,2,WAS 37,13,13,Ladell Betts right end for -3 yards (tackle by Joey Porter),1.410,0.300
4,1:15,,,,13,13,Timeout #1 by Washington Redskins,0.000,0.300
4,1:15,3,5,WAS 34,13,13,Jason Campbell pass incomplete short right intended for Antwaan Randle El,0.300,-1.110
4,1:10,4,5,WAS 34,13,13,"Derrick Frost punts 51 yards, returned by Ted Ginn Jr. for 7 yards (tackle by H.B. Blades)",-1.110,-0.410
4,1:00,1,10,MIA 22,13,13,Trent Green pass complete short middle to Ronnie Brown for 4 yards (tackle by Rocky McIntosh),0.410,0.410
4,0:33,2,6,MIA 26,13,13,Trent Green pass incomplete short right intended for Justin Peelle,0.410,-0.290
4,0:28,3,6,MIA 26,13,13,Trent Green pass incomplete short right intended for Marty Booker (defended by Fred Smoot),-0.290,-1.630
4,0:21,4,6,MIA 26,13,13,Brandon Fields punts 44 yards. Penalty on Sean Taylor: Defensive Offside (Declined),-1.630,-0.940
4,0:12,1,10,WAS 30,13,13,Jason Campbell for 13 yards,0.940,1.800
4,0:04,1,10,WAS 43,13,13,"Jason Campbell pass complete deep right to Antwaan Randle El for 54 yards (tackle by Jason Taylor). Antwaan Randle El fumbles (forced by Jason Taylor), ball out of bounds at MIA-3",1.800,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,MIA,WAS,Detail,EPB,EPA
,,,,,,,"Redskins won the coin toss, Redskins to receive the overtime kickoff.",,
OT,,,,MIA 30,13,13,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
OT,15:00,1,10,WAS 20,13,13,Clinton Portis right end for 6 yards (tackle by Zach Thomas),0.280,0.540
OT,14:33,2,4,WAS 26,13,13,Clinton Portis left end for 14 yards (tackle by Channing Crowder and Travis Daniels),0.540,1.600
OT,13:51,1,10,WAS 40,13,13,Ladell Betts up the middle for 1 yard (tackle by Will Allen),1.600,1.190
OT,13:14,2,9,WAS 41,13,13,Jason Campbell pass complete short right to Mike Sellers for 2 yards (tackle by Joey Porter),1.190,0.760
OT,12:25,,,,13,13,Timeout #1 by Washington Redskins,0.000,0.760
OT,12:25,3,7,WAS 43,13,13,Jason Campbell pass complete short middle to Chris Cooley for 10 yards (tackle by Cameron Worrell),0.760,2.460
OT,11:48,1,10,MIA 47,13,13,Ladell Betts right end for 10 yards (tackle by Travis Daniels),2.460,3.120
OT,11:05,1,10,MIA 37,13,13,Ladell Betts right tackle for 1 yard (tackle by Keith Traylor),3.120,2.710
OT,10:24,2,9,MIA 36,13,13,Clinton Portis right end for 5 yards (tackle by Travis Daniels),2.710,2.680
OT,9:52,3,4,MIA 31,13,13,Clinton Portis right tackle for 9 yards (tackle by Travares Tillman),2.680,4.110
OT,9:27,,,,13,13,Timeout #2 by Washington Redskins,0.000,0.000
OT,9:27,,,,13,13,Timeout #1 by Miami Dolphins,0.000,4.110
OT,9:27,1,10,MIA 22,13,16,Shaun Suisham 39 yard field goal good,4.110,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
