Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
1,7:00,,,DET 35,3,3,"Jack Fox kicks off 62 yards, returned by Keisean Nixon for 30 yards (tackle by Chris Board)",0.000,1.140
1,6:53,1,10,GNB 33,3,3,Aaron Jones up the middle for 6 yards (tackle by Mike Hughes),1.140,1.400
1,6:13,2,4,GNB 39,3,3,AJ Dillon left guard for 4 yards (tackle by Alex Anzalone and Malcolm Rodriguez),1.400,1.800
1,5:31,1,10,GNB 43,3,3,AJ Dillon up the middle for 5 yards (tackle by Benito Jones),1.800,1.930
1,4:52,2,5,GNB 48,3,3,Aaron Rodgers pass complete deep left to Christian Watson for 27 yards (tackle by Kerby Joseph),1.930,3.910
1,4:08,1,10,DET 25,3,3,Allen Lazard left end for 1 yard (tackle by Malcolm Rodriguez and DeShon Elliott),3.910,3.500
1,3:28,2,9,DET 24,3,3,Aaron Rodgers pass complete short right to Randall Cobb for 4 yards (tackle by Jerry Jacobs),3.500,3.340
1,2:42,3,5,DET 20,3,3,Aaron Rodgers sacked by Aidan Hutchinson for -11 yards,3.340,1.320
1,1:59,4,16,DET 31,3,6,Mason Crosby 49 yard field goal good,1.320,3.000
1,1:54,,,GNB 35,3,6,"Mason Crosby kicks off 64 yards, returned by Justin Jackson for 23 yards (tackle by Isaiah McDuffie)",0.000,0.540
1,1:50,1,10,DET 24,3,6,Jamaal Williams right end for no gain (tackle by Quay Walker and Kingsley Enagbare),0.540,0.000
1,1:14,2,10,DET 24,3,6,Jared Goff pass complete short left to Kalif Raymond for 7 yards (tackle by Darnell Savage and Jaire Alexander),0.000,0.230
1,0:33,3,3,DET 31,3,6,"Jared Goff pass complete to Amon-Ra St. Brown for 15 yards Replay Assistant challenged the pass completion ruling, and the original play was overturned. Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown",0.230,-1.310
1,0:29,4,3,DET 31,3,6,"Jack Fox punts 40 yards, returned by Keisean Nixon for 16 yards (tackle by Malcolm Rodriguez)",-1.310,-1.930
1,0:17,1,10,GNB 45,3,6,Christian Watson right end for 6 yards (tackle by Alex Anzalone and DeShon Elliott),1.930,2.190
Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,DET 49,3,6,Aaron Rodgers pass incomplete deep left intended for Allen Lazard,2.190,1.490
2,14:54,3,4,DET 49,3,6,Aaron Rodgers pass complete deep right to Robert Tonyan for 20 yards (tackle by DeShon Elliott),1.490,3.640
2,14:07,1,10,DET 29,3,6,AJ Dillon right tackle for 5 yards (tackle by Alex Anzalone and Amani Oruwariye),3.640,3.780
2,13:26,2,5,DET 24,3,6,Aaron Rodgers pass incomplete short right intended for AJ Dillon,3.780,3.070
2,13:16,3,5,DET 24,3,6,"Aaron Rodgers sacked by Aidan Hutchinson for -6 yards. Penalty on Yosuah Nijman: Offensive Holding, 10 yards (declined)",3.070,1.410
2,13:01,4,11,DET 30,3,9,Mason Crosby 48 yard field goal good,1.410,3.000
2,12:56,,,GNB 35,3,9,"Mason Crosby kicks off 65 yards, returned by Justin Jackson for 25 yards (tackle by Eric Wilson and Tyler Davis)",0.000,0.610
2,12:50,1,10,DET 25,3,9,Jamaal Williams up the middle for 2 yards (tackle by Adrian Amos and Jarran Reed),0.610,0.330
2,12:18,2,8,DET 27,3,9,Jared Goff pass complete short middle to James Mitchell for 7 yards (tackle by Darnell Savage),0.330,0.560
2,11:41,3,1,DET 34,3,9,"Jared Goff pass complete to Jameson Williams for no gain, touchdown. Penalty on Matt Nelson: Offensive Holding, 9 yards (accepted) (no play)",0.560,-0.620
2,11:30,3,10,DET 25,3,9,Jared Goff pass complete short right to Justin Jackson for 11 yards (tackle by Rasul Douglas),-0.620,1.330
2,11:00,1,10,DET 36,3,9,Justin Jackson left guard for 2 yards (tackle by Kenny Clark),1.330,1.060
2,10:25,2,8,DET 38,3,9,Jared Goff pass complete deep right to Josh Reynolds for 16 yards (tackle by Rasul Douglas),1.060,2.520
2,9:46,1,10,GNB 46,3,9,Jamaal Williams up the middle for 9 yards (tackle by Quay Walker),2.520,3.190
2,9:12,2,1,GNB 37,3,9,"Jared Goff sacked by Devonte Wyatt for -5 yards. Jared Goff fumbles (forced by Devonte Wyatt), recovered by Jared Goff at GB-42 (tackle by Devonte Wyatt)",3.190,1.820
2,8:29,3,6,GNB 42,3,9,D'Andre Swift up the middle for 11 yards (tackle by Darnell Savage),1.820,3.510
2,7:49,1,10,GNB 31,3,9,Jared Goff pass incomplete short middle,3.510,2.970
2,7:42,2,10,GNB 31,3,9,D'Andre Swift left end for -4 yards (tackle by Darnell Savage),2.970,1.750
2,7:01,3,14,GNB 35,3,9,Jared Goff pass complete short left to D'Andre Swift for 8 yards (tackle by Quay Walker),1.750,1.700
2,6:16,4,6,GNB 27,3,9,Michael Badgley 46 yard field goal no good,1.700,-1.330
2,6:13,1,10,GNB 36,3,9,Aaron Rodgers pass complete short right to Christian Watson for 15 yards (tackle by Kerby Joseph),1.330,2.320
2,5:22,,,,,,Timeout #1 by Green Bay Packers,,
2,5:22,1,10,DET 49,3,9,Aaron Jones left end for no gain (tackle by Isaiah Buggs and Benito Jones),2.320,1.780
2,4:50,2,10,DET 49,3,9,Aaron Rodgers pass complete short left to Robert Tonyan for 5 yards (tackle by Aidan Hutchinson and Mike Hughes),1.780,1.750
2,4:00,3,5,DET 44,3,9,"Penalty on GNB: Delay of Game, 5 yards (accepted) (no play)",1.750,1.090
2,3:40,3,10,DET 49,3,9,Aaron Rodgers pass complete short middle to Robert Tonyan for 4 yards (tackle by Mike Hughes),1.090,0.270
2,2:57,4,6,DET 45,3,9,"Aaron Rodgers pass incomplete intended for Romeo Doubs. Penalty on James Houston: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.270,0.590
2,2:40,4,1,DET 40,3,9,AJ Dillon left tackle for 2 yards (tackle by Mike Hughes),0.590,3.050
2,2:00,1,10,DET 38,3,9,Aaron Jones left tackle for 6 yards (tackle by Isaiah Buggs and Malcolm Rodriguez),3.050,3.320
2,1:25,2,4,DET 32,3,9,"Aaron Rodgers pass complete short left to Aaron Jones for 8 yards. Aaron Jones fumbles (forced by John Cominsky), recovered by Will Harris at DET-15",3.320,0.220
2,1:16,1,10,DET 15,3,9,Jared Goff pass complete short left to Kalif Raymond for 5 yards (tackle by Darnell Savage),-0.220,0.080
2,0:56,2,5,DET 20,3,9,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown (defended by Darnell Savage),0.080,-0.760
2,0:52,3,5,DET 20,3,9,Jared Goff pass complete short right to Amon-Ra St. Brown for 6 yards (tackle by Darnell Savage),-0.760,0.670
2,0:47,1,10,DET 26,3,9,Jared Goff pass complete short right to D'Andre Swift for 3 yards (tackle by De'Vondre Campbell),0.670,0.540
2,0:41,2,7,DET 29,3,9,Jared Goff pass complete short middle to Kalif Raymond for 11 yards (tackle by Adrian Amos),0.540,1.600
2,0:35,,,,,,Timeout #1 by Detroit Lions,,
2,0:35,1,10,DET 40,3,9,Jared Goff pass complete short right to D'Andre Swift for 5 yards (tackle by Rasul Douglas and De'Vondre Campbell),1.600,1.730
2,0:30,,,,,,Timeout #2 by Detroit Lions,,
2,0:30,2,5,DET 45,3,9,Jared Goff pass complete short right to D'Andre Swift for 18 yards (tackle by Rudy Ford),1.730,3.120
2,0:09,1,10,GNB 37,3,9,Jared Goff pass incomplete short middle intended for Brock Wright,3.120,2.570
2,0:05,,,,,,Timeout #2 by Green Bay Packers,,
2,0:05,2,10,GNB 37,3,9,Jared Goff pass complete short middle to Amon-Ra St. Brown for 7 yards (tackle by Innis Gaines),2.570,2.870
2,0:02,,,,,,Timeout #3 by Detroit Lions,,
2,0:02,3,2,GNB 30,3,9,"Penalty on Rasul Douglas: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",2.870,4.580
2,0:02,1,10,GNB 15,6,9,Michael Badgley 33 yard field goal good,4.580,3.000
Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,6,9,"Mason Crosby kicks off 59 yards, returned by Shane Zylstra for 20 yards (tackle by Corey Ballentine)",0.000,0.670
3,14:55,1,10,DET 26,6,9,Jared Goff pass incomplete short right intended for DJ Chark,0.670,0.130
3,14:51,2,10,DET 26,6,9,Jared Goff scrambles right end for 6 yards (tackle by Darnell Savage),0.130,0.230
3,14:05,3,4,DET 32,6,9,Jared Goff pass complete short middle to DJ Chark for 2 yards (tackle by Rasul Douglas),0.230,-1.110
3,13:26,4,2,DET 34,6,9,"Jack Fox punts 50 yards, returned by Keisean Nixon for 9 yards (tackle by C.J. Moore)",-1.110,-0.610
3,13:13,1,10,GNB 25,6,9,Aaron Rodgers scrambles right end for 6 yards (tackle by Jerry Jacobs),0.610,0.870
3,12:40,2,4,GNB 31,6,9,Aaron Jones up the middle for 17 yards (tackle by Kerby Joseph),0.870,2.130
3,12:01,1,10,GNB 48,6,9,Aaron Jones left end for no gain (tackle by Alim McNeill),2.130,1.580
3,11:17,2,10,GNB 48,6,9,Aaron Rodgers pass complete short left to Allen Lazard for 15 yards (tackle by Derrick Barnes),1.580,3.120
3,10:32,1,10,DET 37,6,9,Aaron Jones left end for 3 yards (tackle by Mike Hughes and Aidan Hutchinson),3.120,2.980
3,9:49,2,7,DET 34,6,9,Aaron Rodgers pass incomplete deep right intended for Aaron Jones (defended by Kerby Joseph),2.980,2.280
3,9:40,3,7,DET 34,6,9,Aaron Rodgers pass incomplete short right intended for Romeo Doubs,2.280,1.060
3,9:37,4,7,DET 34,6,9,Mason Crosby 53 yard field goal no good,1.060,-1.800
3,9:32,1,10,DET 43,6,9,Jamaal Williams right tackle for 13 yards (tackle by Adrian Amos),1.800,2.650
3,8:55,1,10,GNB 44,6,9,Jared Goff pass complete deep right to Kalif Raymond for 43 yards (tackle by Rudy Ford),2.650,6.970
3,8:07,1,1,GNB 1,12,9,"Jamaal Williams right tackle for 1 yard, touchdown",6.970,7.000
3,8:05,,,GNB 15,13,9,Michael Badgley kicks extra point good,0.000,0.000
3,8:05,,,DET 35,13,9,"Jack Fox kicks off 62 yards, returned by Keisean Nixon for 14 yards (tackle by Derrick Barnes and Ifeatu Melifonwu)",0.000,-0.060
3,8:00,1,10,GNB 17,13,9,Aaron Rodgers pass incomplete short left,-0.060,-0.580
3,7:55,2,10,GNB 17,13,9,Aaron Rodgers pass complete short right to Allen Lazard for 7 yards (tackle by Jerry Jacobs),-0.580,-0.370
3,7:22,3,3,GNB 24,13,9,Aaron Rodgers pass complete short middle to Allen Lazard for 6 yards (tackle by Mike Hughes),-0.370,0.940
3,6:39,1,10,GNB 30,13,9,Aaron Rodgers pass complete short left to Aaron Jones for 4 yards (tackle by Jerry Jacobs),0.940,0.930
3,6:04,2,6,GNB 34,13,9,Aaron Jones right end for 5 yards (tackle by Derrick Barnes),0.930,0.890
3,5:18,3,1,GNB 39,13,9,Aaron Rodgers up the middle for 2 yards (tackle by Isaiah Buggs),0.890,1.660
3,4:37,1,10,GNB 41,13,9,"Aaron Rodgers pass complete deep right to Christian Watson for 45 yards (tackle by Amani Oruwariye). Penalty on Amani Oruwariye: Defensive Pass Interference, 15 yards (declined)",1.660,4.650
3,4:06,1,10,DET 14,13,9,Aaron Jones left tackle for 1 yard (tackle by Benito Jones and Isaiah Buggs),4.650,4.160
3,3:22,2,9,DET 13,13,15,"Aaron Rodgers pass complete short left to Allen Lazard for 13 yards, touchdown",4.160,7.000
3,3:17,,,DET 15,13,16,Mason Crosby kicks extra point good,0.000,0.000
3,3:17,,,GNB 35,13,16,"Mason Crosby kicks off 59 yards, returned by Shane Zylstra for 26 yards (tackle by Isaiah McDuffie and Eric Wilson)",0.000,1.070
3,3:12,1,10,DET 32,13,16,Jamaal Williams right end for 5 yards (tackle by Tedarrell Slaton),1.070,1.200
3,2:38,2,5,DET 37,13,16,Jared Goff pass incomplete short right intended for Jameson Williams,1.200,0.500
3,2:32,3,5,DET 37,13,16,Jared Goff pass incomplete short right intended for Shane Zylstra,0.500,-0.910
3,2:28,4,5,DET 37,13,16,"Jack Fox punts 41 yards, returned by Keisean Nixon for 4 yards (tackle by Chris Board)",-0.910,-0.670
3,2:18,1,10,GNB 26,13,16,"Aaron Jones for no gain. Penalty on David Bakhtiari: Offensive Holding, 10 yards (accepted) (no play)",0.670,-0.300
3,1:58,1,20,GNB 16,13,16,"Aaron Rodgers pass is intercepted by Kerby Joseph at GB-49 and returned for no gain. Penalty on John Cominsky: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",-0.300,0.340
3,1:47,1,10,GNB 21,13,16,AJ Dillon right guard for 9 yards (tackle by Alex Anzalone and John Cominsky),0.340,1.020
3,1:06,2,1,GNB 30,13,16,AJ Dillon up the middle for 2 yards (tackle by DeShon Elliott),1.020,1.070
3,0:21,1,10,GNB 32,13,16,AJ Dillon left tackle for 4 yards (tackle by Romeo Okwara and Alex Anzalone),1.070,1.070
Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,GNB 36,13,16,Aaron Rodgers pass incomplete deep right intended for Romeo Doubs,1.070,0.370
4,14:55,3,6,GNB 36,13,16,Aaron Rodgers scrambles up the middle for 2 yards (tackle by James Houston and Alex Anzalone),0.370,-0.850
4,14:09,4,4,GNB 38,13,16,Pat O'Donnell punts 37 yards downed by Innis Gaines,-0.850,-0.610
4,13:58,1,10,DET 25,13,16,Jared Goff pass complete short middle to Amon-Ra St. Brown for 14 yards (tackle by Quay Walker),0.610,1.530
4,13:26,1,10,DET 39,13,16,Jamaal Williams left tackle for 11 yards (tackle by Quay Walker and Darnell Savage),1.530,2.260
4,12:41,1,10,GNB 50,13,16,Jamaal Williams up the middle for 8 yards (tackle by Rudy Ford and Darnell Savage),2.260,2.790
4,12:03,2,2,GNB 42,13,16,Jared Goff pass complete short left to D'Andre Swift for 9 yards (tackle by De'Vondre Campbell),2.790,3.380
4,11:28,1,10,GNB 33,13,16,D'Andre Swift right tackle for no gain (tackle by Tedarrell Slaton),3.380,2.840
4,10:47,2,10,GNB 33,13,16,Jared Goff pass complete short left to D'Andre Swift for 2 yards (tackle by Jaire Alexander),2.840,2.410
4,10:05,3,8,GNB 31,13,16,D'Andre Swift left end for 6 yards (tackle by Adrian Amos),2.410,1.930
4,9:24,4,2,GNB 25,13,16,Jared Goff pass complete short left to DJ Chark for 3 yards (tackle by Jaire Alexander),1.930,4.110
4,8:38,1,10,GNB 22,13,16,D'Andre Swift left end for 11 yards (tackle by De'Vondre Campbell),4.110,4.840
4,7:39,1,10,GNB 11,13,16,"Jared Goff pass complete short left to D'Andre Swift for 2 yards (tackle by De'Vondre Campbell). Penalty on Quay Walker: Disqualification / Defense, 5 yards (accepted)",4.840,6.280
4,7:24,1,4,GNB 4,13,16,Jamaal Williams up the middle for no gain (tackle by Isaiah McDuffie),6.280,5.340
4,6:46,2,4,GNB 4,13,16,Jamaal Williams up the middle for 3 yards (tackle by Adrian Amos and De'Vondre Campbell),5.340,5.170
4,5:57,,,,,,Timeout #1 by Detroit Lions,,
4,5:57,3,1,GNB 1,19,16,"Jamaal Williams up the middle for 1 yard, touchdown",5.170,7.000
4,5:55,,,GNB 15,20,16,Michael Badgley kicks extra point good,0.000,0.000
4,5:55,,,DET 35,20,16,"Jack Fox kicks off 67 yards, returned by Keisean Nixon for 23 yards (tackle by Justin Jackson)",0.000,0.340
4,5:49,1,10,GNB 21,20,16,Aaron Rodgers pass complete short left to Aaron Jones for 8 yards (tackle by Amani Oruwariye),0.340,0.880
4,5:11,2,2,GNB 29,20,16,Aaron Jones left guard for no gain (tackle by Isaiah Buggs),0.880,0.170
4,4:31,3,2,GNB 29,20,16,Aaron Rodgers pass complete short right to Christian Watson for 4 yards (tackle by Jerry Jacobs),0.170,1.140
4,3:49,1,10,GNB 33,20,16,Aaron Rodgers pass incomplete deep left intended for Allen Lazard,1.140,0.590
4,3:41,2,10,GNB 33,20,16,Aaron Rodgers pass incomplete short right intended for AJ Dillon,0.590,-0.100
4,3:37,3,10,GNB 33,20,16,Aaron Rodgers pass deep right intended for Christian Watson is intercepted by Kerby Joseph at DET-32 and returned for 23 yards (tackle by Allen Lazard),-0.100,-2.590
4,3:27,1,10,GNB 45,20,16,Jared Goff pass complete short left to Amon-Ra St. Brown for 11 yards (tackle by Darnell Savage),2.590,3.310
4,2:31,1,10,GNB 34,20,16,Jamaal Williams up the middle for 9 yards (tackle by De'Vondre Campbell and Darnell Savage),3.310,3.990
4,2:28,,,,,,Timeout #1 by Green Bay Packers,,
4,2:28,2,1,GNB 25,20,16,"Penalty on Devonte Wyatt: Neutral Zone Infraction, 5 yards (declined) (no play)",3.990,3.990
4,2:28,2,1,GNB 25,20,16,Jamaal Williams right tackle for 1 yard (tackle by Preston Smith and Rasul Douglas),3.990,3.970
4,2:22,,,,,,Timeout #2 by Green Bay Packers,,
4,2:22,1,10,GNB 24,20,16,Jamaal Williams up the middle for 3 yards (tackle by Krys Barnes),3.970,3.840
4,2:17,,,,,,Timeout #3 by Green Bay Packers,,
4,2:17,2,7,GNB 21,20,16,"Jared Goff pass complete to Amon-Ra St. Brown for no gain. Penalty on James Mitchell: Offensive Holding, 10 yards (accepted) (no play)",3.840,2.490
4,2:04,2,17,GNB 31,20,16,"Jared Goff pass complete short right to Amon-Ra St. Brown for -8 yards, lateral to D'Andre Swift for no gain (tackle by Jarran Reed)",2.490,3.750
4,2:00,3,3,GNB 17,20,16,Jamaal Williams right tackle for 2 yards (tackle by Krys Barnes and Tedarrell Slaton),3.750,2.590
4,1:15,,,,,,Timeout #2 by Detroit Lions,,
4,1:15,4,1,GNB 15,20,16,Jared Goff pass complete short right to DJ Chark for 9 yards (tackle by Krys Barnes),2.590,5.830
4,0:32,1,6,GNB 6,20,16,Jared Goff kneels for -1 yards,5.830,4.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
