Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jamaal Williams,DET,16,72,2,5,35,2.2,37,2.3,0,
D'Andre Swift,DET,6,25,0,2,17,2.8,8,1.3,0,
Jared Goff,DET,2,5,0,0,5,2.5,0,0.0,0,
Justin Jackson,DET,1,2,0,0,1,1.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,12,48,0,2,13,1.1,35,2.9,1,12.0
AJ Dillon,GNB,9,33,0,3,13,1.4,20,2.2,0,
Aaron Rodgers,GNB,3,10,0,1,5,1.7,5,1.7,0,
Allen Lazard,GNB,2,0,0,0,-1,-0.5,1,0.5,0,
Christian Watson,GNB,2,12,0,0,9,4.5,3,1.5,0,
